Date,Durable goods,Final sales,Final sales of computers,Final sales of domestic product,Goods,Gross domestic product,Gross domestic product excluding final sales of computers,Gross domestic product excluding motor vehicle output,Gross domestic product excluding research and development,Motor vehicle output,Nondurable goods,Research and development,Services,Structures
1947-01-01,35.288,27.195000000000004,,11.015,27.815,11.148,,,11.093,,19.529,13.339,6.686,6.053
1947-04-01,36.642,27.887666666666664,,11.164,28.375,11.3,,,11.245,,19.704,13.395,6.692,6.257
1947-07-01,37.327,28.42833333333333,,11.328,28.997,11.478,,,11.423,,20.176,13.517,6.718,6.458
1947-10-01,37.644,28.955000000000002,,11.574,29.597,11.714,,,11.659,,20.745,13.702,6.844,6.63
1948-01-01,37.736,29.169,,11.702,29.907,11.849,,,11.792,,21.063,13.946,6.912,6.778
1948-04-01,38.384,29.547666666666668,,11.84,30.241,11.989,,,11.931,,21.219,14.109,6.986,6.904
1948-07-01,39.635,30.195999999999998,,12.05,30.744,12.198,,,12.141,,21.374,14.198,7.099,7.079
1948-10-01,39.878,30.155666666666665,,12.056,30.562,12.193,,,12.136,,21.091,14.215,7.137,7.121
1949-01-01,39.786,29.926333333333332,,12.021,30.238,12.153,,,12.097,,20.76,14.089,7.184,7.098
1949-04-01,39.546,29.65233333333333,,11.948,29.906,12.078,,,12.021,,20.469,14.043,7.186,7.046
1949-07-01,39.247,29.345333333333333,,11.862,29.566,11.991,,,11.934,,20.184,14.038,7.194,6.918
1949-10-01,39.087,29.156666666666666,,11.859,29.342,11.988,,,11.931,,19.982,14.071,7.26,6.912
1950-01-01,39.044,29.012,,11.828,29.14,11.954,,,11.897,,19.768,14.142,7.286,6.87
1950-04-01,39.449,29.224666666666668,,11.88,29.3,12.004,,,11.945,,19.806,14.305,7.297,6.927
1950-07-01,40.05,29.805333333333333,,12.127,29.94,12.254,,,12.194,,20.331,14.56,7.413,7.15
1950-10-01,40.919,30.423333333333336,,12.312,30.601,12.45,,,12.388,,20.784,14.905,7.468,7.28
1951-01-01,42.219,31.475666666666665,,12.72,31.738,12.871,,,12.807,,21.643,15.342,7.672,7.579
1951-04-01,42.488,31.699,,12.79,32.007,12.945,,,12.88,,21.861,15.659,7.661,7.728
1951-07-01,42.457,31.697999999999997,,12.839,31.985,12.987,,,12.921,,21.845,15.859,7.701,7.834
1951-10-01,43.137,32.14033333333334,,13.011,32.374,13.158,,,13.092,,22.048,15.943,7.823,7.903
1952-01-01,43.316,32.25266666666667,,13.03,32.466,13.175,,,13.108,,22.089,15.909,7.818,7.916
1952-04-01,43.132,32.138333333333335,,13.083,32.349,13.225,,,13.159,,22.02,15.909,7.909,7.968
1952-07-01,43.402,32.28433333333333,,13.184,32.463,13.325,,,13.259,,22.058,15.941,8.0,8.044
1952-10-01,42.94,32.160000000000004,,13.236,32.405,13.372,,,13.306,,22.16,16.007,8.095,7.997
1953-01-01,43.041,32.154,,13.254,32.342,13.385,,,13.318,,22.047,16.093,8.127,8.013
1953-04-01,43.137,32.13166666666667,,13.288,32.273,13.417,,,13.35,,21.927,16.147,8.185,8.038
1953-07-01,43.127,32.131,,13.339,32.273,13.467,,,13.4,,21.934,16.166,8.239,8.102
1953-10-01,43.206,32.129333333333335,,13.379,32.241,13.507,,,13.441,,21.864,16.148,8.324,8.031
1954-01-01,43.608,32.324666666666666,,13.434,32.411,13.564,,,13.499,,21.915,16.096,8.387,7.936
1954-04-01,43.344,32.231,,13.458,32.353,13.589,,,13.524,,21.943,16.077,8.43,7.964
1954-07-01,42.78,31.97866666666667,,13.448,32.15,13.577,,,13.512,,21.914,16.093,8.463,7.984
1954-10-01,42.828,31.923666666666666,,13.467,32.051,13.595,,,13.529,,21.782,16.146,8.512,7.999
1955-01-01,42.846,31.947333333333333,,13.519,32.075,13.646,,,13.58,,21.809,16.225,8.589,7.973
1955-04-01,43.093,32.018,,13.595,32.099,13.722,,,13.656,,21.742,16.32,8.679,8.03
1955-07-01,43.599,32.26066666666667,,13.688,32.294,13.816,,,13.749,,21.775,16.441,8.724,8.153
1955-10-01,44.141,32.47766666666667,,13.778,32.451,13.908,,,13.84,,21.745,16.592,8.79,8.237
1956-01-01,44.687,32.75966666666667,,13.912,32.696,14.045,,,13.976,,21.822,16.777,8.863,8.434
1956-04-01,45.06,33.044666666666664,,14.043,32.987,14.177,,,14.107,,22.025,16.94,8.943,8.542
1956-07-01,45.89,33.522666666666666,,14.198,33.412,14.334,,,14.264,,22.212,17.076,9.01,8.679
1956-10-01,46.223,33.763666666666666,,14.285,33.65,14.422,,,14.352,,22.368,17.185,9.063,8.708
1957-01-01,47.035,34.211333333333336,,14.449,34.036,14.587,,,14.517,,22.51,17.266,9.185,8.745
1957-04-01,47.301,34.425000000000004,,14.552,34.25,14.69,,,14.621,,22.664,17.346,9.25,8.836
1957-07-01,47.556,34.681000000000004,,14.665,34.523,14.803,,,14.734,,22.895,17.429,9.326,8.878
1957-10-01,47.923,34.903999999999996,,14.754,34.717,14.89,,,14.821,,22.985,17.513,9.412,8.833
1958-01-01,48.315,35.306333333333335,,14.877,35.168,15.015,,,14.946,,23.367,17.598,9.512,8.684
1958-04-01,48.298,35.34666666666667,,14.94,35.235,15.079,,,15.01,,23.449,17.683,9.57,8.741
1958-07-01,48.321,35.33,,14.976,35.204,15.115,,,15.046,,23.406,17.767,9.62,8.778
1958-10-01,48.545,35.315666666666665,,14.994,35.122,15.134,,,15.064,,23.231,17.849,9.667,8.787
1959-01-01,48.82,35.554,,15.067,35.349,15.205,,,15.134,,23.395,17.928,9.708,8.783
1959-04-01,49.029,35.63166666666667,,15.109,35.403,15.249,,,15.177,,23.376,17.998,9.76,8.774
1959-07-01,49.152,35.741,,15.173,35.521,15.314,,,15.242,,23.469,18.059,9.826,8.765
1959-10-01,49.218,35.81966666666666,,15.232,35.612,15.373,,,15.302,,23.553,18.111,9.89,8.757
1960-01-01,49.143,35.769,,15.262,35.565,15.402,,,15.33,,23.526,18.156,9.941,8.774
1960-04-01,49.181,35.892,,15.317,35.718,15.457,,,15.385,,23.696,18.191,9.98,8.768
1960-07-01,49.19,35.94166666666667,,15.385,35.779,15.524,,,15.453,,23.766,18.217,10.062,8.768
1960-10-01,49.157,36.00966666666667,,15.452,35.882,15.592,,,15.522,,23.901,18.233,10.138,8.751
1961-01-01,49.217,36.068666666666665,,15.469,35.953,15.61,,,15.541,,23.96,18.241,10.152,8.726
1961-04-01,49.388,36.059333333333335,,15.501,35.888,15.641,,,15.572,,23.821,18.252,10.206,8.756
1961-07-01,49.459,36.113,,15.533,35.943,15.674,,,15.605,,23.859,18.268,10.238,8.756
1961-10-01,49.488,36.10966666666667,,15.568,35.932,15.71,,,15.641,,23.832,18.288,10.285,8.787
1962-01-01,49.486,36.176,,15.647,36.022,15.788,,,15.721,,23.941,18.313,10.369,8.808
1962-04-01,49.463,36.196666666666665,,15.69,36.054,15.831,,,15.765,,23.989,18.325,10.417,8.827
1962-07-01,49.586,36.273,,15.728,36.123,15.869,,,15.803,,24.024,18.324,10.449,8.842
1962-10-01,49.54,36.330000000000005,,15.766,36.213,15.907,,,15.843,,24.155,18.309,10.476,8.853
1963-01-01,49.468,36.315,,15.844,36.209,15.985,,,15.922,,24.182,18.281,10.587,8.867
1963-04-01,49.532,36.31933333333333,,15.859,36.192,15.999,,,15.937,,24.133,18.279,10.611,8.87
1963-07-01,49.527,36.409666666666666,,15.877,36.313,16.016,,,15.954,,24.288,18.302,10.613,8.838
1963-10-01,49.628,36.47566666666667,,15.981,36.378,16.121,,,16.061,,24.327,18.352,10.738,8.878
1964-01-01,49.688,36.57233333333333,,16.041,36.492,16.182,,,16.121,,24.445,18.427,10.806,8.843
1964-04-01,49.716,36.568000000000005,,16.09,36.475,16.229,,,16.168,,24.411,18.471,10.849,8.944
1964-07-01,49.756,36.63866666666667,,16.169,36.561,16.309,,,16.25,,24.503,18.483,10.937,8.967
1964-10-01,49.76,36.709666666666664,,16.239,36.652,16.378,,,16.322,,24.618,18.463,10.972,9.103
1965-01-01,49.887,36.830666666666666,,16.31,36.779,16.45,,,16.396,,24.723,18.411,11.035,9.125
1965-04-01,49.866,36.955,,16.387,36.948,16.527,,,16.476,,24.958,18.384,11.084,9.177
1965-07-01,49.793,36.992333333333335,,16.463,37.015,16.602,,,16.553,,25.082,18.383,11.172,9.196
1965-10-01,49.586,36.909666666666666,,16.571,36.964,16.711,,,16.664,,25.116,18.407,11.296,9.378
1966-01-01,49.662,37.15333333333333,,16.673,37.264,16.813,,,16.767,,25.484,18.456,11.372,9.339
1966-04-01,49.876,37.36333333333334,,16.826,37.485,16.965,,,16.923,,25.677,18.493,11.458,9.599
1966-07-01,50.059,37.580999999999996,,16.975,37.725,17.114,,,17.075,,25.911,18.519,11.61,9.602
1966-10-01,50.404,37.842666666666666,,17.113,37.988,17.254,,,17.218,,26.094,18.534,11.699,9.749
1967-01-01,50.491,37.925666666666665,,17.185,38.081,17.326,,16.962,17.292,30.556,26.175,18.536,11.769,9.787
1967-04-01,50.723,38.056666666666665,,17.29,38.19,17.43,,17.063,17.398,30.772,26.206,18.568,11.882,9.821
1967-07-01,51.148,38.391,,17.448,38.515,17.587,,17.21,17.557,31.338,26.432,18.629,11.996,9.902
1967-10-01,51.621,38.70433333333333,,17.642,38.814,17.781,,17.396,17.755,31.844,26.599,18.72,12.156,10.048
1968-01-01,51.887,38.983666666666664,,17.837,39.11,17.975,,17.598,17.951,31.706,26.866,18.839,12.307,10.223
1968-04-01,52.454,39.385333333333335,,18.039,39.494,18.177,,17.799,18.154,31.918,27.103,18.977,12.465,10.323
1968-07-01,52.771,39.656,,18.214,39.768,18.351,,17.969,18.329,32.257,27.313,19.134,12.634,10.355
1968-10-01,53.331,40.059333333333335,,18.469,40.162,18.607,,18.225,18.587,32.5,27.565,19.31,12.808,10.672
1969-01-01,53.707,40.35733333333334,,18.655,40.464,18.793,,18.418,18.773,32.452,27.784,19.505,12.941,10.87
1969-04-01,54.064,40.749,,18.902,40.889,19.041,,18.667,19.022,32.62,28.182,19.714,13.128,11.065
1969-07-01,54.512,41.18966666666666,,19.173,41.35,19.312,,18.936,19.294,32.943,28.582,19.938,13.364,11.17
1969-10-01,55.022,41.57066666666666,,19.413,41.739,19.554,,19.185,19.536,32.908,28.853,20.177,13.551,11.378
1970-01-01,55.494,41.975,,19.68,42.159,19.823,,19.458,19.806,32.97,29.185,20.43,13.797,11.472
1970-04-01,56.057,42.39566666666667,,19.967,42.575,20.109,,19.743,20.093,33.252,29.464,20.687,13.998,11.845
1970-07-01,56.085,42.52433333333333,,20.131,42.737,20.274,,19.905,20.255,33.483,29.665,20.948,14.203,11.796
1970-10-01,56.75,42.98166666666666,,20.394,43.18,20.539,,20.151,20.52,34.588,29.929,21.213,14.413,11.98
1971-01-01,57.602,43.40233333333333,,20.702,43.535,20.85,,20.447,20.832,35.468,29.994,21.482,14.692,12.249
1971-04-01,58.055,43.78333333333333,,20.979,43.941,21.13,,20.723,21.113,35.793,30.312,21.722,14.916,12.501
1971-07-01,57.914,43.852000000000004,,21.193,44.061,21.343,,20.957,21.326,35.16,30.538,21.932,15.13,12.727
1971-10-01,57.91,43.92733333333334,,21.371,44.152,21.52,,21.158,21.503,34.426,30.664,22.112,15.301,12.947
1972-01-01,58.611,44.45066666666667,,21.717,44.661,21.865,,21.498,21.853,35.015,31.004,22.262,15.603,13.151
1972-04-01,58.732,44.50933333333333,,21.849,44.719,21.999,,21.629,21.986,35.275,31.021,22.446,15.753,13.257
1972-07-01,58.797,44.70066666666667,,22.045,44.971,22.198,,21.829,22.184,35.447,31.326,22.663,15.915,13.47
1972-10-01,58.701,44.89933333333334,,22.294,45.261,22.45,,22.111,22.436,34.607,31.772,22.914,16.105,13.818
