Date,Administrative expenses,Benefits paid,Budget outlays,Budget receipts,Budget surplus or deficit (-) (1-19),Capital transfers paid,Capital transfers received,Contributions accrued (employer),Contributions received by federal employee pension and insurance funds,Current surplus of government enterprises,Current transfer payments,Deposit insurance,"Equals: Federal government current expenditures, NIPAs","Equals: Federal government current receipts, NIPAs","Equals: Federal government saving, national income and product accounts (18-47)",Excise taxes,Federal and state unemployment insurance taxes,Federal employee pension and insurance fund transactions,Financial transactions,Financing disbursements from credit programs,Interest accrued,Interest payments,Interest receipts,Less: Coverage differences,Less: Federal employee retirement plans (3-21),Less: Net capital transfers received (4-29),Less: Netting and grossing differences,Less: Other coverage differences (5+6-26-27-30-35-36),Less: Timing differences (42-12),Loan disbursements less loan repayments and sales,Net investment,Net purchases of foreign currency,Net purchases of nonproduced assets,Other,Other differences in funds covered,Plus: Net investment (28),Plus: Timing differences,Purchases (increase in payables net of advances),Supplementary medical insurance premiums,Taxes on corporate income,Withheld personal income tax and social security contributions
1993-01-01,20.0,15480.0,325794.0,262667.0,-63127.0,4687.0,2625.0,-7613.0,1164.0,-189.0,22069.0,-4571.0,378122.0,292461.0,-85661.0,-401.0,9642.0,-15534.0,124.0,331.0,-23421.0,1210.0,-3659.0,-2416.5,16698.0,-2062.0,-15870.0,-619.0,10132.0,3048.0,1614.0,0.0,56.0,-1326.857142857143,-74.0,1614.0,22774.5,2879.0,-2836.0,6794.0,-3906.0
1993-04-01,20.0,15524.0,349466.0,331895.0,-17571.0,5303.0,3746.0,-7596.0,1162.0,-145.0,142.0,-5766.0,384836.0,315275.0,-69562.0,-1059.0,-6032.0,-15648.0,-3940.0,331.0,-23596.0,440.0,-3636.0,-5849.0,16810.0,-1557.0,-16665.0,7549.0,30466.0,-676.0,1278.0,0.0,39.0,-1845.7142857142858,-100.0,1278.0,-13139.0,-790.0,-3987.0,-17030.0,-8190.0
1993-07-01,20.0,15521.0,348252.0,294670.0,-53582.0,7217.0,3088.0,-7574.0,1267.0,-3023.0,2902.0,-5767.0,386655.0,311226.0,-75429.0,-1496.0,-2742.0,-15739.0,-6025.0,331.0,-23706.0,-640.0,-3601.0,-7667.0,17006.0,-4129.0,-19918.0,11806.0,-2439.0,-764.0,397.0,0.0,25.0,-3400.4285714285716,-103.0,397.0,-105.5,211.0,-3977.0,-373.0,1810.0
1993-10-01,19.0,15930.0,378320.0,287553.0,-90767.0,6430.0,3444.0,-7283.0,1150.0,-99.0,-899.0,1167.0,394972.0,312074.0,-82898.0,244.0,-823.0,-15025.0,3629.5,-576.0,-23691.0,1206.0,-3497.0,1612.5,16175.0,-2986.0,-16655.0,-6706.0,-13990.0,3021.0,362.0,0.0,34.0,-1536.2857142857142,-80.0,362.0,5544.0,-1599.0,-4071.0,-1239.0,10274.0
1994-01-01,19.0,15965.0,350841.0,289333.0,-61508.0,5039.0,3376.0,-7496.0,1184.0,-48.0,-3106.0,-5079.0,390432.0,313051.0,-77381.0,1659.0,9933.0,-15386.0,-4582.5,-576.0,-23874.0,1131.0,-2856.0,-8657.5,16570.0,-1663.0,-17111.0,9785.0,-10634.0,-3029.0,-1815.0,0.0,-17.0,-2131.285714285714,-101.0,-1815.0,5886.0,2305.0,-4534.0,3966.0,-9455.0
1994-04-01,19.0,16162.0,362349.0,363386.0,1037.0,5685.0,4752.0,-7121.0,1101.0,-86.0,466.0,4229.0,390691.0,343031.0,-47660.0,683.0,-6288.0,-15546.0,1685.0,-576.0,-24606.0,355.0,-2690.0,-1475.0,16647.0,-933.0,-16627.0,-2532.0,33990.0,1025.0,-1524.0,0.0,-234.0,-2017.4285714285713,-92.0,-1524.0,-14109.0,525.0,-4555.0,-21821.0,-8377.0
1994-07-01,19.0,16206.0,370397.0,318453.0,-51944.0,7335.0,3510.0,-7451.0,1226.0,-3183.0,-813.0,-2299.0,397657.0,337690.0,-59968.0,-1201.0,-2143.0,-15680.0,-2767.0,-576.0,-24454.0,-1353.0,-2585.0,-4726.0,16906.0,-3825.0,-19731.0,5867.0,-11140.0,-593.0,-216.0,0.0,352.0,-2820.8571428571427,-124.0,-216.0,-1208.0,-831.0,-4590.0,-755.0,3291.0
1994-10-01,22.0,16766.0,383237.0,307823.0,-75414.0,6902.0,3470.0,-7278.0,1122.0,-723.0,3295.0,-3432.0,406192.0,335574.0,-70618.0,230.0,-1071.0,-15286.0,3249.0,-1086.0,-24796.0,213.0,-2841.0,193.0,16408.0,-3432.0,-15794.0,-5418.0,-13770.0,5140.0,-1416.0,0.0,-27.0,-719.1428571428571,-43.0,-1416.0,9752.0,71.0,-4615.0,-4183.0,15795.0
1995-01-01,22.0,16749.0,377775.0,307176.0,-70599.0,6041.0,3090.0,-7040.0,1153.0,-524.0,-4349.0,-5393.0,412467.0,337989.0,-74478.0,597.0,10442.0,-15358.0,-2333.5,-1086.0,-25089.0,386.0,-2934.0,-5833.5,16511.0,-2951.0,-17472.0,5885.0,-16384.0,2522.0,-818.0,0.0,-41.0,-1324.5714285714287,-144.0,-818.0,9447.0,1354.0,-5191.0,10136.0,-9679.0
1995-04-01,22.0,16931.0,380037.0,403967.0,23930.0,6714.0,4236.0,-7143.0,1126.0,-478.0,-3213.0,-4563.0,415960.0,365332.0,-50628.0,-322.0,-7294.0,-15538.0,-2801.5,-1086.0,-25348.0,512.0,-3099.0,-5991.5,16664.0,-2478.0,-17054.0,7546.0,51793.0,2584.0,-1033.0,0.0,-693.0,-1871.7142857142858,-202.0,-1033.0,-24401.5,2908.0,-5162.0,-27228.0,-21222.0
1995-07-01,22.0,17015.0,374696.0,332829.0,-41867.0,7707.0,3778.0,-7036.0,1149.0,-3745.0,2885.0,-1372.0,415831.0,360670.0,-55161.0,-1668.0,-2008.0,-15567.0,-2260.5,-1086.0,-25568.0,-1027.0,-2817.0,-8098.0,16716.0,-3929.0,-20788.0,11830.0,-12984.0,1532.0,-1661.0,0.0,-7087.0,-2752.5714285714284,868.0,-1661.0,5602.0,-13.0,-5273.0,993.0,8947.0
1995-10-01,24.0,17356.0,379601.0,323868.0,-55733.0,6995.0,3844.0,-6955.0,1098.0,-301.0,4022.0,-2718.0,415281.0,353441.0,-61841.0,-637.0,-973.0,-15322.0,1102.0,-2932.0,-25747.0,1162.0,-2991.0,-3176.0,16420.0,-3151.0,-15867.0,851.0,-10320.0,2748.0,-2308.0,0.0,-108.0,-765.4285714285714,-55.0,-2308.0,13583.5,1781.0,-5043.0,-8151.0,22663.0
1996-01-01,24.0,17391.0,394311.0,321383.0,-72928.0,6318.0,3482.0,-6709.0,1196.0,-105.0,-5662.0,-2563.0,425523.0,360889.0,-64634.0,515.0,10225.0,-15193.0,-424.0,-2932.0,-25899.0,860.0,-3646.0,-4020.0,16389.0,-2836.0,-17803.0,4113.0,-25801.0,5129.0,160.0,0.0,-293.0,-1982.5714285714287,-87.0,160.0,13536.0,3645.0,-5138.0,12939.0,-2658.0
1996-04-01,24.0,17549.0,392017.0,445444.0,53427.0,6711.0,5233.0,-6820.0,1057.0,-148.0,-355.0,-1436.0,426516.0,395640.0,-30876.0,132.0,-7601.0,-15329.0,-1216.5,-2932.0,-26082.0,580.0,-3576.0,-4316.0,16386.0,-1478.0,-17348.0,5862.0,63006.0,2875.0,-528.0,0.0,-175.0,-2145.0,-358.0,-528.0,-29316.0,520.0,-4898.0,-22703.0,-35394.0
1996-07-01,24.0,17518.0,394554.0,362355.0,-32199.0,7891.0,4500.0,-6810.0,1118.0,-3667.0,3768.0,-1069.0,427184.0,390036.0,-37148.0,-1171.0,-1823.0,-15575.0,447.0,-2932.0,-26307.0,-1958.0,-3736.0,-1823.0,16693.0,-3391.0,-22314.0,2452.0,-12079.0,2082.0,-1274.0,0.0,-410.0,-2436.285714285714,948.0,-1274.0,6018.5,1249.0,-4961.0,-2489.0,12689.0
1996-10-01,26.0,18152.0,404831.0,345991.0,-58840.0,7500.0,4274.0,-6675.0,1129.0,-540.0,706.0,-1910.0,436514.0,389781.0,-46732.0,1147.0,-706.0,-15069.0,3276.5,-5181.0,-26572.0,172.0,-3144.0,-3103.0,16198.0,-3226.0,-21310.0,2534.0,-29839.0,5421.0,-2226.0,0.0,-3907.0,-2409.1428571428573,213.0,-2226.0,13323.5,-2222.0,-4967.0,-4294.0,26940.0
1997-01-01,26.0,18337.0,401523.0,349198.0,-52325.0,6151.0,4224.0,-6800.0,1086.0,-675.0,-7100.0,-3721.0,433187.0,394774.0,-38413.0,-141.0,10156.0,-15309.0,737.5,-5181.0,-26872.0,184.0,-2888.0,-5630.5,16395.0,-1927.0,-18632.0,4034.0,-36379.0,6594.0,-3965.0,0.0,-318.0,-2044.5714285714287,201.0,-3965.0,14357.5,1964.0,-5152.0,12864.0,4242.0
1997-04-01,26.0,18440.0,395996.0,496525.0,100529.0,6995.0,6171.0,-6810.0,1099.0,-720.0,-216.0,-2649.0,438768.0,424369.0,-14398.0,354.0,-7602.0,-15515.0,-522.5,-5181.0,-27171.0,78.0,-3040.0,-8265.5,16614.0,-824.0,-17955.0,13148.0,83222.0,6390.0,-2767.0,0.0,-6911.0,-2374.4285714285716,225.0,-2767.0,-40912.5,-164.0,-5119.0,-29183.0,-51010.0
1997-07-01,26.0,18365.0,398766.0,387514.0,-11252.0,8407.0,5010.0,-6825.0,1104.0,-4225.0,4696.0,-1540.0,435601.0,426135.0,-9466.0,-582.0,-2120.0,-15891.0,448.0,-5181.0,-27457.0,-1559.0,-3064.0,-3802.5,16995.0,-3397.0,-22912.0,5342.0,-22363.0,2910.0,-1637.0,0.0,-1025.0,-2671.1428571428573,219.0,-1637.0,11013.5,-375.0,-5183.0,3190.0,16614.0
1997-10-01,25.0,18757.0,426038.0,386373.0,-39665.0,7478.0,5159.0,-6697.0,1174.0,-954.0,1596.0,-729.0,451796.0,422107.0,-29689.0,-121.0,-1029.0,-15647.0,3387.0,-2752.0,-27732.0,-358.0,-3322.0,69.5,16821.0,-2319.0,-17955.0,-3473.0,-23219.0,2060.0,-2214.0,0.0,-547.0,-455.85714285714283,208.0,-2214.0,12860.5,-2461.0,-5155.0,-11011.0,31197.0
1998-01-01,25.0,18968.0,408474.0,378600.0,-29874.0,5805.0,5106.0,-6767.0,1006.0,-947.0,-8884.0,-799.0,439345.0,427185.0,-12160.0,808.0,9369.0,-15763.0,333.0,-2752.0,-27989.0,814.0,-2590.0,-4481.0,16769.0,-699.0,-19035.0,3197.0,-40396.0,3356.0,-3415.0,0.0,-746.0,-1857.0,281.0,-3415.0,16212.0,2376.0,-5200.0,12211.0,7092.0
1998-04-01,25.0,18918.0,407136.0,544241.0,137105.0,6577.0,7772.0,-6833.0,1106.0,-1014.0,941.0,-529.0,445251.0,455865.0,10614.0,-581.0,-6761.0,-16108.0,-864.5,-2752.0,-28218.0,252.0,-2827.0,-4246.0,17214.0,1195.0,-18357.0,7592.0,98375.0,2878.0,-2115.0,0.0,-2789.0,-2120.8571428571427,536.0,-2115.0,-47733.5,-183.0,-5190.0,-29208.0,-66802.0
1998-07-01,25.0,18951.0,410810.0,412513.0,1703.0,8408.0,5856.0,-6860.0,1049.0,-4438.0,4796.0,-1056.0,443702.0,456297.0,12595.0,2883.0,-1744.0,-16301.0,1225.0,-2752.0,-28417.0,-2234.0,-2943.0,-1118.0,17350.0,-2552.0,-23055.0,2837.0,-29050.0,5209.0,-523.0,0.0,-2125.0,-2566.5714285714284,532.0,-523.0,14165.0,78.0,-5202.0,-796.0,21837.0
1998-10-01,28.0,19186.0,467442.0,412600.0,-54842.0,8114.0,6425.0,-6713.0,1153.0,-1152.0,-28104.0,-1697.0,460154.0,450491.0,-9663.0,-5363.0,-728.0,-16079.0,6279.0,-3847.0,-28580.0,1855.0,-3129.0,3954.0,17232.0,-1689.0,-19760.0,-7979.0,-54436.0,7447.0,-1694.0,0.0,-365.0,-526.4285714285714,500.0,-1694.0,-504.5,-2311.0,-6657.0,-11966.0,39600.0
1999-01-01,28.0,19319.0,396089.0,401486.0,5397.0,6161.0,5945.0,-6983.0,1046.0,-971.0,19275.0,-211.0,448285.0,451583.0,3298.0,776.0,9180.0,-16351.0,2378.0,-3847.0,-28715.0,97.0,-3868.0,-1682.0,17397.0,-216.0,-17934.0,-609.0,-17246.0,6341.0,-2773.0,0.0,-67.0,-1224.857142857143,672.0,-2773.0,31530.0,1775.0,-4059.0,12953.0,9227.0
1999-04-01,28.0,19323.0,419598.0,564262.0,144664.0,8114.0,8901.0,-6964.0,1171.0,-1043.0,1310.0,-689.0,456605.0,486767.0,30162.0,-263.0,-6290.0,-16468.0,-2248.0,-3847.0,-28855.0,411.0,-3320.0,-2695.0,17639.0,787.0,-18542.0,8405.0,87048.0,3998.0,-623.0,0.0,-204.0,-2488.4285714285716,991.0,-623.0,-41481.0,436.0,-5402.0,-21315.0,-64120.0
1999-07-01,28.0,19366.0,418713.0,449105.0,30392.0,10229.0,6373.0,-7008.0,1102.0,-4430.0,4994.0,-610.0,458195.0,483561.0,25366.0,-2248.0,-1661.0,-16614.0,-2641.5,-3847.0,-29000.0,-2688.0,-1722.0,-3531.5,17716.0,-3856.0,-21546.0,10110.0,-19351.0,2444.0,-407.0,0.0,-859.0,-2867.285714285714,915.0,-407.0,11891.5,783.0,-5443.0,-4565.0,23549.0
1999-10-01,26.0,19684.0,464015.0,443606.0,-20409.0,10136.0,7553.0,-6963.0,1215.0,-758.0,1913.0,-120.0,473741.0,484037.0,10296.0,692.0,-737.0,-16403.0,8026.0,-4282.0,-29150.0,424.0,-2733.0,8779.0,17618.0,-2583.0,-18403.0,-12099.0,-33135.0,6675.0,506.0,0.0,-87.0,-245.14285714285714,1457.0,506.0,15454.5,-2479.0,-5510.0,-8277.0,33193.0
2000-01-01,26.0,19906.0,448699.0,433787.0,-14912.0,8278.0,6217.0,-7106.0,1169.0,-718.0,-15619.0,-1591.0,468041.0,499363.0,31322.0,108.0,10009.0,-16487.0,372.5,-4282.0,-29313.0,640.0,-3655.0,-2014.0,17656.0,-2061.0,-20446.0,3325.0,-67484.0,4399.0,-2331.0,0.0,-87.0,-2078.5714285714284,1374.0,-2331.0,19999.0,449.0,-5447.0,12941.0,24080.0
2000-04-01,26.0,19943.0,444832.0,656073.0,211241.0,9274.0,8762.0,-7157.0,1200.0,-722.0,1943.0,-281.0,479183.0,531104.0,51921.0,-490.0,-7296.0,-16694.0,-31.0,-4282.0,-29506.0,262.0,-3682.0,-531.5,17894.0,-512.0,-20028.0,4922.0,135915.0,6217.0,-1101.0,0.0,-124.0,-2597.5714285714284,614.0,-1101.0,-65867.5,-665.0,-5457.0,-32223.0,-100065.0
2000-07-01,26.0,19936.0,431406.0,491725.0,60319.0,11104.0,6297.0,-7254.0,1179.0,-4296.0,5566.0,-82.0,472437.0,522953.0,50516.0,-2995.0,-1555.0,-17023.0,-2129.5,-4282.0,-29731.0,-2780.0,-2277.0,-4029.0,18202.0,-4807.0,-23506.0,10659.0,-15963.0,-4632.0,-1712.0,0.0,-293.0,-2313.285714285714,-665.0,-1712.0,8594.5,-366.0,-5493.0,-10792.0,25476.0
2000-10-01,27.0,20506.0,464305.0,461265.0,-3040.0,12544.0,6826.0,-7091.0,1183.0,418.0,6243.0,-375.0,488430.0,514356.0,25926.0,616.0,-808.0,-16554.0,5654.5,-5822.0,-29996.0,1805.0,-3221.0,5414.5,17737.0,-5718.0,-18265.0,-6317.0,-35251.0,9460.0,-583.0,0.0,-121.0,-1294.4285714285713,1326.0,-583.0,25758.5,-1085.0,-5540.0,-15140.0,52047.0
2001-01-01,27.0,20843.0,481920.0,460061.0,-21859.0,8652.0,6453.0,-7461.0,1243.0,488.0,-14496.0,-428.0,497170.0,511352.0,14182.0,-572.0,10222.0,-16859.0,3376.0,-5822.0,-30268.0,220.0,-2257.5,-198.5,18102.0,-2199.0,-19430.5,502.0,-54506.0,8939.0,-2061.0,0.0,-1167.0,-1971.5714285714287,957.0,-2061.0,13641.0,-1008.0,-6060.0,3190.0,20020.0
2001-04-01,27.0,20847.0,466313.0,660569.0,194256.0,10439.0,8929.0,-7469.0,1144.0,499.0,2084.0,-232.0,503149.0,537564.0,34415.0,608.0,-7702.0,-17061.0,-786.0,-5823.0,-30466.0,1424.0,-2275.0,-714.0,18205.0,-1510.0,-19338.0,7741.0,135567.0,5007.0,162.0,0.0,-176.0,-2703.285714285714,1068.0,162.0,-63136.5,-750.0,-6019.0,-23006.0,-107978.0
2001-07-01,27.0,20856.0,450308.0,409187.0,-41121.0,12607.0,6015.0,-7604.0,1143.0,-3281.0,11110.0,221.0,501435.0,485197.0,-16237.0,-1786.0,-1740.0,-17288.0,-4303.5,-5823.0,-30567.0,-3294.0,-3278.0,-4679.0,18431.0,-6592.0,-24254.0,14701.0,-51563.0,-6208.0,-139.0,0.0,-107.0,-2759.1428571428573,1157.0,-139.0,34636.0,2884.0,-6134.0,14006.0,43349.0
2001-10-01,33.0,21288.0,501637.0,466303.0,-35334.0,11844.0,6542.0,-7821.0,1138.0,-505.0,3383.0,682.0,515573.0,498255.0,-17318.0,4808.0,-925.0,-17072.0,7488.5,-3930.0,-30572.0,391.0,-4271.0,8930.0,18210.0,-5302.0,-21171.0,-11003.0,-18490.0,6994.0,1431.0,0.0,0.0,-627.8571428571429,1250.0,1431.0,10703.0,-3307.0,-6108.0,-31056.0,40914.0
2002-01-01,33.0,21454.0,508936.0,412641.0,-96295.0,12443.0,6313.0,-8007.0,1143.0,-1022.0,-10452.0,795.0,522337.0,459404.0,-62933.0,-2358.0,3905.0,-17029.0,2690.5,-3937.0,-30509.0,6.0,-2284.0,3961.0,18172.0,-6130.0,-20565.0,-1362.0,-43289.0,5956.0,753.0,0.0,7.0,-2859.1428571428573,1278.0,753.0,13477.5,2191.0,-6643.0,5092.0,27556.0
2002-04-01,33.0,21505.0,506749.0,522555.0,15806.0,11350.0,7157.0,-8350.0,1162.0,-1121.0,1823.0,-16.0,535303.0,477436.0,-57867.0,-718.0,-7461.0,-17347.0,976.0,-3930.0,-30535.0,6.0,-2137.0,3597.5,18509.0,-4193.0,-22445.0,1871.0,61363.0,8507.0,3876.0,0.0,21.0,-4141.0,1438.0,3876.0,-27130.0,321.0,-6585.0,-2817.0,-46653.0
2002-07-01,33.0,21470.0,493347.0,451789.0,-41558.0,13522.0,6334.0,-8466.0,1151.0,-2362.0,6286.0,-733.0,534775.0,455193.0,-79582.0,-2118.0,1387.0,-17646.0,-9258.0,-3937.0,-30683.0,6.0,-2276.0,-5453.0,18797.0,-7188.0,-26195.0,22410.0,9321.0,-11637.0,5315.0,0.0,-109.0,-6933.857142857143,1436.0,5315.0,-9233.0,620.0,-6616.0,3337.0,-13931.0
2002-10-01,52.0,22902.0,535865.0,427392.0,-108473.0,16049.0,5507.0,-10378.0,1156.0,-2306.0,-1480.0,-334.0,546285.0,478853.0,-67433.0,303.0,3180.0,-18425.0,4741.5,-1729.0,-31001.0,-23.0,-2114.0,3029.5,19581.0,-10542.0,-21376.0,6301.0,-50989.0,4800.0,5391.0,0.0,-208.0,-4718.714285714285,1792.0,5391.0,12593.5,-3872.0,-6709.0,-2200.0,33879.0
2003-01-01,52.0,23388.0,542505.0,397764.0,-144741.0,14008.0,5448.0,-11004.0,1147.0,-1848.0,-11617.0,1325.0,556203.0,474351.0,-81852.0,1433.0,4682.0,-18928.0,5589.5,-1729.0,-31365.0,-23.0,-2209.0,8789.5,20075.0,-8560.0,-23780.0,-9138.0,-61077.0,10031.0,4188.0,0.0,-204.0,-3223.1428571428573,1182.0,4188.0,30152.5,6425.0,-7177.0,26497.0,31490.0
2003-04-01,52.0,22989.0,543507.0,527669.0,-15838.0,18425.0,5663.0,-11143.0,1162.0,-1668.0,1523.0,-375.0,577410.0,485868.0,-91543.0,254.0,-8942.0,-19781.0,-4216.5,-1729.0,-31679.0,-23.0,-2001.0,1464.5,20943.0,-12762.0,-23926.0,11487.0,62055.0,373.0,6018.0,0.0,-328.0,-4097.285714285715,1627.0,6018.0,-26411.0,-2122.0,-7213.0,-12768.0,-36280.0
2003-07-01,52.0,22907.0,537782.0,429493.0,-108289.0,20576.0,5129.0,-11300.0,1166.0,-1533.0,10143.0,319.0,575120.0,437064.0,-138056.0,-2910.0,-260.0,-20390.0,-6764.5,-1729.0,-32050.0,-23.0,-2213.0,1697.0,21556.0,-15447.0,-24752.0,13023.0,17038.0,-11333.0,6404.0,0.0,-225.0,-4324.714285714285,4552.0,6404.0,-600.0,-622.0,-7333.0,10665.0,-16338.0
2003-10-01,62.0,24222.0,569963.0,440762.0,-129201.0,16760.0,5736.0,-11281.0,1119.0,-1581.0,2670.0,60.0,584764.0,498832.0,-85931.0,595.0,3893.0,-19388.0,2878.0,1057.0,-32392.0,-57.0,-1965.0,2252.0,20507.0,-11024.0,-22859.0,9468.0,-55917.0,2100.0,6303.0,0.0,-144.0,-6256.428571428572,1727.0,6303.0,15828.5,-3194.0,-7266.0,12955.0,23672.0
2004-01-01,62.0,24194.0,581848.0,409604.0,-172244.0,16463.0,5742.0,-11565.0,1153.0,-1376.0,-15198.0,-4.0,596541.0,485658.0,-110882.0,1234.0,5528.0,-19990.0,-450.0,1057.0,-32681.0,-57.0,-2166.0,6072.0,21143.0,-10721.0,-25551.0,-349.0,-66303.0,2502.0,5130.0,0.0,-113.0,-3445.714285714286,1909.0,5130.0,25895.0,2836.0,-8229.0,25000.0,27302.0
2004-04-01,62.0,24100.0,575208.0,549921.0,-25287.0,15799.0,6449.0,-11498.0,1119.0,-1417.0,2516.0,94.0,600847.0,510106.0,-90741.0,-101.0,-10969.0,-20366.0,1476.0,1057.0,-33030.0,-57.0,-1947.0,8621.0,21485.0,-9350.0,-26077.0,-4104.0,64182.0,7126.0,6759.0,0.0,-207.0,-3779.4285714285716,1883.0,6759.0,-24544.5,837.0,-8234.0,-10106.0,-36183.0
2004-07-01,62.0,24018.0,565295.0,479512.0,-85783.0,21319.0,6739.0,-11022.0,1205.0,-1214.0,9895.0,70.0,604610.0,484663.0,-119947.0,-2218.0,254.0,-20551.0,-6376.0,1057.0,-33609.0,-57.0,-1975.0,2623.5,21756.0,-14580.0,-26705.0,15324.0,20047.0,-7493.0,8384.0,0.0,-144.0,-5113.142857142857,-1390.0,8384.0,-1848.5,261.0,-8411.0,6622.0,-16819.0
2004-10-01,62.0,25664.0,602987.0,487198.0,-115789.0,17776.0,5682.0,-13380.0,1126.0,-1116.0,4703.0,48.0,619574.0,547653.0,-71921.0,887.0,4893.0,-21293.0,4932.0,1419.0,-33639.0,-70.0,-2186.0,12542.0,22419.0,-12094.0,-25596.0,-10992.0,-35540.0,2133.0,7661.0,0.0,-358.0,-1403.142857142857,1536.0,7661.0,25467.0,-3632.0,-8455.0,7369.0,28279.0
2005-01-01,62.0,25761.0,629539.0,451826.0,-177713.0,20246.0,6024.0,-12597.0,1116.0,-705.0,-17923.0,822.0,638822.0,551292.0,-87531.0,490.0,5130.0,-21238.0,3630.5,1419.0,-34463.0,-70.0,-2164.0,3360.5,22354.0,-14222.0,-27411.0,9594.0,-101311.0,9320.0,6598.0,0.0,-270.0,-8043.142857142857,1647.0,6598.0,30324.5,5593.0,-9855.0,37554.0,37840.0
2005-04-01,62.0,25584.0,619412.0,665151.0,45739.0,18230.0,6543.0,-12436.0,1042.0,-569.0,3199.0,83.0,645540.0,578280.0,-67260.0,212.0,-11842.0,-21291.0,1263.0,1419.0,-34500.0,-70.0,-2207.0,10119.0,22333.0,-11687.0,-28212.0,-3428.0,113817.0,7197.0,8036.0,0.0,-296.0,-4104.285714285715,1862.0,8036.0,-48465.5,750.0,-9888.0,-16640.0,-77491.0
2005-07-01,62.0,25410.0,620233.0,550127.0,-70106.0,37939.0,6313.0,-10900.0,1175.0,-330.0,2185.0,-492.0,651726.0,566092.0,-85635.0,-2996.0,1828.0,-20332.0,-8797.5,1420.0,-34904.0,-70.0,-2259.0,10291.0,21507.0,-31626.0,-29734.0,17333.0,17242.0,-10190.0,8927.0,0.0,-1173.0,-3424.1428571428573,1824.0,8927.0,4286.0,-5148.0,-10045.0,-1683.0,-602.0
2005-10-01,62.0,27274.0,649433.0,530209.0,-119225.0,21083.0,6110.0,-21003.0,1106.0,-424.0,16838.0,514.0,662376.0,609043.0,-53333.0,506.0,5231.0,-29176.0,5377.5,3999.0,-35508.0,-56.0,-2203.0,4436.0,30282.0,-14973.0,-26991.0,1876.0,-75159.0,-1120.0,7918.0,0.0,-294.0,-7540.714285714285,2016.0,7918.0,23333.5,-6094.0,-10161.0,8229.0,43107.0
2006-01-01,62.0,27282.0,691092.0,507427.0,-183665.0,17600.0,7508.0,-9580.0,1153.0,-993.0,-35947.0,314.0,684176.0,621873.0,-62303.0,529.0,5114.0,-17260.0,-2680.5,3999.0,-35023.0,-56.0,-2421.0,9033.0,18413.0,-10092.0,-31469.0,2895.0,-124317.0,-988.0,8261.0,0.0,-339.0,-5294.571428571428,1768.0,8261.0,31329.0,3737.0,-11544.0,31641.0,57730.0
2006-04-01,62.0,26911.0,675910.0,772101.0,96191.0,18703.0,7414.0,-9868.0,1084.0,-817.0,3836.0,518.0,690465.0,634656.0,-55809.0,-1570.0,-12237.0,-18844.0,6162.0,3999.0,-35949.0,-56.0,-2490.0,18466.5,19928.0,-11289.0,-32916.0,-15245.0,168020.0,16845.0,9413.0,0.0,-517.0,-5501.571428571428,1804.0,9413.0,-75894.0,3392.0,-11540.0,-30670.0,-115597.0
2006-07-01,62.0,27215.0,638383.0,596943.0,-41440.0,21319.0,6667.0,-9921.0,1015.0,-612.0,26003.0,-194.0,689447.0,612681.0,-76766.0,-2624.0,1644.0,-18659.0,-6209.0,3999.0,-36014.0,-56.0,-2457.0,6668.0,19674.0,-14652.0,-33046.0,9276.0,29153.0,-775.0,8124.0,0.0,-655.0,-7680.428571428572,1740.0,8124.0,7023.5,2736.0,-11843.0,-7427.0,2020.0
2006-10-01,68.0,28227.0,653889.0,573527.0,-80362.0,19072.0,6244.0,-21266.0,1082.0,-551.0,6503.0,177.0,696633.0,669569.0,-27064.0,1485.0,5199.0,-28277.0,6009.5,-4449.0,-35306.0,0.0,-2895.0,-5190.0,29359.0,-12828.0,-30585.0,20639.0,-81910.0,5969.0,8558.0,0.0,-12893.0,-6042.0,1981.0,8558.0,33618.0,-8107.0,-11784.0,5145.0,60750.0
2007-01-01,68.0,28843.0,725310.0,547366.0,-177944.0,19756.0,5733.0,-10101.0,1067.0,-416.0,-40279.0,118.0,717262.0,668631.0,-48631.0,2354.0,4834.0,-17417.0,3163.5,-4451.0,-36227.0,0.0,-2837.0,10882.0,18484.0,-14023.0,-33801.0,-1474.0,-124771.0,8683.0,7530.0,0.0,-539.0,-4038.285714285714,1790.0,7530.0,33689.5,2887.0,-12865.0,28049.0,61930.0
2007-04-01,68.0,28962.0,687638.0,824445.0,136808.0,20760.0,7606.0,-10329.0,1058.0,-875.0,2311.0,724.0,728618.0,677489.0,-51129.0,-266.0,-11472.0,-19458.0,-2178.5,-4451.0,-38159.0,0.0,-2902.0,5533.0,20516.0,-13154.0,-34278.0,12945.0,177884.0,1571.0,10253.0,0.0,-1286.0,-6133.142857142857,1962.0,10253.0,-81732.5,4918.0,-12618.0,-33031.0,-126431.0
2007-07-01,68.0,28896.0,661459.0,622337.0,-39123.0,24356.0,6263.0,-10515.0,1051.0,-1309.0,30947.0,-206.0,732861.0,644609.0,-88252.0,-3258.0,1619.0,-18671.0,-3751.0,-4450.0,-37119.0,0.0,-2836.0,4862.5,19722.0,-18093.0,-36501.0,17639.0,39888.0,-1331.0,10027.0,0.0,-172.0,-7322.857142857143,1921.0,10027.0,15198.0,7196.0,-12931.0,-4869.0,2108.0
