Date,Auto output,Autos,Change in private inventories,Domestic,Domestic output of new autos,Exports,Final sales of domestic product,Final sales of motor vehicles to domestic purchasers,Foreign,Gross government investment,Imports,Light trucks (including utility vehicles),Motor vehicle output,Net exports,Net purchases of used autos and used light trucks,New,New motor vehicles,Other,Personal consumption expenditures,Private fixed investment,Private fixed investment in new autos and new light trucks,Sales of imported new autos,Truck output,Trucks,Used,Used autos,Used light trucks (including utility vehicles)
1991-04-01,110863.0,28358.0,-909.0,-290.0,83759.0,16263.0,178814.0,214275.0,-1004.5,8446.0,51724.0,28528.0,177904.0,-35461.0,7013.0,-1294.5,95901.5,11378.0,153141.0,52688.0,69666.0,49682.0,67041.0,11590.6,840.0,4181.0,2832.0
1991-07-01,121497.0,31268.5,6332.0,3267.0,94001.0,17886.0,187442.0,227102.0,-218.0,8931.0,57546.0,30642.5,193775.0,-39660.0,7948.0,3049.0,101137.0,12181.0,163548.0,54622.0,74103.0,51117.0,72278.0,12521.8,117.0,4980.5,2968.0
1991-10-01,114410.0,29336.833333333332,3501.0,979.0,89378.0,16529.0,182312.0,222974.0,506.0,8057.0,57191.0,30448.5,185813.0,-40662.0,7656.5,1485.0,99801.5,13252.0,160644.0,54274.0,71256.0,47342.0,71403.0,13384.2,266.0,4978.5,2678.5
1992-01-01,112405.0,28479.0,-4313.0,-1220.5,85889.0,17451.0,192780.0,233515.0,177.0,9422.0,58186.0,32020.5,188468.0,-40735.0,8116.5,-1043.0,103930.0,13545.0,170200.0,53893.0,71144.0,50273.0,76063.0,14648.8,-1113.0,5923.5,2193.0
1992-04-01,123621.0,30714.0,1943.0,1490.5,94138.0,18713.0,202055.0,240244.0,-601.0,10078.0,56902.0,34589.0,203998.0,-38189.0,7180.5,889.5,107902.0,15321.0,173937.0,56229.0,76008.0,52088.0,80377.0,14253.4,82.0,5190.0,1990.0
1992-07-01,123844.0,30700.5,1042.0,744.5,95149.0,20262.0,206637.0,242408.0,-119.0,8671.0,56033.0,35953.5,207679.0,-35771.0,7312.5,625.5,109555.5,17235.0,177741.0,55995.0,74162.0,50186.0,83835.0,14073.4,-104.5,5503.0,1809.5
1992-10-01,126787.0,31774.666666666668,3682.0,1375.5,97973.0,21146.0,218464.0,256604.0,-334.0,13086.0,59286.0,37389.0,222146.0,-38140.0,6800.5,1041.5,114958.5,18275.0,182407.0,61110.0,80241.0,52573.0,95359.0,16940.4,799.0,5087.5,1713.0
1993-01-01,126244.0,32186.666666666668,15356.0,7127.0,97566.0,19441.0,208260.0,252115.0,1352.0,8734.0,63296.0,37683.0,223616.0,-43855.0,8856.0,8479.0,112834.0,19911.0,181281.0,62099.0,77753.0,50020.0,97372.0,17494.2,-801.0,6835.0,2021.0
1993-04-01,129699.0,33446.833333333336,-2881.0,-2424.5,100211.0,19882.0,232401.0,275819.0,-585.0,11268.0,63299.0,41869.0,229520.0,-43417.0,7451.5,-3010.0,124824.0,21170.0,193141.0,71409.0,90263.0,55512.0,99821.0,16788.8,1569.0,5152.0,2299.0
1993-07-01,122592.0,31713.666666666668,-5617.0,-1840.0,91737.0,18470.0,231215.0,274511.0,-1503.0,10034.0,61765.0,42064.0,225599.0,-43295.0,9299.5,-3343.0,122939.0,22492.0,194526.0,69950.0,84419.0,57515.0,103007.0,16685.4,534.5,6850.5,2449.0
1993-10-01,136409.0,34972.666666666664,1216.0,-1203.0,107145.0,21898.0,250493.0,293807.0,-65.5,8766.0,65212.0,46304.5,251709.0,-43314.0,8546.5,-1268.5,133973.5,24175.0,206725.0,78316.0,93373.0,55095.0,115301.0,18607.0,1876.0,5698.5,2849.0
1994-01-01,146704.0,34551.0,617.0,1955.5,117967.0,22331.0,269268.0,310497.0,-1577.5,8472.0,63560.0,49651.0,269885.0,-41229.0,11437.5,377.5,139575.0,24041.0,213979.0,88046.0,104979.0,52626.0,123182.0,20631.2,-69.0,8521.0,2917.0
1994-04-01,143492.0,35863.833333333336,4505.0,2339.5,112046.0,22305.0,259451.0,309082.0,-1281.5,8740.0,71936.0,49859.5,263956.0,-49631.0,10631.5,1058.5,139539.5,24042.0,212336.0,88006.0,104499.0,58291.0,120464.0,21394.8,1194.0,7479.5,3152.0
1994-07-01,145711.0,36383.833333333336,7499.0,3294.0,112614.0,23860.0,266556.0,317681.0,-47.0,10965.0,74986.0,50383.5,274055.0,-51126.0,11774.5,3247.0,141583.5,25514.0,213764.0,92953.0,108735.0,58789.0,128344.0,23764.4,502.5,8427.0,3348.0
1994-10-01,152139.0,38666.166666666664,8770.0,2286.0,119999.0,22285.0,274550.0,332806.0,559.5,8912.0,80541.0,54249.0,283320.0,-58256.0,12565.5,2845.5,149381.5,26922.0,224345.0,99549.0,116627.0,57886.0,131181.0,23917.0,1539.5,8646.0,3919.0
1995-01-01,147181.0,38514.0,16476.0,8547.5,121405.0,24960.0,264607.0,320478.0,-627.5,8404.0,80830.0,52744.0,281084.0,-55870.0,13543.5,7920.0,142493.0,29731.0,215794.0,96279.0,111350.0,54601.0,133903.0,24059.8,318.0,9160.5,4383.0
1995-04-01,139125.0,37230.5,12604.0,3175.5,108661.0,22806.0,262625.0,319188.0,1930.5,9780.0,79370.0,52622.5,275229.0,-56564.0,13127.0,5106.5,141577.0,28489.0,216550.0,92858.0,108484.0,55443.0,136104.0,23917.2,1196.0,8521.0,4606.0
1995-07-01,131127.0,34198.666666666664,-5657.0,122.0,105813.0,24180.0,277710.0,326957.0,-2661.0,9328.0,73426.0,53838.5,272053.0,-49246.0,14369.0,-2539.0,144445.0,28488.0,221848.0,95781.0,114532.0,55987.0,140926.0,24075.0,-290.0,9572.5,4797.0
1995-10-01,142764.0,36285.5,3375.0,1057.0,109645.0,23633.0,287604.0,336296.0,-568.0,11135.0,72326.0,57320.5,290979.0,-48693.0,12918.5,489.0,149661.5,29169.0,227179.0,97982.0,116310.0,57995.0,148215.0,24725.6,1199.0,7842.5,5076.0
1996-01-01,122613.0,32782.833333333336,-22177.0,-9994.0,100372.0,25050.0,287954.0,338864.0,-3325.0,10905.0,75960.0,61005.0,265777.0,-50910.0,13336.0,-13319.5,150643.5,26281.0,231982.0,95977.0,121475.0,54743.0,143164.0,24712.2,2231.0,8316.5,5019.0
1996-04-01,151495.0,37309.666666666664,13682.0,4337.0,117487.0,23726.0,288522.0,344665.0,510.0,8988.0,79869.0,62450.5,302204.0,-56143.0,14013.0,4847.0,153825.5,26161.0,235877.0,99800.0,128835.0,54465.0,150709.0,27802.6,1994.5,9020.5,4992.5
1996-07-01,150753.0,37449.0,10722.0,4108.0,116849.0,26185.0,294234.0,350860.0,-420.0,8831.0,82812.0,65347.0,304956.0,-56627.0,14599.5,3687.5,156415.0,25858.0,236149.0,105880.0,136908.0,56373.0,154203.0,29126.4,1673.5,9420.5,5178.5
1996-10-01,135558.0,34247.833333333336,-11512.0,-7664.0,104104.0,25809.0,305125.0,357841.0,211.5,9878.0,78525.0,70310.0,293613.0,-52716.0,15103.0,-7453.0,158878.5,24265.0,239345.0,108619.0,137859.0,54576.0,158055.0,28090.8,1697.0,9475.0,5627.5
1997-01-01,141312.0,36505.666666666664,-4196.0,-670.0,108195.0,25390.0,310977.0,373127.0,922.0,10115.0,87540.0,71531.0,306781.0,-62150.0,19674.5,252.0,161832.0,22923.0,252232.0,110781.0,143428.0,59085.0,165469.0,29624.4,-2350.0,11810.0,7864.5
1997-04-01,138807.0,36962.333333333336,6015.0,3079.5,108191.0,26344.0,298634.0,360213.0,253.0,10390.0,87923.0,71641.5,304648.0,-61579.0,17417.0,3333.0,157494.5,22659.0,240901.0,108922.0,140555.0,57074.0,165841.0,29600.4,-325.5,9589.5,7828.0
1997-07-01,144979.0,38346.0,5861.0,1972.0,109714.0,28016.0,319710.0,380943.0,-599.0,11212.0,89249.0,76844.0,325571.0,-61233.0,17211.5,1373.5,167653.5,23842.0,257310.0,112421.0,144939.0,62507.0,180592.0,31281.6,1557.0,9230.0,7981.5
1997-10-01,146457.0,37482.833333333336,9387.0,1697.5,108810.0,28010.0,330565.0,388523.0,826.0,9550.0,85968.0,80698.0,339952.0,-57958.0,16459.5,2524.0,173028.0,25717.0,265355.0,113619.0,147119.0,62419.0,193495.0,33211.4,2170.0,10570.5,5888.5
1998-01-01,142928.0,38219.0,18674.0,4860.0,107360.0,28750.0,311781.0,373775.0,944.5,9859.0,90744.0,78283.5,330455.0,-61994.0,13399.5,5804.5,168558.5,27076.0,254540.0,109376.0,144402.0,62223.0,187527.0,34438.8,3532.5,8530.0,4869.0
1998-04-01,136829.0,38391.833333333336,-8840.0,-12677.0,101351.0,25966.0,336539.0,402699.0,912.5,11932.0,92126.0,88639.5,327699.0,-66160.0,10135.0,-11764.5,185248.5,28131.0,275412.0,115355.0,156554.0,67310.0,190869.0,32933.2,7344.0,6182.0,3953.5
1998-07-01,150531.0,37389.333333333336,-7669.0,2455.5,113015.0,23210.0,338173.0,404716.0,-1467.0,10912.0,89753.0,81017.5,330503.0,-66543.0,23048.0,988.5,173853.5,31064.0,281719.0,112085.0,142060.0,62926.0,179973.0,29772.0,-4823.0,13294.5,9754.0
1998-10-01,158956.0,41345.666666666664,-507.0,3700.0,117919.0,25609.0,374982.0,452569.0,1371.0,12167.0,103196.0,91947.5,374475.0,-77587.0,25207.5,5071.0,194993.0,33774.0,311241.0,129160.0,164749.0,70362.0,215519.0,36120.2,-5324.5,12942.0,12265.5
1999-01-01,146828.0,41894.5,19336.0,6654.5,111573.0,24882.0,345924.0,432600.0,707.0,11342.0,111559.0,94030.0,365260.0,-86677.0,15969.0,7361.5,194660.0,33605.0,293444.0,127815.0,164939.0,72329.0,218431.0,40638.8,2306.0,9149.5,6820.0
1999-04-01,150393.0,41642.833333333336,-1707.0,1958.0,109431.0,25630.0,369244.0,458104.0,445.5,10557.0,114489.0,95560.5,367537.0,-88859.0,23383.0,2403.0,200390.5,33438.0,316631.0,130916.0,166935.0,77669.0,217144.0,38868.2,-3256.5,12731.5,10651.0
1999-07-01,149054.0,42560.166666666664,4126.0,3246.5,110879.0,24813.0,375106.0,469772.0,-421.5,12232.0,119479.0,100457.0,379232.0,-94666.0,21389.0,2825.0,207380.5,34584.0,319675.0,137864.0,177666.0,78869.0,230178.0,42617.2,-762.0,12599.5,8789.5
1999-10-01,158989.0,45796.0,24934.0,3935.5,113140.0,25833.0,362735.0,458161.0,2626.5,14006.0,121258.0,100064.5,387670.0,-95426.0,13386.0,6562.0,208691.0,35122.0,308893.0,135261.0,175724.0,84317.0,228681.0,44320.8,5905.5,7719.5,5666.5
2000-01-01,162343.0,46190.833333333336,5301.0,886.0,118779.0,27586.0,386528.0,487753.0,379.5,12927.0,128812.0,104462.5,391828.0,-101226.0,19839.0,1266.0,217574.0,33650.0,336847.0,137980.0,182540.0,85864.0,229485.0,43624.2,1384.5,11415.0,8424.0
2000-04-01,154670.0,46238.0,24663.0,6191.5,116549.0,27005.0,354206.0,454293.0,838.5,12632.0,127092.0,99167.0,378869.0,-100087.0,13996.5,7029.5,206834.0,31765.0,311973.0,129689.0,172355.0,82997.0,224199.0,43839.8,5301.5,7800.0,6196.5
2000-07-01,149686.0,45851.166666666664,9808.0,-131.0,111606.0,25069.0,349551.0,453714.0,-474.5,12379.0,129232.0,102112.5,359359.0,-104163.0,14362.0,-605.0,206305.5,28592.0,316960.0,124375.0,171759.0,83479.0,209673.0,40010.2,5509.0,7643.0,6718.5
2000-10-01,143598.0,42801.833333333336,2415.0,1688.5,103940.0,24842.0,343462.0,446452.0,2063.0,12493.0,127832.0,94789.0,345876.0,-102990.0,23253.5,3752.0,193725.5,24474.0,319977.0,113982.0,160912.0,83368.0,202278.0,37969.6,-2544.5,13577.0,9677.5
2001-01-01,137509.0,42882.5,-26224.0,-15832.5,99642.0,22864.0,355669.0,459586.0,98.5,13785.0,126781.0,102354.5,329445.0,-103917.0,18449.5,-15734.0,204451.5,23337.0,331712.0,114089.0,168311.0,83825.0,191936.0,33724.4,2622.5,10444.5,8004.5
2001-04-01,145608.0,43713.166666666664,5183.0,-1331.5,105494.0,25586.0,348273.0,448884.0,-663.5,12691.0,126196.0,101786.5,353456.0,-100611.0,17701.5,-1995.5,200395.5,21603.0,324274.0,111919.0,163873.0,82441.0,207848.0,37170.4,4587.0,10077.0,7624.0
2001-07-01,142662.0,42310.0,4651.0,1416.5,99904.0,26794.0,344176.0,444695.0,924.5,12355.0,127313.0,101462.5,348827.0,-100519.0,21557.5,2341.0,194612.5,19961.0,327967.0,104373.0,157394.0,82433.0,206165.0,36720.6,-15.5,12167.0,9391.0
2001-10-01,147501.0,42831.5,-38431.0,-20295.5,102146.0,26300.0,403104.0,501447.0,-163.0,12230.0,124643.0,122231.0,364673.0,-98343.0,20391.0,-20458.5,224217.5,19267.0,384164.0,105054.0,153536.0,89359.0,217172.0,30573.6,1243.0,11166.5,9225.0
2002-01-01,155559.0,45196.666666666664,3853.0,-1272.0,108788.0,26757.0,363582.0,465155.0,476.5,12015.0,128330.0,111293.0,367434.0,-101574.0,20482.5,-795.5,206087.0,18153.0,353993.0,99147.0,148905.0,85307.0,211875.0,32887.2,2721.5,11107.0,9376.0
2002-04-01,150212.0,45583.333333333336,17538.0,9097.5,110629.0,28830.0,368125.0,471638.0,596.5,13022.0,132343.0,107430.5,385663.0,-103513.0,23945.5,9694.5,205362.5,21067.0,351471.0,107145.0,161289.0,84722.0,235451.0,38546.0,-925.5,12654.5,11291.0
2002-07-01,149625.0,45362.833333333336,11513.0,7463.0,109985.0,29350.0,397500.0,504074.0,1384.0,14428.0,135923.0,119120.0,409013.0,-106573.0,24319.0,8847.5,220504.0,23347.0,377303.0,112343.0,163384.0,88123.0,259389.0,40639.8,-3091.0,13009.5,11309.5
2002-10-01,140146.0,44124.666666666664,12746.0,1766.0,102187.0,30726.0,365840.0,473039.0,4281.5,13077.0,137925.0,113814.0,378586.0,-107199.0,20407.5,6047.5,209573.0,22745.0,355923.0,104038.0,149958.0,84315.0,238441.0,39213.0,325.5,11324.5,9083.0
2003-01-01,140664.0,42404.0,17955.0,10192.5,100334.0,31493.0,361010.0,460896.0,-233.5,15098.0,131379.0,108803.0,378966.0,-99885.0,22295.5,9959.5,200603.5,18099.0,346588.0,99210.0,145162.0,84559.0,238302.0,39367.2,-981.5,11757.5,10538.0
2003-04-01,134955.0,42230.166666666664,4483.0,2689.5,96014.0,33430.0,372627.0,476987.0,2232.5,13584.0,137791.0,118583.0,377110.0,-104361.0,23210.5,4922.0,208491.5,20227.0,358978.0,104425.0,144849.0,82398.0,242155.0,38065.6,-2680.5,11981.0,11229.5
2003-07-01,128539.0,40526.0,-3995.0,-235.5,94663.0,30287.0,391161.0,490136.0,-2218.5,14701.0,129261.0,125199.0,387166.0,-98975.0,20011.0,-2454.5,217706.5,21622.0,366936.0,108499.0,153117.0,82926.0,258628.0,38663.8,457.0,11192.5,8818.5
2003-10-01,124338.0,41947.166666666664,16377.0,5648.0,94789.0,34179.0,373166.0,478494.0,1098.0,12770.0,139507.0,124430.5,389543.0,-105328.0,17962.0,6746.0,214900.5,23220.0,357086.0,108638.0,150678.0,79400.0,265205.0,42859.4,1442.5,10771.5,7190.0
2004-01-01,127718.0,40892.5,9907.0,5690.0,92817.0,32271.0,379401.0,486688.0,429.0,14403.0,139557.0,122436.5,389309.0,-107286.0,21269.5,6119.5,214873.0,25594.0,359697.0,112588.0,147072.0,82322.0,261591.0,43056.0,-1165.5,11735.0,9534.5
2004-04-01,133325.0,41787.0,5021.0,1135.5,92841.0,34955.0,377191.0,488167.0,733.0,14235.0,145931.0,121872.5,382212.0,-110976.0,20662.0,1869.0,216304.0,26909.0,352715.0,121218.0,159479.0,85813.0,248888.0,45005.8,642.0,11388.0,9274.0
2004-07-01,127778.0,42191.5,-1256.0,-1638.5,93365.0,39020.0,400036.0,506453.0,1053.0,14580.0,145436.0,128484.0,398780.0,-106417.0,22232.0,-585.5,223704.5,29678.0,362260.0,129613.0,166599.0,82278.0,271002.0,45821.0,-42.5,12629.0,9603.5
2004-10-01,136873.0,41748.333333333336,-13032.0,970.5,97112.0,39905.0,423768.0,526865.0,-4487.5,13581.0,143002.0,128747.5,410736.0,-103097.0,26685.0,-3517.0,229957.0,32221.0,374078.0,139206.0,172403.0,88476.0,273862.0,46473.0,-2999.0,14548.5,12136.5
2005-01-01,149385.0,43164.333333333336,-4961.0,-956.5,103949.0,43109.0,413108.0,511023.0,1187.5,14916.0,141024.0,121161.5,408146.0,-97915.0,25738.5,230.5,222315.0,34452.0,359527.0,136580.0,166225.0,83088.0,258761.0,45799.4,-2711.5,13385.0,12353.5
2005-04-01,147401.0,43241.333333333336,-10480.0,-6239.0,105082.0,42712.0,427248.0,527784.0,179.0,14515.0,143248.0,132311.5,416768.0,-100537.0,20267.5,-6060.5,236366.5,34571.0,371541.0,141729.0,175142.0,84034.0,269367.0,47714.2,821.0,11652.0,8616.0
2005-07-01,148436.0,43884.5,-13216.0,-5831.0,104676.0,43589.0,444372.0,546530.0,-1207.0,17117.0,145746.0,136623.0,431156.0,-102157.0,21195.0,-7037.5,243511.0,35044.0,379225.0,150187.0,182995.0,89015.0,282720.0,49813.6,429.0,11972.0,9223.0
2005-10-01,153786.0,46643.166666666664,25310.0,11833.0,110508.0,46471.0,383358.0,492118.0,-30.5,15018.0,155230.0,113205.0,408668.0,-108759.0,20110.0,11802.0,218439.5,35422.0,327088.0,150011.0,181836.0,89809.0,254883.0,54631.0,853.0,10403.0,9707.0
2006-01-01,165538.0,49189.333333333336,11075.0,-692.0,114046.0,48863.0,401502.0,513498.0,1978.0,15116.0,160860.0,121331.0,412576.0,-111997.0,16385.5,1286.0,232805.5,37933.0,339192.0,159191.0,195221.0,94968.0,247038.0,54906.6,4251.5,9325.0,7060.0
2006-04-01,159662.0,47379.0,16288.0,6805.0,109160.0,47698.0,401880.0,513948.0,1114.5,16701.0,159766.0,119575.5,418168.0,-112068.0,20758.0,7920.0,227865.5,38591.0,339803.0,157443.0,186712.0,93596.0,258506.0,56125.0,224.0,11729.0,9029.0
2006-07-01,149469.0,47300.0,-5509.0,-1534.5,105360.0,49903.0,416153.0,522141.0,-361.0,18406.0,155891.0,121391.5,410644.0,-105988.0,21300.5,-1895.5,230567.0,38537.0,344842.0,158893.0,185409.0,97069.0,261175.0,51961.8,-859.0,11184.5,10115.5
2006-10-01,150827.0,49225.666666666664,-12477.0,-6904.5,103241.0,49863.0,407768.0,521931.0,1236.0,18783.0,164026.0,121375.5,395291.0,-114163.0,20971.5,-5668.0,230602.5,39241.0,342191.0,160957.0,189851.0,99250.0,244464.0,49995.6,-570.0,10081.5,10890.5
2007-01-01,156675.0,47387.833333333336,-9900.0,-5110.5,103658.0,54057.0,415685.0,517464.0,-984.5,16414.0,155836.0,124276.5,405785.0,-101779.0,18248.0,-6094.5,232277.0,36443.0,344833.0,156217.0,188897.0,100276.0,249111.0,51062.4,1145.0,9109.0,9139.0
2007-04-01,154136.0,47479.333333333336,-2126.0,1007.5,104190.0,60996.0,413174.0,507138.0,-1541.5,16309.0,154960.0,120974.0,411047.0,-93964.0,20427.5,-534.0,224987.0,29950.0,344868.0,145961.0,186372.0,100277.0,256912.0,51584.0,-529.5,9807.5,10619.5
2007-07-01,151262.0,49056.0,2900.0,-652.5,104258.0,62192.0,402883.0,503462.0,987.5,20555.0,162771.0,122321.5,405783.0,-100579.0,19267.5,335.5,222186.0,26631.0,342533.0,140373.0,189513.0,97812.0,254521.0,52288.6,1114.5,9956.5,9310.5
2007-10-01,154381.0,48351.333333333336,-5638.0,-3623.0,106573.0,65860.0,409341.0,499552.0,-1733.0,19315.0,156071.0,120261.5,403703.0,-90210.0,16915.0,-5356.5,223203.5,25706.0,345092.0,135145.0,189189.0,99732.0,249322.0,51129.0,2537.5,9229.0,7686.0
2008-01-01,150688.0,48459.666666666664,-1279.0,-6623.0,107351.0,64548.0,373025.0,466664.0,3152.5,19122.0,158187.0,111137.0,371746.0,-93639.0,15028.0,-3470.5,208742.5,25119.0,321870.0,125672.0,178537.0,92072.0,221057.0,49458.8,2831.0,10308.0,4720.5
2008-04-01,149930.0,48661.5,-2997.0,-3959.5,100357.0,68172.0,347316.0,434477.0,2338.5,18859.0,155333.0,91882.5,344319.0,-87161.0,15788.5,-1621.0,192020.5,25768.0,304266.0,111352.0,161201.0,102843.0,194388.0,46488.8,123.0,8648.0,7140.5
2008-07-01,146269.0,49117.833333333336,-10456.0,-9787.5,107629.0,71740.0,332173.0,398355.0,2761.0,20380.0,137922.0,85926.5,321717.0,-66182.0,12378.0,-7026.5,176609.5,23976.0,283719.0,94256.0,146679.0,89057.0,175449.0,35924.6,1798.5,4928.0,7450.0
2008-10-01,111822.0,40809.666666666664,-2487.0,2554.5,84261.0,56829.0,265963.0,324991.0,-1914.0,15010.0,115857.0,67595.0,263476.0,-59028.0,14573.5,641.0,140417.0,23898.0,241827.0,68154.0,109529.0,71415.0,151654.0,27688.8,-1884.5,5007.0,9566.5
2009-01-01,74102.0,23698.333333333332,-60429.0,-18676.5,41532.0,34139.0,263281.0,303730.0,-5773.5,17574.0,74589.0,65281.0,202851.0,-40449.0,17492.0,-24450.0,125585.5,17788.0,248830.0,37326.0,84101.0,66150.0,128749.0,17441.4,-5764.5,9043.0,8449.5
2009-04-01,87577.0,27872.5,-42345.0,-19608.5,49832.0,32870.0,263220.0,305168.0,-3726.0,15977.0,74817.0,67846.0,220874.0,-41948.0,12076.0,-23335.0,132519.0,16785.0,253267.0,35923.0,94082.0,68731.0,133297.0,17570.6,2162.0,4562.0,7514.0
2009-07-01,98692.0,36067.833333333336,-5383.0,-6247.0,68712.0,42491.0,285595.0,345592.0,-5264.0,17275.0,102487.0,74636.5,280212.0,-59996.0,9133.5,-11511.0,155025.0,18611.0,291619.0,36698.0,100452.0,83814.0,181521.0,29924.2,8819.5,3261.5,5872.0
2009-10-01,111004.0,41429.166666666664,27047.0,2243.0,79074.0,50396.0,268569.0,339226.0,1825.0,17098.0,121053.0,77337.5,295616.0,-70657.0,5576.5,4068.0,155487.0,22292.0,269180.0,52947.0,120630.0,77879.0,184612.0,36003.6,9455.5,1543.0,4034.0
2010-01-01,115360.0,38867.0,27367.0,6753.5,77444.0,53034.0,290557.0,355767.0,361.5,17193.0,118244.0,83486.0,317924.0,-65210.0,8935.0,7115.0,160352.0,22516.0,267817.0,70757.0,132258.0,78523.0,202564.0,40587.0,6568.5,3850.0,5085.0
2010-04-01,119065.0,42761.666666666664,27137.0,5304.5,79076.0,54014.0,306511.0,386952.0,4619.5,15688.0,134456.0,91623.5,333647.0,-80442.0,13550.5,9924.0,172082.0,23081.0,283781.0,87483.0,141390.0,82828.0,214582.0,41324.2,3644.5,5244.0,8306.5
2010-07-01,113031.0,42816.833333333336,21124.0,9867.0,77244.0,54515.0,328893.0,409800.0,-42.5,16939.0,135422.0,94253.5,350017.0,-80907.0,18383.5,9824.5,178047.0,25513.0,291509.0,101352.0,146373.0,89776.0,236986.0,42832.8,737.5,7766.0,10617.5
2010-10-01,109100.0,41195.166666666664,1071.0,2400.5,74713.0,58361.0,355630.0,434521.0,-667.0,15601.0,137253.0,104390.5,356701.0,-78892.0,20980.0,1734.5,188480.0,25895.0,308402.0,110518.0,151740.0,89997.0,247601.0,43271.4,-1198.5,9670.0,11310.0
2011-01-01,115537.0,44098.333333333336,7060.0,2939.5,77960.0,62264.0,363078.0,444310.0,-530.0,16324.0,143496.0,106144.0,370138.0,-81232.0,17121.5,2409.5,196871.5,29559.0,308730.0,119257.0,158640.0,97858.0,254602.0,46717.6,1120.5,7770.5,9351.5
2011-04-01,123033.0,41897.333333333336,-9064.0,283.5,81269.0,66069.0,370544.0,430201.0,-5465.5,14983.0,125725.0,100373.0,361481.0,-59656.0,15958.5,-5182.0,191650.5,31515.0,295435.0,119782.0,152544.0,94862.0,238448.0,41899.4,650.0,5852.5,10105.0
2011-07-01,116333.0,46721.166666666664,11416.0,-560.5,84971.0,68979.0,365734.0,445375.0,1514.0,15041.0,148620.0,111211.0,377150.0,-79641.0,12495.5,954.0,202671.5,33534.0,297985.0,132349.0,167955.0,92222.0,260817.0,48260.8,4754.0,5084.0,7412.0
2011-10-01,129984.0,50274.833333333336,19821.0,3371.5,97044.0,69775.0,383293.0,467004.0,906.0,12416.0,153486.0,117269.5,403114.0,-83712.0,11221.5,4278.0,216072.5,37181.0,315632.0,138956.0,172182.0,95683.0,273130.0,49361.4,5633.0,5178.5,6043.5
2012-01-01,150841.0,56676.166666666664,37152.0,9653.0,111523.0,74511.0,395469.0,490115.0,3768.0,12438.0,169156.0,114448.5,432620.0,-94646.0,12030.0,13421.0,226808.5,38568.0,327850.0,149827.0,180695.0,108940.0,281779.0,53861.8,5155.0,4230.0,7800.0
2012-04-01,146985.0,55403.166666666664,30932.0,8820.0,113015.0,74224.0,403925.0,496533.0,2589.0,13673.0,166831.0,118521.5,434857.0,-92607.0,13806.5,11409.0,227623.0,39690.0,328017.0,154843.0,181704.0,101565.0,287872.0,53481.8,4057.0,5842.0,7964.5
2012-07-01,149151.0,55583.5,25041.0,7564.5,115804.0,71508.0,406610.0,507101.0,2072.5,15826.0,171998.0,120106.0,431651.0,-100490.0,16802.0,9637.5,228835.5,37910.0,331242.0,160033.0,185830.0,101191.0,282500.0,53572.6,2883.0,7434.5,9367.5
2012-10-01,151499.0,57531.5,12684.0,3573.5,117919.0,74040.0,428702.0,527688.0,-558.5,13779.0,173026.0,127010.5,441387.0,-98986.0,16311.0,3015.5,240643.5,37160.0,346100.0,167809.0,198429.0,108805.0,289888.0,51929.2,3326.5,6743.5,9568.0
2013-01-01,158875.0,59165.833333333336,7780.0,-1695.0,123615.0,78658.0,454605.0,544679.0,1435.5,11957.0,168732.0,132037.5,462385.0,-90075.0,17661.5,-260.0,248700.5,38434.0,355234.0,177488.0,210462.0,108438.0,303510.0,51620.6,4150.5,7404.0,10257.0
2013-04-01,151377.0,60140.333333333336,19525.0,2985.5,120487.0,78510.0,449981.0,549820.0,2150.0,13055.0,178350.0,135609.5,469506.0,-99840.0,17716.5,5135.5,250666.5,40183.0,355908.0,180858.0,210405.0,107542.0,318128.0,54607.2,4627.0,7665.0,10051.0
2013-07-01,141648.0,58920.5,14711.0,1857.0,115589.0,75096.0,437688.0,547267.0,-948.5,13526.0,184675.0,134712.5,452398.0,-109579.0,17016.5,908.5,249854.0,39296.0,354262.0,179479.0,210326.0,110482.0,310750.0,55656.8,6447.0,7122.5,9893.5
2013-10-01,151963.0,60307.5,37011.0,10172.5,120103.0,76235.0,444974.0,552868.0,1339.5,13763.0,184130.0,137041.0,481985.0,-107894.0,16539.0,11512.0,253013.5,41644.0,354580.0,184525.0,214667.0,110094.0,330022.0,60181.2,6994.0,7632.5,8907.0
2014-01-01,151562.0,57729.0,22285.0,3405.0,117395.0,75456.0,461048.0,562165.0,1.0,12105.0,176572.0,144869.0,483334.0,-101116.0,16970.5,3406.0,258059.0,41999.0,362550.0,187509.0,217856.0,106261.0,331772.0,58040.8,7736.5,7962.0,9008.5
2014-04-01,143391.0,59331.166666666664,13947.0,481.5,117137.0,81987.0,489236.0,597696.0,-2215.0,14690.0,190447.0,154411.0,503183.0,-108460.0,18138.0,-1733.5,273365.0,45399.0,380712.0,202294.0,234349.0,113269.0,359792.0,63536.6,8706.5,8252.5,9886.0
2014-07-01,156221.0,60139.0,17237.0,2947.5,122480.0,84323.0,508668.0,611430.0,-1265.5,14445.0,187086.0,155265.5,525906.0,-102762.0,22403.0,1682.0,276089.5,48597.0,387784.0,209202.0,236281.0,113035.0,369684.0,64100.0,6936.5,10242.5,12160.5
