Date,Capital account transactions (net),"Capital consumption adjustment, corporate",Consumption of fixed capital,Disaster losses,Domestic business,Federal,Government,Gross domestic investment,"Gross domestic investment, capital account transactions, and net lending, NIPAs",Gross government investment,Gross government saving,Gross private domestic investment,Gross private saving,Gross saving,Households and institutions,"Inventory valuation adjustment, corporate",Net domestic investment,Net government saving,"Net lending or net borrowing (-), NIPAs",Net private saving,Net saving,Personal saving,Private,State and local,Statistical discrepancy,Undistributed corporate profits
2017-07-01,39537.0,-89462.0,3170459.0,416524.0,1129000.0,-171935.375,-81976.8,4183177.0,3833491.0,683035.0,-418407.0,3500142.0,4160932.0,3742524.0,603980.0,-45040.0,1012717.0,-970803.0,-389222.0,1542868.0,572065.0,883020.0,931979.8,32428.25,90967.0,794350.0
2017-10-01,7220.0,173346.0,3206970.0,0.0,1138505.0,-179910.0,-76495.6,4279208.0,3904284.0,704762.0,-382478.0,3574446.0,4181904.0,3799426.0,558476.0,-61112.0,1072237.0,-940282.0,-382144.0,1532737.0,592455.0,822514.0,857352.4,54850.75,104858.0,597990.0
2018-01-01,5788.0,99804.0,3249473.0,0.0,1173182.0,-222041.125,-97068.2,4358211.0,3966350.0,712577.0,-485341.0,3645635.0,4328095.0,3842754.0,585435.75,-58388.0,1108738.0,-1050241.0,-397650.0,1643522.0,593281.0,880197.0,890338.2,58497.875,123596.0,721909.0
2018-04-01,12155.0,95055.0,3295191.0,0.0,1184887.25,-227139.375,-107447.6,4394294.0,4017634.0,731567.0,-537237.0,3662727.0,4444160.0,3906922.0,613067.0,-87384.0,1099103.0,-1110144.0,-388815.0,1721875.0,611731.0,939953.0,910974.4,45508.0,110712.0,774251.0
2018-07-01,2224.0,96227.0,3334438.0,140628.0,1187083.875,-217868.625,-102508.0,4529256.0,4044711.0,740565.0,-513176.0,3788692.0,4519993.0,4006817.0,659262.375,-38576.0,1194818.0,-1091826.0,-486769.0,1764205.0,672379.0,1028508.0,939575.8,45746.375,37894.0,678046.0
2018-10-01,-1463.0,103364.0,3371311.0,64000.0,1177256.375,-246438.875,-117606.8,4539916.0,4028348.0,737888.0,-588034.0,3802028.0,4634830.0,4046796.0,693432.75,-19700.0,1168605.0,-1172787.0,-510104.0,1848272.0,675485.0,1137964.0,936076.6,45067.875,-18447.0,626644.0
2019-01-01,11378.0,99243.0,3418317.0,0.0,1193003.25,-272519.375,-129016.0,4614779.0,4151542.0,764009.0,-645081.0,3850770.0,4896281.0,4251200.0,758485.0,-11040.0,1196462.0,-1235349.0,-474615.0,2068232.0,832883.0,1316642.0,959324.8,52331.5,-99658.0,663387.0
2019-04-01,3887.0,96911.0,3462789.0,0.0,1216249.375,-281352.625,-123515.6,4671015.0,4193714.0,767020.0,-617578.0,3903996.0,4782749.0,4165170.0,710476.125,4536.0,1208226.0,-1213386.0,-481189.0,1915768.0,702381.0,1178103.0,962258.6,71162.0,28543.0,636217.0
2019-07-01,4045.0,95274.0,3499797.0,0.0,1256527.625,-282642.875,-136389.8,4720297.0,4273813.0,780698.0,-681948.0,3939599.0,4796283.0,4114334.0,692059.75,21804.0,1220500.0,-1282519.0,-450530.0,1897056.0,614537.0,1117232.0,991152.2,49428.125,159479.0,662746.0
2019-10-01,8233.0,89766.0,3529160.0,0.0,1243076.75,-264184.875,-132502.2,4664602.0,4262582.0,784032.0,-662511.0,3880570.0,4785299.0,4122788.0,688386.0,-13140.0,1135442.0,-1267112.0,-410253.0,1860741.0,593629.0,1100657.0,985018.4,38172.5,139794.0,683458.0
2020-01-01,12066.0,-89503.0,3570155.0,0.0,1130577.25,-282341.25,-144874.2,4608994.0,4218680.0,806998.0,-724372.0,3801997.0,4975548.0,4251176.0,836396.875,60008.0,1038839.0,-1334175.0,-402381.0,2015196.0,681021.0,1482259.0,988610.2,35351.25,-32497.0,562432.0
2020-04-01,4404.0,-100635.0,3600747.0,0.0,1037819.375,-1883332.25,-872175.6,4086909.0,3568448.0,816551.0,-4360878.0,3270358.0,7783821.0,3422943.0,1934839.375,50720.0,486161.0,-4975568.0,-522865.0,4797764.0,-177804.0,4429828.0,1585865.2,273235.625,145505.0,417851.0
2020-07-01,2828.0,-94322.0,3636575.0,0.0,1349762.125,-1136836.0,-587244.8,4720482.0,4064598.0,819135.0,-2936224.0,3901347.0,6578240.0,3642016.0,1280745.5,-52060.0,1083907.0,-3558213.0,-658713.0,3563655.0,5441.0,2635766.0,1400164.4,60395.25,422581.0,1074270.0
2020-10-01,5051.0,-83390.0,3686528.0,0.0,1170261.125,-615287.875,-293966.4,4878803.0,4151945.0,832455.0,-1469833.0,4046349.0,5726840.0,4257008.0,1087921.875,-139636.0,1192276.0,-2100017.0,-731909.0,2670497.0,570480.0,2088186.0,1124355.4,89384.625,-105063.0,805337.0
2021-01-01,31309.0,-17776.0,3730710.0,0.0,1266798.5,-1437558.0,-732200.8,4867917.0,4088791.0,822419.0,-3661004.0,4045497.0,7779563.0,4118559.0,1766101.0,-221912.0,1137206.0,-4300491.0,-810435.0,4688340.0,387848.0,3867915.0,1549959.0,87547.875,-29768.0,1060113.0
2021-04-01,3089.0,-3819.0,3813220.0,0.0,1305591.875,-1131610.625,-388124.2,4839325.0,3977273.0,821744.0,-1940621.0,4017581.0,5887896.0,3947275.0,1013344.375,-313144.0,1026105.0,-2594064.0,-865141.0,2728119.0,134055.0,1836750.0,1183578.8,424915.375,29999.0,1208332.0
2021-07-01,-12459.0,-6332.0,3914446.0,248000.0,1315157.25,-720749.5,-278090.2,5059885.0,4114781.0,827060.0,-1406450.0,4232825.0,5546913.0,4140463.0,914064.0,-285824.0,1145439.0,-2074784.0,-932644.0,2300800.0,226017.0,1520442.0,1150646.4,215171.625,-25681.0,1072514.0
2021-10-01,7110.0,-21683.0,4027084.0,0.0,1332591.375,-449307.625,-143531.4,5440754.0,4509507.0,841570.0,-717657.0,4599184.0,5195340.0,4477683.0,776979.5,-228456.0,1413669.0,-1404280.0,-938358.0,1854878.0,450599.0,1157692.0,1045432.6,199554.625,31823.0,947326.0
2022-01-01,5913.0,-48986.0,4154957.0,0.0,1318031.5,-200461.625,-5278.4,5643514.0,4503935.0,858694.0,-26392.0,4784820.0,4670051.0,4643658.0,582832.875,-282972.0,1488557.0,-733016.0,-1145492.0,1221717.0,488702.0,604070.0,906065.4,209573.25,-139723.0,949605.0
2022-04-01,10768.0,-69201.0,4278678.0,0.0,1402635.625,-200859.0,-5329.0,5664119.0,4598733.0,877577.0,-26645.0,4786542.0,4732237.0,4705592.0,513105.625,-286868.0,1385441.0,-754859.0,-1076154.0,1181773.0,426914.0,400952.0,925075.8,209537.375,-106859.0,1136890.0
2022-07-01,-24646.0,-83902.0,4379270.0,239996.0,1495492.875,-253468.625,-50286.2,5691402.0,4731593.0,889778.0,-263431.0,4801624.0,5177683.0,4914252.0,597643.75,-55796.0,1312132.0,-1007785.0,-935164.0,1542767.0,534982.0,592731.0,1044604.0,174360.0,-182659.0,1089734.0
2022-10-01,11387.0,-85961.0,4440577.0,0.0,1537470.5,-313681.875,-95390.2,5834782.0,4915801.0,922882.0,-476951.0,4911900.0,5265855.0,4788905.0,606407.375,61244.0,1394205.0,-1232188.0,-930368.0,1580516.0,348328.0,666630.0,1078550.6,155780.875,126897.0,938602.0
2023-01-01,10551.0,-176969.0,4510565.0,0.0,1541878.125,-466943.75,-183195.8,5790952.0,4861657.0,943742.0,-915979.0,4847210.0,5577768.0,4661788.0,712664.375,42572.0,1280388.0,-1682503.0,-939847.0,1833726.0,151223.0,950671.0,1155527.2,145603.875,199869.0,1017452.0
2023-04-01,4766.0,-178430.0,4558937.0,0.0,1567502.25,-473139.0,-191337.6,5897252.0,4979647.0,971587.0,-956689.0,4925665.0,5711817.0,4755128.0,744912.875,24784.0,1338315.0,-1729313.0,-922371.0,1925504.0,196191.0,1033091.0,1187267.2,139251.25,224519.0,1046059.0
2023-07-01,4531.0,-173443.0,4613042.0,0.0,1651719.875,-478237.5,-197923.4,6060870.0,5144557.0,997517.0,-989618.0,5063353.0,5794393.0,4804775.0,717483.25,11496.0,1447828.0,-1769974.0,-920844.0,1961707.0,191733.0,942911.0,1226834.8,134275.875,339782.0,1180742.0
2023-10-01,7492.0,-178235.0,4668451.0,0.0,1695217.875,-481871.625,-188451.8,6136240.0,5235913.0,1033426.0,-942258.0,5102814.0,5963863.0,5021605.0,720796.875,40420.0,1467789.0,-1730115.0,-907820.0,2083269.0,353154.0,942225.0,1235634.2,159221.0,214308.0,1278860.0
2024-01-01,7964.0,-261127.0,4714085.0,0.0,1656361.5,-502107.25,-200762.8,6200775.0,5228033.0,1040872.0,-1003814.0,5159903.0,6106990.0,5103176.0,804607.875,-17116.0,1486690.0,-1799924.0,-980706.0,2189016.0,389091.0,1148073.0,1246369.6,156272.25,124857.0,1319185.0
2024-04-01,6613.0,-267569.0,4781017.0,0.0,1734520.125,-516160.0,-216207.2,6358746.0,5297411.0,1060902.0,-1081036.0,5297844.0,6183611.0,5102575.0,773800.75,-3892.0,1577730.0,-1885107.0,-1067948.0,2206666.0,321559.0,1061122.0,1275689.4,142875.375,194835.0,1417004.0
2024-07-01,7346.0,-273966.0,4853893.0,164000.0,1773993.0,-564360.125,-232526.8,6432516.0,5222423.0,1087352.0,-1170635.0,5345165.0,6073505.0,4902870.0,726305.75,-520.0,1578623.0,-1985688.0,-1217439.0,2034664.0,48977.0,888977.0,1309811.4,160409.375,319552.0,1420173.0
2024-10-01,-39092.0,-278480.0,4916043.0,120000.0,1821147.875,-545721.375,-218954.2,6391615.0,5285217.0,1102851.0,-1106771.0,5288763.0,6212427.0,5105655.0,694151.75,-40876.0,1475571.0,-1931606.0,-1067306.0,2121218.0,189612.0,802833.0,1299997.4,166934.125,179561.0,1637741.0
