Date,Capital account transactions (net),"Capital consumption adjustment, corporate",Consumption of fixed capital,Disaster losses,Domestic business,Federal,Government,Gross domestic investment,"Gross domestic investment, capital account transactions, and net lending, NIPAs",Gross government investment,Gross government saving,Gross private domestic investment,Gross private saving,Gross saving,Households and institutions,"Inventory valuation adjustment, corporate",Net domestic investment,Net government saving,"Net lending or net borrowing (-), NIPAs",Net private saving,Net saving,Personal saving,Private,State and local,Statistical discrepancy,Undistributed corporate profits
1994-07-01,1068.0,37176.0,1062270.0,0.0,377670.875,-39997.5,-16061.4,1553814.0,1432115.0,302064.0,-80307.0,1251749.0,1387187.0,1306880.0,211100.375,-15676.0,491543.0,-314204.0,-122767.0,558814.0,244609.0,351081.0,302483.6,18403.25,125232.0,186233.0
1994-10-01,228.0,38153.0,1079907.0,0.0,391199.0,-40494.0,-17614.6,1608210.0,1469682.0,300644.0,-88073.0,1307566.0,1434131.0,1346058.0,220087.25,-15636.0,528303.0,-324685.0,-138757.0,590836.0,266151.0,374720.0,311551.6,15470.875,123628.0,193599.0
1995-01-01,236.0,37947.0,1099150.0,0.0,395584.0,-38368.25,-16481.0,1634554.0,1515331.0,306968.0,-82406.0,1327586.0,1477382.0,1394976.0,231949.625,-32536.0,535404.0,-321744.0,-119460.0,617570.0,295825.0,406929.0,319546.0,15920.0,120348.0,205230.0
1995-04-01,-268.0,38379.0,1115753.0,0.0,402875.5,-34134.625,-17064.6,1614383.0,1495000.0,310395.0,-85323.0,1303988.0,1480284.0,1394961.0,218386.25,-28208.0,498630.0,-326291.0,-119115.0,605500.0,279209.0,372330.0,316064.2,10816.875,100037.0,222998.0
1995-07-01,1976.0,39449.0,1130762.0,0.0,408195.25,-35787.25,-15239.0,1610366.0,1510578.0,307118.0,-76194.0,1303248.0,1514121.0,1437927.0,220559.875,-9832.0,479604.0,-318741.0,-101764.0,625907.0,307165.0,373393.0,317353.2,15285.625,72644.0,222897.0
1995-10-01,-268.0,41156.0,1143859.0,9700.0,416868.0,-27491.375,-8250.0,1641405.0,1556352.0,306270.0,-41250.0,1335135.0,1522013.0,1480762.0,218928.375,-2560.0,497547.0,-285008.0,-84785.0,621912.0,336904.0,363505.0,321462.4,19836.875,75600.0,219810.0
1996-01-01,216.0,43501.0,1155575.0,0.0,422692.0,-26325.625,-7332.0,1672168.0,1569241.0,316816.0,-36659.0,1355353.0,1557680.0,1521021.0,223077.75,2136.0,516593.0,-281790.0,-103143.0,647235.0,365445.0,371232.0,321177.8,21539.125,48209.0,230367.0
1996-04-01,204.0,46112.0,1167560.0,0.0,429128.0,-10170.125,1395.6,1736141.0,1626798.0,317753.0,6978.0,1418388.0,1554216.0,1561194.0,223946.0,-1652.0,568581.0,-238534.0,-109547.0,632168.0,393634.0,366585.0,323964.2,21817.0,65605.0,221122.0
1996-07-01,204.0,48992.0,1181881.0,0.0,436314.125,-6882.0,4802.8,1795370.0,1661842.0,321020.0,24014.0,1474350.0,1573197.0,1597212.0,229144.875,4692.0,613489.0,-222952.0,-133732.0,638283.0,415331.0,377336.0,327568.2,25144.125,64643.0,207264.0
1996-10-01,212.0,52139.0,1196210.0,0.0,441890.375,2870.125,11198.4,1804375.0,1690079.0,324248.0,55993.0,1480128.0,1584445.0,1640438.0,224869.375,7108.0,608166.0,-191176.0,-114509.0,635404.0,444228.0,364602.0,326820.4,27762.25,49658.0,211554.0
1997-01-01,284.0,55554.0,1213302.0,0.0,452961.875,10402.75,15838.6,1841719.0,1709761.0,319315.0,79193.0,1522404.0,1617854.0,1697047.0,225068.375,18516.0,628418.0,-169679.0,-132242.0,653424.0,483745.0,361954.0,326111.6,28100.125,12705.0,217400.0
1997-04-01,576.0,58197.0,1231224.0,0.0,471899.625,17468.875,20183.8,1914190.0,1812302.0,323973.0,100918.0,1590218.0,1667383.0,1768301.0,235156.5,15696.0,682966.0,-150392.0,-102464.0,687469.0,537077.0,384605.0,342276.2,29458.25,43998.0,228970.0
1997-07-01,680.0,60070.0,1247806.0,0.0,480589.125,31299.375,29184.8,1956715.0,1833940.0,331464.0,145923.0,1625251.0,1674132.0,1820056.0,227665.625,15108.0,708909.0,-106386.0,-123455.0,678636.0,572250.0,359471.0,337604.2,33316.25,13888.0,243987.0
1997-10-01,364.0,61171.0,1264973.0,0.0,475012.125,29049.125,28530.8,1976198.0,1812439.0,331669.0,142654.0,1644529.0,1699375.0,1842028.0,237724.25,7040.0,711225.0,-111144.0,-164123.0,688200.0,577056.0,381029.0,333957.6,34179.875,-29587.0,238960.0
1998-01-01,216.0,61502.0,1281346.0,0.0,455906.5,47411.625,39729.4,2043561.0,1878700.0,331238.0,198647.0,1712324.0,1707949.0,1906595.0,266759.125,14420.0,762216.0,-55749.0,-165077.0,680999.0,625249.0,451659.0,336010.6,36686.0,-27895.0,153418.0
1998-04-01,196.0,62885.0,1300034.0,0.0,447812.75,53328.375,42319.4,2036840.0,1840761.0,341067.0,211597.0,1695773.0,1705958.0,1917555.0,263875.375,15368.0,736806.0,-45091.0,-196274.0,662612.0,617521.0,435520.0,325832.8,36567.625,-76795.0,148839.0
1998-07-01,272.0,65322.0,1318769.0,0.0,454892.125,65404.375,49236.6,2095803.0,1871177.0,354180.0,246183.0,1741623.0,1714713.0,1960896.0,262068.0,19092.0,777034.0,-12222.0,-224897.0,654350.0,642127.0,423314.0,324999.2,38886.125,-89718.0,146621.0
1998-10-01,236.0,68811.0,1338797.0,0.0,466616.625,65200.625,51313.6,2146484.0,1910704.0,349520.0,256568.0,1796964.0,1685314.0,1941882.0,251350.125,14092.0,807687.0,-4228.0,-236016.0,607313.0,603085.0,387857.0,330829.0,42103.125,-31168.0,136552.0
1999-01-01,1365.0,73353.0,1358687.0,0.0,493696.0,75934.25,54893.0,2210132.0,1975894.0,357069.0,274466.0,1853063.0,1775788.0,2050254.0,257530.0,24188.0,851445.0,12038.0,-235602.0,679529.0,691567.0,400568.0,340285.4,38820.5,-74360.0,181420.0
1999-04-01,1700.0,75029.0,1383208.0,0.0,500327.25,84157.375,57721.0,2210853.0,1948636.0,362512.0,288604.0,1848341.0,1701679.0,1990284.0,223896.5,3776.0,827646.0,23340.0,-263917.0,583736.0,607076.0,304702.0,332006.2,36225.25,-41648.0,200229.0
1999-07-01,1639.0,73838.0,1410656.0,13998.0,506391.375,85916.625,59781.6,2263777.0,1970402.0,370042.0,298908.0,1893735.0,1680739.0,1979646.0,218315.125,-14504.0,853122.0,31305.0,-295014.0,537686.0,568991.0,282767.0,337098.2,38978.875,-9245.0,195585.0
1999-10-01,22171.0,69780.0,1443195.0,0.0,515373.125,93259.25,64559.4,2337387.0,2020717.0,384290.0,322796.0,1953097.0,1689930.0,2012726.0,217038.125,-29276.0,894192.0,51189.0,-338840.0,518342.0,569531.0,275235.0,339584.2,41874.75,7991.0,202602.0
2000-01-01,2392.0,62856.0,1478970.0,0.0,483574.5,125919.5,84638.0,2339805.0,1969287.0,389155.0,423189.0,1950650.0,1699983.0,2123173.0,228071.5,-25240.0,860836.0,147768.0,-372911.0,496435.0,644203.0,296727.0,309220.0,46993.25,-153884.0,162092.0
2000-04-01,1798.0,57663.0,1506133.0,0.0,510723.25,115694.75,79597.6,2461603.0,2082105.0,385817.0,397988.0,2075786.0,1723755.0,2121742.0,236763.5,-21048.0,955470.0,119374.0,-381297.0,496236.0,615610.0,315106.0,336823.8,46951.25,-39636.0,144515.0
2000-07-01,3640.0,54200.0,1524963.0,0.0,500998.125,119597.125,78707.6,2446174.0,2029386.0,386205.0,393537.0,2059969.0,1760037.0,2153574.0,245551.125,-9084.0,921211.0,112073.0,-420428.0,516538.0,628611.0,336306.0,327170.0,41072.0,-124186.0,135115.0
2000-10-01,10402.0,52469.0,1534844.0,0.0,501937.25,120130.5,75396.6,2461450.0,2040779.0,394222.0,376982.0,2067227.0,1729137.0,2106119.0,240289.25,-11864.0,926606.0,93627.0,-431073.0,477647.0,571275.0,319143.0,332759.6,35096.25,-65337.0,117899.0
2001-01-01,587.0,48914.0,1566444.0,0.0,486325.625,109107.0,66604.4,2372210.0,1948549.0,400877.0,333022.0,1971333.0,1824719.0,2157741.0,258059.375,-18352.0,805766.0,47799.0,-424248.0,543498.0,591297.0,358495.0,323106.0,30233.0,-209190.0,154441.0
2001-04-01,729.0,44685.0,1594020.0,13855.0,514209.25,97043.875,54844.4,2391951.0,2012869.0,418918.0,274222.0,1973033.0,1871755.0,2145977.0,256035.125,-1084.0,797931.0,-12705.0,-379812.0,564662.0,551957.0,341631.0,350500.8,22288.375,-133106.0,179430.0
2001-07-01,-51168.0,61486.0,1611579.0,62947.0,515073.75,12979.25,7140.6,2348391.0,1936256.0,403481.0,28744.0,1944909.0,2028167.0,2056911.0,315164.75,16780.0,736811.0,-259998.0,-360966.0,705330.0,445332.0,494442.0,392700.4,13011.75,-120653.0,132621.0
2001-10-01,2207.0,91425.0,1625991.0,0.0,523008.125,49798.25,19245.6,2274347.0,1923563.0,424256.0,96227.0,1850091.0,1831288.0,1927515.0,227533.125,34832.0,648356.0,-194088.0,-352990.0,495611.0,301524.0,258046.0,365467.4,3029.5,-3950.0,111308.0
2002-01-01,8976.0,118818.0,1637530.0,0.0,550402.25,-21615.5,-19923.0,2347377.0,1942934.0,434718.0,-99615.0,1912659.0,2085823.0,1986208.0,297333.875,45436.0,709847.0,-392181.0,-413419.0,740859.0,348678.0,436958.0,408510.0,2029.0,-43273.0,139647.0
2002-04-01,1749.0,119186.0,1649251.0,0.0,553269.25,-34274.0,-30612.8,2371731.0,1915317.0,438449.0,-153063.0,1933282.0,2148258.0,1995194.0,314708.5,14104.0,722481.0,-447957.0,-458163.0,793901.0,345944.0,474767.0,413676.2,-5180.25,-79877.0,185844.0
2002-07-01,1826.0,113954.0,1664403.0,0.0,565188.375,-39409.5,-33006.6,2380263.0,1918566.0,447067.0,-165033.0,1933197.0,2151302.0,1986269.0,303858.125,-11276.0,715860.0,-462408.0,-463523.0,784274.0,321866.0,441534.0,416719.8,-3766.75,-67702.0,240062.0
2002-10-01,4183.0,106541.0,1680740.0,0.0,580181.875,-48529.0,-40668.4,2397002.0,1897791.0,454471.0,-203342.0,1942531.0,2236973.0,2033631.0,311902.625,-12800.0,716261.0,-503149.0,-503394.0,856039.0,352891.0,453135.0,420226.6,-8391.25,-135840.0,309163.0
2003-01-01,7920.0,89125.0,1695027.0,0.0,575006.125,-57761.625,-48244.8,2417332.0,1870944.0,457111.0,-241224.0,1960221.0,2183834.0,1942610.0,305963.875,-21312.0,722304.0,-543955.0,-554308.0,791537.0,247582.0,425661.0,422433.4,-13399.75,-71666.0,298064.0
2003-04-01,11924.0,107884.0,1708794.0,0.0,595783.75,-78131.125,-55742.8,2430676.0,1904638.0,458290.0,-278715.0,1972386.0,2247609.0,1968895.0,310157.875,-2916.0,721882.0,-584087.0,-537962.0,844187.0,260100.0,430175.0,436670.4,-7272.0,-64257.0,309044.0
2003-07-01,9937.0,106076.0,1725713.0,0.0,615325.75,-108208.25,-65760.8,2513375.0,1986724.0,469071.0,-328804.0,2044304.0,2314259.0,1985455.0,331069.75,-11144.0,787663.0,-637330.0,-536588.0,897072.0,259742.0,469914.0,463105.6,4974.625,1270.0,332226.0
2003-10-01,5433.0,100734.0,1746857.0,0.0,629068.25,-82137.875,-48073.0,2603725.0,2092262.0,472414.0,-240365.0,2131311.0,2294749.0,2054384.0,323242.125,-22512.0,856869.0,-552267.0,-516896.0,859795.0,307528.0,433820.0,466525.2,12065.25,37878.0,347754.0
2004-01-01,11798.0,86374.0,1773987.0,0.0,650728.375,-91395.625,-54333.6,2628373.0,2079433.0,474321.0,-271669.0,2154052.0,2343661.0,2071992.0,316069.125,-23968.0,854386.0,-587558.0,-560737.0,885563.0,298005.0,402134.0,470221.0,9323.75,7444.0,421023.0
2004-04-01,4710.0,77815.0,1803609.0,0.0,652273.875,-78217.875,-47988.4,2745878.0,2121371.0,483271.0,-239942.0,2262607.0,2396991.0,2157049.0,339660.0,-45340.0,942270.0,-561119.0,-629218.0,914559.0,353440.0,447439.0,472262.6,8501.375,-35677.0,434646.0
2004-07-01,-6915.0,69765.0,1835146.0,117796.0,679806.625,-65434.0,-38019.6,2808366.0,2159067.0,490094.0,-190098.0,2318272.0,2419934.0,2229836.0,334867.25,-40888.0,973221.0,-517533.0,-642384.0,912224.0,394691.0,405659.0,493392.0,14479.625,-70769.0,477689.0
2004-10-01,8825.0,54854.0,1874613.0,0.0,647382.625,-70493.25,-34520.0,2887210.0,2158888.0,497128.0,-172600.0,2390082.0,2344884.0,2172284.0,336503.75,-50648.0,1012597.0,-506966.0,-737148.0,804637.0,297672.0,412970.0,466297.2,26113.625,-13397.0,387461.0
2005-01-01,24790.0,-121170.0,1911601.0,0.0,725396.625,-40736.125,-14046.6,2987629.0,2298881.0,501561.0,-70232.0,2486068.0,2351882.0,2281650.0,272919.25,-40832.0,1076028.0,-409418.0,-713537.0,779467.0,370049.0,229277.0,473822.0,34696.125,17229.0,712192.0
2005-04-01,7995.0,-134514.0,1948969.0,0.0,724698.625,-40164.625,-13825.4,2986706.0,2264524.0,510231.0,-69127.0,2476474.0,2375756.0,2306629.0,270021.875,-25160.0,1037737.0,-414224.0,-730177.0,771885.0,357660.0,206960.0,466730.0,34883.875,-42107.0,724598.0
2005-07-01,-51678.0,-144612.0,1989675.0,433093.0,762980.25,-36457.5,1412.8,3048407.0,2293729.0,517331.0,-56800.0,2531076.0,2388463.0,2331663.0,285750.75,-39020.0,1058732.0,-408563.0,-702999.0,750552.0,341988.0,167231.0,543951.8,43836.5,-37934.0,766952.0
2005-10-01,16142.0,-160285.0,2033960.0,27462.0,746875.625,-21486.25,16.0,3169284.0,2330183.0,524022.0,80.0,2645263.0,2495296.0,2495376.0,292762.0,-39108.0,1135324.0,-357557.0,-855242.0,818973.0,461416.0,233243.0,471513.8,42314.125,-165188.0,785122.0
2006-01-01,10337.0,-149674.0,2070428.0,0.0,750108.0,-13606.875,10033.4,3249424.0,2447669.0,539684.0,50167.0,2709740.0,2594235.0,2644402.0,323343.5,-29264.0,1178996.0,-312161.0,-812092.0,886134.0,573974.0,309871.0,479500.2,54589.25,-196733.0,755202.0
2006-04-01,7656.0,-160015.0,2107094.0,0.0,746162.875,-6970.75,14385.4,3261065.0,2432295.0,551813.0,71927.0,2709252.0,2580027.0,2651954.0,315322.0,-54196.0,1153970.0,-297373.0,-836426.0,842233.0,544860.0,293767.0,472073.6,56757.625,-219660.0,762677.0
2006-07-01,5993.0,-170393.0,2141108.0,0.0,757761.5,18.25,13514.0,3259497.0,2383684.0,550078.0,67569.0,2709420.0,2570965.0,2638534.0,292431.75,-36864.0,1118390.0,-307620.0,-881807.0,805046.0,497426.0,241897.0,463223.2,47181.25,-254849.0,770406.0
2006-10-01,6879.0,-182191.0,2178031.0,0.0,755204.5,6749.875,13607.0,3237403.0,2466515.0,561997.0,68035.0,2675406.0,2566408.0,2634443.0,296189.375,-7440.0,1059373.0,-314444.0,-777767.0,770856.0,456412.0,258266.0,479696.0,41203.0,-167927.0,702221.0
2007-01-01,12557.0,-170263.0,2214675.0,0.0,721376.125,3590.0,13786.2,3238578.0,2433032.0,574284.0,68931.0,2664295.0,2490435.0,2559366.0,301817.375,-45368.0,1023904.0,-322026.0,-818104.0,666718.0,344691.0,279493.0,472820.8,45175.0,-126331.0,602856.0
2007-04-01,1580.0,-174993.0,2240928.0,0.0,747343.375,-2481.375,12263.6,3288861.0,2510182.0,589644.0,61318.0,2699217.0,2558154.0,2619472.0,305226.25,-45572.0,1047933.0,-335779.0,-780259.0,714323.0,378544.0,296279.0,489773.0,49543.875,-109289.0,638609.0
2007-07-01,4009.0,-176807.0,2265601.0,0.0,765447.125,-19557.875,-3234.4,3281943.0,2572987.0,595974.0,-16172.0,2685969.0,2490170.0,2473998.0,283701.875,-19636.0,1016342.0,-419494.0,-712966.0,627891.0,208397.0,249832.0,517831.8,37574.75,98989.0,574502.0
2007-10-01,7255.0,-176835.0,2289796.0,0.0,773674.125,-33243.125,-14590.4,3250754.0,2580497.0,608194.0,-72951.0,2642560.0,2467629.0,2394677.0,270241.0,-63944.0,960958.0,-482803.0,-677512.0,587685.0,104882.0,228090.0,530689.4,30679.125,185817.0,600375.0
2008-01-01,11804.0,-48735.0,2319795.0,0.0,731153.0,-64074.75,-31399.2,3175346.0,2439795.0,611645.0,-156996.0,2563701.0,2464337.0,2307341.0,292139.75,-120652.0,855552.0,-573968.0,-747356.0,561514.0,-12454.0,300736.0,519358.0,29535.375,132452.0,430165.0
2008-04-01,3956.0,-53536.0,2347200.0,0.0,755538.25,-201150.5,-104157.8,3168182.0,2436905.0,627587.0,-520789.0,2540595.0,2709892.0,2189103.0,368747.125,-151636.0,820982.0,-944199.0,-735232.0,786102.0,-158097.0,512392.0,591539.0,31376.875,247803.0,478883.0
2008-07-01,-20232.0,-63417.0,2376040.0,76331.0,780251.0,-140853.625,-87564.6,3135983.0,2416958.0,637741.0,-437823.0,2498242.0,2666786.0,2228963.0,321902.625,-60372.0,759942.0,-868168.0,-698793.0,721090.0,-147078.0,386320.0,586222.2,2594.5,187994.0,458559.0
2008-10-01,7561.0,-67492.0,2392814.0,0.0,682329.5,-169623.0,-112860.6,2949323.0,2318244.0,641407.0,-564303.0,2307915.0,2685999.0,2121696.0,393545.25,193340.0,556508.0,-1001655.0,-638640.0,730537.0,-271118.0,606447.0,576509.2,-16483.625,196547.0,-1757.0
2009-01-01,4169.0,-92338.0,2387440.0,0.0,766434.625,-320225.0,-198345.8,2654925.0,2251737.0,640048.0,-991729.0,2014878.0,2975117.0,1983388.0,391287.0,91956.0,267485.0,-1432364.0,-407357.0,1028311.0,-404053.0,616407.0,648693.6,-26746.75,268350.0,412286.0
2009-04-01,9622.0,-80142.0,2369055.0,0.0,765581.25,-394540.875,-239050.6,2510180.0,2155672.0,646530.0,-1195253.0,1863650.0,3158041.0,1962788.0,434813.5,7344.0,141125.0,-1636808.0,-364130.0,1230542.0,-406266.0,743161.0,670184.8,-28057.25,192883.0,560179.0
2009-07-01,5876.0,-75739.0,2358981.0,0.0,832955.875,-396211.5,-244307.6,2486360.0,2119726.0,644944.0,-1221537.0,1841416.0,3156022.0,1934484.0,364340.0,-20520.0,127379.0,-1664164.0,-372511.0,1239667.0,-424497.0,552529.0,668252.6,-36575.25,185241.0,783397.0
2009-10-01,5535.0,-82298.0,2369629.0,0.0,873459.125,-378833.25,-232458.0,2638824.0,2230727.0,640114.0,-1162290.0,1998710.0,3272610.0,2110320.0,378237.0,-68312.0,269195.0,-1608543.0,-413632.0,1349233.0,-259310.0,587654.0,678603.4,-32792.75,120407.0,912189.0
2010-01-01,13167.0,-95599.0,2374551.0,0.0,908608.375,-407823.875,-245806.0,2671339.0,2249784.0,633178.0,-1229030.0,2038161.0,3366711.0,2137681.0,382160.375,-47068.0,296788.0,-1679335.0,-434722.0,1442465.0,-236870.0,601846.0,695762.8,-30203.125,112103.0,983287.0
2010-04-01,4855.0,-101401.0,2382725.0,0.0,911860.25,-398928.875,-240998.0,2796820.0,2352685.0,648025.0,-1204991.0,2148795.0,3443200.0,2238209.0,421313.875,-36392.0,414096.0,-1660239.0,-448990.0,1515723.0,-144516.0,702739.0,711535.2,-28845.625,114476.0,950777.0
2010-07-01,5226.0,-57339.0,2391773.0,0.0,953997.125,-392471.75,-228355.4,2885910.0,2413215.0,649416.0,-1141777.0,2236495.0,3549560.0,2407782.0,415741.375,-18052.0,494137.0,-1600852.0,-477921.0,1616861.0,16009.0,696731.0,710998.8,-11902.25,5434.0,995521.0
2010-10-01,6416.0,27772.0,2412516.0,0.0,950579.0,-385953.125,-220969.6,2885835.0,2465077.0,647396.0,-1104849.0,2238440.0,3524161.0,2419312.0,412940.625,-88860.0,473320.0,-1568830.0,-427174.0,1575627.0,6797.0,684383.0,713985.4,-5438.375,45765.0,952333.0
2011-01-01,7268.0,62809.0,2437233.0,0.0,869035.75,-366419.25,-211139.6,2845313.0,2368688.0,639351.0,-1055698.0,2205962.0,3431883.0,2376185.0,446786.25,-141616.0,408080.0,-1525394.0,-483893.0,1464347.0,-61048.0,773709.0,684876.8,-8260.625,-7499.0,769444.0
2011-04-01,16826.0,60542.0,2463587.0,0.0,921059.625,-377180.5,-211642.6,2933631.0,2455689.0,636279.0,-1058214.0,2297352.0,3529442.0,2471229.0,439131.125,-82964.0,470044.0,-1533192.0,-494768.0,1540834.0,7642.0,749284.0,702779.6,512.875,-15544.0,813972.0
2011-07-01,6560.0,59397.0,2487576.0,0.0,929062.5,-355934.5,-205577.0,2957952.0,2521554.0,635112.0,-1027886.0,2322840.0,3602042.0,2574157.0,454557.375,-35680.0,470376.0,-1508055.0,-442958.0,1594636.0,86581.0,785916.0,709888.0,-10154.875,-52603.0,785004.0
2011-10-01,7209.0,58217.0,2509057.0,0.0,986429.5,-348905.625,-198863.0,3139825.0,2689448.0,635731.0,-994315.0,2504095.0,3705276.0,2710960.0,460211.0,-11772.0,630768.0,-1478088.0,-457586.0,1679991.0,201903.0,796225.0,736752.6,-4967.75,-21513.0,837322.0
2012-01-01,8601.0,-146535.0,2538270.0,0.0,971649.125,-315319.75,-180665.2,3194591.0,2727334.0,626841.0,-903327.0,2567750.0,3836683.0,2933356.0,506114.5,-31256.0,656321.0,-1391925.0,-475857.0,1787011.0,395086.0,909651.0,726132.8,-6147.625,-206019.0,1055150.0
2012-04-01,7577.0,-148985.0,2563894.0,0.0,970157.75,-308354.625,-176795.0,3263961.0,2818217.0,627098.0,-883975.0,2636863.0,3874743.0,2990768.0,531995.875,18280.0,700068.0,-1376557.0,-453321.0,1803431.0,426874.0,974069.0,740438.8,-6321.75,-172549.0,960067.0
2012-07-01,6490.0,-148371.0,2590148.0,0.0,984221.5,-305961.625,-176078.6,3263547.0,2865607.0,619428.0,-880393.0,2644119.0,3755744.0,2875351.0,491690.625,-24876.0,673399.0,-1376238.0,-404430.0,1661442.0,285203.0,859910.0,749199.0,-8737.625,-9749.0,974778.0
2012-10-01,-24760.0,-140853.0,2609909.0,182776.0,891041.125,-274110.5,-151662.8,3249040.0,2863970.0,610758.0,-787757.0,2638282.0,3877991.0,3090234.0,619814.75,-7944.0,639131.0,-1285204.0,-360310.0,1765528.0,480324.0,1162472.0,761009.2,-3454.0,-226277.0,751852.0
2013-01-01,7134.0,-154295.0,2633212.0,0.0,1003130.75,-190365.5,-107096.6,3345704.0,2964513.0,599285.0,-535483.0,2746420.0,3563270.0,3027788.0,401744.375,22660.0,712493.0,-1034738.0,-388325.0,1429314.0,394576.0,590013.0,699999.0,2063.125,-63275.0,970936.0
2013-04-01,7920.0,-151224.0,2664353.0,0.0,907527.875,-99272.0,-54754.6,3379772.0,3003046.0,599530.0,-273772.0,2780242.0,3396903.0,3123131.0,428657.875,30700.0,715419.0,-776744.0,-384647.0,1235522.0,458778.0,650812.0,655363.6,8677.125,-120085.0,705233.0
2013-07-01,6277.0,-150298.0,2694774.0,0.0,1010748.75,-163224.125,-95134.0,3496813.0,3144349.0,604458.0,-475670.0,2892354.0,3613169.0,3137499.0,433060.625,8120.0,802039.0,-982206.0,-358741.0,1424931.0,442726.0,652167.0,724003.8,-2911.75,6850.0,914942.0
2013-10-01,6543.0,-155860.0,2734074.0,0.0,996725.25,-96483.125,-58964.4,3538345.0,3243980.0,604054.0,-294821.0,2934291.0,3481443.0,3186622.0,404922.625,-5904.0,804271.0,-806100.0,-300909.0,1258647.0,452547.0,569795.0,707760.2,-2477.75,57358.0,850617.0
2014-01-01,9773.0,-142070.0,2774727.0,0.0,957301.75,-108189.625,-59663.6,3514433.0,3142794.0,591669.0,-298318.0,2922765.0,3556725.0,3258407.0,444901.25,-53448.0,739706.0,-813344.0,-381413.0,1297024.0,483680.0,667866.0,688222.4,5900.75,-115614.0,824676.0
2014-04-01,5549.0,-144313.0,2801795.0,0.0,1016909.625,-116450.625,-57384.8,3665036.0,3319767.0,605940.0,-286924.0,3059096.0,3740923.0,3454000.0,465949.5,-6496.0,863241.0,-803958.0,-350818.0,1456163.0,652204.0,715105.0,721338.4,19967.625,-134233.0,891867.0
2014-07-01,5246.0,-145416.0,2838028.0,0.0,1064971.875,-134148.5,-67930.2,3752397.0,3396377.0,610350.0,-339652.0,3142047.0,3860709.0,3521057.0,470196.5,23408.0,914369.0,-859535.0,-361266.0,1542563.0,683028.0,714945.0,747205.8,18087.5,-124679.0,949625.0
2014-10-01,6945.0,-141201.0,2864191.0,0.0,1047794.0,-127570.625,-65612.6,3789379.0,3361913.0,617364.0,-328061.0,3172016.0,3879209.0,3551148.0,486908.0,43856.0,925188.0,-849460.0,-434411.0,1536417.0,686957.0,750067.0,737994.8,16543.25,-189234.0,883695.0
2015-01-01,12408.0,-129739.0,2891206.0,0.0,1041460.75,-115417.125,-56202.4,3895871.0,3476934.0,613588.0,-281012.0,3282283.0,3907373.0,3626362.0,519394.5,79336.0,1004665.0,-804075.0,-431345.0,1539230.0,735156.0,828313.0,751591.0,21353.25,-149418.0,761320.0
2015-04-01,5461.0,-123583.0,2912862.0,0.0,1046846.75,-102447.75,-50604.8,3923795.0,3518422.0,632692.0,-253025.0,3291104.0,3872731.0,3619706.0,505617.875,24252.0,1010933.0,-777590.0,-410834.0,1484435.0,706844.0,781359.0,754289.8,21079.625,-101282.0,802407.0
2015-07-01,9148.0,-120729.0,2936825.0,0.0,1037798.0,-109921.25,-57672.2,3941318.0,3487134.0,637658.0,-288360.0,3303660.0,3834644.0,3546284.0,504433.125,58032.0,1004494.0,-814589.0,-463331.0,1424048.0,609459.0,766046.0,755099.4,15714.875,-59148.0,720700.0
2015-10-01,6380.0,-115259.0,2950860.0,0.0,983245.125,-100424.125,-34661.8,3910666.0,3496860.0,633787.0,-173309.0,3276879.0,3732215.0,3558906.0,515137.125,70024.0,959806.0,-699746.0,-420186.0,1307792.0,608046.0,786573.0,734034.4,48852.25,-62042.0,566454.0
2016-01-01,9348.0,-97078.0,2961432.0,0.0,1023393.5,-137194.625,-71399.4,3893162.0,3465019.0,648845.0,-356997.0,3244317.0,3888150.0,3531153.0,527587.0,68656.0,931730.0,-883637.0,-437491.0,1453358.0,569721.0,808121.0,764404.0,18596.375,-66130.0,673659.0
2016-04-01,4731.0,-103229.0,2994919.0,0.0,1032278.125,-142892.25,-76918.4,3893025.0,3495818.0,646644.0,-384593.0,3246381.0,3799127.0,3414534.0,500408.625,-29060.0,898106.0,-915954.0,-401938.0,1335569.0,419615.0,726508.0,776083.2,13080.125,81289.0,741349.0
2016-07-01,5820.0,-100474.0,3020245.0,0.0,1038173.25,-152845.5,-77076.4,3908461.0,3515654.0,646890.0,-385381.0,3261571.0,3809284.0,3423903.0,498683.875,-2288.0,888216.0,-919299.0,-398627.0,1322957.0,403658.0,713290.0,780208.8,22449.125,91759.0,712429.0
2016-10-01,8171.0,-102719.0,3055839.0,0.0,1071309.5,-156807.25,-76151.8,4017200.0,3629945.0,656249.0,-380760.0,3360952.0,3905991.0,3525230.0,511940.75,-16400.0,961361.0,-918955.0,-395427.0,1388346.0,469391.0,736869.0,802142.6,28778.875,104723.0,770597.0
2017-01-01,8873.0,-86114.0,3089409.0,0.0,1083215.875,-162006.875,-81295.6,4026292.0,3667136.0,663191.0,-406478.0,3363101.0,4030545.0,3624067.0,535629.125,-48192.0,936883.0,-948840.0,-368029.0,1483498.0,534658.0,788971.0,814722.8,24681.25,43069.0,828832.0
2017-04-01,8412.0,-86929.0,3128974.0,0.0,1073867.0,-167393.375,-87928.4,4107688.0,3679471.0,674720.0,-439642.0,3432968.0,4086400.0,3646758.0,568994.875,-36008.0,978714.0,-986631.0,-436629.0,1504415.0,517784.0,872081.0,823822.6,18494.125,32713.0,755270.0
