Date,Clothing and footwear,Durable goods,Energy goods and services,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Gross output of nonprofit institutions,Health care,Household consumption expenditures (for services),Housing,Housing and utilities,Less: Receipts from sales of goods and services by nonprofit institutions,Market-based PCE,Market-based PCE excluding food and energy,Motor vehicles and parts,Nondurable goods,Other durable goods,Other nondurable goods,Other services,PCE excluding food and energy,"PCE excluding food, energy, and housing",PCE services excluding energy and housing,Recreation services,Recreational goods and vehicles,Services,Transportation services
2002-01-01,0.17,-0.61,-0.2,0.2,-0.09,-0.11,0.37,0.39,-0.02,-0.24,0.67,1.12,0.94,-0.18,-0.35,0.48,0.92,1.23,-1.61,0.37,0.16,0.33,-0.27,1.2,1.38,1.49,0.1,0.46,1.13,0.06
2002-04-01,0.0,0.34,0.67,0.31,0.01,0.07,0.17,0.11,0.08,0.4,0.66,0.85,1.33,-0.15,0.44,0.35,2.0,1.27,-0.07,0.06,0.11,-0.09,-0.03,1.3,1.46,1.21,0.02,0.19,1.64,-0.13
2002-07-01,-0.09,1.61,0.22,0.45,0.14,0.13,0.04,-0.02,0.0,1.75,0.54,0.48,0.63,0.01,0.24,0.09,2.8,2.45,1.4,0.15,0.05,0.1,-0.29,2.48,2.47,0.85,0.04,0.17,1.07,-0.02
2002-10-01,0.47,-0.48,0.18,0.27,0.1,0.27,-0.01,0.21,-0.05,0.57,0.21,0.34,1.41,0.16,0.4,-0.06,1.33,0.87,-1.09,1.05,0.12,0.36,0.41,1.79,1.63,1.29,0.16,0.27,1.68,0.02
2003-01-01,-0.05,0.06,-0.27,0.07,-0.14,0.25,0.21,-0.04,-0.1,0.77,0.12,0.34,1.14,0.27,0.12,0.06,1.37,1.39,-0.14,0.72,0.02,0.62,0.55,2.01,1.73,1.1,-0.03,0.22,1.21,0.08
2003-04-01,0.39,2.36,-0.02,0.25,0.08,-0.04,0.49,0.53,0.03,3.07,0.21,0.28,1.34,0.28,0.23,-0.03,4.46,4.52,0.87,0.72,0.3,0.33,0.14,4.72,4.43,1.35,0.21,0.67,1.58,-0.1
2003-07-01,0.33,2.35,-0.06,0.08,0.05,0.48,0.42,0.5,0.14,3.99,0.12,0.42,1.71,0.38,0.15,0.04,5.57,5.15,0.66,1.64,0.3,0.69,0.12,5.36,4.97,1.61,0.28,0.89,1.79,0.26
2003-10-01,0.03,0.77,0.29,-0.02,-0.05,-0.05,0.27,0.25,0.12,1.28,0.07,0.42,1.52,0.43,0.58,0.1,2.84,2.61,-0.24,0.51,0.2,0.41,-0.07,2.55,2.13,0.91,0.28,0.56,1.5,0.09
2004-01-01,0.37,0.93,0.02,0.13,0.5,0.31,0.21,0.24,-0.06,1.62,0.24,0.31,2.04,0.4,0.46,0.11,3.04,2.72,0.14,0.69,0.16,0.07,0.14,3.46,3.06,1.7,0.28,0.39,2.17,0.13
2004-04-01,-0.17,0.14,0.04,-0.04,0.17,0.03,0.11,0.2,0.01,0.5,0.3,0.71,1.75,0.27,0.27,0.34,1.89,1.82,-0.41,0.36,-0.03,0.5,0.37,2.14,1.87,1.4,0.01,0.38,1.7,0.09
2004-07-01,0.15,1.36,-0.23,0.06,0.44,0.25,0.23,0.28,-0.09,2.0,0.58,0.92,2.71,0.77,0.63,0.52,3.93,3.91,0.58,0.65,0.06,0.34,0.34,4.76,3.99,2.15,0.1,0.43,2.78,0.06
2004-10-01,0.29,1.0,0.22,-0.15,0.75,0.33,0.25,0.15,0.03,1.92,0.3,0.73,2.84,0.91,1.08,0.45,4.23,3.68,0.39,0.92,0.12,0.26,-0.1,4.05,3.13,1.59,0.05,0.34,2.68,0.07
2005-01-01,0.19,0.25,0.09,-0.29,0.26,0.47,0.19,0.17,0.11,1.09,-0.18,0.13,1.76,0.76,0.71,0.11,2.33,1.77,-0.75,0.84,0.2,0.07,0.34,2.01,1.24,0.73,0.16,0.63,1.48,-0.03
2005-04-01,0.3,1.4,0.07,0.24,0.4,0.12,0.31,0.2,-0.09,2.11,0.33,0.38,2.16,0.84,1.01,0.09,4.11,3.92,0.54,0.71,0.13,0.38,-0.11,4.32,3.48,1.4,0.11,0.53,2.4,0.07
2005-07-01,-0.04,1.02,0.09,0.12,0.45,0.27,0.19,0.23,-0.14,1.36,0.48,0.71,1.88,0.3,0.56,0.37,2.96,2.6,0.52,0.34,0.03,0.25,-0.08,3.01,2.71,1.47,0.01,0.24,2.0,0.05
2005-10-01,0.41,-1.55,-0.34,0.53,0.05,0.36,0.27,0.28,-0.01,-0.29,0.39,0.09,0.5,0.11,-0.18,-0.14,0.09,0.07,-2.44,1.25,0.23,0.5,0.22,0.72,0.61,1.25,0.15,0.38,1.03,-0.09
2006-01-01,0.08,1.99,-0.59,0.35,0.29,0.14,0.39,0.34,-0.04,2.93,0.4,0.29,1.15,0.24,-0.31,0.05,3.55,4.01,0.58,0.94,0.23,0.75,0.31,4.89,4.65,1.83,0.19,0.83,1.51,0.0
2006-04-01,-0.1,0.03,0.52,0.32,-0.12,0.29,-0.13,-0.15,0.04,0.21,0.39,0.39,1.56,0.25,0.75,0.07,1.69,0.88,0.05,0.19,-0.02,-0.05,0.55,1.28,1.03,1.15,0.08,0.14,1.88,0.04
2006-07-01,0.14,0.72,0.43,0.16,-0.03,0.07,0.14,0.06,0.16,1.24,0.28,0.31,1.19,0.25,0.5,0.12,2.34,1.85,0.3,0.52,0.04,0.15,0.16,2.1,1.85,0.84,0.09,0.32,1.35,0.03
2006-10-01,0.14,0.71,-0.44,-0.05,0.35,0.42,0.4,-0.03,0.04,1.97,0.2,0.5,1.95,0.25,-0.24,0.25,3.55,3.57,0.0,1.26,0.13,0.65,0.4,3.89,3.64,2.13,0.39,0.61,1.9,0.15
2007-01-01,0.09,0.67,0.37,0.07,0.22,0.05,-0.12,0.16,-0.02,0.98,0.31,0.22,1.45,0.25,0.64,0.25,2.53,2.1,0.18,0.31,0.05,0.19,0.32,2.07,1.81,0.87,0.1,0.28,1.51,0.08
2007-04-01,-0.01,0.51,-0.18,-0.13,0.13,-0.16,0.09,-0.07,-0.17,0.32,0.03,0.32,0.86,0.36,0.33,0.17,1.04,1.37,0.02,-0.19,0.19,0.14,-0.05,1.39,1.03,0.38,0.07,0.37,0.73,-0.03
2007-07-01,0.11,0.6,0.08,0.15,0.46,0.03,0.02,0.04,0.05,0.88,0.23,0.58,1.66,0.52,0.55,0.08,2.26,2.15,-0.08,0.28,0.11,0.1,-0.11,2.59,2.06,1.26,0.18,0.52,1.81,-0.03
2007-10-01,-0.05,0.36,-0.41,0.52,-0.01,0.12,0.26,-0.02,-0.04,0.28,0.43,0.28,0.79,0.67,0.31,-0.09,1.26,1.55,0.1,-0.08,0.0,-0.11,-0.08,1.87,1.2,1.0,0.06,0.28,1.31,-0.04
2008-01-01,-0.1,-1.55,0.02,0.36,0.21,-0.16,-0.35,-0.29,-0.28,-2.26,0.56,0.63,1.35,0.77,1.09,0.19,-1.08,-0.94,-0.85,-0.71,-0.17,-0.17,-0.09,-0.4,-1.17,0.65,-0.04,-0.24,1.71,-0.1
2008-04-01,0.28,-0.33,-0.43,0.49,0.29,-0.08,0.14,-0.03,-0.25,-0.2,0.36,0.17,0.81,0.55,0.38,-0.14,0.41,0.92,-0.56,0.13,-0.07,0.18,-0.1,1.61,1.07,0.93,0.09,0.34,1.3,-0.16
2008-07-01,-0.31,-1.5,-0.9,0.36,0.1,-0.5,-0.18,-0.43,-0.48,-2.83,0.38,0.21,-0.57,0.28,-0.15,0.02,-3.3,-1.9,-0.73,-1.34,-0.09,-0.05,-0.19,-1.65,-1.93,-0.08,-0.14,-0.24,-0.21,-0.21
2008-10-01,-0.43,-3.17,0.98,0.53,0.1,-0.44,-0.31,-0.54,0.44,-4.02,0.36,0.17,-0.07,0.02,0.58,-0.17,-4.67,-5.22,-1.56,-0.85,-0.31,-0.42,-0.04,-4.1,-4.12,-0.1,-0.14,-0.76,0.47,-0.44
2009-01-01,-0.14,0.08,0.08,-0.25,-0.03,0.11,-0.41,-0.29,0.09,0.04,0.11,0.46,-0.8,-0.2,-0.28,0.36,-0.99,-1.19,0.29,-0.03,-0.01,-0.1,-0.22,-1.21,-1.0,-0.84,-0.01,0.08,-1.05,-0.3
2009-04-01,-0.22,-0.29,-0.18,-0.29,-0.14,0.2,-0.18,-0.19,-0.06,-0.81,0.27,0.72,-0.85,-0.1,-0.24,0.56,-1.0,-1.02,0.1,-0.52,0.04,-0.44,-0.69,-1.97,-1.87,-0.92,-0.14,-0.24,-1.14,-0.2
2009-07-01,0.11,1.97,-0.08,0.12,-0.4,0.19,-0.02,0.08,-0.04,2.25,0.35,0.41,0.35,0.18,0.14,0.23,3.03,2.92,1.43,0.28,0.09,0.01,0.11,2.61,2.43,0.34,0.1,0.37,0.47,0.01
2009-10-01,0.07,-0.98,0.31,0.47,-0.4,0.19,-0.03,0.07,0.02,-0.7,0.14,-0.32,-0.21,0.41,0.7,-0.33,-0.36,-0.86,-1.31,0.28,0.02,0.01,-0.28,-0.93,-1.35,-0.44,0.07,0.24,0.26,0.04
2010-01-01,0.28,0.5,-0.14,0.06,0.21,0.21,0.31,0.25,-0.19,0.97,0.0,-0.08,1.3,0.56,0.57,-0.06,2.03,1.96,-0.13,0.47,0.16,0.17,0.12,2.27,1.71,0.76,0.15,0.22,1.37,0.04
2010-04-01,0.18,1.28,0.03,0.14,0.27,-0.14,0.31,0.23,0.16,1.77,0.39,0.59,1.73,0.5,0.39,0.25,3.08,3.19,0.76,0.49,0.01,0.29,0.05,3.75,3.24,1.5,0.23,0.28,1.87,-0.1
2010-07-01,0.07,0.64,0.32,-0.16,0.08,0.04,0.18,0.04,0.08,0.97,0.48,0.96,2.07,0.3,0.53,0.64,2.36,1.99,0.31,0.33,0.1,0.14,0.08,2.52,2.21,1.36,0.16,0.2,1.91,0.09
2010-10-01,0.31,1.14,0.11,-0.18,0.33,0.23,0.09,0.15,-0.07,1.8,-0.02,0.1,0.86,0.15,0.3,0.16,2.43,2.09,0.63,0.66,0.11,0.19,-0.11,2.14,1.99,0.35,-0.05,0.25,0.67,0.19
2011-01-01,0.11,0.36,-0.59,0.22,0.24,0.01,0.2,0.09,-0.19,0.65,0.14,0.23,0.66,0.07,-0.33,-0.08,1.13,1.7,-0.11,0.3,0.05,0.36,0.5,2.12,2.05,1.22,-0.21,0.32,0.88,0.02
2011-04-01,0.08,-0.29,-0.32,0.38,0.03,-0.06,0.19,0.06,-0.26,-0.49,0.39,0.05,0.52,0.05,-0.03,0.01,0.16,0.54,-0.66,-0.19,0.07,0.05,-0.15,0.79,0.74,0.91,0.1,0.24,0.9,0.32
2011-07-01,-0.18,0.36,0.31,0.59,0.42,-0.12,0.14,0.03,0.03,0.05,0.1,-0.22,0.58,0.01,0.3,-0.49,0.52,0.34,0.03,-0.31,0.08,-0.05,-0.3,1.03,1.02,0.89,0.06,0.22,1.17,0.18
2011-10-01,0.05,0.97,-0.35,-0.33,-0.17,-0.04,0.08,0.14,-0.08,0.95,0.2,0.61,0.07,-0.01,-0.31,0.53,0.75,1.14,0.66,-0.02,-0.07,0.05,0.06,1.08,1.09,0.02,-0.19,0.24,-0.26,-0.01
2012-01-01,0.16,1.01,-0.76,0.33,0.12,0.2,0.21,0.15,-0.1,1.68,0.93,0.91,0.91,0.0,-0.66,0.6,2.16,2.72,0.46,0.67,0.14,0.41,0.25,3.47,3.47,1.89,0.21,0.26,1.23,-0.15
2012-04-01,-0.23,0.08,0.76,0.57,-0.58,0.18,0.14,-0.09,0.11,-0.02,-0.06,-0.21,0.15,0.03,0.66,-0.63,1.01,0.07,-0.02,-0.1,0.05,-0.16,-0.38,-0.23,-0.26,0.05,0.24,0.15,0.73,0.29
2012-07-01,0.19,0.53,0.11,0.09,-0.23,0.04,0.11,0.03,-0.09,0.58,0.59,0.01,0.14,0.09,0.27,0.5,0.41,0.26,0.12,0.05,0.13,-0.08,-0.07,0.66,0.58,-0.06,0.07,0.24,0.23,-0.01
2012-10-01,-0.1,0.93,-0.51,0.45,-0.22,0.07,0.21,0.12,-0.16,0.94,0.09,0.32,0.21,0.14,-0.22,-0.36,1.8,2.24,0.49,0.0,0.07,0.2,-0.1,2.04,1.91,0.88,0.2,0.25,0.66,0.02
2013-01-01,0.18,1.05,0.85,-0.45,0.34,0.19,0.27,0.2,0.35,2.41,-0.24,-0.29,0.66,0.24,0.73,0.21,3.02,1.98,0.33,1.36,0.07,0.64,-0.63,1.58,1.35,-0.52,0.05,0.44,0.22,0.19
2013-04-01,0.07,0.21,-0.1,0.02,0.02,0.03,-0.3,0.12,0.18,0.29,0.36,0.58,0.84,0.17,-0.11,0.34,1.1,1.17,0.07,0.08,-0.08,-0.2,0.43,1.22,1.04,0.97,-0.05,0.09,0.86,0.27
2013-07-01,-0.01,0.38,-0.35,0.02,-0.15,0.33,0.11,0.22,0.04,1.07,0.03,0.21,0.54,0.1,-0.3,0.01,1.63,1.65,-0.07,0.69,0.02,0.33,0.33,1.66,1.56,0.86,0.2,0.22,0.57,0.15
2013-10-01,0.07,0.43,0.67,0.01,0.28,0.29,0.43,0.09,0.16,1.3,0.38,0.71,2.26,0.0,0.51,0.38,3.19,2.23,0.02,0.87,0.19,0.34,0.24,2.61,2.61,1.76,0.08,0.13,2.27,0.02
2014-01-01,0.04,0.69,0.34,-0.12,-0.17,0.22,0.03,0.09,-0.11,0.97,-0.63,-0.48,0.59,-0.11,0.34,-0.51,1.59,1.02,0.32,0.28,0.08,0.13,0.35,0.89,0.99,0.13,0.2,0.2,0.47,0.32
2014-04-01,0.31,1.55,-0.65,0.16,0.19,0.06,0.34,0.43,-0.06,2.47,0.77,1.19,1.26,-0.09,-0.66,0.61,3.42,4.0,0.68,0.92,0.16,0.6,0.2,4.48,4.57,2.1,-0.07,0.28,1.43,0.07
2014-07-01,0.11,0.74,-0.24,0.02,0.42,0.19,0.31,0.17,0.08,1.5,0.54,1.19,2.49,-0.08,-0.41,0.51,3.38,3.44,0.19,0.76,0.09,0.39,0.53,4.07,4.15,2.92,0.28,0.28,2.52,0.17
2014-10-01,0.24,0.82,0.79,-0.15,0.18,0.2,0.41,0.18,0.29,1.89,0.5,1.18,2.95,-0.04,0.44,0.65,4.31,3.31,0.31,1.06,0.14,0.33,0.5,3.69,3.74,2.35,0.24,0.2,2.8,0.0
2015-01-01,0.09,0.81,0.78,-0.24,0.32,0.24,0.26,0.16,0.35,1.68,0.18,0.79,1.66,-0.01,0.36,0.42,2.94,1.93,0.46,0.87,0.09,0.19,-0.29,2.09,2.09,1.0,0.17,0.1,1.43,0.07
2015-04-01,0.13,0.86,-0.57,0.05,0.23,0.14,0.36,0.2,0.01,1.38,0.05,0.51,1.35,0.03,-0.55,0.0,2.3,2.72,0.47,0.52,0.11,0.24,0.49,3.21,3.18,1.94,0.17,0.08,1.4,0.14
2015-07-01,0.1,0.56,0.13,0.3,-0.19,0.17,0.06,0.25,0.13,1.47,0.17,0.98,1.08,0.08,0.06,-0.13,2.63,2.33,0.04,0.9,0.05,0.5,0.13,2.55,2.48,1.31,0.01,0.23,1.38,0.03
2015-10-01,0.05,0.28,-0.34,0.3,0.02,0.09,0.18,0.18,-0.02,0.6,0.46,0.03,0.73,0.11,-0.22,0.16,0.95,1.2,-0.16,0.32,0.04,0.2,0.15,1.89,1.77,1.24,0.42,0.22,1.03,0.14
2016-01-01,0.23,0.57,0.22,-0.04,-0.61,0.36,0.12,0.18,0.13,1.37,0.48,1.2,1.72,0.13,0.23,0.52,3.36,2.78,0.11,0.8,-0.04,0.08,0.54,2.47,2.34,1.45,0.08,0.33,1.68,0.17
2016-04-01,-0.01,0.36,0.27,-0.16,-0.39,0.57,0.03,0.12,-0.02,1.11,0.54,0.96,1.05,0.08,0.38,0.7,2.47,1.62,0.04,0.74,-0.06,0.2,0.16,1.16,1.08,0.52,-0.1,0.27,0.89,0.02
2016-07-01,0.15,1.09,0.2,0.44,0.2,0.26,0.13,0.2,0.02,1.36,0.33,-0.32,1.0,0.06,0.25,-0.12,1.89,1.44,0.59,0.28,0.04,-0.15,0.33,2.36,2.3,1.21,0.25,0.26,1.45,0.16
2016-10-01,-0.07,0.67,-0.4,0.03,0.09,0.38,0.13,0.09,-0.1,0.81,0.42,0.81,1.24,0.02,-0.26,0.39,2.01,2.03,0.39,0.14,-0.01,-0.07,0.13,2.1,2.08,1.56,0.2,0.19,1.27,0.14
2017-01-01,0.19,0.35,-0.47,-0.06,0.5,0.32,0.5,0.14,-0.01,1.15,0.03,0.55,2.03,-0.03,-0.47,0.1,2.12,2.26,-0.1,0.8,0.0,0.3,0.78,3.26,3.29,2.46,0.23,0.3,1.96,-0.06
2017-04-01,0.09,0.54,0.7,-0.07,0.16,0.24,-0.08,0.14,0.15,1.34,-0.42,-0.28,0.73,0.02,0.59,-0.35,2.15,1.21,0.01,0.8,0.01,0.32,0.24,1.06,1.04,0.09,-0.01,0.36,0.66,0.11
2017-07-01,0.06,1.09,-0.14,-0.28,0.2,0.29,0.16,0.27,-0.03,1.57,0.27,0.8,1.45,0.04,-0.06,0.55,2.28,2.13,0.58,0.49,0.14,0.16,0.18,2.59,2.54,1.24,-0.15,0.09,1.17,0.31
2017-10-01,0.17,1.59,0.41,0.11,0.15,0.41,0.23,0.39,-0.03,2.69,0.18,0.33,1.65,0.1,0.53,0.07,4.19,3.38,0.69,1.1,0.04,0.56,0.29,3.63,3.54,1.22,-0.07,0.47,1.76,0.18
2018-01-01,0.09,0.56,-0.03,0.23,-0.07,0.31,0.21,0.16,-0.03,1.18,0.21,0.57,1.52,0.16,0.17,-0.01,2.6,2.31,-0.34,0.62,0.09,0.25,-0.02,2.65,2.49,1.59,0.34,0.66,1.75,0.32
2018-04-01,-0.11,0.25,0.17,0.29,-0.03,-0.04,0.18,-0.05,0.04,0.31,0.88,0.32,1.56,0.16,0.29,0.59,1.33,1.2,0.09,0.06,0.11,0.18,0.83,2.03,1.87,1.55,0.04,0.11,1.85,-0.07
2018-07-01,0.09,0.31,-0.11,0.09,-0.16,0.02,0.44,0.05,-0.04,0.59,0.54,0.81,1.18,0.14,0.09,0.45,1.71,1.8,0.18,0.28,0.0,0.21,0.04,1.95,1.81,1.2,0.07,0.08,1.27,-0.11
2018-10-01,0.0,0.07,0.25,0.6,-0.17,0.21,-0.12,-0.06,-0.02,0.65,-0.18,-0.43,0.0,0.12,0.4,-0.78,0.63,0.17,0.0,0.58,0.09,0.39,0.4,0.79,0.67,0.21,-0.07,0.04,0.6,-0.01
2019-01-01,0.11,-0.38,-0.05,-1.21,-0.19,0.1,-0.15,-0.06,0.13,0.36,-0.04,1.33,1.49,0.2,0.03,1.17,2.01,1.97,-0.73,0.74,0.09,0.4,0.18,0.59,0.39,0.27,0.08,0.33,0.28,0.22
2019-04-01,0.18,1.22,-0.4,0.23,-0.39,0.47,0.27,0.24,-0.1,2.18,0.22,0.61,1.05,0.28,-0.02,-0.01,3.68,3.61,0.34,0.95,0.03,0.4,0.08,3.39,3.1,1.3,0.18,0.61,1.28,0.33
2019-07-01,0.01,1.01,0.14,0.16,-0.06,0.45,0.38,0.21,-0.1,1.82,0.3,0.56,2.64,0.32,0.56,0.14,4.5,3.91,0.19,0.8,0.16,0.45,0.73,4.03,3.71,2.24,0.13,0.46,2.8,0.34
2019-10-01,0.11,0.35,-0.15,-0.03,0.22,-0.1,0.43,0.15,-0.1,0.4,0.12,0.78,2.28,0.37,0.29,0.15,2.74,2.98,0.07,0.05,-0.01,0.14,0.4,2.9,2.53,1.93,0.06,0.14,2.25,0.1
2020-01-01,-0.99,-1.91,-0.92,1.77,-0.01,1.84,-2.37,-0.1,-0.53,-0.7,0.07,-2.62,-7.68,0.41,-0.01,-1.7,-7.8,-8.72,-1.64,1.21,-0.24,0.9,-0.23,-7.52,-7.93,-5.93,-1.29,0.07,-5.91,-1.15
2020-04-01,-1.52,0.19,-0.65,1.35,-0.1,-0.02,-7.93,-0.15,-1.28,-2.1,-2.17,-10.62,-29.9,0.46,1.07,-3.53,-30.68,-30.01,-0.05,-2.29,-0.93,0.52,-3.89,-29.99,-30.45,-29.64,-4.7,1.32,-28.55,-3.74
2020-07-01,3.21,9.49,1.19,-1.98,0.95,0.42,7.15,1.95,1.27,16.53,1.64,10.95,26.63,0.58,0.49,3.62,39.84,38.23,3.44,7.04,2.11,2.14,2.84,39.57,38.99,24.15,2.72,1.99,24.65,1.53
2020-10-01,0.28,0.57,-0.25,-0.29,0.72,-0.08,-0.3,-0.02,-0.17,1.08,0.96,2.5,4.97,0.5,0.41,1.25,5.35,5.68,-0.14,0.51,0.28,0.49,1.16,6.1,5.6,4.26,0.15,0.44,4.68,0.34
2021-01-01,0.8,3.45,0.47,-0.66,0.44,1.09,1.19,0.8,0.26,5.83,-0.77,-0.2,4.31,0.51,0.7,-0.1,9.28,7.72,1.8,2.38,0.31,0.23,1.01,7.91,7.4,2.92,0.86,0.54,3.64,0.3
2021-04-01,1.01,1.85,0.48,-0.7,0.08,0.51,3.21,0.09,0.69,4.94,0.65,2.1,9.86,0.52,0.31,1.36,13.95,12.96,0.74,3.09,0.37,0.88,1.35,13.11,12.59,8.85,1.27,0.65,9.16,1.56
2021-07-01,-0.21,-3.52,0.27,0.13,0.14,-0.07,1.1,-0.41,0.26,-3.44,0.37,1.14,6.46,0.48,0.5,0.24,2.58,2.38,-2.78,0.08,0.02,0.1,1.21,2.95,2.48,6.11,0.97,-0.36,6.59,1.4
2021-10-01,-0.03,1.01,-0.14,0.41,0.24,0.04,-0.01,0.01,0.08,1.54,0.78,0.84,2.48,0.47,0.28,0.37,3.78,3.89,0.24,0.53,0.22,0.44,0.2,4.54,4.06,2.64,0.64,0.55,2.89,0.28
2022-01-01,-0.25,0.01,0.37,0.54,-0.33,-0.24,-0.08,-0.16,-0.15,-0.6,-0.02,0.08,1.03,0.45,0.99,-0.56,1.08,0.95,0.12,-0.61,-0.05,0.03,0.38,0.84,0.39,0.59,0.06,0.1,1.57,-0.08
2022-04-01,0.17,-0.26,-0.09,0.44,-0.16,-0.41,1.45,-0.01,-0.18,-0.53,0.13,0.21,2.67,0.37,0.49,-0.31,1.72,2.22,-0.18,-0.28,0.1,0.14,0.35,3.08,2.71,2.65,0.34,-0.16,3.11,-0.02
2022-07-01,-0.07,-0.22,-0.45,0.12,0.27,-0.39,0.29,-0.06,-0.09,-0.78,0.81,0.9,2.19,0.28,-0.06,0.7,0.52,1.35,-0.24,-0.56,-0.01,-0.01,0.74,2.36,2.08,2.38,0.07,0.09,2.3,-0.02
2022-10-01,0.0,-0.23,0.28,-0.3,0.16,-0.1,-0.06,0.01,0.02,-0.22,0.41,1.17,1.74,0.18,0.44,0.72,1.25,1.06,-0.07,0.02,-0.13,0.1,-0.14,1.04,0.86,1.0,0.2,-0.05,1.44,-0.03
2023-01-01,0.13,1.85,-0.25,-0.47,0.44,-0.15,0.47,0.15,0.19,2.4,-0.1,1.55,3.02,0.09,-0.32,0.37,4.34,4.74,1.12,0.55,0.08,0.38,0.61,5.35,5.26,2.89,0.24,0.5,2.55,0.03
2023-04-01,-0.17,-0.03,0.03,-0.11,0.69,-0.06,-0.16,-0.04,0.04,-0.11,0.07,0.46,1.21,0.1,0.09,0.18,0.55,0.58,-0.28,-0.07,-0.02,0.12,0.07,1.02,0.92,1.0,-0.01,0.3,1.1,0.07
2023-07-01,0.14,0.47,0.16,0.01,0.1,0.13,0.41,0.14,-0.1,1.12,0.07,0.51,1.42,0.11,0.36,0.06,2.46,2.16,-0.23,0.65,0.07,0.48,-0.09,2.25,2.14,1.05,0.12,0.5,1.42,0.0
2023-10-01,0.1,0.33,-0.13,-0.04,-0.01,0.12,0.4,0.1,0.07,1.09,0.56,1.26,2.44,0.14,-0.04,0.6,3.14,3.15,-0.22,0.77,0.13,0.48,0.62,3.5,3.35,2.45,0.03,0.31,2.4,0.16
2024-01-01,0.08,-0.19,-0.25,0.41,0.45,-0.01,-0.18,0.0,-0.21,-0.37,0.94,1.12,1.89,0.17,0.13,0.53,1.08,1.34,-0.3,-0.18,0.15,-0.04,0.24,2.19,2.02,2.17,0.1,-0.05,2.3,0.02
2024-04-01,-0.08,0.59,0.3,0.48,-0.06,0.16,-0.02,0.19,0.17,0.93,0.25,0.52,1.4,0.2,0.34,-0.23,2.25,1.79,0.23,0.35,-0.01,0.1,0.07,2.36,2.16,1.55,0.08,0.17,1.88,0.45
2024-07-01,0.05,0.81,-0.02,0.26,0.32,0.21,0.11,0.22,0.08,1.75,0.9,1.16,1.69,0.22,0.14,0.64,2.88,2.7,0.32,0.94,0.03,0.6,0.1,3.51,3.29,1.83,0.01,0.23,1.95,-0.15
2024-10-01,0.13,1.3,-0.08,-0.04,0.25,0.13,0.21,0.13,-0.04,1.93,0.07,0.78,2.14,0.22,0.2,0.1,3.31,3.26,0.68,0.63,0.05,0.41,0.41,3.98,3.77,1.93,0.17,0.44,2.1,0.12
