Date,Clothing and footwear,Durable goods,Energy goods and services,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Gross output of nonprofit institutions,Health care,Household consumption expenditures (for services),Housing,Housing and utilities,Less: Receipts from sales of goods and services by nonprofit institutions,Market-based PCE,Market-based PCE excluding food and energy,Motor vehicles and parts,Nondurable goods,Other durable goods,Other nondurable goods,Other services,PCE excluding food and energy,"PCE excluding food, energy, and housing",PCE services excluding energy and housing,Recreation services,Recreational goods and vehicles,Services,Transportation services
1975-10-01,0.17,1.64,-0.49,0.16,0.4,-0.74,0.92,0.28,-0.09,1.33,0.83,0.81,2.87,0.42,0.01,0.67,,,0.86,-0.31,0.16,0.35,0.4,5.6,5.18,3.02,0.17,0.34,3.04,0.16
1976-01-01,0.32,2.92,0.72,0.2,0.36,1.55,0.46,0.3,0.58,5.69,0.49,0.34,2.36,0.36,0.5,0.29,,,2.16,2.77,0.19,0.31,0.39,5.96,5.61,2.05,0.1,0.26,2.55,0.21
1976-04-01,0.06,0.27,0.34,0.02,0.23,1.33,0.17,0.08,0.35,2.32,0.05,0.35,1.39,0.45,0.44,0.03,,,0.03,2.05,0.12,0.31,-0.07,2.06,1.61,0.97,0.17,0.04,1.41,0.1
1976-07-01,0.35,0.68,0.67,0.02,0.28,0.3,0.44,0.25,0.25,1.71,0.29,0.33,2.55,0.38,0.79,0.27,,,0.16,1.04,0.1,0.14,0.36,3.31,2.93,1.77,0.31,0.17,2.57,0.04
1976-10-01,0.28,0.95,1.3,0.04,0.37,0.5,-0.11,0.44,0.49,2.37,0.22,0.34,2.89,0.31,1.11,0.18,,,0.19,1.42,0.01,0.15,0.79,3.49,3.18,1.8,0.18,0.3,2.92,0.2
1977-01-01,0.05,2.23,-0.49,-0.02,0.35,0.17,1.13,0.51,-0.35,2.18,0.28,0.38,2.64,0.28,0.14,0.3,,,2.13,-0.06,-0.43,0.07,0.27,5.12,4.84,2.48,-0.04,0.03,2.62,0.4
1977-04-01,0.48,1.41,-0.67,0.0,0.17,-0.35,-0.42,0.34,-0.03,1.42,0.4,0.8,0.77,0.29,-0.35,0.4,,,0.05,0.01,0.61,-0.1,0.18,3.2,2.91,1.12,0.17,0.41,0.77,0.21
1977-07-01,0.4,0.9,0.95,0.06,0.34,-0.11,-0.45,0.24,0.21,1.56,-0.03,0.38,2.22,0.35,1.11,-0.09,,,0.12,0.66,0.3,0.17,0.35,2.99,2.64,1.18,0.22,0.24,2.28,0.26
1977-10-01,1.24,1.3,0.01,0.27,0.45,0.93,-0.11,0.44,0.09,4.09,0.52,0.12,1.79,0.55,0.48,0.25,,,0.21,2.79,0.38,0.53,0.65,5.21,4.66,1.59,0.19,0.27,2.06,0.02
1978-01-01,0.26,-1.6,0.56,0.0,0.08,-0.29,0.62,-0.29,0.15,-1.04,0.42,0.65,3.3,0.93,1.33,0.42,,,-1.01,0.57,-0.37,0.44,0.61,1.99,1.07,1.96,0.04,0.06,3.3,-0.03
1978-04-01,0.95,4.44,0.1,0.08,0.56,-0.88,0.76,0.78,0.15,5.51,0.63,0.58,3.24,0.83,0.79,0.55,,,3.23,1.07,0.15,0.86,0.29,9.61,8.78,2.54,0.02,0.28,3.32,0.23
1978-07-01,0.38,-0.82,-0.29,-0.02,-0.06,0.18,0.59,-0.01,-0.2,0.16,0.07,0.07,1.56,0.63,0.55,0.1,,,-0.89,0.98,0.1,0.62,0.23,1.8,1.17,1.0,0.16,-0.01,1.53,0.01
1978-10-01,0.59,0.48,0.04,0.14,0.03,0.57,0.18,0.22,-0.09,2.11,0.22,0.23,1.01,0.65,0.83,0.08,,,-0.09,1.63,-0.03,0.56,-0.19,2.66,2.0,0.37,0.03,0.39,1.16,-0.09
1979-01-01,0.0,-0.7,0.89,0.22,0.0,-0.08,0.35,-0.06,0.47,-0.16,0.23,0.21,2.03,0.44,0.91,0.01,,,-0.47,0.54,-0.28,0.16,0.06,1.28,0.84,1.38,0.19,0.11,2.25,0.32
1979-04-01,0.15,-1.32,-1.2,-0.01,0.82,0.1,-0.42,0.26,-0.9,-1.58,0.26,0.53,1.34,0.48,0.22,0.27,,,-2.05,-0.26,0.17,0.39,-0.04,0.84,0.36,1.15,0.1,0.31,1.33,0.13
1979-07-01,0.83,1.6,-0.73,-0.28,0.08,0.6,0.1,0.48,-0.31,3.12,-0.2,0.39,1.12,0.55,0.16,0.08,,,1.06,1.52,0.13,0.4,0.32,4.08,3.53,0.7,0.11,-0.07,0.83,-0.04
1979-10-01,0.14,-1.47,-0.16,0.2,-0.28,0.66,0.61,-0.19,-0.38,-0.78,0.42,0.34,1.59,0.46,0.73,0.22,,,-0.89,0.69,-0.19,0.27,0.17,0.5,0.03,1.09,0.08,-0.2,1.78,-0.06
1980-01-01,-0.14,-0.87,-0.38,0.11,0.23,0.58,-0.26,-0.38,-0.61,-0.93,0.14,0.06,0.25,0.56,0.8,0.03,,,0.02,-0.06,-0.2,0.11,-0.32,-0.77,-1.33,-0.42,0.08,-0.31,0.36,-0.35
1980-04-01,-0.11,-5.74,-0.73,0.05,-0.48,-0.36,-0.35,-0.68,-0.78,-7.46,-0.09,-0.28,-1.3,0.5,0.58,-0.14,,,-4.16,-1.71,-0.55,-0.46,-0.21,-7.62,-8.12,-1.81,-0.06,-0.35,-1.25,-0.5
1980-07-01,0.61,2.22,-0.09,0.33,0.5,-0.77,0.07,0.02,-0.37,1.91,0.83,0.95,2.22,0.39,0.67,0.5,,,1.9,-0.3,0.0,0.23,-0.14,5.32,4.93,1.87,0.13,0.3,2.55,0.04
1980-10-01,0.47,1.57,0.23,0.2,0.64,-0.55,0.44,0.5,0.0,2.1,0.38,0.83,3.22,0.36,0.61,0.19,,,0.27,0.54,0.33,0.61,0.51,5.83,5.47,2.81,0.3,0.47,3.41,-0.12
1981-01-01,0.62,1.45,-0.87,0.03,-0.66,0.18,0.28,-0.12,0.16,2.59,0.11,0.39,-1.28,0.31,-0.72,0.08,,,1.85,1.14,-0.02,0.19,-0.67,2.04,1.73,-0.53,0.14,-0.27,-1.25,-0.04
1981-04-01,0.12,-2.04,0.69,-0.04,-0.08,0.59,-0.08,-0.2,-0.06,-1.46,0.33,0.72,1.53,0.34,1.09,0.37,,,-2.01,0.58,0.05,-0.06,-0.13,-1.25,-1.59,0.39,0.32,0.12,1.49,-0.3
1981-07-01,0.28,1.53,-0.28,0.29,-0.07,-0.12,-0.33,-0.21,-0.04,1.82,0.18,0.1,-0.25,0.19,-0.08,-0.1,,,1.43,0.29,0.04,0.17,-0.16,2.27,2.08,0.1,0.24,0.27,0.04,0.05
1981-10-01,-0.06,-3.68,0.14,0.38,0.48,0.61,-0.17,-0.47,-0.02,-3.18,0.3,-0.4,0.09,0.19,0.35,-0.09,,,-2.71,0.5,-0.19,-0.03,-0.04,-3.46,-3.65,0.12,0.02,-0.31,0.47,-0.16
1982-01-01,0.25,1.55,0.65,0.33,0.63,-0.09,-0.02,-0.3,0.26,1.8,0.27,-0.27,0.86,-0.01,0.37,-0.06,,,2.0,0.25,-0.03,-0.16,0.15,2.42,2.43,0.81,0.18,-0.13,1.18,-0.19
1982-04-01,-0.39,0.18,-0.4,0.26,0.33,0.24,0.42,0.04,0.04,-0.04,0.53,0.29,1.0,-0.07,-0.51,0.27,,,-0.24,-0.22,0.18,-0.1,0.41,1.38,1.45,1.77,0.08,0.19,1.26,-0.03
1982-07-01,0.4,0.39,-0.57,0.26,0.56,0.32,0.28,0.1,-0.35,0.93,0.27,0.21,1.52,0.21,-0.01,0.01,,,0.22,0.53,-0.02,0.16,0.26,2.96,2.76,1.8,0.12,0.09,1.78,0.09
1982-10-01,0.41,2.23,-0.06,0.3,1.4,0.88,0.24,0.29,-0.06,3.53,0.46,0.47,3.36,0.24,0.27,0.16,,,1.66,1.29,0.07,0.07,0.63,6.38,6.14,3.43,0.13,0.21,3.67,0.23
1983-01-01,0.18,0.49,0.26,0.33,1.2,-0.18,0.25,0.31,0.43,0.88,0.28,0.31,2.8,0.21,0.06,-0.05,,,-0.48,0.39,0.2,-0.03,0.41,3.94,3.73,3.09,0.26,0.47,3.13,0.3
1983-04-01,0.74,3.64,0.62,0.11,0.63,0.33,0.07,0.25,-0.07,5.1,0.22,0.5,3.2,0.12,0.84,0.11,,,2.76,1.46,0.13,0.46,0.71,7.44,7.32,2.49,0.33,0.49,3.3,0.12
1983-07-01,0.28,2.0,0.93,0.33,0.7,0.63,0.36,0.54,0.4,3.84,0.11,0.11,3.2,0.69,1.24,-0.22,,,0.79,1.84,0.17,0.53,0.2,5.81,5.12,2.31,0.25,0.51,3.53,0.35
1983-10-01,0.83,2.6,0.28,0.39,-0.1,0.16,-0.01,0.41,0.19,4.07,0.36,0.17,2.06,0.7,0.82,-0.03,,,1.47,1.47,0.16,0.29,0.64,6.09,5.4,1.67,0.17,0.56,2.46,0.37
1984-01-01,0.35,2.03,-0.7,0.16,-0.52,-0.31,0.43,0.32,-0.13,2.33,0.24,0.28,0.86,0.44,-0.08,0.08,,,1.02,0.31,0.14,0.4,0.22,4.38,3.94,1.16,0.14,0.54,1.03,0.4
1984-04-01,0.76,1.29,0.81,0.3,0.11,0.88,-0.13,0.42,0.28,3.87,0.3,0.01,1.55,0.43,0.99,0.0,,,0.39,2.58,0.24,0.65,0.09,4.04,3.61,0.9,0.11,0.25,1.85,0.37
1984-07-01,-0.33,0.02,-0.29,0.28,0.44,0.18,0.44,0.1,0.12,0.12,0.26,0.19,2.6,0.74,0.38,-0.02,,,-0.36,0.1,0.09,0.13,0.68,3.11,2.37,2.55,0.18,0.2,2.88,0.3
1984-10-01,0.42,1.79,0.18,0.36,0.07,0.17,-0.01,0.23,0.14,2.69,0.42,0.2,2.23,0.71,0.79,0.06,,,0.91,0.91,0.22,0.18,0.6,4.93,4.22,1.84,0.18,0.42,2.59,0.39
1985-01-01,0.19,1.95,0.88,-0.08,1.45,0.19,0.07,0.07,0.02,2.68,0.09,0.36,4.37,0.41,1.32,0.17,,,1.48,0.73,0.02,0.33,0.52,5.91,5.49,3.02,0.22,0.39,4.29,0.43
1985-04-01,0.31,0.67,-0.87,0.15,0.51,0.5,0.26,0.13,0.08,1.56,0.2,0.34,2.01,0.6,-0.32,0.05,,,0.34,0.89,0.04,0.0,0.67,4.1,3.5,2.52,0.21,0.16,2.17,0.34
1985-07-01,0.29,3.63,0.45,0.1,0.6,0.51,-0.14,0.37,0.06,4.58,0.45,0.68,3.14,0.68,1.12,0.35,,,2.91,0.95,0.2,0.09,0.56,6.86,6.18,2.17,0.16,0.15,3.24,0.15
1985-10-01,0.28,-1.97,0.34,0.01,0.03,0.48,-0.08,0.28,-0.03,-0.99,0.38,0.58,1.85,0.61,1.02,0.38,,,-2.87,0.98,0.16,0.24,-0.06,0.05,-0.56,0.89,0.21,0.45,1.86,0.16
1986-01-01,0.56,1.14,-0.25,0.38,0.22,0.43,0.47,0.33,0.32,2.55,0.49,0.23,0.61,0.21,-0.34,0.11,,,0.38,1.4,0.13,0.09,-0.19,3.37,3.16,1.37,0.06,0.31,1.0,0.16
1986-04-01,0.72,1.99,0.49,0.47,0.17,-0.18,0.27,0.19,0.31,2.98,0.47,0.05,0.98,0.34,0.56,0.0,,,1.32,0.99,0.11,0.13,-0.14,4.11,3.78,0.93,0.05,0.36,1.45,0.03
1986-07-01,0.11,4.97,0.24,0.15,0.13,-0.35,0.1,0.4,0.19,5.23,0.12,0.32,1.89,0.52,0.63,-0.03,,,3.57,0.25,0.17,0.31,0.39,7.38,6.86,1.46,0.12,0.83,2.04,0.2
1986-10-01,0.02,-0.95,0.34,0.1,0.43,0.33,0.35,0.12,0.15,-0.09,0.23,0.46,2.46,0.4,0.62,0.13,,,-2.44,0.87,0.65,0.37,0.31,1.8,1.4,1.96,0.25,0.71,2.56,0.04
1987-01-01,0.36,-3.54,-0.32,0.1,1.1,-0.26,0.49,0.11,-0.17,-3.39,0.33,0.55,3.67,0.25,0.13,0.23,,,-3.21,0.15,-0.36,0.22,1.19,0.96,0.71,3.67,0.07,-0.07,3.77,0.15
1987-04-01,0.1,2.33,0.85,0.11,-0.06,-0.05,0.33,0.09,0.34,3.17,0.41,0.58,2.29,0.16,0.7,0.3,5.22,4.41,1.85,0.84,0.03,0.46,0.43,4.77,4.61,1.72,0.08,0.36,2.4,0.22
1987-07-01,0.34,2.4,-0.37,0.18,-0.06,0.01,0.11,0.18,-0.31,2.5,0.45,0.66,1.96,0.67,0.64,0.26,4.6,4.95,2.0,0.1,-0.08,0.06,0.34,4.99,4.33,1.53,0.13,0.31,2.14,0.14
1987-10-01,-0.17,-1.59,0.14,0.12,-0.07,0.0,0.68,0.03,0.18,-1.47,0.26,0.37,2.19,0.66,0.61,0.14,0.74,0.61,-1.63,0.12,0.08,0.12,0.31,0.72,0.06,1.7,0.21,-0.07,2.31,0.08
1988-01-01,0.3,2.75,0.61,0.41,0.33,0.64,0.03,0.15,0.12,3.91,0.58,0.58,2.94,0.33,0.84,0.17,6.16,4.91,1.99,1.16,0.15,0.1,0.58,6.01,5.69,2.53,0.34,0.46,3.35,0.25
1988-04-01,-0.13,0.03,0.08,0.29,0.07,0.51,0.61,0.16,0.17,0.86,0.41,0.38,1.84,0.38,0.3,0.12,2.88,2.29,-0.55,0.83,0.04,0.27,-0.12,2.39,2.02,1.84,0.36,0.37,2.13,0.23
1988-07-01,0.48,-0.74,0.23,0.32,0.38,0.08,0.67,0.06,0.0,-0.01,0.56,0.48,3.3,0.52,0.79,0.24,3.03,2.73,-0.96,0.72,0.01,0.16,0.44,3.3,2.77,2.86,0.31,0.16,3.61,0.23
1988-10-01,0.49,1.47,0.08,0.24,0.11,0.18,0.38,0.33,0.14,2.57,0.21,0.15,1.82,0.53,0.48,-0.03,4.36,4.09,0.66,1.1,0.1,0.29,0.25,4.36,3.84,1.59,0.23,0.38,2.06,0.22
1989-01-01,0.07,-0.24,0.16,0.08,0.77,0.17,-0.11,0.24,0.02,0.23,0.13,0.12,1.56,0.24,0.42,0.05,1.22,0.88,-0.02,0.47,-0.11,0.21,0.2,1.54,1.3,1.26,0.19,-0.36,1.64,-0.03
1989-04-01,0.28,0.75,-0.34,0.39,0.3,-0.24,-0.06,0.21,-0.07,0.91,0.31,-0.17,0.59,0.32,0.08,-0.08,1.41,1.99,0.07,0.16,0.08,0.19,0.32,2.46,2.14,0.92,0.11,0.4,0.97,0.01
1989-07-01,0.48,1.27,0.08,0.39,0.09,0.29,0.25,-0.06,-0.03,2.33,0.36,0.01,1.21,0.33,0.45,-0.03,3.48,3.11,1.07,1.06,0.04,0.32,0.27,3.56,3.23,1.17,0.1,0.22,1.6,0.03
1989-10-01,0.08,-1.7,1.11,0.35,0.06,0.37,0.1,0.04,0.36,-0.52,0.47,0.48,1.92,0.43,1.18,0.12,1.46,-0.02,-1.91,1.18,0.14,0.36,0.11,0.27,-0.16,1.1,0.02,0.03,2.27,-0.03
1990-01-01,-0.18,2.27,-1.66,0.2,0.08,0.05,0.62,0.18,-0.37,2.14,0.46,0.64,1.06,0.49,-0.81,0.26,2.86,4.47,1.93,-0.13,0.05,0.37,0.26,5.02,4.53,2.07,0.24,0.11,1.27,0.03
1990-04-01,-0.32,-1.81,0.58,0.55,0.03,0.63,0.23,-0.37,-0.06,-1.7,0.73,0.63,2.37,0.36,1.01,0.18,0.72,-0.51,-1.18,0.11,-0.21,-0.14,0.23,0.01,-0.36,1.92,0.22,-0.07,2.93,0.04
1990-07-01,-0.05,-0.53,0.28,0.58,0.16,0.03,0.19,-0.18,0.11,-0.36,0.71,0.49,1.38,0.35,0.52,0.13,0.93,0.61,-0.35,0.16,0.02,0.07,0.03,1.29,0.93,1.43,0.05,-0.02,1.96,-0.05
1990-10-01,-0.25,-1.39,-0.6,0.23,0.22,-0.24,-0.38,-0.14,-0.49,-2.45,0.12,0.13,-0.79,0.24,0.12,-0.11,-3.01,-2.17,-1.17,-1.05,-0.06,-0.08,-0.82,-2.18,-2.41,-0.7,0.07,-0.02,-0.56,-0.13
1991-01-01,0.22,-1.36,-0.2,0.15,1.0,-0.1,-0.22,0.0,-0.01,-1.32,0.06,-0.04,-0.32,0.24,0.05,-0.09,-2.65,-2.35,-1.44,0.04,-0.06,-0.07,-0.45,-1.2,-1.45,-0.24,-0.24,0.14,-0.17,-0.43
1991-04-01,0.3,0.26,0.95,0.13,0.68,0.18,0.54,0.12,0.22,0.87,0.36,0.33,2.36,0.36,1.08,0.24,2.98,1.85,-0.12,0.62,0.01,-0.09,-0.13,2.22,1.86,1.4,-0.06,0.24,2.48,-0.07
1991-07-01,-0.06,0.75,-0.1,0.3,0.27,0.09,-0.05,-0.17,0.15,0.92,0.43,0.4,0.79,0.51,0.26,0.13,1.51,1.52,0.9,0.17,-0.24,0.0,-0.05,2.02,1.5,0.82,0.04,0.26,1.09,-0.08
1991-10-01,-0.42,-0.79,-0.43,0.3,0.26,-0.48,0.01,-0.06,-0.11,-1.68,0.57,0.6,1.18,0.41,0.08,0.28,-0.5,0.41,-0.44,-0.88,-0.14,0.13,0.0,0.71,0.3,1.39,0.16,-0.15,1.48,0.07
1992-01-01,0.82,1.91,0.0,0.57,0.97,0.16,0.71,0.29,0.2,3.47,0.57,0.5,3.67,0.39,0.16,0.01,6.57,6.42,1.05,1.56,0.25,0.39,0.61,7.55,7.16,4.04,0.47,0.31,4.23,0.26
1992-04-01,0.32,0.34,0.6,0.46,0.08,-0.12,-0.59,0.07,0.26,0.77,0.52,0.47,1.51,0.37,0.7,0.06,1.89,1.41,0.23,0.43,0.04,-0.03,0.49,2.27,1.9,1.27,0.15,0.0,1.97,0.21
1992-07-01,0.41,1.04,0.01,0.37,0.29,0.01,0.18,0.23,0.04,1.66,0.49,0.33,2.33,0.41,0.38,0.12,3.63,3.61,0.27,0.62,0.15,0.16,0.52,4.34,3.93,2.32,0.17,0.39,2.7,0.46
1992-10-01,0.25,0.97,0.39,0.33,0.43,0.27,0.95,0.16,0.07,1.99,0.22,-0.05,2.53,0.42,0.76,-0.1,4.01,3.36,0.39,1.02,0.06,0.43,0.18,4.2,3.78,2.13,0.29,0.35,2.86,-0.02
1993-01-01,-0.07,0.47,0.04,-0.04,0.82,-0.04,-0.26,0.16,-0.03,0.57,0.15,0.09,1.0,0.2,0.34,0.19,0.99,0.98,-0.26,0.11,0.04,0.24,-0.25,1.54,1.34,0.7,0.19,0.52,0.97,0.06
1993-04-01,0.38,1.59,-0.04,0.03,0.46,0.04,0.17,0.14,0.13,2.38,0.1,-0.09,1.28,0.28,0.15,0.08,3.08,3.08,0.91,0.8,0.09,0.25,0.15,3.69,3.41,1.19,0.2,0.44,1.31,0.23
1993-07-01,0.2,0.57,0.72,0.22,0.46,0.21,0.25,0.14,0.2,1.55,0.32,0.07,2.76,0.43,0.99,0.1,3.61,2.68,-0.06,0.98,0.19,0.37,0.44,3.6,3.17,2.03,0.31,0.3,2.98,0.24
1993-10-01,0.24,1.21,-0.06,0.11,0.52,0.18,-0.14,0.02,-0.05,1.88,0.06,0.03,1.57,0.47,0.5,-0.05,2.9,2.78,0.84,0.68,-0.03,0.31,0.31,3.43,2.96,1.21,0.04,0.38,1.67,0.3
1994-01-01,0.46,1.22,0.18,0.21,0.26,0.34,-0.01,0.1,0.15,2.52,0.17,0.11,1.93,0.67,0.73,-0.04,3.84,3.32,0.65,1.3,0.1,0.36,0.38,4.14,3.46,1.43,0.14,0.37,2.14,0.32
1994-04-01,-0.04,0.55,0.14,0.21,-0.27,0.42,0.33,0.27,-0.06,1.32,0.28,0.19,1.62,0.46,0.7,0.06,2.92,2.36,-0.36,0.77,0.04,0.45,0.13,2.59,2.12,1.16,0.23,0.6,1.83,0.31
1994-07-01,0.29,0.55,-0.34,0.22,-0.19,0.06,0.2,0.24,0.04,1.38,0.3,0.2,1.48,0.62,0.28,0.09,2.96,3.24,-0.14,0.84,0.09,0.45,0.42,3.36,2.74,1.46,0.26,0.36,1.7,0.32
1994-10-01,0.51,1.82,-0.33,0.09,0.17,0.29,0.03,0.33,-0.1,2.87,0.21,0.31,1.44,0.56,0.38,0.12,4.16,4.2,0.63,1.04,0.15,0.34,0.11,4.43,3.87,1.19,0.1,0.72,1.53,0.33
1995-01-01,-0.06,-1.08,0.17,0.05,0.38,-0.06,-0.19,-0.09,0.27,-0.73,-0.1,0.37,1.68,0.5,0.42,-0.14,0.35,0.24,-0.95,0.35,-0.09,0.21,0.19,0.89,0.39,1.33,0.34,0.05,1.73,0.17
1995-04-01,0.2,0.53,0.55,0.08,0.48,-0.17,0.04,0.11,0.09,1.01,0.13,0.27,2.46,0.51,0.99,0.05,3.21,2.83,-0.01,0.48,0.06,0.37,0.16,3.18,2.66,1.57,0.38,0.37,2.54,0.14
1995-07-01,0.34,1.44,0.27,0.04,0.27,0.01,0.03,0.17,-0.12,1.79,0.13,0.35,1.84,0.4,0.81,0.09,3.91,3.64,0.51,0.35,0.02,0.13,-0.14,3.4,2.99,1.09,0.22,0.73,1.88,0.29
1995-10-01,0.02,0.9,-0.22,0.16,0.14,0.16,-0.05,0.14,0.02,1.39,0.25,0.27,1.27,0.35,0.13,0.09,2.59,2.65,0.36,0.49,0.08,0.29,0.23,2.88,2.53,1.32,0.23,0.33,1.43,0.32
1996-01-01,0.13,0.57,0.61,0.28,0.52,0.16,0.0,-0.09,0.14,1.18,0.15,0.03,2.28,0.28,0.78,-0.13,2.91,2.13,0.22,0.62,0.13,0.18,0.55,2.97,2.69,1.81,0.04,0.31,2.56,0.37
1996-04-01,0.45,1.64,-0.09,0.1,0.08,0.17,0.12,0.42,0.07,2.87,0.41,0.57,1.4,0.27,0.15,0.31,4.35,4.27,0.33,1.23,0.2,0.53,0.1,4.29,4.01,1.38,0.16,0.69,1.5,0.22
1996-07-01,0.31,0.37,-0.47,0.05,-0.05,-0.07,0.03,0.01,0.0,1.05,0.22,0.21,1.35,0.28,-0.17,0.16,1.58,2.11,-0.04,0.68,0.04,0.43,0.85,2.98,2.7,1.59,0.23,0.36,1.4,0.24
1996-10-01,0.12,1.0,0.27,-0.24,0.29,0.11,0.22,0.26,-0.03,1.77,0.38,0.72,1.69,0.3,0.62,0.62,4.15,3.77,0.18,0.77,0.13,0.57,-0.49,2.84,2.54,0.85,0.04,0.44,1.45,0.3
1997-01-01,0.01,1.4,-0.15,-0.49,0.56,0.25,0.24,0.04,0.08,1.98,-0.26,0.31,2.79,0.42,0.21,0.22,3.46,3.36,0.94,0.58,0.03,0.25,0.88,4.19,3.76,2.11,0.15,0.39,2.3,0.43
1997-04-01,-0.16,-0.16,0.28,-0.08,0.35,-0.18,-0.01,0.05,0.15,-0.12,0.08,0.31,2.01,0.47,0.62,0.16,1.38,1.28,-0.72,0.05,0.0,0.24,0.47,1.71,1.24,1.33,0.11,0.51,1.93,0.17
1997-07-01,0.6,2.3,-0.01,-0.02,0.87,0.21,0.27,0.26,0.05,3.83,0.32,0.6,3.17,0.5,0.46,0.33,6.41,6.2,1.36,1.53,0.16,0.66,0.67,6.78,6.28,2.71,0.06,0.52,3.16,0.24
1997-10-01,0.23,1.34,0.54,0.11,0.42,0.0,-0.17,0.16,0.05,2.0,0.35,0.55,2.76,0.51,1.01,0.25,4.18,3.63,0.58,0.67,0.17,0.38,0.74,4.32,3.81,1.86,0.15,0.43,2.86,0.06
1998-01-01,0.38,0.43,-0.29,0.27,0.54,0.0,0.28,0.31,0.06,1.11,0.68,0.71,2.74,0.5,0.16,0.41,3.1,3.4,-0.62,0.67,0.14,0.24,0.69,4.4,3.9,2.85,0.18,0.61,3.0,0.18
1998-04-01,0.3,2.65,0.54,0.28,1.04,0.31,0.31,0.19,0.12,3.79,0.37,0.28,3.17,0.5,0.94,0.09,6.39,5.54,1.61,1.14,0.23,0.41,0.36,6.38,5.88,2.52,0.01,0.62,3.44,0.23
1998-07-01,-0.13,1.53,0.12,0.33,0.7,0.25,0.1,0.27,0.06,2.2,0.5,0.26,2.79,0.51,0.58,0.17,4.24,3.87,0.32,0.67,0.13,0.49,0.78,4.95,4.44,2.56,0.18,0.81,3.12,0.19
1998-10-01,0.41,3.15,-0.56,0.32,0.45,0.25,0.35,0.39,0.02,4.41,0.38,0.04,1.18,0.5,-0.06,0.06,5.35,5.66,2.03,1.25,0.14,0.58,0.06,6.21,5.71,1.58,0.13,0.59,1.5,0.21
1999-01-01,0.63,0.13,0.27,0.07,0.75,0.4,-0.08,0.35,0.05,1.82,0.25,0.12,2.28,0.5,0.76,0.17,3.88,3.21,-1.08,1.69,0.27,0.61,0.38,3.5,3.0,1.63,0.13,0.59,2.35,0.22
1999-04-01,0.15,2.59,0.38,0.08,0.78,0.35,0.15,0.29,0.19,3.48,0.2,0.22,2.71,0.49,0.71,0.12,5.44,4.71,1.58,0.88,0.09,0.2,0.42,5.54,5.05,2.11,0.24,0.64,2.79,0.18
1999-07-01,0.12,1.31,0.14,0.07,0.74,0.3,0.1,0.4,-0.13,1.74,0.28,0.45,2.76,0.46,0.74,0.2,4.2,3.77,0.07,0.43,0.19,0.14,0.07,4.14,3.68,2.11,0.33,0.65,2.83,0.33
1999-10-01,0.04,0.67,-0.41,0.12,1.13,0.53,0.57,0.39,0.03,2.55,0.39,0.52,3.31,0.43,0.0,0.27,5.08,4.97,-0.66,1.87,0.34,1.27,0.74,5.87,5.44,3.45,0.17,0.61,3.43,0.18
2000-01-01,0.28,3.03,-0.48,0.3,1.72,-0.3,0.4,0.31,-0.4,2.23,0.32,0.32,3.65,0.43,0.35,0.01,4.65,5.44,1.85,-0.79,0.04,-0.37,0.66,6.97,6.54,3.61,-0.01,0.83,3.95,0.22
2000-04-01,0.36,-1.02,0.64,0.05,0.09,0.49,0.21,0.24,0.18,0.78,0.35,0.71,2.96,0.48,0.94,0.3,3.55,2.41,-1.64,1.8,0.21,0.76,0.69,2.66,2.17,2.07,0.13,0.18,3.01,0.18
2000-07-01,0.18,0.92,0.11,0.36,0.19,0.06,0.09,0.16,0.03,1.53,0.41,0.37,2.0,0.54,0.63,0.05,3.11,2.93,0.38,0.61,0.04,0.34,0.59,3.71,3.17,1.73,0.02,0.33,2.36,0.11
2000-10-01,0.14,0.38,0.45,0.29,0.13,0.33,-0.08,0.07,-0.09,1.27,0.47,0.58,1.98,0.61,1.15,0.18,3.37,2.59,0.07,0.89,-0.04,0.5,0.18,2.76,2.16,1.13,-0.03,0.28,2.27,0.05
2001-01-01,-0.26,0.88,-0.26,0.06,-0.59,-0.1,0.18,0.18,0.03,0.35,0.42,0.79,1.05,0.64,0.36,0.35,1.59,1.95,0.59,-0.53,-0.09,-0.21,0.17,1.81,1.17,0.76,0.12,0.2,1.11,0.01
2001-04-01,0.1,-0.04,-0.77,0.22,-0.38,0.23,-0.24,0.11,-0.16,0.39,0.4,0.63,0.2,0.52,-0.08,0.18,0.44,0.98,-0.35,0.43,-0.15,0.25,0.51,1.34,0.83,0.51,-0.15,0.36,0.42,-0.09
2001-07-01,-0.02,0.6,0.19,0.19,-0.45,-0.09,-0.13,0.12,0.17,1.02,0.52,0.83,0.2,0.27,0.29,0.34,1.48,1.39,0.25,0.42,-0.04,0.36,0.07,1.31,1.04,0.1,-0.08,0.28,0.38,-0.33
2001-10-01,0.27,4.4,-0.11,0.23,0.24,0.08,-0.04,0.37,0.01,5.17,0.57,0.92,1.21,0.04,-0.06,0.33,5.76,5.79,3.2,0.77,0.19,0.41,0.45,6.64,6.6,1.51,-0.01,0.64,1.44,-0.29
