Date,Change in private inventories,Durable goods,Equipment,Exports,Federal,Fixed investment,Goods,Government consumption expenditures and gross investment,Gross private domestic investment,Imports,Intellectual property products,National defense,Net exports of goods and services,Nondefense,Nondurable goods,Nonresidential,Personal consumption expenditures,Residential,Services,State and local,Structures
2009-10-01,4.49,-0.67,0.85,2.46,0.51,0.31,-0.32000000000000006,0.16,4.8,-2.75,0.48,0.25,-0.29,0.26,0.2,0.33,-0.28,-0.02,0.13,-0.35,-1.0
2010-01-01,1.25,0.33,1.31,1.05,0.38,-0.02,0.0366666666666667,-0.37,1.23,-1.51,-0.27,0.12,-0.45,0.26,0.32,0.32,1.55,-0.34,0.32666666666666666,-0.76,-0.72
2010-04-01,0.93,0.86,1.28,1.06,0.46,2.03,-0.19333333333333336,0.26,2.95,-2.79,-0.08,0.16,-1.73,0.3,0.33,1.49,2.45,0.53,0.43,-0.19,0.29
2010-07-01,2.25,0.43,1.11,1.39,-0.15,0.33,-0.16,-0.59,2.58,-2.2,0.3,-0.04,-0.81,-0.11,0.22,1.26,1.95,-0.93,0.54,-0.44,-0.14
2010-10-01,-1.25,0.77,0.44,1.36,-0.05,1.09,0.6433333333333333,-0.52,-0.16,-0.24,0.29,0.06,1.12,-0.11,0.45,0.93,1.68,0.16,0.29,-0.47,0.2
2011-01-01,-1.05,0.25,0.54,0.44,-0.48,-0.07,0.09333333333333334,-1.0,-1.12,-0.33,0.16,-0.39,0.11,-0.08,0.21,-0.03,1.07,-0.03,0.29333333333333333,-0.53,-0.73
2011-04-01,0.98,-0.2,0.31,0.9,-0.12,1.35,0.08000000000000002,-0.55,2.33,-0.25,0.26,0.1,0.65,-0.22,-0.13,1.24,0.3,0.11,0.23666666666666666,-0.43,0.67
2011-07-01,-2.18,0.25,1.32,0.75,-0.73,2.42,-0.06666666666666665,-1.15,0.24,-0.76,0.32,-0.29,-0.01,-0.44,-0.21,2.25,0.84,0.17,0.34,-0.43,0.61
2011-10-01,3.05,0.67,0.54,0.43,0.13,1.54,0.17666666666666667,-0.05,4.59,-0.89,0.37,-0.18,-0.46,0.31,-0.01,1.29,0.48,0.25,-0.16666666666666666,-0.17,0.38
2012-01-01,-0.48,0.69,0.73,0.68,0.0,1.89,0.3533333333333333,-0.34,1.41,-0.32,0.03,-0.14,0.36,0.14,0.45,1.3,1.96,0.6,0.42333333333333334,-0.34,0.54
2012-04-01,0.19,0.05,0.67,0.54,-0.26,1.25,0.08666666666666667,-0.41,1.44,-0.24,0.21,-0.25,0.3,0.0,-0.07,1.16,0.47,0.09,0.17,-0.16,0.28
2012-07-01,0.08,0.36,-0.07,0.33,0.07,0.09,0.08666666666666667,-0.12,0.17,-0.36,0.03,0.05,-0.03,0.02,0.03,-0.17,0.55,0.27,0.08666666666666667,-0.18,-0.14
2012-10-01,-1.68,0.63,0.48,0.05,-0.63,1.12,0.26333333333333336,-0.75,-0.55,0.63,0.31,-0.62,0.68,-0.01,0.0,0.57,1.09,0.56,0.33,-0.13,-0.23
2013-01-01,1.31,0.72,0.52,0.28,-0.69,1.25,0.5366666666666666,-0.7,2.56,0.05,0.54,-0.46,0.33,-0.23,0.93,0.82,1.81,0.43,0.18000000000000002,-0.01,-0.24
2013-04-01,0.19,0.14,0.05,0.48,-0.23,0.67,-0.04666666666666667,-0.09,0.86,-0.96,-0.07,-0.1,-0.48,-0.13,0.06,0.28,0.79,0.4,0.15,0.14,0.3
2013-07-01,1.52,0.26,0.07,0.45,-0.41,1.19,0.15,-0.36,2.72,-0.47,0.34,-0.36,-0.01,-0.05,0.46,0.97,1.11,0.22,0.21,0.05,0.56
2013-10-01,-0.37,0.29,0.99,1.54,-0.49,1.07,0.6366666666666667,-0.57,0.7,-0.5,0.16,-0.29,1.04,-0.21,0.58,1.27,2.36,-0.2,0.5,-0.08,0.13
2014-01-01,-1.44,0.46,0.24,-0.54,-0.03,0.81,-0.22666666666666668,-0.32,-0.63,-0.82,0.16,-0.22,-1.36,0.19,0.19,0.86,0.93,-0.05,0.08,-0.29,0.46
2014-04-01,0.89,1.04,0.67,1.18,-0.16,1.97,0.37666666666666665,0.1,2.87,-1.48,0.42,-0.11,-0.3,-0.06,0.62,1.56,2.6,0.41,0.3933333333333333,0.26,0.47
2014-07-01,0.28,0.49,0.78,0.23,0.32,1.39,0.42,0.49,1.66,-0.11,0.36,0.23,0.12,0.1,0.51,1.19,2.67,0.19,0.5133333333333333,0.17,0.05
2014-10-01,-0.7,0.55,-0.13,0.45,-0.42,0.94,0.06999999999999999,-0.06,0.23,-1.68,0.38,-0.48,-1.23,0.07,0.71,0.48,3.09,0.46,0.5466666666666667,0.36,0.22
2015-01-01,2.19,0.55,0.27,-0.4,0.11,0.28,-0.22333333333333336,0.43,2.47,-0.94,-0.1,-0.05,-1.34,0.16,0.58,0.02,2.09,0.26,0.47333333333333333,0.32,-0.15
2015-04-01,-0.45,0.58,0.11,0.14,0.09,0.74,0.25666666666666665,0.69,0.29,-0.48,0.09,0.04,-0.34,0.04,0.35,0.38,1.86,0.36,0.25,0.61,0.18
2015-07-01,-0.61,0.38,0.42,-0.41,-0.02,0.77,0.13333333333333333,0.38,0.15,-0.41,0.27,-0.15,-0.82,0.13,0.61,0.33,1.9,0.44,0.22666666666666668,0.4,-0.35
2015-10-01,-0.41,0.19,-0.27,-0.07,0.2,-0.02,0.10333333333333333,0.31,-0.43,-0.16,0.46,0.12,-0.24,0.08,0.22,-0.24,1.1,0.22,0.17999999999999997,0.1,-0.43
2016-01-01,-0.8,0.38,-0.06,-0.15,0.02,0.51,0.36000000000000004,0.65,-0.29,0.09,0.53,-0.06,-0.06,0.08,0.53,0.05,2.04,0.46,0.30000000000000004,0.63,-0.42
2016-04-01,-0.8,0.24,-0.25,0.36,-0.13,0.51,0.24,-0.05,-0.3,-0.06,0.44,-0.15,0.3,0.02,0.5,0.46,1.34,0.05,0.31,0.08,0.27
2016-07-01,-0.47,0.73,-0.02,0.78,0.14,0.77,0.4166666666666667,0.31,0.3,-0.41,0.36,0.16,0.37,-0.02,0.18,0.81,1.89,-0.04,0.33666666666666667,0.17,0.47
2016-10-01,1.25,0.45,0.12,-0.35,0.02,0.63,-0.1233333333333333,0.13,1.88,-0.82,0.2,-0.02,-1.17,0.05,0.1,0.43,1.4,0.2,0.19999999999999998,0.1,0.11
2017-01-01,-1.1,0.23,0.15,1.17,-0.11,0.89,0.2966666666666667,-0.19,-0.21,-0.9,0.4,-0.07,0.28,-0.04,0.54,0.54,2.08,0.36,0.49,-0.08,-0.01
2017-04-01,0.39,0.37,0.45,0.18,0.14,0.7,0.15666666666666668,0.2,1.09,-0.56,0.13,0.22,-0.38,-0.08,0.55,0.61,1.35,0.09,0.16666666666666666,0.06,0.03
2017-07-01,0.63,0.74,0.4,0.3,-0.01,0.54,0.4566666666666667,0.09,1.17,-0.22,0.4,-0.06,0.08,0.05,0.33,0.53,1.85,0.01,0.18666666666666668,0.1,-0.27
2017-10-01,-0.28,1.07,0.73,1.28,0.35,1.62,0.39666666666666667,0.63,1.35,-1.66,0.37,0.22,-0.38,0.13,0.74,1.3,2.99,0.32,0.47333333333333333,0.28,0.2
2018-01-01,-0.14,0.38,0.43,0.33,0.26,1.23,0.15000000000000002,0.15,1.09,-0.26,0.4,0.06,0.07,0.21,0.42,1.53,1.98,-0.3,0.5333333333333333,-0.12,0.7
2018-04-01,-0.74,0.17,0.05,0.27,0.19,0.74,0.26999999999999996,0.5,0.0,-0.08,0.54,0.14,0.19,0.05,0.04,0.63,1.45,0.11,0.27999999999999997,0.31,0.05
2018-07-01,1.99,0.21,0.0,-0.62,0.33,0.2,-0.38000000000000006,0.55,2.19,-0.85,0.33,0.24,-1.47,0.09,0.19,0.35,1.25,-0.15,0.30666666666666664,0.22,0.02
2018-10-01,-0.11,0.05,0.31,0.19,0.12,0.18,0.12999999999999998,0.09,0.08,-0.63,0.54,0.25,-0.43,-0.12,0.39,0.5,0.84,-0.32,0.003333333333333336,-0.03,-0.35
2019-01-01,0.46,-0.26,0.13,0.44,0.28,0.2,0.26,0.96,0.67,0.05,0.2,0.36,0.49,-0.08,0.49,0.38,0.42,-0.17,0.043333333333333335,0.68,0.04
2019-04-01,-0.62,0.81,0.24,-0.24,0.27,1.32,0.21,0.95,0.7,-0.32,0.42,-0.04,-0.56,0.3,0.63,1.06,2.29,0.26,0.36666666666666664,0.68,0.4
2019-07-01,-0.18,0.67,-0.35,0.05,0.33,0.77,0.5533333333333333,0.81,0.59,0.26,0.39,0.24,0.3,0.09,0.53,0.55,3.06,0.22,0.5666666666666668,0.48,0.5
2019-10-01,-0.78,0.23,-0.52,0.34,0.15,-0.19,0.48,0.57,-0.97,1.06,0.49,0.1,1.4,0.05,0.03,-0.24,1.76,0.05,0.57,0.43,-0.21
2020-01-01,-1.34,-1.29,-1.2,-1.89,0.28,-0.51,0.10999999999999995,0.78,-1.85,2.0,0.3,0.1,0.1,0.18,0.8,-1.03,-4.48,0.52,-1.5733333333333333,0.5,-0.14
2020-04-01,-3.67,0.01,-2.18,-8.73,2.12,-5.2,-0.41999999999999993,1.83,-8.87,9.56,-0.49,0.12,0.83,2.0,-1.7,-4.09,-21.87,-1.11,-6.596666666666667,-0.29,-1.42
2020-07-01,8.31,5.88,2.48,4.96,-0.86,5.1,2.69,-1.0,13.41,-7.46,0.45,0.03,-2.5,-0.89,4.34,2.74,25.29,2.36,4.91,-0.14,-0.19
2020-10-01,-0.34,0.36,0.86,2.38,0.02,2.66,-0.2333333333333334,-0.27,2.32,-3.76,0.53,0.5,-1.38,-0.48,0.33,1.42,3.74,1.24,1.0166666666666666,-0.29,0.04
2021-01-01,-1.93,2.26,0.31,0.0,1.14,1.65,0.9199999999999999,0.95,-0.28,-1.14,0.72,-0.33,-1.14,1.47,1.54,1.25,6.1,0.4,0.7333333333333333,-0.19,0.21
2021-04-01,-2.0,1.2,0.46,0.33,-0.58,0.99,0.8799999999999999,-0.78,-1.01,-1.15,0.7,-0.11,-0.82,-0.47,2.0,1.17,9.04,-0.18,1.86,-0.2,0.01
2021-07-01,3.1,-2.43,-0.54,0.09,-0.53,-0.38,-0.8966666666666666,-0.28,2.73,-1.19,0.44,-0.18,-1.1,-0.35,0.05,-0.21,2.11,-0.17,1.2333333333333334,0.26,-0.11
2021-10-01,4.14,0.69,0.1,2.54,0.21,0.53,0.18000000000000002,-0.04,4.68,-2.77,0.63,-0.14,-0.22,0.35,0.36,0.47,3.0,0.06,0.7433333333333333,-0.25,-0.26
2022-01-01,-0.1,0.01,0.75,-0.51,-0.58,1.44,-0.9166666666666666,-0.6,1.34,-1.9,0.63,-0.43,-2.4,-0.15,-0.42,1.66,0.64,-0.22,0.33,-0.01,0.28
2022-04-01,-2.01,-0.18,0.05,1.4,-0.22,0.35,0.023333333333333317,-0.27,-1.67,-0.9,0.65,0.07,0.5,-0.29,-0.19,0.94,1.71,-0.59,0.7166666666666667,-0.05,0.24
2022-07-01,-0.72,-0.15,0.33,1.63,-0.04,-0.33,0.6900000000000001,0.26,-1.05,0.87,0.42,-0.11,2.5,0.07,-0.38,1.01,1.02,-1.34,0.47666666666666674,0.29,0.26
2022-10-01,1.44,-0.16,0.05,-0.12,0.54,-0.36,-0.03333333333333335,0.9,1.08,0.68,0.42,0.26,0.56,0.28,0.01,0.76,0.81,-1.12,0.49333333333333335,0.36,0.28
2023-01-01,-2.16,1.24,0.04,0.23,0.28,0.53,0.6466666666666667,0.84,-1.63,0.1,0.24,0.17,0.33,0.11,0.36,0.71,3.27,-0.18,0.5466666666666666,0.56,0.43
2023-04-01,-0.06,-0.03,0.61,-0.54,-0.08,1.48,-0.12333333333333334,0.48,1.42,0.44,0.21,0.03,-0.11,-0.11,-0.05,1.3,0.65,0.17,0.3033333333333333,0.56,0.49
2023-07-01,1.34,0.32,-0.05,0.53,0.33,0.45,0.24333333333333332,0.94,1.8,-0.63,0.15,0.24,-0.1,0.09,0.44,0.16,1.72,0.3,0.29666666666666663,0.62,0.06
2023-10-01,-0.47,0.22,0.04,0.66,-0.02,0.62,0.3033333333333333,0.61,0.16,-0.57,0.28,-0.05,0.09,0.02,0.51,0.52,2.33,0.1,0.5033333333333333,0.63,0.2
2024-01-01,-0.49,-0.13,0.02,0.21,-0.02,1.14,-0.32,0.3,0.64,-0.82,0.4,-0.09,-0.61,0.07,-0.12,0.61,1.3,0.53,0.55,0.32,0.2
2024-04-01,1.05,0.4,0.49,0.12,0.27,0.42,-0.06666666666666665,0.52,1.47,-1.01,0.04,0.23,-0.9,0.04,0.23,0.53,1.9,-0.11,0.39999999999999997,0.25,0.01
2024-07-01,-0.22,0.54,0.54,1.01,0.55,0.38,0.24666666666666667,0.86,0.16,-1.44,0.17,0.48,-0.43,0.07,0.63,0.55,2.48,-0.18,0.44333333333333336,0.31,-0.16
2024-10-01,-0.84,0.87,-0.47,-0.01,0.25,-0.2,0.5133333333333333,0.52,-1.03,0.27,-0.03,0.18,0.26,0.08,0.42,-0.41,2.7,0.22,0.4766666666666666,0.27,0.09
