Date,Change in private inventories,Durable goods,Equipment,Exports,Federal,Fixed investment,Goods,Government consumption expenditures and gross investment,Gross private domestic investment,Imports,Intellectual property products,National defense,Net exports of goods and services,Nondefense,Nondurable goods,Nonresidential,Personal consumption expenditures,Residential,Services,State and local,Structures
1977-01-01,0.75,1.39,1.74,-0.51,0.31,2.39,-0.19999999999999996,0.76,3.14,-1.54,0.08,0.27,-2.05,0.03,-0.03,1.78,2.98,0.61,0.5133333333333333,0.46,-0.04
1977-04-01,1.53,0.89,0.75,0.85,0.53,3.69,0.46,0.81,5.22,-0.3,0.12,0.25,0.55,0.27,0.03,1.4,1.41,2.29,0.19666666666666666,0.28,0.53
1977-07-01,2.97,0.55,0.76,0.24,0.4,0.98,0.48,0.35,3.95,0.51,0.07,0.15,0.75,0.25,0.41,1.05,2.35,-0.07,0.5533333333333333,-0.05,0.22
1977-10-01,-3.18,0.76,1.4,-1.0,-0.28,1.29,0.3233333333333334,-0.23,-1.89,-0.49,0.06,-0.58,-1.49,0.3,1.65,1.57,3.61,-0.28,0.38666666666666666,0.06,0.1
1978-01-01,0.97,-1.0,0.5,0.66,0.0,0.72,-0.79,-0.03,1.69,-2.36,0.05,0.04,-1.7,-0.05,0.33,0.52,1.32,0.2,0.6666666666666666,-0.03,-0.03
1978-04-01,0.41,2.74,2.46,3.19,0.77,5.27,2.1566666666666667,2.13,5.68,-0.07,0.21,0.42,3.12,0.35,0.66,4.13,5.45,1.13,0.6999999999999998,1.36,1.46
1978-07-01,0.4,-0.5,0.61,0.34,0.23,2.09,-0.04999999999999999,0.73,2.48,-0.47,0.18,0.12,-0.13,0.12,0.59,1.82,1.0,0.27,0.34,0.5,1.02
1978-10-01,0.32,0.29,0.81,1.28,0.31,1.7,0.63,0.73,2.02,-0.49,0.24,0.14,0.79,0.17,0.97,1.74,1.95,-0.04,0.27999999999999997,0.42,0.69
1979-01-01,-0.5,-0.42,1.07,0.03,-0.05,0.64,-0.03333333333333333,-0.79,0.14,0.1,0.25,0.03,0.13,-0.08,0.32,1.21,1.23,-0.57,0.48666666666666664,-0.73,-0.1
1979-04-01,0.44,-0.8,-0.51,0.09,0.37,-0.52,-0.35666666666666663,0.77,-0.07,-0.18,0.16,0.36,-0.1,0.01,-0.16,-0.11,-0.18,-0.41,0.26666666666666666,0.4,0.24
1979-07-01,-2.73,0.94,0.66,1.22,0.09,1.33,1.22,0.24,-1.39,0.62,0.15,0.01,1.84,0.08,0.9,1.62,2.32,-0.28,0.16333333333333333,0.15,0.8
1979-10-01,-0.66,-0.9,-0.52,2.19,0.04,-0.8,0.24,0.52,-1.46,-0.81,0.09,0.18,1.38,-0.13,0.41,0.11,0.56,-0.91,0.4033333333333333,0.48,0.54
1980-01-01,0.55,-0.54,0.22,1.0,0.99,-1.11,0.18666666666666665,1.18,-0.56,0.04,0.1,0.58,1.05,0.4,-0.05,0.59,-0.4,-1.69,0.030000000000000002,0.19,0.27
1980-04-01,-0.3,-3.58,-2.25,0.73,0.77,-6.39,-0.37666666666666676,0.18,-6.68,3.25,0.0,-0.05,3.99,0.82,-1.08,-2.68,-5.48,-3.71,-0.11666666666666664,-0.59,-0.42
1980-07-01,-5.81,1.34,0.21,-0.07,-0.45,0.86,1.29,-1.15,-4.95,3.03,0.06,0.05,2.96,-0.5,-0.2,0.35,2.66,0.51,0.5833333333333334,-0.7,0.09
1980-10-01,3.73,0.96,0.43,-0.19,0.22,2.81,-0.22999999999999998,0.0,6.54,-2.07,0.2,0.37,-2.26,-0.16,0.33,1.19,3.38,1.62,0.6033333333333333,-0.21,0.57
1981-01-01,6.21,0.91,0.78,0.82,0.76,0.75,0.1633333333333334,1.11,6.96,-1.71,0.38,0.59,-0.89,0.17,0.72,1.18,0.89,-0.43,-0.16666666666666666,0.35,0.02
1981-04-01,-3.94,-1.22,0.26,0.26,0.98,0.62,-0.24,0.16,-3.32,-0.07,0.18,0.63,0.18,0.35,0.35,1.17,0.04,-0.55,0.31333333333333335,-0.82,0.73
1981-07-01,4.25,0.93,0.73,-0.8,-0.14,0.08,0.2066666666666667,-0.26,4.33,0.46,0.15,0.13,-0.34,-0.28,0.18,1.4,1.15,-1.32,0.06333333333333334,-0.12,0.51
1981-10-01,-2.64,-2.21,-0.29,0.17,0.72,-0.17,-0.9199999999999999,1.05,-2.81,-1.08,0.2,0.71,-0.9,0.01,0.3,1.44,-1.63,-1.61,0.07666666666666667,0.33,1.54
1982-01-01,-5.33,0.93,-0.57,-1.62,0.07,-2.0,0.29000000000000004,-0.05,-7.33,1.13,0.14,0.31,-0.49,-0.24,0.15,-1.19,1.8,-0.81,0.13999999999999999,-0.11,-0.76
1982-04-01,2.27,0.11,-1.2,0.19,0.19,-2.32,0.3833333333333333,0.34,-0.05,0.61,0.08,0.54,0.81,-0.35,-0.13,-1.88,0.75,-0.44,0.13333333333333333,0.15,-0.77
1982-07-01,1.11,0.24,-0.55,-1.57,0.68,-1.73,-0.87,0.68,-0.62,-1.65,0.06,0.61,-3.22,0.08,0.32,-1.71,1.64,-0.02,0.3433333333333333,0.0,-1.23
1982-10-01,-5.34,1.35,-0.57,-1.53,0.98,-0.04,0.8166666666666668,1.3,-5.38,1.43,0.0,0.62,-0.1,0.36,0.78,-1.05,4.34,1.01,0.5966666666666668,0.32,-0.48
1983-01-01,0.91,0.31,-0.27,0.49,0.67,1.44,0.05666666666666672,0.81,2.34,-0.79,0.16,0.28,-0.3,0.39,0.24,-0.93,2.52,2.36,0.6833333333333332,0.15,-0.81
1983-04-01,3.42,2.27,1.24,0.1,0.81,2.53,0.24333333333333332,0.73,5.95,-2.58,0.29,0.65,-2.47,0.16,0.9,0.67,5.21,1.86,0.67,-0.08,-0.86
1983-07-01,0.57,1.25,1.43,0.47,1.12,3.83,0.12333333333333323,1.49,4.4,-2.73,0.31,0.31,-2.26,0.81,1.15,2.13,4.6,1.7,0.66,0.38,0.39
1983-10-01,3.01,1.64,2.32,0.63,-1.34,3.93,0.5166666666666667,-1.3,6.95,-1.76,0.35,0.69,-1.14,-2.02,0.92,3.14,4.1,0.79,0.4666666666666666,0.04,0.47
1984-01-01,4.94,1.29,0.46,0.65,0.38,2.29,-0.23666666666666658,0.92,7.23,-2.96,0.3,0.13,-2.31,0.25,0.21,1.71,2.21,0.58,0.20333333333333334,0.54,0.96
1984-04-01,-0.29,0.8,1.36,0.76,1.26,2.87,0.5166666666666667,1.82,2.57,-1.63,0.29,0.37,-0.87,0.88,1.61,2.53,3.57,0.34,0.3833333333333333,0.56,0.87
1984-07-01,0.21,0.02,0.89,0.66,-0.02,1.48,0.07333333333333332,0.69,1.7,-1.02,0.25,-0.02,-0.36,0.0,0.07,1.7,1.88,-0.22,0.4366666666666667,0.71,0.56
1984-10-01,-2.43,1.09,0.86,0.6,1.32,1.36,0.4566666666666666,1.74,-1.07,-1.16,0.29,1.21,-0.56,0.11,0.55,1.34,3.22,0.02,0.43,0.42,0.19
1985-01-01,-2.86,1.18,-0.23,0.07,0.39,0.72,0.86,0.92,-2.14,0.87,0.14,0.2,0.94,0.19,0.44,0.67,4.22,0.05,0.8633333333333333,0.52,0.76
1985-04-01,0.35,0.41,0.65,-0.08,1.09,0.99,-0.3366666666666667,1.85,1.34,-1.83,0.2,0.9,-1.91,0.19,0.55,0.83,2.29,0.16,0.4633333333333334,0.76,-0.01
1985-07-01,-0.15,2.22,-0.38,-0.43,1.26,-0.28,0.8766666666666666,1.93,-0.43,0.42,0.13,1.12,-0.01,0.13,0.58,-0.62,4.76,0.34,0.7066666666666667,0.68,-0.37
1985-10-01,1.41,-1.25,0.53,0.78,0.02,1.4,-0.5066666666666667,0.35,2.81,-1.45,0.26,0.21,-0.67,-0.18,0.61,1.0,0.52,0.4,0.45999999999999996,0.32,0.22
1986-01-01,-0.17,0.7,-0.28,0.83,-0.12,0.21,0.62,0.66,0.04,0.1,0.17,-0.15,0.93,0.03,0.87,-0.55,2.16,0.76,0.4033333333333333,0.78,-0.44
1986-04-01,-1.3,1.22,0.34,0.27,1.33,0.0,0.10666666666666669,1.75,-1.3,-1.6,0.15,1.2,-1.33,0.13,0.6,-1.12,2.7,1.12,0.35333333333333333,0.42,-1.61
1986-07-01,-1.63,3.06,-0.17,0.62,1.47,-0.34,0.9633333333333334,1.87,-1.97,-1.07,0.1,1.18,-0.45,0.3,0.14,-0.63,4.43,0.28,0.36333333333333334,0.4,-0.55
1986-10-01,-0.29,-0.61,0.3,1.03,-0.48,0.54,0.24,-0.34,0.24,-0.32,0.1,-0.77,0.71,0.29,0.54,0.48,1.55,0.05,0.5066666666666667,0.14,0.08
1987-01-01,3.29,-2.24,-0.97,0.03,0.3,-1.3,-0.5966666666666667,0.53,1.99,0.2,0.07,0.52,0.23,-0.21,0.09,-1.26,0.25,-0.04,0.7566666666666667,0.23,-0.35
1987-04-01,-1.0,1.46,0.76,1.18,0.6,1.07,0.7633333333333333,0.7,0.08,-1.05,0.08,0.68,0.14,-0.08,0.52,1.0,3.47,0.07,0.44333333333333336,0.1,0.16
1987-07-01,-1.2,1.51,0.7,1.29,-0.02,1.23,0.6066666666666668,0.13,0.03,-0.84,0.11,0.36,0.45,-0.38,0.06,1.4,2.91,-0.17,0.5133333333333333,0.15,0.58
1987-10-01,4.97,-1.0,-0.48,1.16,0.75,-0.01,-0.22666666666666668,1.33,4.96,-0.98,0.16,0.11,0.18,0.64,0.08,-0.05,0.57,0.04,0.4766666666666666,0.58,0.28
1988-01-01,-3.69,1.69,0.82,1.75,-1.14,0.06,1.3366666666666667,-0.67,-3.64,0.2,0.15,-0.44,1.94,-0.7,0.71,0.41,4.45,-0.36,0.7966666666666665,0.48,-0.55
1988-04-01,0.33,0.02,0.67,0.94,-0.26,1.39,0.54,0.29,1.73,0.51,0.18,-0.15,1.44,-0.11,0.53,1.15,1.9,0.25,0.5766666666666667,0.55,0.3
1988-07-01,0.05,-0.47,0.29,0.67,-0.16,0.33,-0.15666666666666665,0.03,0.38,-0.97,0.22,-0.22,-0.31,0.06,0.45,0.32,2.25,0.01,0.8033333333333333,0.2,-0.19
1988-10-01,0.28,0.93,0.35,1.05,1.09,0.84,0.48666666666666664,1.62,1.12,-1.25,0.4,0.6,-0.21,0.49,0.69,0.71,2.91,0.13,0.41333333333333333,0.52,-0.03
1989-01-01,1.8,-0.16,0.32,1.03,-0.69,0.62,0.20000000000000004,-0.34,2.43,-0.17,0.27,-0.79,0.86,0.09,0.3,0.81,1.19,-0.19,0.48333333333333334,0.35,0.22
1989-04-01,-0.8,0.47,0.57,1.53,0.78,0.09,0.6133333333333333,1.26,-0.71,-0.18,0.27,0.48,1.35,0.3,0.1,0.68,1.19,-0.59,0.22999999999999998,0.48,-0.16
1989-07-01,-1.84,0.8,0.52,0.37,0.32,1.2,0.6366666666666666,0.75,-0.64,0.07,0.29,0.28,0.44,0.04,0.66,1.28,2.46,-0.08,0.33,0.42,0.47
1989-10-01,0.37,-1.08,-0.74,0.54,-0.17,-0.91,-0.25666666666666665,0.42,-0.54,-0.74,0.3,-0.35,-0.2,0.18,0.74,-0.53,1.11,-0.38,0.5599999999999999,0.59,-0.09
1990-01-01,-0.1,1.45,0.11,1.56,0.63,0.8,0.5366666666666667,1.33,0.7,-1.31,0.23,0.33,0.25,0.3,-0.08,0.64,2.17,0.16,0.27,0.69,0.3
1990-04-01,1.38,-1.16,-0.79,0.46,0.05,-1.35,-0.23,0.13,0.03,0.07,0.19,-0.16,0.52,0.21,0.07,-0.67,0.77,-0.69,0.6633333333333334,0.08,-0.07
1990-07-01,-0.74,-0.34,0.34,0.28,-0.17,-0.56,0.08333333333333333,0.13,-1.29,0.16,0.05,-0.3,0.44,0.14,0.1,0.33,1.0,-0.89,0.38999999999999996,0.3,-0.05
1990-10-01,-1.97,-0.9,-0.38,0.33,0.05,-1.69,-0.18333333333333335,0.55,-3.66,1.14,0.2,0.17,1.47,-0.12,-0.68,-0.79,-1.96,-0.9,0.020000000000000004,0.51,-0.62
1991-01-01,-0.26,-0.88,-0.9,0.24,0.43,-1.78,0.003333333333333318,0.49,-2.04,0.45,0.18,0.41,0.69,0.02,0.02,-1.0,-1.0,-0.78,-0.11,0.07,-0.28
1991-04-01,-0.12,0.16,-0.17,1.38,0.16,0.17,0.19666666666666666,0.35,0.05,-0.73,0.26,0.02,0.65,0.14,0.39,-0.26,2.11,0.43,0.7200000000000001,0.19,-0.35
1991-07-01,1.16,0.48,0.33,0.91,-0.5,0.05,-0.013333333333333345,-0.23,1.21,-1.13,0.04,-0.57,-0.21,0.07,0.11,-0.43,1.27,0.48,0.3633333333333333,0.27,-0.8
1991-10-01,1.91,-0.51,-0.13,0.87,-0.94,0.24,-0.41,-0.61,2.15,-0.89,0.31,-1.15,-0.02,0.21,-0.57,-0.05,-0.12,0.29,0.36666666666666664,0.33,-0.23
1992-01-01,-1.81,1.2,-0.2,0.72,0.15,0.64,0.7966666666666667,0.77,-1.16,-0.28,0.15,-0.13,0.44,0.29,0.98,-0.2,4.83,0.84,0.96,0.61,-0.14
1992-04-01,1.44,0.22,1.29,0.03,-0.07,1.96,-0.10333333333333335,-0.14,3.4,-0.66,0.14,-0.11,-0.63,0.04,0.28,1.44,1.78,0.53,0.49,-0.06,0.0
1992-07-01,-0.19,0.66,0.52,0.83,0.52,0.7,0.4066666666666667,0.55,0.5,-0.64,0.07,0.43,0.19,0.09,0.39,0.69,2.77,0.01,0.5766666666666667,0.03,0.1
1992-10-01,0.14,0.62,0.85,0.2,0.04,1.78,0.20666666666666667,0.01,1.92,-0.97,0.19,-0.26,-0.77,0.3,0.65,1.18,3.08,0.6,0.5633333333333334,-0.03,0.14
1993-01-01,1.04,0.3,0.44,0.09,-1.17,0.46,-0.22,-1.01,1.49,-0.88,0.15,-0.96,-0.79,-0.21,0.07,0.45,0.98,0.01,0.27999999999999997,0.16,-0.14
1993-04-01,-0.72,1.02,0.95,0.46,-0.36,1.11,0.3666666666666667,0.01,0.39,-0.86,0.12,-0.31,-0.4,-0.05,0.51,0.89,2.35,0.22,0.2833333333333333,0.37,-0.17
1993-07-01,-1.38,0.36,0.26,-0.1,-0.13,0.96,0.10999999999999999,0.11,-0.42,-0.56,0.07,-0.11,-0.66,-0.02,0.63,0.35,2.88,0.61,0.6333333333333333,0.24,0.03
1993-10-01,0.87,0.78,1.34,1.22,0.07,2.52,0.3133333333333333,0.3,3.4,-1.67,0.0,0.07,-0.45,0.0,0.44,1.66,2.31,0.87,0.3066666666666667,0.23,0.31
1994-01-01,1.83,0.78,0.69,0.38,-1.16,0.73,0.2566666666666667,-0.97,2.56,-1.0,0.11,-1.09,-0.63,-0.07,0.84,0.47,2.98,0.26,0.53,0.19,-0.33
1994-04-01,2.09,0.36,0.13,1.3,-0.13,1.29,0.1233333333333333,0.4,3.39,-1.59,0.16,0.0,-0.3,-0.13,0.5,0.72,2.05,0.58,0.4633333333333333,0.52,0.42
1994-07-01,-1.66,0.35,0.64,1.46,0.76,0.52,0.36000000000000004,1.3,-1.14,-1.24,0.21,0.67,0.22,0.09,0.54,0.78,1.98,-0.27,0.3766666666666667,0.53,-0.07
1994-10-01,1.24,1.18,1.54,0.93,-0.83,1.57,0.4033333333333333,-0.66,2.81,-1.25,0.16,-1.05,-0.32,0.22,0.67,1.84,2.83,-0.27,0.43333333333333335,0.17,0.15
1995-01-01,-0.7,-0.7,1.35,0.78,-0.08,1.39,-0.15,0.28,0.69,-0.98,0.14,-0.04,-0.2,-0.04,0.23,1.79,0.66,-0.4,0.3033333333333333,0.36,0.29
1995-04-01,-1.44,0.34,-0.06,0.58,-0.1,-0.06,0.17333333333333334,0.26,-1.5,-0.43,0.27,-0.03,0.15,-0.07,0.31,0.46,2.28,-0.53,0.6366666666666666,0.36,0.26
1995-07-01,-1.33,0.93,0.03,1.83,-0.24,0.92,0.7933333333333333,-0.19,-0.41,-0.15,0.24,-0.28,1.67,0.04,0.22,0.3,2.38,0.61,0.5533333333333333,0.05,0.04
1995-10-01,0.41,0.58,0.74,0.62,-1.02,1.28,0.28,-0.78,1.69,-0.61,0.3,-0.64,0.02,-0.38,0.32,0.95,1.82,0.33,0.3333333333333333,0.24,-0.09
1996-01-01,-0.58,0.36,0.66,0.53,0.59,1.7,-0.016666666666666607,0.51,1.12,-1.54,0.39,0.38,-1.01,0.21,0.4,1.25,2.41,0.45,0.48333333333333334,-0.08,0.2
1996-04-01,1.26,1.07,0.79,0.73,0.3,2.12,0.4266666666666667,0.96,3.37,-1.06,0.31,0.24,-0.33,0.05,0.8,1.34,2.85,0.77,0.41333333333333333,0.66,0.24
1996-07-01,1.66,0.24,1.09,0.35,-0.38,1.55,0.003333333333333336,0.01,3.21,-1.52,0.36,-0.32,-1.17,-0.06,0.44,1.59,1.58,-0.04,0.1366666666666667,0.39,0.13
1996-10-01,-1.18,0.65,0.33,2.63,-0.13,1.1,0.6366666666666666,0.52,-0.09,-0.92,0.38,-0.2,1.71,0.07,0.5,1.3,2.08,-0.2,0.6266666666666667,0.65,0.59
1997-01-01,0.14,0.9,0.53,0.83,-0.39,1.29,0.18666666666666668,-0.38,1.43,-2.01,0.6,-0.57,-1.18,0.17,0.37,1.2,2.74,0.09,0.33666666666666667,0.01,0.07
1997-04-01,3.14,-0.1,0.92,1.77,0.62,1.34,0.019999999999999945,0.96,4.48,-1.59,0.28,0.5,0.19,0.11,0.03,1.09,1.21,0.25,0.44,0.34,-0.1
1997-07-01,-1.41,1.46,1.48,1.05,-0.11,2.47,0.6233333333333334,0.34,1.06,-1.76,0.34,-0.17,-0.72,0.06,0.96,2.3,4.4,0.17,0.6033333333333334,0.46,0.48
1997-10-01,0.62,0.85,-0.11,-0.05,-0.04,0.49,0.10999999999999999,0.37,1.11,-1.05,0.35,0.1,-1.1,-0.14,0.42,0.3,3.09,0.19,0.5466666666666667,0.41,0.07
1998-01-01,1.24,0.27,1.42,0.22,-0.66,2.06,-0.20000000000000004,-0.25,3.31,-1.83,0.36,-0.89,-1.61,0.23,0.43,1.7,2.63,0.37,0.5366666666666666,0.41,-0.09
1998-04-01,-2.88,1.68,0.79,-0.47,0.51,2.41,0.19333333333333333,1.25,-0.46,-1.12,0.36,0.47,-1.59,0.04,0.72,1.79,4.56,0.62,0.7966666666666667,0.74,0.65
1998-07-01,0.6,0.98,0.4,-0.18,-0.09,1.38,0.3233333333333333,0.56,1.98,-0.65,0.45,0.29,-0.83,-0.38,0.43,0.84,3.42,0.54,0.5366666666666666,0.65,-0.02
1998-10-01,0.32,2.04,1.24,1.53,0.18,2.03,0.9,0.45,2.35,-1.54,0.36,-0.26,-0.01,0.44,0.81,1.58,3.81,0.45,0.36666666666666664,0.27,-0.02
1999-01-01,0.83,0.08,0.81,-0.14,-0.03,1.27,-0.19333333333333336,0.52,2.1,-1.36,0.4,-0.08,-1.5,0.05,1.09,1.19,2.69,0.08,0.59,0.55,-0.02
1999-04-01,-1.73,1.66,1.01,0.5,-0.03,1.76,0.42333333333333334,0.27,0.03,-1.42,0.57,-0.03,-0.92,0.0,0.57,1.46,4.01,0.3,0.6066666666666667,0.3,-0.12
1999-07-01,0.38,0.86,0.99,1.24,0.41,1.76,0.10333333333333335,0.88,2.15,-1.85,0.62,0.39,-0.61,0.02,0.28,1.62,2.99,0.15,0.6933333333333334,0.47,0.0
1999-10-01,1.72,0.44,-0.19,0.9,0.53,0.41,0.4633333333333334,1.14,2.13,-1.35,0.32,0.36,-0.45,0.17,1.22,0.26,3.91,0.15,0.6866666666666666,0.61,0.14
2000-01-01,-2.73,1.96,1.32,0.6,-0.85,2.17,0.08333333333333333,-0.51,-0.56,-2.07,0.5,-0.83,-1.46,-0.02,-0.53,2.07,3.99,0.1,0.7566666666666667,0.34,0.26
2000-04-01,2.95,-0.67,1.12,1.31,0.79,1.74,0.013333333333333345,0.73,4.69,-1.78,0.2,0.58,-0.47,0.21,1.2,1.84,2.54,-0.1,0.6766666666666666,-0.06,0.52
2000-07-01,-1.11,0.59,0.09,1.03,-0.47,0.32,0.14666666666666664,-0.3,-0.79,-2.06,0.09,-0.4,-1.02,-0.07,0.4,0.62,2.52,-0.3,0.35333333333333333,0.17,0.44
2000-10-01,-0.04,0.25,-0.08,-0.43,0.07,0.21,0.07999999999999999,0.44,0.17,-0.09,0.23,0.15,-0.51,-0.07,0.58,0.2,2.31,0.02,0.5166666666666667,0.37,0.05
2001-01-01,-3.12,0.58,-0.26,-0.53,0.54,-0.48,0.20000000000000004,1.12,-3.6,0.75,0.06,0.21,0.23,0.33,-0.36,-0.56,0.94,0.08,0.18999999999999997,0.58,-0.36
2001-04-01,1.06,-0.03,-1.2,-1.22,0.36,-0.91,0.29666666666666663,1.26,0.15,1.81,-0.08,0.17,0.59,0.19,0.28,-1.2,0.52,0.29,0.07333333333333335,0.9,0.08
2001-07-01,-1.03,0.39,-0.7,-2.04,0.15,-0.54,-0.023333333333333355,-0.08,-1.57,1.19,-0.06,0.1,-0.85,0.04,0.27,-0.66,0.9,0.12,0.043333333333333335,-0.22,0.1
2001-10-01,-1.89,2.88,-0.08,-1.31,0.3,-1.69,1.02,1.21,-3.57,0.51,-0.23,0.23,-0.81,0.07,0.5,-1.56,4.27,-0.13,0.13333333333333333,0.92,-1.24
2002-01-01,2.77,-0.42,-0.56,0.77,0.84,-0.6,-0.3,1.3,2.17,-1.43,-0.06,0.55,-0.67,0.3,0.25,-1.24,0.58,0.64,0.2733333333333333,0.46,-0.62
2002-04-01,1.29,0.22,-0.1,1.06,0.51,-0.06,-0.2533333333333334,0.57,1.22,-1.72,0.15,0.27,-0.66,0.24,0.04,-0.56,1.34,0.49,0.47666666666666674,0.06,-0.61
2002-07-01,0.06,1.07,0.24,0.11,0.26,-0.1,0.16,0.39,-0.04,-0.68,0.1,0.12,-0.57,0.14,0.09,-0.16,1.86,0.06,0.26999999999999996,0.12,-0.5
2002-10-01,0.26,-0.33,-0.46,-0.55,0.47,-0.3,-0.2833333333333333,0.56,-0.04,-0.95,-0.07,0.35,-1.5,0.12,0.7,-0.66,1.48,0.37,0.2733333333333334,0.09,-0.13
2003-01-01,-0.03,0.03,0.07,-0.12,0.33,0.62,0.2966666666666667,0.07,0.59,0.26,0.22,0.3,0.15,0.03,0.48,0.23,1.32,0.39,0.19000000000000003,-0.26,-0.06
2003-04-01,-1.17,1.58,0.9,0.06,0.99,1.66,0.3066666666666667,0.72,0.49,-0.77,0.14,0.84,-0.71,0.15,0.48,1.31,3.1,0.34,0.48666666666666664,-0.27,0.27
2003-07-01,0.3,1.58,0.78,0.98,0.0,2.29,0.9900000000000001,0.19,2.6,-0.82,0.3,-0.08,0.16,0.09,1.1,1.04,3.87,1.25,0.35333333333333333,0.19,-0.03
2003-10-01,1.16,0.52,0.42,1.62,0.54,1.3,0.19000000000000003,0.47,2.46,-1.71,0.17,0.52,-0.09,0.02,0.35,0.62,1.88,0.68,0.41,-0.07,0.02
2004-01-01,0.34,0.62,-0.29,0.84,0.31,-0.19,0.06333333333333331,0.35,0.15,-1.57,0.03,0.26,-0.73,0.05,0.46,-0.46,2.52,0.27,0.5333333333333333,0.03,-0.2
2004-04-01,0.96,0.1,0.98,0.8,0.17,1.94,-0.38666666666666666,0.21,2.9,-2.26,0.14,0.08,-1.46,0.09,0.24,1.19,1.49,0.76,0.39666666666666667,0.04,0.06
2004-07-01,-0.34,0.91,0.82,0.13,0.33,1.55,0.33,0.15,1.21,-0.82,0.39,0.4,-0.69,-0.08,0.43,1.37,3.18,0.18,0.5033333333333333,-0.17,0.17
2004-10-01,0.24,0.67,0.73,0.91,-0.05,1.35,0.16666666666666666,-0.03,1.58,-1.39,0.26,-0.23,-0.48,0.18,0.61,1.0,3.07,0.35,0.7000000000000001,0.01,0.01
2005-01-01,0.84,0.17,0.22,0.74,0.34,1.31,0.22666666666666668,0.4,2.16,-0.52,0.35,0.34,0.22,0.0,0.57,0.72,1.74,0.6,0.4266666666666667,0.06,0.14
2005-04-01,-2.27,0.92,0.59,0.88,-0.03,1.26,0.5099999999999999,-0.04,-1.01,-0.81,0.24,0.06,0.07,-0.09,0.47,0.79,2.97,0.47,0.5033333333333333,-0.01,-0.05
2005-07-01,-0.29,0.68,0.87,-0.01,0.22,1.32,0.24333333333333332,0.25,1.03,-0.33,0.2,0.09,-0.34,0.13,0.22,1.03,2.23,0.29,0.3866666666666667,0.03,-0.05
2005-10-01,2.17,-1.05,0.34,1.22,0.01,0.33,-0.38999999999999996,0.05,2.49,-2.0,-0.06,-0.14,-0.78,0.15,0.84,0.38,0.48,-0.06,0.29,0.04,0.11
2006-01-01,-0.18,1.32,1.09,1.65,0.75,1.44,0.8099999999999999,0.96,1.25,-1.29,0.18,0.41,0.36,0.34,0.62,1.69,2.92,-0.25,0.2833333333333333,0.21,0.42
2006-04-01,-0.03,0.01,0.28,0.78,-0.2,-0.43,0.020000000000000018,-0.03,-0.46,-0.63,0.25,-0.03,0.15,-0.17,0.12,0.89,1.38,-1.32,0.49,0.17,0.36
2006-07-01,0.15,0.48,0.21,-0.05,-0.26,-0.48,0.08,-0.11,-0.34,-0.64,0.46,-0.37,-0.69,0.12,0.35,0.9,1.73,-1.38,0.27,0.15,0.23
2006-10-01,-1.01,0.48,0.15,1.63,0.43,-0.51,0.8966666666666666,0.65,-1.51,0.1,0.43,0.57,1.74,-0.13,0.85,0.58,2.61,-1.09,0.5499999999999999,0.22,0.01
2007-01-01,-0.58,0.46,0.37,0.88,-0.16,-0.01,0.09666666666666668,0.13,-0.59,-0.93,0.14,-0.14,-0.05,-0.02,0.21,0.99,1.72,-0.99,0.46,0.29,0.48
2007-04-01,0.29,0.35,0.36,0.69,0.48,0.38,0.14666666666666664,0.71,0.68,-0.35,0.1,0.42,0.34,0.06,-0.12,1.21,0.74,-0.82,0.21333333333333335,0.23,0.74
2007-07-01,-0.47,0.4,0.14,1.41,0.26,-0.4,0.4166666666666667,0.36,-0.87,-0.37,0.05,0.12,1.04,0.14,0.19,0.86,1.8,-1.26,0.53,0.1,0.67
2007-10-01,-0.12,0.24,0.16,1.05,0.48,-0.7,0.47333333333333333,0.62,-0.82,0.64,0.32,0.34,1.69,0.15,-0.06,0.84,1.05,-1.54,0.44,0.13,0.37
2008-01-01,-0.8,-1.06,-0.13,0.73,0.44,-1.12,-0.30333333333333334,0.17,-1.92,-0.26,0.28,0.31,0.47,0.13,-0.49,0.21,-0.41,-1.34,0.3233333333333333,-0.27,0.06
2008-04-01,-0.57,-0.22,-0.28,1.44,0.64,-0.57,0.5133333333333333,0.68,-1.14,0.67,0.15,0.36,2.11,0.29,0.09,0.12,0.75,-0.69,0.44333333333333336,0.04,0.26
2008-07-01,0.39,-1.02,-0.74,-0.23,0.4,-1.73,-0.26333333333333325,0.65,-1.34,0.9,-0.18,0.46,0.67,-0.06,-0.91,-1.0,-2.06,-0.73,-0.20333333333333334,0.25,-0.08
2008-10-01,-1.99,-2.12,-2.65,-2.88,0.42,-4.38,-0.8733333333333332,0.58,-6.38,2.51,-0.11,0.32,-0.37,0.1,-0.55,-3.09,-2.31,-1.3,-0.016666666666666663,0.16,-0.34
2009-01-01,-2.0,0.07,-2.34,-3.59,0.43,-5.06,0.7866666666666666,0.94,-7.06,5.84,-0.41,0.08,2.25,0.35,-0.01,-3.88,-0.6,-1.18,-0.23666666666666666,0.51,-1.13
2009-04-01,-1.06,-0.19,-0.74,0.3,0.78,-2.11,0.5033333333333334,1.23,-3.17,2.2,0.39,0.56,2.5,0.22,-0.35,-1.44,-1.27,-0.68,-0.08999999999999998,0.45,-1.08
2009-07-01,-0.35,1.35,0.46,1.6,0.31,0.24,0.29000000000000004,0.23,-0.11,-2.19,0.16,0.17,-0.59,0.14,0.19,-0.25,1.88,0.49,0.14,-0.07,-0.87
