Date,Auto output,Autos,Domestic output of new autos,Exports,Final sales of domestic product,Final sales of motor vehicles to domestic purchasers,Gross government investment,Imports,Light trucks (including utility vehicles),Motor vehicle output,Net purchases of used autos and used light trucks,New motor vehicles,Other,Personal consumption expenditures,Private fixed investment,Private fixed investment in new autos and new light trucks,Sales of imported new autos,Truck output,Trucks,Used autos,Used light trucks (including utility vehicles)
2000-01-01,9.4,8.459999999999999,21.1,27.4,30.9,29.9,-26.9,26.4,21.65,6.0,50.15,19.95,-16.7,44.1,7.7,18.2,7.7,3.8,12.749999999999998,67.95,31.55
2000-04-01,-17.9,-7.9799999999999995,-9.1,-13.1,-30.7,-26.1,-9.7,-7.6,-21.1,-14.3,-33.05,-20.1,-20.8,-28.1,-22.3,-22.4,-14.2,-11.7,-16.825,-42.25,-20.549999999999997
2000-07-01,-10.5,9.379999999999999,-15.8,-26.5,-3.1,0.9,-7.8,5.8,13.8,-17.1,9.2,-0.2999999999999998,-35.8,8.0,-13.9,-0.5,2.3,-21.4,-15.575,6.5,12.35
2000-10-01,-13.1,-12.780000000000001,-23.1,-3.6,-5.2,-5.1,5.2,-4.9,-24.75,-12.5,10.200000000000001,-21.0,-48.0,2.5,-23.8,-21.5,1.2,-12.1,-5.425,38.85,-15.549999999999999
2001-01-01,-15.6,-1.58,-15.2,-29.1,15.9,12.7,51.3,-4.2,33.849999999999994,-16.4,11.0,24.25,-13.3,14.8,3.5,19.7,2.6,-17.0,13.475000000000001,-9.95,41.0
2001-04-01,24.6,28.96,25.7,56.6,-8.0,-8.8,-26.8,-1.1,-2.95,32.4,-16.95,-7.45,-25.7,-8.1,-8.3,-9.7,-6.3,38.2,-4.5,-8.7,-25.299999999999997
2001-07-01,-6.5,6.660000000000001,-19.4,20.0,-3.0,-2.7,-9.3,2.4,0.1499999999999999,-4.5,15.450000000000001,-9.9,-28.6,6.2,-24.7,-13.4,1.4,-3.1,-6.074999999999999,-2.749999999999999,39.55
2001-10-01,12.4,14.919999999999998,6.4,-8.1,84.7,59.0,-5.8,-9.0,104.89999999999999,15.0,-24.2,85.6,-13.2,86.0,-0.5,-10.7,36.8,16.9,-0.42500000000000004,-36.650000000000006,-9.350000000000001
2002-01-01,28.8,-14.319999999999999,45.3,5.6,-32.4,-24.8,-8.7,11.3,-25.25,11.6,5.9,-21.65,-22.1,-26.1,-21.6,-7.3,-14.7,1.1,4.275,24.65,-9.649999999999999
2002-04-01,-13.7,32.739999999999995,7.1,33.0,5.8,6.3,34.9,12.9,-0.9000000000000004,19.9,59.85,10.950000000000001,79.4,-1.8,35.4,40.9,-0.6,49.9,18.925,51.95,68.75
2002-07-01,-0.5,20.279999999999998,-2.4,5.3,35.6,30.2,50.3,10.7,44.6,25.3,-4.550000000000001,32.0,49.8,31.7,22.8,5.6,18.3,43.8,25.225,-11.4,2.75
2002-10-01,-24.1,-13.74,-26.5,16.2,-29.1,-23.1,-33.2,5.5,-20.35,-27.8,-26.549999999999997,-20.25,-13.1,-19.7,-32.7,-29.7,-16.7,-29.9,-0.3250000000000002,-29.1,-24.0
2003-01-01,15.4,-2.8199999999999994,-2.6,9.2,3.6,-3.6,79.5,-18.3,-12.85,10.6,-6.5,-13.200000000000001,-60.4,-3.3,-12.5,-8.2,6.2,7.9,20.475,6.55,-17.400000000000002
2003-04-01,-12.9,-4.9399999999999995,-14.8,25.6,17.8,17.6,-34.0,19.0,37.35,2.0,-9.75,16.65,58.9,18.3,25.2,0.5,-8.5,11.7,20.65,-10.4,-8.9
2003-07-01,-15.1,-3.94,-4.5,-33.7,22.2,12.2,35.4,-22.6,29.150000000000002,12.6,36.45,20.9,30.5,12.8,7.5,25.8,3.9,30.7,4.225,21.25,54.7
2003-10-01,-12.7,8.98,1.2,60.9,-16.6,-9.3,-45.4,32.0,0.40000000000000036,2.7,12.65,-3.6999999999999997,29.4,-5.4,-15.8,-5.2,-14.8,11.2,14.5,10.700000000000001,14.499999999999998
2004-01-01,10.4,-5.08,-8.2,-22.2,6.1,6.2,61.0,-1.1,-6.85,-0.9,-11.9,0.050000000000000044,44.4,2.4,14.4,-8.6,16.1,-5.9,21.625,-4.5,-17.55
2004-04-01,11.8,9.799999999999999,-1.8,34.3,-4.5,-0.9,-7.2,17.4,10.950000000000001,-9.4,26.75,8.850000000000001,17.5,-9.1,30.6,37.2,16.4,-18.6,25.825000000000003,34.0,19.950000000000003
2004-07-01,-12.0,3.7199999999999998,4.7,51.5,32.2,19.4,11.7,-3.4,32.4,23.6,9.15,19.3,43.9,13.1,40.7,23.4,-13.0,46.6,35.425,3.25,15.8
2004-10-01,30.1,25.04,14.9,6.8,20.8,13.2,-26.9,-7.5,-0.15000000000000036,8.7,-1.25,8.45,28.5,7.8,35.7,11.1,30.4,-0.4,-8.75,4.1499999999999995,-6.15
2005-01-01,36.2,13.3,27.6,34.4,-12.6,-13.7,40.1,-5.5,-24.35,-6.3,-9.8,-15.05,28.5,-16.5,-10.8,-16.7,-24.8,-23.5,13.025000000000002,-7.45,-11.899999999999999
2005-04-01,-8.8,-3.84,4.1,-4.1,13.1,12.4,-10.9,5.4,43.25,7.6,-0.6999999999999993,27.3,-0.8,12.1,15.9,23.5,4.1,18.1,10.45,-15.35,18.299999999999997
2005-07-01,7.7,18.1,1.2,7.4,24.3,20.6,94.1,6.6,23.75,21.9,0.8000000000000003,18.3,1.2,12.9,36.0,25.6,30.2,30.3,37.3,3.05,-1.1499999999999995
2005-10-01,5.8,4.780000000000001,19.7,28.4,-46.3,-36.0,-43.2,27.6,-42.900000000000006,-21.9,-8.6,-30.0,0.2,-46.0,-3.5,-4.3,-0.5,-34.2,-3.7750000000000012,3.5,-18.0
2006-01-01,30.6,18.64,11.4,21.5,19.6,18.0,1.7,15.2,34.85,3.0,21.099999999999998,28.4,31.0,15.1,26.4,32.1,22.5,-11.4,20.95,1.7000000000000002,47.1
2006-04-01,-10.0,10.68,-15.6,-9.7,2.5,2.0,45.9,-2.9,-4.7,7.7,-7.749999999999999,-7.65,0.9,2.9,-3.5,-15.4,-5.0,20.8,3.1499999999999995,-11.100000000000001,-4.199999999999999
2006-07-01,-23.2,12.98,-14.4,19.1,15.9,7.2,46.8,-9.5,6.8500000000000005,-6.1,-8.15,4.800000000000001,-3.1,7.6,2.5,-2.7,14.0,5.9,9.475,-7.1,-8.25
2006-10-01,2.1,4.880000000000001,-7.3,-1.5,-6.1,1.1,3.8,21.4,4.25,-13.1,19.950000000000003,2.8,2.0,-0.6,4.4,13.1,10.6,-21.0,5.75,13.45,27.65
2007-01-01,15.9,1.180000000000001,1.7,37.1,8.4,-3.2,-42.4,-19.2,11.6,12.0,0.04999999999999982,4.55,-27.3,4.4,-13.5,-0.5,4.9,9.7,-4.5249999999999995,-12.399999999999999,13.45
2007-04-01,-6.6,22.74,2.0,60.5,-3.0,-8.4,-4.4,-3.1,-10.15,4.8,16.8,-12.3,-57.0,0.2,-25.6,-5.1,0.3,12.4,0.75,10.2,23.299999999999997
2007-07-01,-6.7,-0.3799999999999997,0.3,7.0,-9.1,-2.7,149.0,20.5,5.4,-4.7,21.85,-4.7,-38.5,-2.6,-13.6,6.9,-9.2,-3.4,74.925,9.25,34.7
2007-10-01,15.9,20.6,10.3,25.3,10.2,-1.6,-21.7,-18.5,-6.6499999999999995,2.1,6.45,2.3499999999999996,-13.2,3.6,-9.7,-0.1,8.9,-5.4,-11.35,9.85,3.549999999999999
2008-01-01,-3.0,-3.2199999999999998,3.2,-8.8,-26.6,-20.5,-5.6,2.5,-21.7,-23.4,-11.85,-22.25,-12.0,-21.0,-20.7,-19.4,-26.9,-34.4,-12.025,-16.55,-5.949999999999999
2008-04-01,1.2,0.38000000000000067,-24.2,22.8,-21.9,-22.7,-7.7,-8.1,-51.25,-23.5,0.7000000000000002,-27.0,6.1,-16.1,-39.9,-31.9,56.0,-37.6,-8.4,34.449999999999996,-17.05
2008-07-01,-11.1,-10.66,28.5,21.0,-14.1,-28.0,35.5,-38.8,-18.5,-23.0,2.8500000000000005,-27.45,-28.0,-20.4,-53.3,-30.3,-45.1,-31.5,-8.875,19.200000000000003,-7.25
2008-10-01,-65.2,-47.54,-62.1,-61.3,-56.9,-53.7,-71.0,-50.1,-59.2,-53.9,-27.450000000000003,-58.1,-6.1,-43.2,-74.7,-67.1,-57.1,-42.5,-67.15,-39.0,-14.700000000000001
2009-01-01,-80.4,-56.46,-94.3,-87.0,-7.4,-25.8,74.4,-82.7,-18.0,-59.8,23.4,-32.400000000000006,-69.9,14.2,-93.4,-66.2,-27.6,-36.0,-25.825,-18.35,92.55
2009-04-01,89.7,12.399999999999999,105.8,-13.5,-6.2,-3.4,-34.7,1.6,6.65,18.9,47.550000000000004,20.5,-22.2,4.8,-36.2,48.6,14.0,-11.0,-15.825,113.15,18.35
2009-07-01,60.6,158.74,264.7,178.7,33.2,58.7,34.2,248.4,40.2,131.2,14.75,80.95,48.1,66.5,18.2,27.5,120.8,186.8,121.275,17.35,12.75
2009-10-01,40.0,38.620000000000005,68.8,96.4,-27.1,-12.5,-3.8,92.8,27.849999999999998,22.8,-8.95,24.1,104.6,-36.8,582.2,91.1,-31.8,13.7,80.625,-0.20000000000000018,-15.5
2010-01-01,20.7,-10.559999999999999,-5.9,20.8,39.3,23.1,5.5,-8.2,50.45,33.8,-23.65,16.8,1.3,-6.1,331.9,45.7,5.0,42.7,35.95,-26.7,-20.6
2010-04-01,13.4,37.78,10.3,6.5,24.7,40.4,-30.7,65.6,43.85,20.6,-8.1,34.25,7.5,27.9,127.2,32.9,27.3,25.1,9.525,-2.6500000000000004,-12.049999999999999
2010-07-01,-15.4,4.0600000000000005,-8.7,3.1,33.5,25.3,32.1,-0.3,12.649999999999999,22.4,-10.200000000000001,13.3,44.3,10.5,82.9,13.6,38.3,48.1,14.025,-4.299999999999999,-14.7
2010-10-01,-14.5,10.440000000000001,-13.0,28.3,32.9,23.9,-29.6,5.4,45.95,5.1,-9.35,23.150000000000002,5.9,22.0,41.5,13.2,-0.3,15.5,6.199999999999998,-5.050000000000001,-12.55
2011-01-01,21.8,17.44,16.5,28.1,4.2,5.5,18.0,18.3,5.800000000000001,11.4,-7.749999999999999,15.45,63.9,-3.3,31.4,15.4,36.1,7.0,26.799999999999997,4.5,-17.25
2011-04-01,23.5,-12.86,11.1,23.8,3.3,-17.2,-31.3,-45.2,-24.049999999999997,-12.7,-26.799999999999997,-15.0,25.5,-20.6,-5.5,-19.5,-18.9,-26.3,-13.525,-6.1000000000000005,-41.1
2011-07-01,-24.6,16.5,15.8,15.2,-8.9,13.1,1.9,104.1,57.55,12.8,2.6499999999999995,23.349999999999998,25.5,0.1,53.0,42.9,-15.1,36.9,44.900000000000006,-15.95,28.55
2011-10-01,53.4,15.280000000000001,66.9,0.7,19.0,20.4,-54.8,14.0,20.75,28.7,-1.15,28.75,47.0,25.0,22.0,10.0,16.2,18.7,-14.999999999999998,-8.6,7.0
2012-01-01,83.6,43.12,74.1,28.1,10.7,19.0,-2.8,46.7,-13.9,29.5,4.3,18.6,11.5,16.5,27.1,18.9,68.9,8.7,16.2,23.65,-9.4
2012-04-01,-8.5,-16.04,4.5,-2.7,9.5,4.7,43.7,-8.9,15.9,2.4,-8.45,0.6499999999999999,8.5,-0.6,13.8,1.6,-25.3,8.6,16.725,-21.45,7.0
2012-07-01,7.2,-6.62,10.3,-13.0,2.5,8.3,77.0,12.3,6.0,-3.1,1.200000000000001,1.25,-17.3,4.2,12.1,8.3,-2.2,-8.0,28.825,-7.700000000000001,9.8
2012-10-01,4.9,15.580000000000002,6.8,14.3,20.3,14.2,-44.4,0.6,21.8,7.0,23.9,20.15,-8.1,17.3,15.5,27.6,31.4,8.1,-15.65,37.300000000000004,13.7
2013-01-01,18.7,0.82,20.0,24.0,23.6,11.8,-45.6,-9.7,18.5,17.7,23.15,13.45,13.4,9.2,23.9,25.3,-1.4,17.1,-3.424999999999999,23.85,22.6
2013-04-01,-18.8,6.6,-9.7,-0.8,-5.6,3.3,42.4,28.1,9.1,4.6,-5.300000000000001,2.5,19.1,0.9,6.0,-0.8,-3.0,18.6,17.85,-4.25,-6.199999999999999
2013-07-01,-23.8,0.27999999999999997,-15.2,-17.0,-13.1,-3.7,14.4,16.5,-4.949999999999999,-15.9,-3.5,-3.05,-9.7,-4.0,-4.2,-1.9,10.2,-12.0,7.15,5.85,-11.350000000000001
2013-10-01,31.5,9.879999999999999,16.2,3.9,5.6,3.4,6.1,-1.5,8.85,26.8,0.09999999999999987,4.8999999999999995,22.6,-1.5,13.5,8.4,-0.5,24.7,3.35,-5.9,6.8500000000000005
2014-01-01,4.1,-2.1999999999999997,-7.4,-4.5,16.8,7.8,-42.9,-16.2,24.1,2.6,8.25,9.05,1.6,11.2,6.0,7.2,-11.4,1.9,-12.424999999999999,7.2,9.2
2014-04-01,-19.9,30.339999999999996,-2.0,36.2,25.4,26.9,114.9,35.0,29.4,16.8,36.7,24.85,36.0,22.2,31.6,32.5,27.7,37.3,55.65,43.95,30.549999999999997
2014-07-01,35.5,5.139999999999999,19.2,11.0,13.3,8.0,-5.9,-3.7,0.34999999999999987,15.6,7.050000000000001,2.55,30.4,6.0,12.9,1.9,-1.1,8.3,3.6,9.350000000000001,4.9
2014-10-01,-7.6,-10.14,0.0,-18.9,-0.3,5.0,38.2,7.9,-3.4,-2.6,14.750000000000002,-2.35,-0.5,8.2,-2.6,-3.4,-11.3,-0.4,6.8999999999999995,19.8,10.2
2015-01-01,-27.9,-17.7,-21.6,-43.0,8.1,15.8,-17.9,5.5,32.6,4.1,21.299999999999997,16.65,31.0,13.9,22.5,20.7,-0.3,20.1,-9.55,15.65,27.299999999999997
2015-04-01,-2.3,7.0,14.4,20.3,9.6,11.9,-29.0,21.6,15.7,18.3,18.45,12.65,21.9,11.9,15.4,15.1,-3.2,26.6,5.375,20.35,16.75
2015-07-01,-12.4,3.0,12.4,10.2,8.0,9.1,62.8,12.4,24.0,18.2,7.1000000000000005,11.0,-2.8,0.0,24.1,27.5,-4.0,30.1,24.925,0.4,14.1
2015-10-01,-39.5,-6.319999999999999,-37.3,-13.4,-7.6,-4.6,16.6,0.4,2.8999999999999995,-20.6,8.75,-8.1,-35.3,-5.3,-4.7,5.4,-3.8,-14.1,7.05,2.35,14.85
2016-01-01,8.3,-6.1000000000000005,6.9,-22.0,0.9,2.8,44.1,-1.7,4.550000000000001,9.8,20.75,-2.8,-9.6,2.7,0.5,6.0,-19.4,10.2,7.049999999999999,20.25,21.450000000000003
2016-04-01,-8.8,8.36,-1.7,31.3,-0.3,-5.4,14.8,-7.8,4.550000000000001,0.9,-3.75,-2.4,-35.1,0.8,-16.8,-7.5,-5.4,3.6,5.950000000000001,-9.0,1.0999999999999996
2016-07-01,14.6,25.2,16.6,4.8,8.3,8.5,-9.4,7.8,13.3,3.3,26.35,9.95,-35.7,17.6,-5.1,11.7,26.3,0.5,-8.5,19.2,32.75
2016-10-01,-12.4,-9.459999999999999,-27.6,-20.7,-1.4,2.1,-25.3,2.5,6.65,1.2,23.4,-1.8,-7.6,9.8,-9.1,-2.1,-13.8,5.2,-3.5749999999999993,7.7,38.15
2017-01-01,-43.3,-9.540000000000001,-32.9,19.5,-12.2,-6.5,10.3,19.6,0.85,-9.9,4.15,-8.05,9.0,-2.7,-14.5,-11.8,-13.4,0.7,26.625,-8.95,15.850000000000001
2017-04-01,24.1,-6.859999999999999,-2.4,-4.0,-0.9,-1.9,-25.8,-5.0,-6.75,6.8,5.75,-3.55,64.7,0.0,-3.3,-9.4,-9.9,3.2,-6.575,6.1,5.5
2017-07-01,-26.3,-5.819999999999999,-44.2,-3.9,17.0,13.0,-19.6,-2.0,17.3,-4.9,33.8,16.5,16.6,17.9,6.5,17.3,37.8,0.7,10.65,38.8,30.4
2017-10-01,7.5,24.5,14.0,22.1,27.9,20.5,9.1,3.4,33.05,36.9,20.2,25.5,40.4,19.5,23.5,23.2,21.0,43.9,3.15,13.7,25.2
2018-01-01,-47.1,-24.32,5.0,7.2,-8.9,-6.0,-15.4,7.2,0.25,-3.8,1.8499999999999996,-10.450000000000001,14.7,-9.0,1.0,-4.3,-45.1,7.2,4.2250000000000005,-15.999999999999998,18.15
2018-04-01,39.2,9.179999999999998,-12.4,-19.0,13.5,8.2,5.0,-14.2,14.5,13.8,-1.35,9.4,26.8,2.8,19.9,10.6,-15.8,9.9,6.4,-11.65,6.050000000000001
2018-07-01,-57.2,7.3,-36.1,-22.1,-2.5,5.0,68.4,16.4,4.6,-0.3,-2.6,1.2999999999999998,27.8,5.7,0.3,-8.5,-18.1,13.8,23.825000000000003,-6.7,0.25
2018-10-01,12.5,8.9,61.1,-10.0,-1.3,3.3,10.2,11.6,8.5,0.3,0.9000000000000004,8.05,3.2,0.2,8.9,11.0,-11.3,-1.3,-0.8750000000000002,5.65,-1.85
2019-01-01,-30.9,19.18,-4.5,91.9,-7.2,-8.3,-16.1,13.0,-8.25,-10.2,-14.2,-11.35,-5.3,-20.2,18.5,7.3,9.0,-6.8,16.275,-33.150000000000006,1.4
2019-04-01,13.4,-3.5200000000000005,-10.2,-9.3,6.6,8.8,16.8,7.5,19.7,8.7,6.15,13.3,6.5,10.0,6.0,8.7,-1.6,8.1,15.225000000000001,-11.850000000000001,18.15
2019-07-01,-24.0,-8.720000000000002,-2.4,22.8,12.2,0.6,26.3,-19.2,17.1,8.0,7.0,8.950000000000001,3.4,4.7,-7.9,0.6,-23.5,12.9,7.8500000000000005,-2.950000000000001,12.55
2019-10-01,-46.4,-12.66,-6.4,-11.4,-4.7,-8.1,-42.9,-18.3,1.1500000000000001,-24.9,20.45,-2.9499999999999997,-29.1,3.1,-23.3,-3.3,-9.0,-21.9,-30.575,6.35,27.85
2020-01-01,-36.5,-29.48,-8.4,-8.5,-52.3,-45.4,-19.3,-6.0,-38.0,-24.0,-18.549999999999997,-41.7,-56.9,-39.3,-57.7,-39.6,-53.9,-22.5,-7.025,-31.75,-11.350000000000001
2020-04-01,-75.8,4.520000000000005,-98.3,-98.4,-6.1,-40.1,-28.7,-96.4,-40.300000000000004,-85.5,-44.55,-46.699999999999996,-74.0,-6.1,-81.4,-85.7,-69.8,-86.4,-79.6,-63.6,-34.95
2020-07-01,1000.9,1704.58,6572.9,5191.5,75.0,128.2,95.1,1848.1,290.05,1171.5,686.8,272.05,169.0,124.5,141.4,452.1,195.5,1195.5,1680.4499999999998,824.0,633.4000000000001
2020-10-01,-92.8,78.08000000000001,-25.9,2.8,-15.1,5.4,21.1,87.5,24.1,-32.2,-5.449999999999999,25.7,47.0,-3.8,36.7,29.5,37.4,-16.9,22.4,-11.350000000000001,-3.1000000000000014
2021-01-01,178.3,-11.819999999999999,-28.7,29.6,81.6,41.4,-52.8,-31.8,25.2,20.1,57.75,23.1,57.7,52.9,21.1,9.8,33.6,13.1,-2.6000000000000005,21.250000000000004,74.3
2021-04-01,111.5,-10.52,-21.8,-23.7,28.4,18.0,-27.3,-25.9,9.549999999999999,-11.0,-10.9,10.85,-7.2,15.6,31.7,0.5,28.7,-18.2,-13.925,-13.65,-9.950000000000001
2021-07-01,-43.9,-30.72,-49.6,-15.0,-48.8,-48.6,-34.4,-36.0,-59.650000000000006,-41.8,-47.3,-56.7,-32.1,-51.4,-38.2,-54.8,-33.6,-41.8,-31.4,-47.4,-47.35
2021-10-01,-29.3,-12.540000000000001,71.1,33.4,-9.7,-3.7,-26.7,38.8,-8.75,32.6,-7.6,-12.25,19.3,7.6,-36.3,-38.3,-62.9,41.4,11.7,-18.55,-1.15
2022-01-01,-90.4,100.32000000000001,90.4,-13.6,-8.7,5.1,25.5,53.5,32.85,-5.4,-14.799999999999999,32.0,11.6,3.8,9.3,9.8,53.3,13.4,-28.25,-22.450000000000003,-11.7
2022-04-01,40.2,-0.82,26.8,42.7,4.3,0.4,60.9,1.2,-12.399999999999999,2.6,-0.7999999999999989,-9.05,26.2,-4.0,15.8,-8.7,-18.2,0.1,33.925,19.65,-6.200000000000001
2022-07-01,-45.3,-6.34,19.3,7.6,-2.3,0.4,-7.2,11.7,6.5,11.9,-5.95,2.1,15.1,-5.9,29.3,10.0,-33.9,16.7,8.675,-19.450000000000003,-0.9500000000000001
2022-10-01,-19.9,16.28,21.8,35.0,4.3,5.4,76.6,20.0,8.100000000000001,0.0,6.550000000000001,9.9,15.5,-1.5,26.3,22.7,40.5,1.1,31.875,5.199999999999999,7.0
2023-01-01,55.8,22.419999999999998,-3.5,-20.2,24.3,36.5,47.7,46.4,39.9,24.6,38.45,35.349999999999994,11.9,36.3,36.2,43.2,25.4,23.3,47.75,24.599999999999998,44.2
2023-04-01,10.6,13.74,23.9,15.5,6.3,7.8,83.7,14.9,26.75,13.3,-7.6499999999999995,19.599999999999998,5.4,-9.4,66.7,49.9,12.1,13.5,37.775,-25.6,-1.6500000000000004
2023-07-01,-39.7,42.52,10.0,37.2,-7.0,-4.9,-1.2,14.8,-5.6499999999999995,-8.2,-14.35,-7.35,-20.4,-9.0,6.0,-1.3,6.7,-6.3,12.350000000000001,-12.3,-14.75
2023-10-01,-24.1,-9.580000000000002,-33.1,-38.7,-17.5,-8.5,-51.6,4.0,-2.85,-19.0,-7.35,-6.9,-30.2,-7.5,-5.5,-0.5,-19.2,-18.7,-3.125,-9.100000000000001,-6.9
2024-01-01,-76.7,-13.16,-22.9,-13.8,-8.5,-3.4,102.8,6.2,0.6499999999999995,3.4,2.4499999999999997,-2.1500000000000004,4.8,-8.8,3.7,6.3,-14.7,9.1,28.85,-7.4,5.25
2024-04-01,614.6,32.82,-1.4,15.0,11.7,8.0,42.6,1.7,12.649999999999999,20.2,8.45,8.6,-16.8,7.6,5.8,13.3,11.4,13.2,31.224999999999998,8.8,8.7
2024-07-01,73.7,-4.2,-15.5,-10.2,8.3,0.5,2.7,-19.0,-7.9,-18.3,22.8,-3.1999999999999997,2.0,11.0,-20.5,-11.0,21.9,-21.0,-6.875,45.55,18.3
2024-10-01,69.0,2.1399999999999997,-21.3,-31.8,24.3,19.5,-1.1,-9.5,30.049999999999997,4.4,22.299999999999997,21.299999999999997,-25.1,22.8,14.0,27.7,13.3,1.8,-8.625,12.85,25.25
