Date,Agriculture,Air,Disability,Economic affairs,Education,Elementary and secondary,Energy,Executive and legislative,Federal,Fire,General economic and labor affairs,General public service,Government,Gross expenditures,Health,Health (net),Higher,Highways,Housing and community services,Housing and other,Income security,Law courts,Less: Sales to other sectors,Libraries,Libraries and other,National defense,Natural resources,Other,Other economic affairs,Police,Postal service,Prisons,Public order and safety,Recreation and culture,Retirement,Sanitation,Sewerage,Space,State and local,Tax collection and financial management,Transit and railroad,Transportation,Unemployment,Water,Welfare and social services
1993-01-01,8074.666666666667,8623.666666666666,1420.0,147489.33333333334,227745.66666666666,174260.0,16035.666666666666,16558.0,580169.0,12486.666666666666,14390.666666666666,74298.33333333333,1364922.0,107760.0,63560.0,34414.0,42825.333333333336,60488.0,18536.666666666668,4029.0,27594.333333333332,16136.666666666666,73347.0,5180.0,14854.0,391646.0,12773.666666666666,15053.888888888889,53054.333333333336,34927.0,2524.0,24392.666666666668,87942.66666666667,11398.666666666666,1061.0,7075.0,8522.0,24299.0,784753.0,20928.0,4393.0,78235.66666666667,154.0,5128.25,24320.333333333332
1994-01-01,7716.666666666667,8388.666666666666,1658.6666666666667,152365.66666666666,240361.33333333334,183075.66666666666,14970.0,17057.0,574684.0,13172.0,14583.333333333334,77550.0,1402274.0,113547.0,66577.5,34533.0,45846.0,64447.333333333336,17679.333333333332,3656.0,30110.666666666668,17136.666666666668,79014.0,5478.0,15832.5,382114.0,14415.0,16000.444444444445,53483.333333333336,37006.0,2535.0,26806.0,94120.66666666667,12022.666666666666,1029.0,7567.0,7681.0,23647.0,827591.0,21912.666666666668,5412.0,83118.0,87.0,5332.75,26184.666666666668
1995-01-01,7467.333333333333,7807.666666666667,1882.6666666666667,155920.66666666666,257130.0,196823.33333333334,16018.333333333334,19142.666666666668,576682.0,13760.0,15316.0,81506.0,1449431.0,119227.0,68594.5,34057.0,48137.333333333336,66519.0,18387.0,4373.0,31468.0,18462.333333333332,85171.0,5825.0,16851.5,377159.0,14575.0,16511.777777777777,55358.666666666664,39303.0,2686.0,28954.666666666668,100479.66666666667,12875.333333333334,1092.0,7402.0,8217.0,23853.0,872749.0,22640.666666666668,5532.666666666667,84659.33333333333,113.0,5333.5,27446.666666666668
1996-01-01,7559.666666666667,8402.666666666666,1902.0,160148.66666666666,270591.0,208214.0,14070.0,17827.666666666668,579159.0,14543.333333333334,16050.0,81779.33333333333,1492848.0,120674.0,70353.5,33948.0,49515.333333333336,69103.33333333333,19924.0,4613.0,32173.666666666668,19717.666666666668,86727.0,6296.0,17804.5,377261.0,15487.333333333334,17337.555555555555,55583.333333333336,42388.0,3341.0,30503.333333333332,107152.0,13737.0,892.0,7713.0,8980.0,24747.0,913688.0,22255.0,5588.0,88067.33333333333,134.0,5691.25,28126.0
1997-01-01,8781.333333333334,8874.333333333334,2092.6666666666665,166661.33333333334,286690.0,221106.66666666666,14060.0,19580.666666666668,583289.0,15207.0,16530.0,87605.0,1547133.0,122929.0,72347.0,32908.0,52233.333333333336,72683.0,20710.0,4957.0,34320.0,20752.0,90021.0,6699.0,18521.5,371990.0,15502.666666666666,18268.0,57625.333333333336,45114.666666666664,3865.0,32388.666666666668,113462.0,14779.0,1010.0,7904.0,8873.0,25042.0,963844.0,23716.0,5812.333333333333,92342.0,126.0,5837.25,30033.0
1998-01-01,7583.0,9566.666666666666,2259.3333333333335,168876.0,305530.3333333333,235848.33333333334,13132.333333333334,22080.666666666668,585515.0,16071.666666666666,15399.333333333334,94539.66666666667,1611609.0,127580.0,76585.5,33981.0,56578.666666666664,76858.0,21613.0,4971.0,37994.0,22506.666666666668,93599.0,7002.0,18793.0,368753.0,16871.333333333332,19779.555555555555,56104.666666666664,49036.0,4306.0,34364.333333333336,121978.66666666667,15655.0,1588.0,7854.0,8845.0,23821.0,1026093.0,23627.333333333332,5544.0,96890.66666666667,0.0,5993.5,32854.0
1999-01-01,8916.666666666666,10244.666666666666,2188.6666666666665,181494.0,327757.3333333333,253487.33333333334,14408.0,23415.333333333332,610722.0,17339.666666666668,17044.666666666668,101951.33333333333,1719905.0,136446.0,81620.5,39596.0,60228.333333333336,82801.33333333333,22968.333333333332,5117.0,40551.333333333336,24504.666666666668,96850.0,7399.0,20124.0,383254.0,17436.0,21350.0,61388.666666666664,52854.0,4954.0,37592.0,132290.33333333334,16476.0,894.0,8389.0,9239.0,23636.0,1109183.0,25699.0,6004.0,104347.33333333333,0.0,6496.5,35944.0
2000-01-01,9406.666666666666,10898.666666666666,2260.0,194576.66666666666,354590.3333333333,273226.0,14329.333333333334,24560.333333333332,633069.0,18797.0,19652.333333333332,106497.66666666667,1826438.0,145275.0,88738.0,41136.0,65844.33333333333,88432.66666666667,22366.666666666668,5078.0,43908.666666666664,26508.0,104139.0,7949.0,22185.5,392570.0,19627.333333333332,23214.0,66398.66666666667,56743.666666666664,4647.0,40600.666666666664,142649.66666666666,18452.0,1473.0,9211.0,9060.0,24113.0,1193369.0,24641.333333333332,6369.666666666667,112102.66666666667,0.0,7371.25,38826.0
2001-01-01,10257.333333333334,12194.0,2690.0,204898.0,380533.3333333333,291188.6666666667,15142.666666666666,26589.666666666668,670212.0,19966.666666666668,18905.333333333332,116142.0,1950034.0,157215.0,94781.0,40910.0,72306.66666666667,94470.66666666667,24567.666666666668,5469.0,48005.666666666664,28871.0,116305.0,8584.0,24131.5,413162.0,20728.666666666668,25135.777777777777,68080.66666666667,61054.666666666664,4055.0,43570.666666666664,153464.0,20146.333333333332,953.0,9805.0,9821.0,24742.0,1279822.0,28044.0,6983.333333333333,120322.66666666667,0.0,7743.0,42439.333333333336
2002-01-01,10820.0,15479.333333333334,3528.6666666666665,219326.0,393077.3333333333,304654.0,17431.666666666668,29975.333333333332,743097.0,21683.0,20963.666666666668,124526.66666666667,2089495.0,167944.0,104763.0,47056.0,70738.66666666667,98185.66666666667,27007.0,6211.0,53070.0,30017.666666666668,120888.0,9157.0,25021.0,458932.0,22784.333333333332,26870.222222222223,73448.0,66350.0,1658.0,45026.0,163076.66666666666,21431.333333333332,1191.0,10013.0,11206.0,24780.0,1346398.0,28226.0,9075.666666666666,129358.0,0.0,7948.25,46383.666666666664
2003-01-01,10305.666666666666,17369.333333333332,3714.0,226087.33333333334,407665.3333333333,319477.6666666667,19132.666666666668,32972.666666666664,826769.0,22694.0,20834.666666666668,126810.66666666667,2210600.0,174477.0,115321.5,49477.0,70485.0,99517.66666666667,28817.0,6678.0,54322.0,29715.0,125001.0,9512.0,25438.5,521221.0,22404.333333333332,26876.666666666668,73927.33333333333,69999.33333333333,1418.0,45275.333333333336,167684.0,21492.666666666668,1578.0,10258.0,12232.0,25472.0,1383830.0,27640.0,10448.333333333334,135178.66666666666,0.0,9074.0,46788.666666666664
