Date,Clothing and footwear,Durable goods,Energy goods and services,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Gross output of nonprofit institutions,Health care,Household consumption expenditures (for services),Housing,Housing and utilities,Less: Receipts from sales of goods and services by nonprofit institutions,Market-based PCE,Market-based PCE excluding food and energy,Motor vehicles and parts,Nondurable goods,Other durable goods,Other nondurable goods,Other services,PCE excluding food and energy,"PCE excluding food, energy, and housing",PCE services excluding energy and housing,Recreation services,Recreational goods and vehicles,Services,Transportation services
1967-10-01,-0.34,-0.45,0.08,0.02,-0.02,-0.1,0.01,-0.13,0.04,-1.01,0.04,0.0,0.06,0.06,0.1,0.02,,,-0.31,-0.57,0.0,-0.16,0.04,-0.92,-0.97,-0.02,-0.08,-0.01,0.08,0.01
1967-11-01,0.17,0.15,0.14,0.02,-0.02,0.06,0.04,0.13,0.1,0.53,0.03,0.0,0.14,0.09,0.13,0.01,,,-0.09,0.37,0.03,0.05,0.05,0.49,0.4,0.03,-0.06,0.08,0.16,0.01
1967-12-01,0.04,0.52,0.05,0.01,-0.02,0.36,0.06,0.01,0.02,1.07,0.04,0.06,0.26,0.07,0.09,0.03,,,0.52,0.54,0.01,0.11,0.04,0.93,0.86,0.18,0.02,-0.02,0.27,0.01
1968-01-01,0.04,0.32,0.02,0.0,0.01,-0.21,0.1,-0.02,0.0,0.24,0.01,0.05,0.39,0.08,0.1,0.01,,,0.35,-0.07,0.01,0.1,0.01,0.83,0.75,0.3,0.09,-0.02,0.39,0.03
1968-02-01,0.09,-0.08,0.04,-0.01,-0.1,0.0,0.06,0.07,0.07,0.09,0.01,0.07,0.02,0.0,-0.03,0.01,,,-0.14,0.17,-0.02,0.02,-0.04,0.06,0.06,0.04,0.04,0.01,0.01,0.01
1968-03-01,0.08,0.69,0.02,0.0,0.08,0.42,0.12,0.01,-0.01,1.25,0.05,0.1,0.43,0.06,0.09,0.05,,,0.47,0.56,0.07,0.07,0.02,1.24,1.18,0.34,0.01,0.14,0.43,0.01
1968-04-01,-0.04,-0.39,-0.03,-0.01,0.17,-0.17,-0.01,0.03,0.01,-0.61,0.04,0.07,0.25,0.02,-0.02,0.05,,,-0.37,-0.23,0.03,-0.03,0.01,-0.17,-0.19,0.27,0.01,-0.08,0.24,0.02
1968-05-01,-0.02,0.44,-0.06,-0.01,-0.02,0.13,-0.05,0.04,-0.05,0.57,0.06,0.11,0.13,0.04,0.03,0.06,,,0.4,0.13,0.01,0.07,0.02,0.63,0.58,0.09,0.02,0.0,0.12,0.02
1968-06-01,0.08,-0.06,0.06,0.0,0.23,0.26,-0.01,0.06,0.04,0.4,-0.03,0.0,0.45,0.07,0.1,-0.03,,,-0.18,0.47,0.02,0.08,0.04,0.53,0.46,0.36,0.08,0.04,0.46,0.02
1968-07-01,0.16,0.52,0.04,0.0,-0.03,0.08,0.06,0.09,0.03,0.83,0.01,0.05,0.11,0.06,0.07,0.01,,,0.31,0.31,0.01,0.04,0.0,0.81,0.75,0.04,-0.07,0.11,0.1,0.02
1968-08-01,-0.04,0.08,0.05,0.0,-0.14,0.05,0.05,0.05,-0.01,0.12,0.03,0.07,0.16,0.08,0.14,0.03,,,0.01,0.04,0.01,0.04,0.01,0.17,0.09,0.02,0.02,0.01,0.15,0.01
1968-09-01,-0.15,0.01,0.03,0.01,0.02,-0.15,0.0,-0.08,0.01,-0.34,0.02,0.03,0.2,0.04,0.07,0.01,,,0.14,-0.36,-0.01,-0.07,-0.01,-0.02,-0.07,0.14,0.07,-0.03,0.21,0.02
1968-10-01,0.06,-0.04,-0.05,0.0,0.06,-0.01,0.03,-0.01,-0.03,0.01,0.02,0.05,0.16,0.07,0.06,0.02,,,-0.04,0.05,0.01,0.03,-0.02,0.22,0.15,0.1,-0.03,0.0,0.16,0.01
1968-11-01,0.11,-0.18,0.01,0.0,-0.02,0.34,-0.02,0.05,0.0,0.33,0.05,0.08,0.22,0.11,0.12,0.05,,,-0.33,0.51,0.03,0.07,0.0,0.21,0.1,0.1,0.03,0.08,0.22,0.02
1968-12-01,-0.22,0.11,0.07,-0.01,0.02,-0.24,-0.07,-0.05,0.05,-0.37,0.01,0.03,0.14,0.03,0.05,0.02,,,0.22,-0.48,-0.03,-0.08,0.06,-0.08,-0.11,0.08,0.02,-0.04,0.13,0.02
1969-01-01,0.13,0.36,0.03,0.0,-0.13,0.19,0.04,-0.01,-0.01,0.71,0.05,0.07,0.1,0.05,0.09,0.05,,,0.28,0.35,0.03,0.04,0.03,0.59,0.54,0.01,-0.02,0.06,0.1,0.02
1969-02-01,0.09,0.05,0.07,0.0,0.04,0.12,0.04,0.1,0.06,0.37,-0.01,-0.01,0.27,0.08,0.1,-0.01,,,-0.1,0.32,0.02,0.04,0.05,0.44,0.36,0.17,0.04,0.03,0.27,0.02
1969-03-01,-0.02,-0.35,0.08,0.0,-0.1,-0.09,-0.06,-0.03,0.08,-0.39,0.01,0.01,-0.05,0.05,0.05,0.01,,,-0.27,-0.04,-0.03,-0.01,0.03,-0.42,-0.47,-0.1,0.02,-0.03,-0.05,0.0
1969-04-01,0.02,0.19,-0.08,0.01,0.02,-0.08,0.14,0.03,-0.05,0.13,0.02,0.02,0.27,0.1,0.06,0.01,,,0.08,-0.05,0.03,0.05,0.01,0.57,0.48,0.22,0.0,0.05,0.28,0.02
1969-05-01,0.03,0.0,0.02,0.0,0.14,0.22,0.01,0.01,0.04,0.33,0.08,0.11,0.35,0.02,0.0,0.08,,,0.01,0.32,-0.02,0.03,0.05,0.43,0.41,0.35,0.02,-0.01,0.34,0.02
1969-06-01,-0.08,-0.04,0.01,0.0,0.0,-0.33,0.04,-0.02,-0.01,-0.51,0.01,0.0,0.13,0.09,0.1,0.01,,,-0.01,-0.48,-0.02,-0.05,0.0,-0.05,-0.14,0.03,-0.03,0.01,0.13,0.02
1969-07-01,0.08,-0.33,0.04,0.01,-0.05,0.09,-0.07,-0.05,-0.01,-0.1,0.0,-0.01,-0.04,0.03,0.09,-0.01,,,-0.25,0.23,0.0,0.07,0.02,-0.26,-0.3,-0.12,-0.02,-0.04,-0.03,0.0
1969-08-01,0.09,0.31,0.06,0.01,0.04,0.18,0.01,-0.05,0.03,0.68,0.03,0.02,0.22,0.08,0.11,0.02,,,0.33,0.38,0.0,0.08,0.02,0.69,0.61,0.13,0.0,0.02,0.23,0.02
1969-09-01,-0.15,0.31,0.01,0.01,0.03,-0.2,-0.03,0.0,0.0,-0.08,0.02,0.01,0.19,0.07,0.09,0.01,,,0.3,-0.39,-0.02,-0.03,0.05,0.31,0.24,0.12,0.03,0.02,0.2,0.02
1969-10-01,0.07,-0.25,0.06,0.01,0.05,0.34,0.04,-0.04,0.06,0.23,0.05,0.05,0.27,0.04,0.04,0.05,,,-0.22,0.48,0.01,0.01,0.05,0.11,0.07,0.24,0.01,-0.01,0.28,0.03
1969-11-01,-0.11,-0.15,0.05,0.01,0.05,-0.1,0.07,0.02,0.03,-0.33,0.01,0.01,0.2,0.05,0.07,0.0,,,-0.14,-0.18,-0.01,0.0,0.01,-0.06,-0.11,0.15,-0.01,-0.02,0.22,0.01
1969-12-01,0.11,-0.04,-0.01,0.01,-0.09,-0.06,-0.1,0.09,-0.02,-0.02,0.02,0.03,-0.08,0.04,0.05,0.01,,,-0.3,0.02,0.05,-0.01,0.04,-0.02,-0.06,-0.12,0.0,0.13,-0.07,0.0
1970-01-01,-0.13,-0.18,0.13,0.02,0.01,0.34,0.13,0.0,0.1,0.28,0.03,0.03,0.3,0.0,0.02,0.01,,,-0.23,0.46,0.0,0.15,0.06,0.14,0.14,0.3,0.03,0.05,0.32,0.01
1970-02-01,0.06,0.24,-0.12,0.0,0.03,-0.12,0.09,-0.08,-0.1,0.02,0.12,0.18,0.42,0.05,0.03,0.13,,,0.27,-0.23,0.03,-0.06,0.04,0.68,0.63,0.39,0.07,0.02,0.42,-0.02
1970-03-01,-0.09,-0.41,0.09,0.01,-0.01,0.12,-0.02,-0.04,0.1,-0.25,-0.12,-0.13,-0.27,0.01,0.0,-0.13,,,-0.31,0.16,-0.02,0.03,-0.03,-0.71,-0.72,-0.25,-0.08,-0.03,-0.26,0.0
1970-04-01,-0.01,0.21,-0.1,0.0,0.0,-0.12,0.0,0.07,-0.13,-0.07,0.05,0.06,0.14,0.04,0.06,0.05,,,0.18,-0.28,-0.02,-0.02,0.01,0.3,0.26,0.09,0.04,-0.02,0.15,-0.02
1970-05-01,0.06,0.16,0.05,0.0,0.06,0.11,0.1,0.02,0.05,0.48,-0.01,-0.01,0.2,0.02,0.02,-0.02,,,0.08,0.32,0.04,0.09,0.0,0.53,0.5,0.19,-0.01,0.03,0.21,0.05
1970-06-01,-0.02,0.1,0.05,0.03,0.02,0.08,-0.03,-0.04,0.05,0.16,0.05,0.05,0.15,0.04,0.04,0.02,,,0.17,0.07,0.0,-0.04,0.05,0.21,0.17,0.13,0.01,-0.03,0.18,0.01
1970-07-01,0.01,-0.12,0.03,0.02,-0.04,-0.08,-0.03,0.0,0.0,-0.16,0.06,0.06,0.12,0.06,0.09,0.04,,,-0.21,-0.04,0.03,0.03,0.02,0.03,-0.03,0.05,0.0,0.05,0.13,0.01
1970-08-01,-0.04,0.11,0.02,0.01,0.05,0.1,0.02,0.04,-0.01,0.21,0.03,0.04,0.2,0.03,0.06,0.02,,,0.05,0.1,0.02,0.05,0.02,0.31,0.28,0.16,0.01,0.0,0.21,0.01
1970-09-01,-0.03,-0.05,0.06,-0.01,0.13,0.15,0.05,0.0,0.05,0.18,0.02,0.06,0.32,0.08,0.09,0.03,,,-0.06,0.23,0.0,0.05,-0.03,0.28,0.2,0.22,0.0,0.01,0.31,0.0
1970-10-01,0.17,-0.49,-0.05,-0.01,-0.02,-0.2,-0.08,0.06,-0.04,-0.5,0.01,0.06,-0.09,0.04,0.03,0.02,,,-0.64,-0.02,0.02,0.06,-0.05,-0.36,-0.4,-0.13,-0.01,0.07,-0.1,-0.03
1970-11-01,-0.1,-0.79,-0.06,-0.01,-0.07,0.24,-0.01,-0.03,-0.01,-0.68,0.03,0.1,0.03,0.07,0.02,0.04,,,-0.65,0.11,-0.02,-0.02,-0.03,-0.83,-0.91,0.0,-0.01,-0.09,0.02,0.02
1970-12-01,0.14,0.23,0.06,0.01,0.08,0.28,-0.08,0.03,0.04,0.74,0.04,0.04,0.18,0.05,0.06,0.04,,,0.16,0.51,0.01,0.05,0.02,0.59,0.54,0.13,0.03,0.02,0.19,0.03
1971-01-01,0.02,1.48,0.07,0.01,0.01,-0.12,-0.01,0.0,0.06,1.37,-0.01,-0.04,-0.01,0.04,0.04,-0.02,,,1.52,-0.11,-0.01,-0.06,-0.01,1.42,1.38,-0.04,0.01,-0.03,0.0,-0.01
1971-02-01,0.03,-0.08,0.04,0.01,0.06,-0.02,-0.01,0.01,-0.02,-0.08,0.08,0.05,0.26,0.06,0.12,0.07,,,-0.11,0.0,0.0,0.02,0.03,0.17,0.11,0.14,-0.02,0.02,0.27,0.02
1971-03-01,-0.14,0.33,0.01,0.0,0.01,-0.15,0.01,0.03,0.01,-0.04,0.06,0.06,0.09,0.04,0.04,0.06,,,0.32,-0.37,0.0,-0.09,0.0,0.19,0.16,0.05,-0.01,-0.01,0.09,-0.02
1971-04-01,0.23,0.07,0.09,0.02,0.0,0.08,-0.01,0.0,0.08,0.42,0.02,0.0,0.16,0.08,0.09,0.0,,,0.01,0.36,0.02,-0.03,-0.01,0.43,0.35,0.09,0.04,0.04,0.17,0.05
1971-05-01,-0.03,-0.12,-0.06,0.0,-0.04,-0.04,0.07,0.0,-0.05,-0.29,0.09,0.12,0.22,0.03,0.03,0.09,,,-0.12,-0.17,-0.01,-0.04,0.03,0.03,-0.01,0.19,0.01,0.01,0.22,-0.01
1971-06-01,0.14,0.45,0.05,0.01,-0.03,0.03,0.03,0.08,0.06,0.7,0.0,-0.01,0.09,0.06,0.05,-0.02,,,0.27,0.24,0.05,0.01,-0.01,0.73,0.66,0.05,0.01,0.05,0.11,0.04
1971-07-01,-0.12,-0.32,-0.06,0.02,0.0,-0.1,-0.01,-0.01,-0.05,-0.55,0.06,0.08,0.1,0.08,0.07,0.05,,,-0.21,-0.23,-0.01,0.05,-0.06,-0.26,-0.34,0.05,0.0,-0.08,0.12,0.01
1971-08-01,0.08,0.27,-0.06,0.01,0.07,-0.07,0.1,0.03,-0.02,0.29,0.02,0.04,0.27,0.06,0.02,0.01,,,0.12,0.01,0.02,0.02,0.04,0.7,0.64,0.26,0.0,0.11,0.28,0.0
1971-09-01,0.07,0.76,0.13,0.02,-0.08,0.02,-0.12,0.04,0.07,0.91,0.04,0.05,0.07,0.08,0.14,0.02,,,0.72,0.15,0.0,-0.01,0.05,0.85,0.78,-0.04,0.02,0.0,0.09,0.02
1971-10-01,-0.12,0.04,-0.03,0.02,0.0,0.07,0.08,0.03,-0.07,-0.09,0.01,0.01,0.31,0.09,0.14,-0.01,,,-0.02,-0.13,0.0,0.0,0.0,0.2,0.11,0.2,0.06,0.03,0.33,0.03
1971-11-01,0.21,0.0,0.04,0.02,-0.03,0.01,0.05,0.08,0.09,0.35,0.04,0.04,0.14,0.06,0.01,0.02,,,-0.09,0.35,0.0,0.04,0.07,0.46,0.4,0.16,-0.01,0.0,0.16,0.02
1971-12-01,0.02,-0.04,-0.08,0.04,0.16,0.07,0.1,0.02,-0.1,0.03,0.11,0.14,0.58,0.05,0.08,0.08,,,-0.17,0.07,0.01,0.08,0.07,0.65,0.6,0.54,0.02,0.11,0.61,0.01
1972-01-01,-0.07,0.35,0.05,-0.06,0.02,-0.44,0.04,0.11,0.08,-0.09,-0.03,-0.03,0.16,0.1,0.07,0.03,,,0.21,-0.44,-0.02,-0.01,0.05,0.4,0.31,0.04,-0.01,0.04,0.1,0.03
1972-02-01,-0.02,-0.18,0.07,0.01,0.06,0.21,0.03,-0.03,0.04,0.08,-0.01,0.02,0.15,0.03,0.07,-0.02,,,-0.17,0.26,0.01,0.03,-0.02,-0.04,-0.07,0.1,-0.02,0.02,0.16,0.01
1972-03-01,0.17,0.39,0.11,0.02,0.05,0.33,0.16,0.06,0.03,1.04,0.09,0.09,0.56,0.02,0.11,0.07,,,0.25,0.65,0.03,0.12,0.09,1.18,1.16,0.48,0.04,0.06,0.58,0.02
1972-04-01,-0.06,0.03,0.01,0.0,0.0,0.12,-0.06,-0.01,0.0,0.16,0.02,0.06,0.13,0.08,0.11,0.02,,,0.01,0.14,0.01,0.08,0.02,0.16,0.07,0.03,0.0,0.03,0.13,0.01
1972-05-01,0.2,0.2,0.0,-0.01,-0.05,0.14,0.02,0.05,0.01,0.57,-0.03,-0.01,-0.05,0.04,0.04,-0.02,,,0.09,0.37,0.01,0.02,-0.06,0.36,0.32,-0.1,0.01,0.05,-0.07,0.0
1972-06-01,-0.03,0.03,-0.02,0.03,0.06,0.0,0.07,0.03,0.0,0.03,0.04,0.03,0.27,0.07,0.06,0.01,,,0.01,0.0,0.02,0.03,0.04,0.34,0.27,0.25,0.0,-0.02,0.3,0.01
1972-07-01,0.1,0.21,0.06,-0.02,0.06,0.0,0.06,0.07,0.04,0.41,0.01,0.04,0.34,0.04,0.07,0.03,,,0.04,0.21,0.0,0.07,0.09,0.67,0.63,0.25,0.02,0.1,0.32,0.01
1972-08-01,0.07,0.18,0.07,-0.01,0.09,0.0,0.01,0.03,0.07,0.3,0.0,0.06,0.26,0.06,0.06,0.02,,,0.13,0.12,0.01,-0.02,0.0,0.46,0.4,0.18,0.02,0.01,0.24,0.01
1972-09-01,0.07,-0.09,-0.05,0.01,-0.08,0.07,0.0,0.02,-0.05,0.07,0.0,0.02,0.1,0.05,0.05,-0.01,,,-0.14,0.16,0.02,0.07,0.06,0.14,0.1,0.05,0.01,0.01,0.1,0.02
1972-10-01,0.22,0.64,0.2,0.08,-0.01,0.16,0.03,0.11,0.1,1.19,0.1,0.06,0.38,0.1,0.2,0.02,,,0.4,0.56,0.02,0.08,0.08,1.3,1.19,0.26,0.02,0.11,0.46,0.0
1972-11-01,-0.11,0.16,0.11,0.01,0.11,-0.07,0.02,-0.02,0.05,0.07,-0.01,0.02,0.32,0.03,0.08,-0.02,,,0.19,-0.09,0.01,0.03,0.05,0.36,0.33,0.24,0.01,-0.02,0.32,0.03
1972-12-01,-0.05,0.14,0.09,0.03,0.05,-0.05,0.07,-0.04,0.08,0.12,0.02,0.03,0.24,0.05,0.06,-0.01,,,0.06,-0.03,0.0,-0.01,0.02,0.34,0.3,0.21,0.02,0.12,0.27,-0.01
1973-01-01,0.18,0.56,-0.12,-0.08,0.03,-0.05,0.11,0.19,-0.01,0.8,-0.02,0.11,0.26,0.06,-0.05,0.06,,,0.24,0.24,0.05,0.11,0.02,1.14,1.08,0.23,0.03,0.07,0.18,0.01
1973-02-01,0.11,0.27,0.04,0.0,0.01,-0.09,0.03,0.13,0.06,0.42,0.04,0.07,0.19,0.06,0.04,0.04,,,0.1,0.15,0.02,0.06,0.0,0.66,0.6,0.16,0.04,0.01,0.2,0.01
1973-03-01,0.02,0.27,-0.06,0.04,-0.02,-0.26,0.01,-0.03,-0.06,-0.03,0.09,0.09,0.12,0.07,0.07,0.05,,,0.29,-0.3,0.01,0.0,-0.02,0.45,0.38,0.09,-0.01,0.0,0.16,0.0
1973-04-01,-0.07,-0.28,0.0,0.0,0.02,-0.09,-0.07,0.01,0.01,-0.42,-0.01,0.02,0.03,0.05,0.03,-0.01,,,-0.27,-0.14,0.01,0.01,0.04,-0.3,-0.34,0.0,-0.01,-0.03,0.03,0.0
1973-05-01,-0.06,0.06,0.12,-0.01,0.04,-0.07,-0.02,0.0,0.04,0.0,-0.01,0.04,0.22,0.04,0.13,0.0,,,0.08,-0.06,0.02,0.03,0.01,0.16,0.11,0.08,0.02,-0.04,0.21,0.0
1973-06-01,0.11,-0.63,-0.13,0.01,0.0,0.05,0.0,0.04,-0.15,-0.51,0.04,0.04,0.24,0.09,0.1,0.02,,,-0.64,0.12,0.0,0.11,0.01,-0.17,-0.25,0.15,0.09,-0.02,0.26,0.0
1973-07-01,-0.01,0.2,0.04,-0.05,0.01,0.55,0.03,-0.02,0.06,0.83,-0.09,0.03,0.01,0.05,0.03,-0.04,,,0.2,0.63,0.02,0.03,-0.03,0.21,0.15,-0.07,-0.06,0.01,-0.04,0.0
1973-08-01,-0.13,-0.19,0.06,-0.01,-0.04,-0.95,0.05,0.0,0.02,-1.28,-0.06,-0.02,0.05,0.04,0.08,-0.05,,,-0.23,-1.09,-0.01,-0.03,-0.02,-0.36,-0.4,-0.04,0.0,0.05,0.04,0.0
1973-09-01,0.18,0.58,0.16,-0.01,0.07,0.17,0.04,0.06,0.08,1.12,0.02,0.05,0.35,0.07,0.15,0.03,,,0.4,0.54,0.04,0.11,0.0,1.14,1.07,0.19,0.04,0.07,0.34,0.0
1973-10-01,-0.07,-0.51,-0.1,0.01,0.03,-0.04,-0.02,-0.02,-0.04,-0.67,0.05,0.01,-0.02,0.07,0.01,0.04,,,-0.48,-0.16,0.02,-0.02,-0.03,-0.55,-0.61,-0.02,-0.01,-0.03,-0.01,-0.01
1973-11-01,0.11,-0.07,0.02,0.01,-0.01,-0.02,-0.01,0.05,0.03,0.11,0.04,0.02,0.06,0.04,0.04,0.03,,,-0.06,0.18,0.01,0.06,-0.01,0.18,0.13,0.03,0.03,-0.07,0.07,0.01
1973-12-01,-0.09,-0.34,-0.48,0.01,-0.05,0.14,-0.09,-0.02,-0.36,-0.59,0.01,0.01,-0.27,0.03,-0.09,0.0,,,-0.22,-0.25,-0.01,0.05,-0.04,-0.51,-0.54,-0.16,0.01,-0.1,-0.26,-0.02
1974-01-01,0.13,-0.01,-0.22,-0.02,-0.08,-0.02,-0.02,0.06,-0.24,-0.09,-0.02,0.03,0.05,0.13,0.15,0.0,,,-0.14,-0.08,0.02,0.05,-0.05,0.19,0.06,-0.11,0.01,0.05,0.04,0.03
1974-02-01,-0.13,-0.28,-0.08,0.0,-0.05,-0.13,-0.04,-0.05,0.0,-0.53,0.0,0.04,-0.05,0.06,-0.01,-0.01,,,-0.21,-0.25,-0.02,0.01,-0.01,-0.36,-0.43,-0.03,0.0,0.01,-0.05,0.03
1974-03-01,0.0,0.31,-0.02,0.0,0.06,-0.2,0.02,0.06,-0.05,0.01,-0.01,0.01,0.14,0.07,0.1,-0.01,,,0.13,-0.3,0.01,-0.05,-0.07,0.37,0.31,0.05,0.02,0.11,0.15,0.0
1974-04-01,0.02,-0.04,0.22,0.0,0.01,0.0,0.07,-0.02,0.11,0.04,0.06,0.02,0.29,0.05,0.16,0.06,,,-0.04,0.08,0.04,-0.05,0.02,0.12,0.06,0.14,0.02,-0.02,0.29,-0.01
1974-05-01,-0.03,0.17,0.11,-0.01,0.04,-0.02,-0.05,0.03,0.1,0.14,0.0,0.04,0.16,0.08,0.09,0.01,,,0.08,-0.03,0.01,-0.08,0.04,0.2,0.12,0.06,0.01,0.05,0.15,-0.01
1974-06-01,-0.1,-0.35,0.11,0.02,0.07,0.13,0.01,-0.12,0.03,-0.37,0.08,0.03,0.12,0.03,0.12,0.06,,,-0.17,-0.02,-0.03,-0.08,-0.12,-0.48,-0.51,0.02,0.01,-0.03,0.13,0.0
1974-07-01,0.06,0.09,0.08,-0.02,0.04,0.22,-0.03,0.02,0.09,0.32,-0.05,0.0,0.03,0.05,0.04,-0.03,,,0.04,0.23,0.02,-0.15,-0.05,0.02,-0.03,-0.03,0.05,0.02,0.01,-0.01
1974-08-01,-0.13,0.66,-0.13,-0.01,0.08,0.15,0.04,-0.04,-0.11,0.63,-0.04,-0.02,0.13,0.07,0.06,-0.03,,,0.64,-0.04,0.01,0.06,-0.04,0.72,0.65,0.06,0.0,0.06,0.12,0.01
1974-09-01,-0.03,-0.83,0.11,0.01,0.06,-0.23,-0.02,-0.07,0.07,-1.14,0.02,0.04,0.13,0.03,0.07,0.01,,,-0.67,-0.31,-0.05,-0.13,0.0,-0.88,-0.92,0.06,-0.01,-0.04,0.13,-0.01
1974-10-01,-0.08,-0.56,0.28,0.0,0.03,-0.07,0.02,-0.12,0.17,-0.61,0.02,0.03,0.33,0.04,0.16,0.02,,,-0.36,-0.05,0.0,-0.07,0.06,-0.49,-0.53,0.18,0.03,-0.08,0.33,0.01
1974-11-01,-0.18,-0.67,-0.33,0.0,0.08,0.04,0.04,-0.11,-0.16,-0.96,0.01,-0.04,-0.1,0.05,-0.12,0.01,,,-0.47,-0.29,-0.01,0.0,-0.02,-0.76,-0.81,0.03,0.01,-0.07,-0.1,-0.04
1974-12-01,-0.07,-0.12,0.31,0.02,0.02,-0.44,-0.01,-0.12,0.22,-0.6,0.05,0.12,0.39,0.03,0.12,0.04,,,0.09,-0.48,-0.04,-0.2,0.04,-0.06,-0.1,0.29,0.06,-0.05,0.41,0.04
1975-01-01,0.25,0.45,-0.29,-0.02,0.08,0.15,0.05,0.1,-0.13,0.79,0.02,0.09,0.05,-0.03,-0.19,0.04,,,0.18,0.34,0.07,0.07,0.04,0.96,0.99,0.21,-0.02,0.1,0.02,-0.01
1975-02-01,0.1,0.44,0.05,-0.01,0.15,0.09,0.04,-0.01,-0.05,0.55,0.04,0.1,0.34,0.02,0.12,0.05,,,0.4,0.1,0.02,-0.04,-0.06,0.73,0.71,0.21,-0.02,0.04,0.33,0.0
1975-03-01,0.02,-0.5,0.1,-0.01,-0.05,0.25,-0.06,-0.05,-0.07,-0.27,0.0,-0.02,0.07,0.05,0.22,0.01,,,-0.47,0.23,0.0,0.03,-0.01,-0.57,-0.61,-0.16,-0.01,0.02,0.06,0.01
1975-04-01,-0.13,-0.01,0.28,0.02,-0.01,-0.04,0.09,-0.03,0.14,-0.18,0.06,0.09,0.27,0.01,0.15,0.04,,,0.0,-0.17,-0.02,-0.15,0.02,-0.12,-0.13,0.14,-0.02,0.05,0.29,-0.03
1975-05-01,0.49,0.61,-0.25,0.0,0.02,0.44,0.09,0.17,-0.05,1.79,0.05,0.06,0.21,0.02,-0.17,0.05,,,0.24,1.18,0.06,0.31,0.1,1.81,1.78,0.38,0.02,0.14,0.21,0.08
1975-06-01,-0.08,0.15,-0.02,0.03,0.02,-0.06,0.11,0.0,-0.01,-0.02,-0.02,-0.04,0.14,0.02,0.01,-0.05,,,0.09,-0.17,0.02,-0.01,0.0,0.23,0.21,0.15,0.02,0.04,0.16,0.01
1975-07-01,-0.08,0.42,0.04,0.01,0.0,0.03,-0.12,-0.01,-0.02,0.4,-0.01,-0.03,0.0,0.02,0.08,-0.02,,,0.46,-0.03,0.01,0.04,0.05,0.33,0.31,-0.07,0.01,-0.04,0.01,0.01
1975-08-01,0.12,-0.02,0.09,0.0,-0.02,-0.04,0.02,0.03,0.08,0.16,0.02,-0.03,0.09,0.08,0.09,0.02,,,-0.12,0.18,0.03,0.02,-0.02,0.21,0.13,0.0,0.01,0.05,0.09,0.05
1975-09-01,0.0,0.36,-0.12,-0.01,0.0,0.01,-0.01,0.05,-0.12,0.26,-0.09,0.04,0.01,0.02,0.02,-0.08,,,0.26,-0.1,0.04,0.01,-0.01,0.37,0.35,-0.03,0.0,0.01,0.0,-0.04
1975-10-01,-0.13,-0.25,-0.04,0.04,0.1,-0.16,0.15,-0.04,0.0,-0.57,0.19,0.15,0.52,0.03,-0.02,0.15,,,-0.15,-0.32,-0.02,-0.02,0.08,0.2,0.18,0.58,0.04,-0.04,0.56,0.03
1975-11-01,0.16,0.43,-0.19,0.01,0.0,0.01,0.1,0.1,-0.03,0.73,0.07,0.03,0.01,0.04,-0.12,0.06,,,0.26,0.3,0.02,0.16,0.0,0.93,0.9,0.15,0.0,0.06,0.03,0.01
1975-12-01,0.06,0.4,0.29,0.01,0.03,-0.07,0.02,0.01,0.16,0.53,0.08,0.06,0.42,0.04,0.17,0.07,,,0.18,0.13,0.05,-0.03,0.1,0.73,0.69,0.25,0.0,0.17,0.42,0.04
1976-01-01,0.01,0.14,0.23,0.03,0.02,0.33,0.1,0.03,0.12,0.67,0.02,-0.01,0.29,0.02,0.13,-0.01,,,0.16,0.53,0.02,0.07,0.02,0.43,0.42,0.2,0.02,-0.07,0.33,0.01
1976-02-01,-0.01,0.22,-0.31,0.01,0.08,0.04,-0.08,0.01,-0.13,0.07,0.01,0.02,-0.17,0.04,-0.14,0.0,,,0.25,-0.15,-0.01,-0.05,-0.05,0.19,0.15,-0.01,0.0,-0.03,-0.16,0.01
1976-03-01,-0.08,0.02,0.08,-0.01,-0.05,0.18,0.06,-0.01,0.05,0.2,0.03,0.09,0.3,0.02,0.05,0.04,,,0.0,0.18,-0.01,0.02,0.13,0.23,0.22,0.25,0.01,0.04,0.3,0.01
1976-04-01,0.13,0.19,0.11,-0.01,0.04,0.13,0.0,0.05,0.08,0.61,-0.01,0.04,0.11,0.05,0.08,0.0,,,0.1,0.42,0.03,0.08,-0.09,0.48,0.42,0.02,0.02,0.01,0.1,0.02
1976-05-01,-0.17,-0.55,0.02,0.01,0.02,0.0,0.02,-0.08,-0.01,-0.78,-0.01,-0.01,0.05,0.03,0.06,-0.02,,,-0.39,-0.23,-0.01,-0.05,-0.03,-0.74,-0.77,0.0,0.01,-0.08,0.06,-0.01
1976-06-01,0.16,0.48,0.03,0.01,0.04,0.19,0.04,0.07,0.06,0.98,0.02,-0.02,0.15,0.03,0.01,0.01,,,0.26,0.5,0.04,0.09,0.06,0.91,0.88,0.15,0.01,0.1,0.16,0.01
1976-07-01,0.04,0.08,0.04,0.01,0.03,-0.11,0.08,-0.01,0.0,-0.02,0.06,0.08,0.3,0.04,0.08,0.05,,,0.09,-0.09,0.0,-0.02,0.02,0.36,0.32,0.23,0.01,-0.01,0.3,0.01
