Date,Accommodations,Air transportation,Alcoholic beverages purchased for off-premises consumption,"Audio-video, photographic, and information processing equipment services",Children's and infants' clothing,Clothing and footwear,Commercial and vocational schools,Communication,Dental services,Durable goods,Education services,Educational books,Electricity,Electricity and gas,Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions",Financial services,Financial services and insurance,Financial services furnished without payment,Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption,Food furnished to employees (including military),Food produced and consumed on farms,Food services,Food services and accommodations,Foreign travel by U.S. residents,Fuel oil and other fuels,Furnishings and durable household equipment,Furniture and furnishings,Gambling,Garments,Gasoline and other energy goods,"Glassware, tableware, and household utensils",Goods,Gross output of nonprofit institutions,Ground transportation,Group housing,Health care,Higher education,Hospital and nursing home services,Hospitals,Household appliances,Household consumption expenditures (for services),Household maintenance,Household supplies,Household utilities,Housing,Housing and utilities,Imputed rental of owner-occupied nonfarm housing,Insurance,Internet access,Jewelry and watches,Less: Expenditures in the United States by nonresidents,Less: Receipts from sales of goods and services by nonprofit institutions,Life insurance,Luggage and similar personal items,"Magazines, newspapers, and stationery","Membership clubs, sports centers, parks, theaters, and museums",Men's and boys' clothing,"Motor vehicle fuels, lubricants, and fluids",Motor vehicle maintenance and repair,Motor vehicle parts and accessories,Motor vehicle services,Motor vehicles and parts,Musical instruments,Natural gas,Net expenditures abroad by U.S. residents,Net foreign travel,Net health insurance,Net household insurance,Net motor vehicle and other transportation insurance,Net purchases of used motor vehicles,New motor vehicles,Nondurable goods,"Nursery, elementary, and secondary schools",Nursing homes,Other clothing materials and footwear,Other durable goods,Other motor vehicle services,Other nondurable goods,Other recreational services,Other services,Outpatient services,Paramedical services,Personal care and clothing services,Personal care products,Pharmaceutical and other medical products,Physician services,Postal and delivery services,Professional and other services,Public transportation,Purchased meals and beverages,Recreation services,Recreational books,Recreational goods and vehicles,Recreational items,Rental of tenant-occupied nonfarm housing,Rental value of farm dwellings,Services,Social services and religious activities,"Sporting equipment, supplies, guns, and ammunition",Sports and recreational vehicles,Telecommunication services,Telephone and related communication equipment,Therapeutic appliances and equipment,Tobacco,Tools and equipment for house and garden,Transportation services,"Video, audio, photographic, and information processing equipment and media",Water supply and sanitation,Water transportation,Women's and girls' clothing
1959-10-01,0.03,0.03,-0.03,0.0,0.01,0.3,0.0,0.1,-0.01,-2.78,0.02,0.02,0.1,0.08,0.23,0.04,0.14,0.28,0.09,0.51,0.49,-0.01,0.05,0.25,0.28,0.07,-0.14,0.1,0.03,0.02,0.27,-0.01,0.0,-1.8,0.15,-0.01,-0.02,-0.05,0.02,-0.14,-0.17,0.05,2.02,-0.03,0.09,0.14,0.8,0.94,0.62,0.15,,0.04,0.01,-0.09,0.04,0.02,-0.11,0.06,0.1,0.14,0.1,-0.01,0.12,-3.0,0.0,-0.01,-0.12,0.08,0.04,0.01,0.06,0.57,-3.55,0.98,0.0,0.03,0.03,0.09,0.02,0.18,0.01,0.33,0.09,0.06,0.08,0.04,0.04,0.03,0.02,0.04,0.01,0.26,0.09,0.04,0.03,0.03,0.17,0.03,2.25,0.03,0.01,-0.01,0.08,0.0,0.01,0.19,0.02,0.13,-0.02,0.06,0.0,0.17
1960-01-01,0.03,-0.01,-0.05,0.11,0.01,0.11,0.0,0.07,0.01,1.84,0.05,0.0,0.18,0.25,0.2,-0.2,-0.17,0.04,0.03,-0.26,-0.13,-0.04,-0.08,-0.45,-0.41,0.2,0.12,-0.32,-0.03,0.02,0.08,0.18,-0.08,2.29,0.35,0.03,0.0,0.25,-0.02,0.15,0.0,-0.22,1.38,0.0,0.02,0.29,0.65,0.93,0.49,0.2,,-0.06,0.0,0.14,0.16,0.0,-0.01,0.04,0.03,0.07,0.04,0.04,0.05,2.34,0.0,0.07,0.05,0.2,0.03,0.01,0.0,-1.03,3.34,0.45,0.08,0.14,0.03,-0.08,0.01,0.42,0.0,0.33,0.11,0.05,-0.03,0.14,0.14,0.04,-0.02,0.05,0.02,-0.4,0.18,-0.01,-0.09,0.06,0.14,0.02,1.59,-0.02,0.0,-0.06,0.09,0.0,-0.02,0.01,0.0,0.07,-0.03,0.04,0.0,0.05
1960-04-01,0.0,0.0,0.12,0.03,0.01,0.23,0.0,0.1,0.04,1.31,0.04,0.01,0.04,0.09,0.08,0.08,0.12,0.23,0.04,0.5,0.52,0.01,-0.14,0.39,0.38,0.13,-0.17,0.17,0.01,0.0,0.16,0.47,0.01,3.13,0.11,-0.03,0.0,0.14,0.06,-0.11,-0.2,0.12,1.93,0.12,0.16,0.11,0.57,0.68,0.43,0.11,,0.02,0.01,0.03,0.14,0.04,0.17,0.05,-0.04,0.64,0.05,0.08,0.05,0.91,0.01,0.05,-0.02,0.14,0.0,0.01,-0.03,0.86,-0.03,1.82,-0.02,0.09,0.07,0.09,0.0,0.62,0.0,0.38,0.25,0.04,-0.1,0.15,0.07,0.17,0.0,0.11,-0.03,0.37,0.09,0.03,0.13,0.16,0.14,0.0,2.01,-0.02,0.06,-0.04,0.1,0.0,0.02,-0.06,0.03,0.03,0.07,0.02,0.0,0.19
1960-07-01,0.01,0.05,0.0,0.03,0.0,-0.51,0.0,0.11,0.02,-0.43,0.05,-0.01,-0.03,-0.03,0.01,-0.02,-0.04,0.05,-0.03,-0.45,-0.45,0.01,0.0,-0.34,-0.33,-0.11,-0.05,-0.57,-0.37,0.01,-0.46,-0.32,0.0,-1.34,-0.47,-0.09,0.01,-0.51,0.06,-0.28,-0.34,-0.19,-0.27,0.02,0.05,-0.01,0.71,0.69,0.49,0.1,,-0.02,-0.08,-0.49,0.12,-0.03,-0.09,-0.01,-0.31,-0.27,0.07,-0.02,0.07,0.44,-0.01,0.0,0.03,-0.19,-0.02,0.01,-0.01,-0.15,0.61,-0.91,-0.01,0.05,-0.04,-0.08,0.0,0.37,0.0,-0.23,-0.22,0.03,0.01,0.07,0.1,-0.27,0.03,-0.21,-0.04,-0.34,0.03,-0.03,-0.22,0.04,0.24,-0.04,-0.25,-0.03,-0.01,-0.04,0.08,0.0,-0.02,0.18,0.0,0.03,-0.14,0.01,0.0,-0.16
1960-10-01,-0.01,0.01,0.03,0.04,0.0,-0.12,0.0,0.11,0.04,-1.38,0.05,0.0,0.1,0.23,-0.06,-0.08,-0.07,-0.1,0.01,-0.15,-0.12,0.01,-0.06,0.04,0.03,-0.04,0.07,-0.09,-0.03,0.0,0.08,0.0,0.0,-1.27,0.22,-0.05,0.0,0.4,0.03,0.18,0.11,-0.07,1.85,-0.01,0.16,0.25,0.89,1.14,0.68,-0.03,,-0.04,0.03,0.28,0.0,0.01,0.01,0.03,0.06,-0.06,0.06,0.02,0.06,-1.35,0.0,0.14,-0.1,-0.01,-0.03,0.01,0.0,0.13,-1.5,0.11,0.02,0.07,-0.19,-0.01,0.01,0.38,0.0,0.28,0.22,0.04,0.02,0.13,0.16,0.14,0.01,0.14,-0.04,0.03,0.08,0.0,0.06,0.11,0.26,-0.04,1.79,-0.02,0.04,0.01,0.1,0.0,0.02,-0.08,0.0,0.02,0.0,0.01,0.0,0.01
1961-01-01,0.0,-0.04,0.03,0.02,0.01,0.28,-0.02,0.09,0.02,-2.95,-0.02,0.01,0.03,-0.08,-0.09,0.7,0.78,0.72,0.08,0.63,0.59,0.03,0.0,0.19,0.19,0.06,-0.23,-0.03,-0.16,0.01,0.22,-0.24,0.0,-2.03,0.01,-0.02,0.0,0.21,-0.06,0.25,0.21,0.13,1.97,0.05,0.21,-0.06,0.62,0.56,0.41,-0.06,,-0.03,0.03,0.1,-0.11,0.03,-0.11,0.04,0.05,-0.01,0.03,0.03,0.04,-2.95,0.0,-0.11,0.03,0.08,0.02,0.0,0.03,0.08,-3.05,0.93,0.06,0.04,0.06,-0.01,0.01,0.25,0.0,0.22,-0.04,0.05,0.16,0.05,0.07,-0.11,0.0,-0.16,-0.05,0.16,0.08,0.03,0.03,-0.15,0.2,0.0,1.88,0.01,0.03,-0.07,0.09,0.0,-0.03,0.16,0.0,-0.02,0.05,0.02,0.0,0.16
1961-04-01,0.03,0.05,-0.01,0.02,0.01,0.33,-0.02,0.09,0.01,1.07,0.22,0.01,0.21,0.53,0.24,0.05,0.07,0.4,0.02,0.85,0.79,0.0,0.07,-0.22,-0.19,-0.06,0.16,0.25,0.25,0.02,0.25,0.48,-0.02,3.23,0.93,-0.04,0.0,0.56,0.2,0.22,0.2,0.03,2.62,-0.34,0.14,0.56,0.52,1.07,0.32,0.33,,0.01,-0.01,0.69,0.21,0.03,-0.17,0.04,0.1,0.32,0.04,0.09,0.06,0.55,0.01,0.33,-0.07,-0.07,0.07,0.0,0.05,-0.52,0.99,2.16,0.04,0.02,0.08,0.06,0.02,0.5,0.02,0.6,0.34,0.06,0.06,0.1,0.18,0.28,0.01,0.61,0.01,-0.22,0.1,0.03,0.21,0.14,0.16,0.04,2.86,0.05,0.01,-0.02,0.08,0.0,0.01,0.19,0.0,0.07,0.18,0.02,0.0,0.13
1961-07-01,0.02,0.01,-0.1,0.04,0.01,0.25,-0.02,0.09,0.02,1.25,-0.06,0.01,0.0,-0.1,0.08,-0.37,-0.37,-0.47,0.0,-0.14,-0.05,0.02,0.0,-0.07,-0.05,0.06,-0.27,0.33,0.22,0.02,0.2,-0.42,0.02,1.37,0.11,-0.04,-0.03,0.17,-0.07,0.22,0.2,0.07,0.51,-0.06,0.17,-0.07,0.68,0.61,0.48,-0.1,,-0.01,-0.05,0.02,-0.16,0.06,0.03,0.01,0.11,-0.15,0.05,0.12,0.08,0.61,0.01,-0.11,0.01,0.01,0.05,0.0,0.01,0.0,0.49,0.12,0.03,0.02,0.05,0.1,0.03,0.43,0.01,0.11,-0.05,0.07,0.22,0.09,0.16,-0.14,0.0,-0.14,-0.03,-0.09,0.09,0.02,0.21,0.13,0.18,0.05,0.59,0.06,0.03,0.03,0.09,0.0,0.04,-0.17,0.01,0.05,0.12,0.03,0.0,0.08
1961-10-01,0.04,0.04,0.17,0.03,0.01,0.86,-0.01,0.13,0.0,2.6,0.06,0.0,0.17,0.24,0.19,0.13,0.12,0.22,-0.02,0.39,0.26,0.02,-0.04,0.39,0.43,0.11,-0.02,0.39,0.27,0.03,0.71,0.05,0.03,4.8,0.38,0.02,-0.01,0.32,0.04,0.19,0.16,0.08,3.3,0.23,0.3,0.27,1.07,1.34,0.75,0.1,,0.1,-0.03,0.18,0.01,0.03,-0.03,0.13,0.2,0.07,0.08,0.03,0.1,1.89,0.01,0.06,-0.04,0.08,0.06,0.0,0.02,-0.13,1.99,2.21,0.03,0.03,0.15,0.18,0.02,0.9,0.02,0.62,0.13,0.09,-0.01,0.2,0.22,0.04,0.03,0.1,0.07,0.37,0.21,-0.01,0.14,0.14,0.29,0.04,3.49,0.04,0.01,0.05,0.1,0.0,0.05,0.12,0.01,0.17,0.08,0.03,0.0,0.5
1962-01-01,-0.05,0.04,0.31,-0.01,0.0,0.16,0.01,0.1,0.03,1.17,0.06,0.01,0.1,0.29,0.08,-0.3,-0.35,-0.26,-0.05,-0.05,-0.3,0.02,-0.06,0.29,0.24,0.04,0.13,0.06,0.01,0.03,0.12,0.51,0.04,2.49,0.28,-0.03,0.01,0.49,0.03,0.23,0.19,-0.01,1.73,0.04,0.22,0.33,0.58,0.9,0.39,0.09,,0.04,0.01,0.2,0.03,-0.02,0.33,-0.02,-0.05,0.38,0.08,0.07,0.09,1.06,0.0,0.19,0.08,0.06,0.05,0.0,0.01,0.2,0.79,1.32,0.02,0.04,0.05,0.09,0.01,0.7,0.01,0.26,0.26,0.08,-0.08,0.02,0.06,0.14,0.03,0.1,0.0,0.28,0.01,0.0,-0.03,0.01,0.17,0.01,1.81,-0.02,-0.03,-0.02,0.07,0.0,0.06,-0.02,0.03,0.09,0.01,0.03,0.0,0.17
1962-04-01,0.05,0.01,-0.01,0.11,0.01,0.35,0.03,0.08,0.05,1.46,0.08,0.01,0.15,0.03,-0.08,0.25,0.31,0.35,0.05,-0.08,-0.03,-0.01,-0.04,0.19,0.24,0.02,-0.02,0.22,0.16,0.04,0.36,0.04,0.02,2.11,0.08,0.04,-0.02,0.56,0.02,0.21,0.17,0.02,2.98,-0.23,0.08,0.05,1.0,1.05,0.81,0.04,,0.04,0.02,0.15,0.04,0.08,0.0,0.14,0.13,0.07,0.08,0.1,0.09,0.91,0.0,-0.12,-0.04,0.04,-0.02,0.0,0.02,-0.08,0.9,0.65,0.03,0.04,-0.01,0.18,0.01,0.34,0.0,0.33,0.35,0.1,0.48,0.12,0.12,0.2,0.02,-0.07,0.05,0.21,0.31,0.03,0.15,0.05,0.26,-0.05,2.9,-0.06,0.03,0.03,0.06,0.0,0.05,0.0,0.02,0.14,0.06,0.02,0.0,0.22
1962-07-01,0.14,-0.03,0.15,-0.05,0.01,0.14,0.03,0.08,0.04,0.41,0.11,0.01,-0.04,0.14,-0.08,-0.35,-0.27,-0.16,0.08,0.6,0.52,0.0,-0.07,0.13,0.27,0.08,-0.12,0.46,0.4,0.02,0.12,-0.02,-0.02,1.61,0.12,-0.05,0.0,0.58,0.05,0.23,0.18,0.07,1.73,0.1,0.11,0.17,0.74,0.91,0.55,0.11,,0.02,0.07,0.2,0.03,-0.06,0.17,-0.15,0.0,0.1,0.1,0.03,0.11,-0.33,0.01,0.17,0.05,0.15,0.02,0.0,0.06,0.34,-0.7,1.21,0.03,0.06,0.02,0.03,0.01,0.49,0.01,0.28,0.34,0.1,-0.13,0.05,0.06,0.2,0.0,0.0,-0.08,0.12,-0.18,0.03,0.24,0.12,0.22,-0.03,1.65,-0.05,-0.01,0.05,0.08,0.0,0.05,-0.08,0.02,0.03,0.16,0.03,0.0,0.11
1962-10-01,0.08,0.04,0.04,0.01,0.01,0.25,0.03,0.12,0.03,2.43,0.1,0.01,0.12,0.29,-0.07,-0.08,-0.02,0.06,0.06,-0.33,-0.33,0.0,-0.04,0.21,0.29,0.04,0.23,0.14,0.01,0.02,0.21,0.43,0.0,3.32,0.12,-0.01,0.0,0.5,0.04,0.22,0.15,0.11,2.53,0.01,0.08,0.32,1.05,1.37,0.78,0.08,,0.04,0.01,0.19,0.03,0.02,0.1,0.09,0.06,0.2,0.09,0.12,0.1,1.99,0.01,0.17,-0.02,0.06,0.01,0.0,0.04,-0.56,2.43,0.89,0.03,0.07,0.04,0.13,0.01,0.54,0.01,0.06,0.28,0.1,-0.29,0.08,0.11,0.15,0.0,0.09,0.03,0.21,0.12,0.03,0.18,0.08,0.33,-0.05,2.46,-0.03,-0.03,0.06,0.12,0.0,0.06,0.11,0.02,0.12,0.12,0.04,0.0,0.14
1963-01-01,0.07,0.04,0.02,0.05,0.01,-0.12,0.01,0.14,-0.02,1.11,0.07,0.0,0.17,0.33,0.02,-0.17,-0.17,-0.14,0.0,0.01,-0.05,-0.02,0.04,-0.03,0.04,-0.11,0.33,0.33,0.19,0.01,-0.08,0.44,-0.01,1.95,0.27,-0.02,-0.01,0.28,0.02,0.2,0.17,0.14,0.86,0.02,0.07,0.38,0.28,0.65,0.15,0.03,,0.03,-0.06,0.24,0.01,-0.01,0.04,0.05,-0.03,0.12,0.08,-0.02,0.1,0.74,0.0,0.16,-0.04,-0.17,0.03,0.0,-0.01,0.35,0.4,0.84,0.03,0.03,-0.04,-0.05,0.01,0.52,0.01,-0.22,0.08,0.06,-0.14,0.1,0.16,0.04,0.03,-0.16,0.03,-0.01,0.12,0.01,0.1,0.13,0.13,0.01,0.88,0.03,0.02,0.02,0.11,0.0,-0.08,0.06,0.01,0.12,0.04,0.05,0.0,-0.06
1963-04-01,-0.13,0.04,0.06,0.04,0.02,0.19,0.0,0.08,-0.05,1.21,0.05,0.01,-0.04,-0.4,0.19,0.15,0.3,0.35,0.15,0.4,0.35,0.0,-0.01,0.22,0.08,0.31,-0.36,0.19,0.3,0.01,0.23,-0.19,-0.02,1.75,0.45,-0.02,-0.02,0.19,0.03,0.21,0.16,-0.09,1.89,-0.08,0.1,-0.35,0.52,0.16,0.34,0.06,,0.02,-0.02,0.26,-0.03,0.04,-0.1,-0.02,0.01,0.17,0.09,0.02,0.11,0.68,0.02,-0.36,-0.07,0.29,0.06,0.0,0.04,-0.08,0.74,0.53,0.02,0.05,-0.04,0.08,0.02,0.14,0.01,0.93,-0.02,0.06,0.31,0.07,0.02,-0.03,-0.06,0.21,0.02,0.21,0.04,0.01,0.27,0.12,0.14,0.06,2.08,0.08,0.01,0.01,0.14,0.0,0.0,-0.01,0.0,0.13,0.22,0.05,0.0,0.2
1963-07-01,0.07,0.03,0.11,0.14,0.01,0.54,-0.01,0.11,-0.04,0.73,0.05,0.01,0.13,0.44,0.24,0.22,0.34,0.55,0.12,0.45,0.36,-0.01,-0.01,-0.02,0.04,0.04,0.08,0.48,0.28,0.01,0.47,-0.06,0.04,2.14,0.39,0.0,0.02,0.15,0.04,0.13,0.04,0.13,3.16,0.05,0.23,0.5,0.76,1.26,0.47,0.21,,0.02,-0.02,0.15,0.14,0.07,0.04,0.22,0.12,-0.14,0.1,0.01,0.12,0.05,0.0,0.31,0.07,0.02,0.02,0.0,0.05,0.51,-0.48,1.41,0.02,0.09,0.07,0.09,0.02,0.48,0.01,0.61,0.02,0.07,-0.03,0.03,0.07,-0.01,0.0,0.31,0.03,-0.01,0.39,0.01,0.11,0.02,0.24,0.03,3.4,0.1,-0.02,0.0,0.11,0.0,-0.01,0.02,0.02,0.15,0.12,0.06,0.0,0.33
1963-10-01,0.02,0.04,0.06,-0.12,-0.01,-0.28,-0.01,0.1,0.01,0.9,0.06,0.02,0.02,-0.13,0.22,0.21,0.29,0.61,0.08,0.17,0.1,0.01,0.0,0.31,0.32,-0.03,0.0,0.29,0.18,0.04,-0.24,0.15,-0.03,0.72,0.42,0.01,0.0,0.37,0.05,0.22,0.11,0.14,2.43,-0.15,0.01,-0.08,0.75,0.66,0.48,0.32,,-0.02,-0.04,0.2,0.23,-0.02,-0.1,-0.25,-0.11,0.15,0.09,0.09,0.11,0.51,0.0,-0.14,-0.01,-0.07,0.05,0.0,0.04,-0.61,1.04,-0.18,0.02,0.11,-0.03,-0.04,0.02,-0.22,0.02,0.62,0.15,0.07,0.35,0.01,0.02,0.07,-0.03,0.23,0.05,0.3,-0.31,0.08,0.14,0.01,0.22,0.05,2.65,0.1,-0.02,0.06,0.12,0.0,-0.02,-0.16,0.0,0.16,0.02,0.04,0.0,-0.13
1964-01-01,0.03,0.03,0.02,0.02,0.0,1.25,0.0,0.02,0.09,2.27,0.08,0.01,0.16,0.4,0.32,-0.06,0.02,-0.13,0.08,0.45,0.45,0.0,-0.03,0.54,0.57,-0.07,-0.05,0.89,0.69,0.01,1.04,0.31,0.05,4.91,0.68,0.01,0.0,0.89,0.06,0.34,0.2,0.13,2.86,0.02,0.17,0.41,0.59,1.01,0.37,-0.15,,-0.03,-0.09,0.36,-0.25,0.11,-0.01,0.29,0.38,0.36,0.08,0.09,0.1,0.64,0.01,0.23,0.07,-0.16,0.05,0.0,0.05,0.32,0.23,2.64,0.02,0.14,0.21,0.2,0.02,0.63,0.02,0.05,0.54,0.11,0.04,0.13,0.0,0.34,0.03,-0.06,0.05,0.54,0.33,0.08,0.54,0.17,0.21,0.01,3.18,0.11,0.14,0.12,-0.01,0.0,0.1,0.11,0.02,0.14,0.19,0.01,0.0,0.66
1964-04-01,0.06,0.04,0.15,0.04,-0.01,0.81,0.02,0.28,0.18,1.55,0.1,0.02,0.1,0.01,0.06,-0.04,-0.01,0.3,0.02,1.21,1.08,0.0,-0.02,0.26,0.32,0.08,0.17,0.64,0.28,0.04,0.65,0.43,0.14,4.46,0.22,0.0,0.0,0.9,0.06,0.15,0.04,0.16,2.75,0.31,0.38,0.01,0.68,0.69,0.52,0.32,,0.09,-0.03,0.16,0.31,-0.01,0.29,-0.17,0.27,0.26,0.09,0.09,0.11,0.29,0.02,-0.08,-0.02,0.05,0.04,0.0,-0.03,-0.19,0.38,2.92,0.02,0.1,0.16,0.12,0.01,0.47,0.02,0.46,0.75,0.09,-0.15,0.14,0.1,0.48,0.08,-0.17,0.04,0.27,-0.07,0.06,0.49,0.14,0.2,-0.04,2.8,0.03,0.05,0.06,0.2,0.0,0.02,-0.57,0.06,0.15,0.3,0.0,0.0,0.39
1964-07-01,0.05,0.06,0.08,0.09,0.0,0.46,0.02,0.09,0.17,1.97,0.12,0.02,0.13,0.18,0.0,0.24,0.23,0.48,-0.01,1.02,0.96,0.0,-0.02,0.16,0.2,-0.02,0.32,0.22,0.13,0.02,0.46,0.53,0.05,4.95,0.11,0.01,0.01,0.81,0.07,0.07,0.03,0.01,2.65,-0.11,0.14,0.18,0.73,0.91,0.53,0.25,,0.16,-0.01,0.12,0.21,0.02,-0.16,-0.05,0.2,0.22,0.08,0.01,0.1,1.23,0.0,0.05,0.08,-0.04,0.04,0.0,0.01,-0.06,1.28,2.98,0.03,0.04,-0.01,0.24,0.02,0.97,0.01,0.0,0.74,0.12,0.02,0.1,0.04,0.45,0.0,-0.11,0.07,0.16,0.08,0.05,0.28,0.17,0.23,-0.04,2.65,0.02,0.07,0.06,0.09,0.0,0.03,0.61,0.02,0.17,0.1,0.0,0.0,0.26
1964-10-01,-0.04,0.05,0.06,0.14,0.01,0.3,0.02,0.23,0.12,-1.8,0.13,-0.03,0.03,0.13,0.01,-0.13,-0.14,0.03,-0.01,0.25,0.19,0.01,-0.01,0.24,0.19,0.15,-0.01,0.29,0.08,0.05,0.28,-0.07,0.09,-1.52,0.01,-0.01,0.0,0.46,0.08,-0.1,-0.06,0.1,2.66,-0.11,0.09,0.14,0.97,1.12,0.71,0.17,,0.04,-0.04,0.0,0.15,0.03,-0.3,0.08,0.12,-0.06,0.07,-0.03,0.09,-2.35,0.02,0.11,-0.08,0.11,0.02,-0.01,0.01,0.22,-2.54,0.28,0.02,-0.04,0.02,0.01,0.02,-0.19,0.01,0.45,0.55,0.09,0.17,0.0,-0.06,0.34,-0.02,-0.09,0.03,0.23,0.29,-0.1,0.26,0.06,0.29,-0.03,2.66,0.02,0.04,0.02,0.25,0.0,-0.03,0.1,0.02,0.12,0.28,0.01,0.0,0.14
1965-01-01,0.0,0.02,-0.02,-0.06,0.03,0.03,0.01,0.07,-0.01,5.43,0.11,0.0,0.06,0.0,-0.01,0.15,0.19,0.27,0.04,0.77,0.82,0.02,-0.02,0.57,0.57,0.15,-0.18,0.02,0.19,0.01,0.04,-0.07,0.0,6.9,0.37,-0.01,0.0,0.41,0.08,0.36,0.35,-0.2,2.33,-0.08,0.01,0.04,0.7,0.74,0.48,0.08,,0.07,0.0,0.37,0.07,0.09,0.33,0.09,0.0,0.11,0.06,0.05,0.07,5.02,0.0,-0.06,0.05,0.15,0.03,-0.01,-0.01,-0.19,5.16,1.48,0.02,0.02,-0.01,0.2,0.01,0.75,0.01,0.22,0.05,0.09,-0.21,0.12,0.11,-0.04,0.01,0.18,0.01,0.56,0.05,0.01,0.19,0.07,0.2,0.02,2.32,0.0,0.0,0.07,0.07,0.0,0.04,0.06,0.03,0.08,0.11,0.04,0.0,0.01
1965-04-01,0.15,0.07,0.12,0.01,0.02,-0.05,0.01,0.18,-0.09,0.12,0.09,0.01,0.16,0.33,0.2,0.08,0.14,0.26,0.06,0.51,0.45,0.04,-0.05,0.54,0.69,-0.07,0.1,0.25,0.04,-0.02,-0.06,0.44,0.05,1.54,0.45,0.03,0.01,-0.07,0.07,0.16,0.22,0.12,2.74,0.1,0.16,0.37,0.71,1.07,0.45,0.12,,-0.04,-0.05,0.25,0.05,-0.03,0.05,-0.01,0.01,0.33,0.06,0.01,0.08,-0.54,0.02,0.17,-0.07,-0.12,0.05,-0.01,0.03,0.39,-0.94,1.43,0.02,-0.06,0.02,-0.05,0.02,0.52,0.01,0.63,-0.23,0.04,0.25,0.04,0.0,-0.18,0.04,0.03,0.09,0.5,-0.01,0.03,0.45,0.14,0.24,0.02,2.94,0.08,0.07,0.06,0.14,0.0,0.01,0.2,0.03,0.17,0.28,0.04,0.0,-0.1
1965-07-01,0.06,0.05,0.06,-0.01,0.03,0.62,0.01,0.2,-0.1,2.06,0.12,-0.03,-0.03,0.04,0.28,0.27,0.32,0.3,0.05,0.95,0.9,0.03,-0.01,0.3,0.36,-0.02,0.28,0.56,0.26,-0.01,0.51,0.41,0.11,4.33,0.49,0.02,0.0,-0.43,0.1,0.15,0.15,0.15,2.44,0.11,0.25,0.05,0.87,0.92,0.62,-0.02,,0.23,-0.02,0.21,-0.04,0.02,-0.05,0.02,0.21,0.13,0.09,0.0,0.11,0.9,0.01,0.07,0.14,-0.04,0.0,-0.01,0.03,0.37,0.53,2.27,0.01,0.0,0.11,0.23,0.02,0.29,0.01,1.07,-0.58,0.04,0.22,0.18,0.11,-0.52,0.0,0.35,0.07,0.27,0.01,-0.01,0.37,0.09,0.2,0.04,2.72,0.12,0.05,0.04,0.2,0.0,0.0,-0.43,0.04,0.19,0.27,0.02,0.0,0.28
1965-10-01,0.06,0.05,0.19,0.14,0.03,1.16,0.01,0.21,-0.07,2.62,0.11,0.03,0.18,0.07,0.21,0.61,0.65,0.66,0.04,3.1,2.94,0.04,-0.03,0.44,0.5,0.07,-0.09,1.0,0.61,-0.01,0.99,0.2,0.1,8.29,0.44,0.03,0.0,0.0,0.08,0.23,0.17,0.23,3.22,0.08,0.33,0.09,0.8,0.89,0.57,0.02,,0.19,-0.11,0.23,0.01,0.07,0.23,0.01,0.23,0.3,0.08,0.09,0.1,0.34,0.03,-0.1,0.05,-0.04,0.03,-0.01,-0.01,-0.31,0.55,5.67,0.02,0.06,0.17,0.45,0.02,1.21,0.02,0.85,-0.24,0.01,0.32,0.24,0.11,-0.17,0.01,0.07,0.07,0.4,0.16,0.06,0.84,0.33,0.2,0.03,3.44,0.11,0.14,0.08,0.2,0.0,0.16,-0.08,0.06,0.17,0.53,0.02,0.0,0.73
1966-01-01,0.01,0.05,0.11,0.02,0.0,0.64,0.03,0.03,0.02,2.88,0.1,0.02,0.06,0.1,0.06,0.0,0.02,0.14,0.02,-0.29,-0.37,0.05,-0.03,0.44,0.45,0.06,-0.17,0.32,0.01,0.03,0.44,0.02,0.11,4.02,0.38,-0.06,0.0,0.4,0.05,0.33,0.25,0.13,1.96,-0.13,0.11,0.1,0.49,0.59,0.32,0.12,,0.35,0.05,0.32,0.05,0.06,0.34,-0.02,0.13,0.19,0.11,0.12,0.13,1.63,0.01,0.04,0.02,0.11,0.04,-0.01,0.04,0.15,1.36,1.13,0.01,0.08,0.2,0.45,0.01,0.76,0.02,0.22,0.07,0.0,-0.1,0.1,-0.03,0.04,0.02,0.15,-0.01,0.39,0.04,0.05,0.49,0.1,0.18,-0.01,2.02,0.07,0.1,0.1,0.0,0.0,0.02,0.14,0.06,0.11,0.23,0.01,0.0,0.3
1966-04-01,-0.05,0.1,0.07,0.04,0.0,0.11,0.05,0.39,0.09,-2.45,0.08,-0.01,0.11,0.27,-0.11,-0.16,-0.16,-0.1,0.0,0.16,0.06,0.05,0.03,0.1,0.05,0.04,0.14,-0.04,-0.04,0.0,0.14,0.42,-0.01,-1.04,0.26,0.03,0.0,0.81,0.03,0.46,0.36,-0.02,2.17,-0.19,0.15,0.26,0.48,0.74,0.33,0.06,,-0.06,-0.07,0.37,-0.05,-0.03,0.08,0.16,0.09,0.29,0.09,-0.04,0.1,-2.66,0.01,0.16,-0.04,-0.04,0.05,0.0,0.07,-0.08,-2.54,1.41,0.01,0.1,-0.03,-0.11,0.01,0.72,0.02,0.23,0.34,0.02,-0.11,0.09,0.05,0.24,0.0,0.09,0.13,0.05,0.22,-0.01,0.35,0.11,0.12,0.02,2.07,0.01,0.07,0.06,0.39,0.0,-0.02,0.27,0.02,0.23,0.22,-0.01,0.0,0.05
