Date,Accommodations,Air transportation,Alcoholic beverages purchased for off-premises consumption,"Audio-video, photographic, and information processing equipment services",Children's and infants' clothing,Clothing and footwear,Commercial and vocational schools,Communication,Dental services,Durable goods,Education services,Educational books,Electricity,Electricity and gas,Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions",Financial services,Financial services and insurance,Financial services furnished without payment,Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption,Food furnished to employees (including military),Food produced and consumed on farms,Food services,Food services and accommodations,Foreign travel by U.S. residents,Fuel oil and other fuels,Furnishings and durable household equipment,Furniture and furnishings,Gambling,Garments,Gasoline and other energy goods,"Glassware, tableware, and household utensils",Goods,Gross output of nonprofit institutions,Ground transportation,Group housing,Health care,Higher education,Hospital and nursing home services,Hospitals,Household appliances,Household consumption expenditures (for services),Household maintenance,Household supplies,Household utilities,Housing,Housing and utilities,Imputed rental of owner-occupied nonfarm housing,Insurance,Internet access,Jewelry and watches,Less: Expenditures in the United States by nonresidents,Less: Receipts from sales of goods and services by nonprofit institutions,Life insurance,Luggage and similar personal items,"Magazines, newspapers, and stationery","Membership clubs, sports centers, parks, theaters, and museums",Men's and boys' clothing,"Motor vehicle fuels, lubricants, and fluids",Motor vehicle maintenance and repair,Motor vehicle parts and accessories,Motor vehicle services,Motor vehicles and parts,Musical instruments,Natural gas,Net expenditures abroad by U.S. residents,Net foreign travel,Net health insurance,Net household insurance,Net motor vehicle and other transportation insurance,Net purchases of used motor vehicles,New motor vehicles,Nondurable goods,"Nursery, elementary, and secondary schools",Nursing homes,Other clothing materials and footwear,Other durable goods,Other motor vehicle services,Other nondurable goods,Other recreational services,Other services,Outpatient services,Paramedical services,Personal care and clothing services,Personal care products,Pharmaceutical and other medical products,Physician services,Postal and delivery services,Professional and other services,Public transportation,Purchased meals and beverages,Recreation services,Recreational books,Recreational goods and vehicles,Recreational items,Rental of tenant-occupied nonfarm housing,Rental value of farm dwellings,Services,Social services and religious activities,"Sporting equipment, supplies, guns, and ammunition",Sports and recreational vehicles,Telecommunication services,Telephone and related communication equipment,Therapeutic appliances and equipment,Tobacco,Tools and equipment for house and garden,Transportation services,"Video, audio, photographic, and information processing equipment and media",Water supply and sanitation,Water transportation,Women's and girls' clothing
1966-07-01,0.05,-0.2,0.01,0.06,0.0,0.35,0.05,-0.04,0.11,1.94,0.11,0.01,0.14,0.09,-0.11,-0.24,-0.23,-0.18,0.01,0.21,0.21,0.06,-0.01,0.1,0.15,-0.08,0.14,0.59,0.34,0.04,0.38,0.23,0.04,3.05,0.05,0.11,0.0,0.66,0.04,0.24,0.12,0.18,1.71,0.23,0.05,0.09,0.73,0.81,0.56,0.05,,0.03,-0.05,0.16,-0.01,0.02,0.17,0.07,0.39,0.09,0.07,0.11,0.09,0.73,0.02,-0.05,0.17,-0.13,0.02,0.0,0.03,-0.26,0.89,1.11,0.02,0.12,-0.04,0.05,0.01,0.31,0.02,0.09,0.42,0.02,0.05,0.08,0.01,0.29,0.0,-0.13,-0.09,0.04,0.19,0.01,0.57,0.12,0.22,-0.05,1.6,0.01,0.06,0.07,-0.05,0.0,-0.01,-0.29,0.03,-0.01,0.4,-0.01,0.0,-0.01
1966-10-01,0.0,0.29,0.08,0.12,0.0,-0.27,0.05,0.15,0.1,-0.02,0.11,-0.01,0.04,0.12,-0.11,-0.28,-0.26,-0.28,0.02,-0.31,-0.39,0.05,-0.01,-0.22,-0.22,0.18,0.06,-0.15,-0.18,0.02,-0.23,0.09,0.04,-0.42,0.11,-0.06,0.01,0.64,0.04,0.27,0.21,-0.02,2.2,0.07,0.06,0.11,0.61,0.72,0.47,-0.03,,0.0,0.01,0.22,-0.07,-0.02,-0.24,0.08,-0.11,0.03,0.08,0.0,0.09,-0.13,0.01,0.08,-0.01,0.2,0.0,0.0,0.04,0.09,-0.22,-0.4,0.02,0.05,-0.04,-0.08,0.01,0.09,0.02,0.79,0.38,0.01,0.11,0.1,0.08,0.27,0.01,0.15,0.23,-0.26,0.24,-0.03,0.34,-0.03,0.16,-0.02,2.1,0.01,0.07,0.03,0.14,0.0,-0.05,0.14,0.0,0.32,0.25,0.0,0.0,-0.12
1967-01-01,0.05,0.05,0.14,0.07,0.01,0.02,0.04,0.13,0.04,-1.11,0.09,0.0,0.07,-0.02,0.12,0.58,0.63,0.66,0.05,1.32,1.17,0.02,0.0,-0.26,-0.2,0.27,-0.11,0.07,-0.03,0.02,-0.03,-0.03,-0.01,0.56,0.27,0.01,0.01,0.08,0.04,0.16,0.12,0.07,1.65,0.01,-0.03,-0.01,0.48,0.47,0.29,0.02,,0.05,0.0,0.15,-0.04,-0.02,0.27,-0.03,0.06,0.08,0.06,0.01,0.07,-1.19,0.0,-0.08,-0.01,0.27,-0.01,0.0,0.06,0.19,-1.38,1.67,0.02,0.05,0.05,-0.01,0.01,0.36,0.0,0.45,-0.08,-0.17,-0.05,0.06,0.1,0.05,0.02,-0.07,0.07,-0.28,0.06,0.01,0.02,0.05,0.16,0.02,1.76,0.06,-0.01,-0.04,0.11,0.0,-0.03,-0.07,0.04,0.13,0.06,0.0,0.0,-0.1
1967-04-01,0.04,0.04,-0.04,0.01,0.02,0.23,0.02,0.12,0.0,2.51,0.05,0.0,0.24,0.42,0.19,0.2,0.3,0.31,0.1,0.38,0.44,-0.01,-0.03,-0.25,-0.21,0.34,0.05,0.19,0.1,-0.02,0.22,0.17,0.05,3.64,0.52,-0.06,0.02,0.04,0.02,0.43,0.38,0.04,1.75,0.01,0.1,0.43,0.6,1.03,0.44,0.02,,0.16,0.07,0.33,-0.01,0.05,-0.11,-0.18,0.11,0.12,0.05,0.07,0.07,2.04,0.0,0.18,-0.02,0.41,-0.01,0.0,0.03,0.08,1.89,1.13,0.01,0.06,0.01,0.16,0.01,0.35,0.0,0.73,-0.39,-0.28,-0.04,0.07,0.12,-0.11,0.01,0.06,-0.02,-0.23,-0.2,-0.01,0.12,0.0,0.11,0.03,1.94,0.11,-0.01,0.05,0.12,0.0,-0.04,0.18,0.01,0.04,0.09,0.01,0.0,0.09
1967-07-01,0.07,0.08,-0.05,-0.01,0.01,0.13,0.01,0.09,-0.01,-0.47,0.07,-0.01,-0.14,-0.1,0.27,0.52,0.62,0.6,0.1,-0.35,-0.26,-0.03,-0.03,0.19,0.27,-0.14,-0.18,0.02,0.04,0.05,0.15,-0.04,0.03,-0.6,0.54,0.02,0.02,-0.03,0.05,0.38,0.32,-0.06,2.4,-0.06,0.05,-0.09,0.82,0.73,0.57,-0.01,,-0.02,-0.06,0.27,-0.03,0.03,-0.05,0.3,0.09,0.14,0.06,0.03,0.08,-0.71,0.0,0.04,-0.02,-0.2,-0.02,0.0,0.03,0.1,-0.84,-0.13,0.02,0.06,-0.01,-0.05,0.02,0.12,0.0,0.32,-0.41,-0.27,0.21,0.06,0.03,-0.13,0.0,0.09,0.09,0.22,0.34,-0.03,0.27,0.07,0.21,0.02,2.67,0.12,0.1,0.1,0.09,0.0,-0.06,-0.02,0.01,0.17,0.1,0.01,0.0,0.04
1967-10-01,-0.01,0.06,0.11,-0.07,0.01,-0.18,0.01,0.22,-0.02,0.15,0.07,0.01,0.2,0.31,0.22,-0.25,-0.13,-0.06,0.12,0.85,0.75,-0.02,-0.01,0.25,0.25,-0.06,0.09,0.18,0.06,-0.03,-0.19,0.31,0.04,0.81,0.45,-0.01,0.01,0.06,0.05,0.38,0.29,0.09,1.44,-0.02,0.12,0.33,0.79,1.12,0.52,0.08,,0.09,-0.05,0.23,0.06,0.02,-0.56,-0.41,-0.1,0.22,0.07,0.01,0.09,-0.67,0.03,0.11,0.03,-0.11,0.02,0.0,0.0,0.05,-0.73,0.66,0.02,0.1,0.01,0.11,0.02,-0.33,0.0,0.43,-0.32,-0.19,0.07,0.05,0.07,-0.11,0.03,0.12,0.05,0.27,-0.51,0.01,0.53,0.04,0.24,0.02,1.66,0.09,0.01,0.07,0.19,0.0,-0.01,-0.07,-0.01,0.14,0.41,0.02,0.0,-0.09
1968-01-01,0.07,0.09,0.26,0.13,0.0,0.85,0.06,0.15,0.05,3.72,0.15,0.01,0.14,0.16,0.05,-0.59,-0.42,-0.15,0.17,0.81,0.55,0.0,0.0,0.88,0.96,-0.03,0.02,0.32,0.16,0.01,0.61,0.37,-0.03,6.66,0.28,0.02,-0.01,0.69,0.06,0.21,0.2,0.16,3.23,-0.09,0.08,0.17,0.73,0.9,0.43,0.27,,0.0,-0.01,0.23,0.04,0.03,0.58,0.3,0.22,0.35,0.08,0.1,0.11,3.04,0.0,0.01,-0.01,-0.04,0.1,0.0,0.13,-0.31,3.25,2.94,0.03,0.01,0.24,0.14,0.03,0.92,0.04,0.14,0.48,0.23,-0.06,0.1,0.14,0.2,-0.02,0.05,0.11,0.88,0.48,0.03,0.22,0.14,0.32,-0.01,3.27,-0.03,-0.02,0.11,0.18,0.0,0.09,-0.12,0.03,0.22,0.09,0.02,0.0,0.39
1968-04-01,0.0,0.08,0.19,0.07,0.0,0.21,0.01,0.01,0.04,1.31,0.08,0.01,0.08,-0.13,-0.04,0.71,0.85,1.03,0.14,1.17,0.98,-0.02,-0.01,0.22,0.22,-0.15,-0.18,0.44,0.27,0.04,0.16,0.03,0.04,3.12,0.43,0.02,0.0,0.98,0.04,0.6,0.5,0.1,3.15,0.15,0.07,-0.13,0.44,0.32,0.26,0.18,,0.11,0.02,0.47,0.1,0.13,-0.07,0.14,0.13,0.21,0.07,0.16,0.08,0.42,-0.02,-0.22,0.03,-0.12,0.08,0.0,0.0,0.11,0.16,1.81,0.02,0.1,0.05,0.33,0.02,0.41,0.03,0.13,0.38,0.21,0.11,0.06,0.15,0.13,-0.02,-0.05,0.1,0.24,0.28,0.02,0.12,0.13,0.2,-0.01,3.11,-0.04,0.05,0.23,0.02,0.0,0.08,0.05,0.03,0.19,-0.17,0.01,0.0,0.03
1968-07-01,-0.01,0.07,0.24,0.08,0.02,0.52,0.02,0.11,0.06,2.78,0.08,-0.01,0.05,0.27,-0.01,-0.09,0.03,0.13,0.12,1.16,0.93,0.0,0.0,0.28,0.28,0.09,-0.11,0.63,0.25,0.02,0.42,0.19,0.02,5.13,0.11,0.04,0.0,0.63,0.04,0.24,0.1,0.33,2.59,-0.04,0.11,0.29,0.76,1.05,0.5,0.1,,0.04,-0.05,0.12,0.03,0.05,0.06,0.0,0.04,0.29,0.09,0.14,0.11,1.55,0.02,0.22,0.05,0.04,0.08,0.0,-0.01,0.39,1.02,2.35,0.03,0.14,0.1,0.09,0.02,0.49,0.02,0.15,0.39,0.16,-0.08,0.07,0.12,0.16,-0.02,0.06,0.12,0.28,0.12,-0.04,0.51,0.02,0.25,0.01,2.58,-0.01,0.05,0.1,0.13,0.0,0.01,0.07,0.03,0.22,0.38,0.02,0.0,0.36
1968-10-01,0.05,0.06,0.19,0.08,0.02,-0.21,0.02,0.18,0.07,-0.36,0.1,0.01,0.09,0.13,0.0,-0.11,0.0,0.08,0.11,0.21,0.03,-0.01,-0.01,-0.02,0.03,-0.16,-0.06,-0.14,-0.05,0.0,-0.09,-0.03,-0.03,-0.33,0.33,-0.01,0.01,0.67,0.06,0.44,0.29,-0.07,2.14,-0.13,-0.04,0.17,0.83,1.0,0.58,0.08,,-0.03,-0.01,0.33,0.0,0.02,0.0,0.1,-0.02,0.03,0.1,0.09,0.12,-0.32,-0.02,0.05,-0.01,-0.17,0.07,0.0,0.01,-0.25,-0.16,0.03,0.02,0.16,-0.12,0.05,0.02,0.06,0.02,-0.03,0.23,0.0,-0.12,-0.04,0.02,0.16,0.0,0.1,0.06,-0.01,0.2,0.04,0.06,0.04,0.24,0.0,2.14,0.01,0.11,0.06,0.18,0.0,0.05,0.08,0.0,0.18,-0.13,0.03,0.0,-0.09
1969-01-01,0.01,0.08,0.25,0.06,0.03,0.3,0.01,0.24,0.05,1.17,0.04,0.02,0.19,0.26,-0.02,-0.51,-0.49,-0.51,0.02,0.8,0.55,-0.01,0.0,-0.03,-0.02,0.29,0.08,0.14,0.03,0.01,0.32,0.36,0.05,2.78,0.29,0.04,0.01,0.47,0.02,0.39,0.26,0.05,1.75,0.0,0.06,0.29,0.74,1.03,0.52,-0.02,,0.02,-0.11,0.3,0.02,0.04,0.07,0.06,0.13,0.29,0.06,0.17,0.08,0.66,0.0,0.07,0.0,0.17,-0.02,0.0,-0.02,0.2,0.29,1.61,0.01,0.12,-0.02,0.1,0.02,0.14,0.02,0.46,0.08,-0.03,-0.03,0.04,0.06,0.06,0.03,0.0,0.11,-0.03,0.13,0.04,0.26,0.1,0.18,0.03,1.73,0.03,-0.01,0.1,0.21,0.0,0.03,-0.18,0.01,0.19,0.13,0.03,0.0,0.16
1969-04-01,0.0,0.07,0.06,0.05,0.03,0.11,0.01,0.12,0.05,-0.16,0.05,0.01,-0.05,-0.19,0.04,0.06,0.2,0.24,0.14,-0.27,-0.29,0.02,-0.04,0.53,0.54,0.09,-0.11,0.19,0.02,0.03,-0.06,0.21,0.0,0.17,0.31,0.02,0.01,0.35,0.03,0.37,0.27,0.17,2.4,0.01,-0.02,-0.15,0.81,0.66,0.62,0.04,,-0.03,-0.01,0.28,-0.02,0.01,0.16,0.06,-0.08,0.33,0.07,0.1,0.08,-0.49,0.0,-0.14,-0.03,0.08,0.03,0.0,0.03,-0.14,-0.44,0.32,0.01,0.09,0.17,-0.01,0.02,0.26,0.01,0.28,-0.02,-0.16,-0.04,0.03,0.1,0.09,0.03,0.04,0.1,0.51,0.15,0.03,0.15,0.07,0.18,0.0,2.44,0.03,-0.05,0.09,0.09,0.0,0.0,-0.05,0.01,0.18,0.08,0.03,0.0,-0.01
1969-07-01,-0.01,0.08,0.08,0.05,0.03,0.16,0.01,0.14,0.07,-0.17,0.08,0.01,0.16,0.31,0.09,-0.08,0.08,0.12,0.16,-0.05,-0.13,-0.03,0.0,-0.16,-0.18,0.06,-0.06,-0.35,-0.25,-0.02,-0.02,0.06,-0.05,0.37,0.22,-0.01,0.01,0.17,0.06,0.1,0.13,-0.02,1.51,-0.03,0.02,0.35,0.7,1.06,0.53,0.04,,-0.08,0.02,0.13,-0.02,-0.03,0.08,-0.13,-0.03,0.12,0.09,0.01,0.11,0.29,0.0,0.15,0.14,0.09,0.02,0.0,0.03,0.1,0.17,0.54,0.01,-0.03,0.18,-0.07,0.02,0.37,0.0,0.25,0.07,-0.13,-0.13,0.04,0.14,0.13,0.01,0.07,0.07,-0.13,-0.09,0.0,-0.04,-0.14,0.18,-0.01,1.6,0.04,-0.08,-0.02,0.13,0.0,0.03,0.09,-0.03,0.18,0.06,0.04,0.0,-0.02
1969-10-01,0.09,0.08,0.02,0.06,0.03,-0.15,0.02,0.14,0.05,-0.23,0.11,0.0,0.02,0.15,0.13,0.08,0.24,0.35,0.16,0.71,0.7,-0.02,0.0,0.06,0.14,0.07,0.05,-0.04,-0.07,0.01,-0.09,0.35,-0.02,0.74,0.36,0.0,0.0,0.31,0.09,0.24,0.22,0.05,2.37,-0.01,0.03,0.18,0.63,0.81,0.49,0.11,,-0.01,0.02,0.23,0.09,0.01,-0.02,0.03,0.02,0.3,0.11,0.05,0.14,-0.43,0.0,0.13,-0.04,0.08,-0.02,0.0,0.03,-0.01,-0.47,0.97,0.01,0.02,-0.06,0.03,0.02,0.06,0.0,0.45,0.07,-0.09,0.0,0.03,0.09,0.11,0.01,0.09,0.08,0.08,0.09,0.0,0.21,0.04,0.17,-0.03,2.49,0.03,-0.04,0.18,0.13,0.0,0.03,-0.09,0.0,0.21,0.07,0.04,0.0,-0.14
1970-01-01,0.05,-0.08,0.31,0.04,0.03,-0.34,0.02,0.18,0.06,-0.9,0.08,0.06,0.12,0.09,0.11,-0.31,-0.07,-0.04,0.24,0.86,0.55,-0.03,0.0,0.5,0.55,0.24,-0.03,-0.01,-0.06,0.03,0.0,0.27,0.01,0.33,0.34,-0.02,0.0,0.51,0.06,0.28,0.17,0.02,2.07,-0.07,-0.02,0.12,0.28,0.4,0.17,0.03,,0.04,-0.15,0.23,0.03,0.03,0.02,0.13,-0.04,0.3,0.08,0.08,0.1,-1.59,0.01,-0.03,-0.02,0.1,0.05,0.01,-0.05,-0.23,-1.44,1.23,0.01,0.11,-0.34,0.16,0.02,0.44,-0.01,0.45,0.22,0.06,0.11,0.08,0.23,0.1,0.01,0.05,-0.1,0.53,0.2,0.16,0.55,0.15,0.1,0.02,2.17,0.0,0.05,0.06,0.17,0.0,0.02,-0.01,0.01,0.0,0.27,0.03,0.0,0.01
1970-04-01,-0.07,-0.06,0.19,0.03,0.03,-0.09,0.01,0.09,0.05,0.65,0.08,-0.02,0.1,0.02,0.09,-0.09,0.08,0.19,0.17,0.08,-0.14,-0.02,0.03,0.35,0.28,0.07,-0.16,0.07,0.01,0.0,0.0,-0.15,-0.01,0.57,0.08,-0.01,0.0,0.16,0.06,-0.06,-0.03,0.05,1.16,-0.12,0.01,0.04,0.36,0.4,0.23,0.1,,-0.03,0.01,-0.01,0.05,0.04,-0.02,0.0,-0.13,0.01,0.1,0.15,0.12,0.68,-0.01,-0.09,0.07,0.08,0.05,0.0,0.0,0.21,0.32,-0.08,0.01,-0.04,-0.09,0.0,0.02,0.09,-0.01,0.06,0.22,0.07,-0.11,0.0,0.07,0.1,0.01,0.04,-0.07,0.37,0.02,-0.02,-0.1,-0.04,0.11,0.03,1.25,0.01,0.01,-0.01,0.07,0.0,0.01,-0.01,0.02,0.05,-0.06,0.02,0.0,0.1
1970-07-01,-0.02,0.06,0.14,0.04,0.0,-0.08,0.0,0.04,0.02,0.22,0.12,0.03,0.18,0.19,0.18,-0.07,0.1,0.28,0.18,0.51,0.36,-0.03,0.01,0.06,0.04,0.03,0.0,0.04,-0.03,0.01,-0.11,0.25,0.0,1.26,0.46,0.01,-0.01,0.56,0.11,0.36,0.24,0.05,2.12,-0.05,-0.02,0.21,0.57,0.78,0.39,0.18,,0.08,0.03,0.28,0.08,0.02,-0.07,0.01,-0.03,0.25,0.09,-0.03,0.11,-0.22,-0.01,0.01,-0.11,0.05,0.07,0.0,0.02,-0.13,-0.06,1.03,0.01,0.11,0.04,0.23,0.02,0.35,0.0,0.23,0.2,0.09,-0.11,0.02,0.13,0.09,0.0,0.12,0.07,0.09,0.06,0.09,0.18,0.16,0.18,0.0,2.3,0.05,0.03,0.09,0.04,0.0,0.1,0.23,0.02,0.18,-0.02,0.02,0.0,-0.09
1970-10-01,0.08,-0.09,0.0,0.05,0.0,0.45,0.0,0.07,0.0,-3.75,0.0,0.05,-0.11,-0.1,-0.08,0.03,0.21,0.27,0.18,0.74,0.73,-0.01,0.02,-0.37,-0.29,-0.05,-0.1,0.27,0.15,-0.01,0.4,0.0,0.01,-2.1,0.26,-0.03,0.0,0.8,-0.02,0.66,0.51,0.1,1.09,0.03,0.09,-0.08,0.67,0.59,0.52,0.07,,-0.01,-0.06,0.34,-0.01,0.03,0.0,-0.01,0.13,0.11,0.08,0.08,0.11,-4.19,0.0,0.01,-0.01,-0.11,0.04,0.0,0.04,-0.2,-4.07,1.65,0.02,0.15,0.05,0.09,0.02,0.45,0.0,-0.29,0.13,0.07,-0.16,0.08,0.13,0.07,-0.02,-0.12,-0.11,-0.36,0.02,0.12,0.09,0.01,0.17,-0.01,1.01,0.0,0.03,-0.06,0.09,0.0,0.01,0.16,0.01,-0.01,0.01,0.02,0.0,0.27
1971-01-01,-0.13,0.03,0.33,0.03,-0.04,0.19,-0.01,0.03,-0.03,5.8,0.09,-0.08,0.06,0.17,0.09,0.38,0.54,0.33,0.16,0.35,0.05,-0.04,-0.03,-0.14,-0.26,-0.03,0.11,0.09,0.02,0.05,0.12,0.31,0.01,6.44,0.43,-0.01,0.0,0.31,0.09,0.41,0.41,0.06,1.37,-0.01,-0.18,0.16,0.6,0.76,0.41,-0.21,,0.04,-0.05,0.34,-0.08,0.06,-0.21,-0.03,0.06,0.2,0.08,0.23,0.09,5.87,0.0,0.11,0.02,-0.09,-0.08,0.0,-0.05,-0.07,5.71,0.64,0.01,0.0,0.07,-0.06,0.02,-0.22,0.0,0.07,-0.11,-0.08,-0.06,-0.01,0.05,0.0,-0.01,0.04,0.01,-0.09,0.05,-0.22,-0.1,-0.03,0.19,0.01,1.46,0.07,-0.03,0.12,0.05,0.0,-0.09,0.13,0.0,0.11,0.03,-0.01,0.0,0.1
1971-04-01,0.0,0.09,0.16,0.03,-0.03,0.69,-0.01,0.07,-0.04,1.34,0.05,0.02,0.11,0.1,0.13,-0.1,0.06,-0.03,0.15,-0.19,-0.32,-0.03,-0.03,0.18,0.18,0.03,0.02,0.2,0.04,0.01,0.62,0.25,0.01,1.67,0.58,0.03,0.0,0.57,0.05,0.65,0.54,0.12,1.92,-0.15,-0.05,0.1,0.67,0.77,0.47,-0.09,,0.05,0.05,0.45,-0.11,0.05,0.08,0.07,0.24,0.24,0.09,0.16,0.11,0.79,0.0,0.0,-0.03,0.07,0.02,0.0,0.0,0.27,0.35,0.33,0.01,0.11,0.07,0.11,0.02,-0.42,0.0,0.09,-0.08,-0.06,-0.08,-0.01,-0.07,0.03,0.0,0.06,0.12,0.2,0.12,0.08,0.25,0.06,0.18,0.01,2.05,0.05,0.0,0.0,0.07,0.0,-0.02,-0.4,0.04,0.23,0.16,0.0,0.0,0.4
1971-07-01,0.05,0.06,0.07,0.03,-0.01,0.15,0.0,0.05,0.01,1.56,0.06,0.01,0.0,-0.11,0.16,-0.19,-0.06,-0.04,0.13,-0.55,-0.63,-0.02,0.01,0.19,0.24,-0.13,-0.14,0.3,0.24,0.01,0.15,-0.07,0.04,1.3,0.49,0.01,0.0,0.65,0.04,0.57,0.37,0.0,1.77,0.05,0.02,-0.09,0.79,0.7,0.58,0.02,,0.04,-0.04,0.33,-0.04,0.03,0.07,0.02,0.09,0.07,0.09,0.07,0.11,1.05,0.0,-0.11,0.04,-0.17,0.01,0.0,0.05,0.1,0.88,-0.26,0.02,0.2,0.0,0.11,0.02,0.2,0.02,-0.05,0.08,-0.02,-0.07,0.01,0.03,0.09,-0.01,-0.02,0.07,0.21,0.08,0.04,0.1,0.05,0.23,-0.02,1.93,0.06,0.05,-0.03,0.05,0.0,0.03,-0.01,0.02,0.18,0.04,0.02,0.0,0.08
1971-10-01,0.05,0.09,0.24,0.02,0.02,0.39,0.0,0.16,0.04,2.55,0.07,-0.06,0.19,0.14,0.26,-0.15,-0.05,0.0,0.1,0.37,0.14,-0.02,-0.01,0.37,0.42,0.19,-0.07,0.51,0.27,0.06,0.34,0.01,0.0,3.52,0.43,0.01,0.0,0.52,0.05,0.34,0.16,0.22,3.03,0.05,-0.02,0.18,0.92,1.1,0.72,0.05,,0.07,-0.13,0.17,-0.04,0.03,-0.06,0.18,0.11,0.08,0.09,0.09,0.11,1.58,0.01,-0.06,0.08,0.06,0.03,0.0,0.06,0.04,1.45,0.97,0.02,0.18,0.05,0.05,0.02,0.2,0.02,0.48,0.19,0.02,0.02,0.03,0.06,0.13,0.0,0.05,0.1,0.39,0.29,-0.19,0.41,0.1,0.21,-0.01,3.28,0.07,0.06,0.26,0.16,0.0,0.01,0.01,0.02,0.22,0.26,0.05,0.0,0.21
1972-01-01,0.18,0.1,0.13,0.0,0.03,0.23,-0.07,0.07,0.09,1.38,-0.02,0.01,-0.03,0.03,-0.06,0.42,0.48,0.69,0.06,-0.54,-0.66,0.01,0.0,0.63,0.82,0.17,0.13,0.6,0.34,0.02,0.19,0.34,0.02,1.86,0.33,0.02,0.0,0.49,0.02,0.2,0.55,0.22,3.59,0.01,0.05,0.09,0.72,0.81,0.55,0.21,,-0.07,0.02,0.39,0.06,-0.01,0.06,-0.05,0.2,0.2,0.09,0.14,0.11,0.17,0.01,0.06,-0.03,0.2,0.04,0.01,0.11,0.0,0.03,0.48,0.02,-0.35,0.04,0.0,0.02,0.45,0.02,0.56,0.29,0.06,0.1,0.05,0.14,0.14,0.02,0.14,0.12,0.62,-0.01,0.07,0.6,0.02,0.15,0.02,3.53,0.07,0.15,0.14,0.05,0.0,0.07,0.17,0.02,0.23,0.22,0.05,0.0,-0.04
1972-04-01,0.09,0.02,0.1,0.01,0.04,0.71,0.04,0.09,-0.01,1.54,0.07,0.01,0.25,0.3,0.08,-0.07,0.03,0.16,0.11,2.08,1.97,-0.01,0.02,0.29,0.38,0.04,0.1,0.24,0.18,0.04,0.53,0.13,0.03,5.24,0.27,-0.01,0.0,0.54,0.0,0.38,0.12,0.01,2.52,0.03,0.22,0.37,0.64,1.01,0.46,0.13,,0.05,-0.04,0.2,0.08,0.05,0.22,0.03,0.27,0.03,0.09,0.1,0.11,0.73,0.0,0.06,-0.11,0.0,-0.05,0.01,0.09,-0.08,0.7,3.7,0.02,0.26,0.19,0.14,0.02,0.78,0.02,0.2,0.16,0.06,0.07,0.08,0.16,0.11,0.03,-0.09,0.01,0.31,0.11,-0.02,0.44,0.12,0.16,0.02,2.59,0.03,0.2,0.15,0.05,0.0,0.03,0.09,0.02,0.12,0.1,0.06,0.0,0.21
1972-07-01,0.12,0.08,0.03,0.06,0.04,0.88,0.07,0.29,0.04,1.58,0.17,-0.03,-0.08,0.06,-0.06,-0.12,0.0,0.5,0.12,0.3,0.26,-0.01,0.01,0.36,0.48,0.05,0.13,0.53,0.19,0.03,0.77,0.28,0.05,3.46,0.11,0.02,0.0,0.44,0.11,0.26,0.1,0.26,2.91,0.02,0.12,0.11,0.64,0.74,0.41,0.5,,0.12,-0.03,0.17,0.08,0.02,0.05,0.01,0.24,0.15,0.02,0.13,0.04,0.48,0.02,0.14,-0.07,0.02,0.41,0.01,0.01,0.15,0.2,1.89,-0.01,0.16,0.11,0.1,0.01,0.43,0.02,0.47,0.18,0.08,-0.02,0.1,0.12,0.07,0.02,0.01,0.1,0.36,0.13,-0.07,0.47,0.19,0.23,-0.01,2.85,-0.03,0.04,0.22,0.27,0.0,-0.02,-0.08,0.03,0.14,0.26,0.04,0.0,0.48
1972-10-01,0.12,0.13,0.14,0.06,0.04,0.82,-0.03,0.12,0.17,3.29,-0.01,0.01,0.28,0.56,0.4,0.07,0.21,0.27,0.14,0.6,0.45,0.0,0.01,0.18,0.3,0.1,0.35,0.44,0.31,0.05,0.53,0.64,0.03,5.9,0.43,0.02,0.0,0.49,-0.02,0.06,-0.1,0.06,3.42,-0.03,0.15,0.6,0.79,1.39,0.58,0.06,,0.15,-0.03,0.02,0.12,0.04,0.03,0.06,0.19,0.29,-0.02,0.15,-0.01,2.06,0.01,0.28,-0.08,0.07,-0.12,0.01,0.05,0.1,1.81,2.61,0.04,0.16,0.29,0.2,0.01,0.55,0.02,0.66,0.44,0.08,0.14,0.1,0.09,0.19,0.0,0.08,0.14,0.19,0.19,0.03,0.59,0.17,0.22,-0.02,3.83,0.29,0.0,0.32,0.12,0.0,0.0,0.1,0.04,0.13,0.23,0.04,0.0,0.3
1973-01-01,-0.07,0.02,0.14,0.1,0.02,0.79,0.04,0.19,0.11,3.97,0.11,-0.01,-0.02,-0.42,-0.14,-0.15,0.08,0.39,0.23,-0.95,-1.06,0.01,-0.03,0.83,0.76,0.07,-0.09,0.96,0.58,0.04,0.7,0.35,0.1,4.81,0.22,0.01,0.0,0.86,0.08,0.42,0.45,0.22,2.83,0.0,0.22,-0.41,0.68,0.27,0.43,0.31,,0.16,-0.2,0.36,0.03,0.11,0.08,0.14,0.24,0.45,0.0,0.2,0.01,2.1,0.01,-0.4,-0.03,-0.13,0.11,0.0,0.16,0.08,1.82,0.84,-0.01,-0.03,0.09,0.31,0.01,0.65,0.01,0.22,0.44,0.09,0.08,0.12,0.07,0.24,0.0,0.1,0.04,0.82,0.29,-0.04,0.6,0.16,0.26,-0.01,2.69,-0.14,0.06,0.25,0.19,0.0,0.05,0.02,0.06,0.04,0.32,0.01,0.0,0.44
