Date,"Automotive vehicles, engines, and parts","Capital goods, except automotive",Charges for the use of intellectual property n.e.c.,"Civilian aircraft, engines, and parts","Computers, peripherals, and parts","Consumer goods, except food and automotive",Durable goods,Exports of agricultural goods,Exports of durable goods,Exports of goods,Exports of goods and services,Exports of nonagricultural goods,Exports of nondurable goods,Exports of services,"Foods, feeds, and beverages",Government goods and services n.e.c.,Imports of durable goods,Imports of goods,Imports of goods and services,Imports of nondurable goods,Imports of nonpetroleum goods,Imports of services,Industrial supplies and materials,Nondurable goods,"Nondurable goods, excluding petroleum and products",Other,Other business services,Petroleum and products,Transport,Travel (for all purposes including education)
1989-10-01,60326.0,127251.0,8538.0,17979.0,24227.5,71206.0,37333.0,40132.0,248217.0,379887.0,515387.0,339755.0,131670.0,135500.0,29962.0,10286.0,309113.0,489020.0,598152.0,179907.0,435911.0,109132.0,112865.0,54702.5,46753.0,40983.333333333336,25771.0,29857.0,31552.0,41107.0
1990-01-01,61244.5,132582.5,9078.0,20633.0,24466.0,73058.5,38118.25,42354.0,262036.0,396228.0,538232.0,353874.0,134192.0,142004.0,32406.0,10736.0,309080.0,510376.0,626767.0,201296.0,441049.0,116391.0,123021.5,59921.75,47906.5,41142.166666666664,26074.0,38178.0,34892.0,43463.0
1990-04-01,63844.0,133996.5,9560.0,21418.0,23970.5,75269.5,38117.0,41755.0,264154.0,400633.0,545925.0,358878.0,136479.0,145292.0,31482.0,10814.0,315475.0,495803.0,614759.0,180328.0,446314.0,118956.0,112146.5,55591.0,48035.5,41688.166666666664,26824.0,27950.5,35604.0,44345.5
1990-07-01,62651.0,135864.5,10228.0,21892.0,24558.0,74493.0,38670.75,40042.0,268467.0,406337.0,555149.0,366295.0,137870.0,148812.0,30453.5,12090.0,316855.0,506283.0,630102.0,189428.0,448031.0,123819.0,119240.0,58195.75,48742.0,42687.666666666664,28009.5,33074.0,36768.0,44179.5
1990-10-01,61050.5,136272.5,10676.0,21393.0,24621.0,74106.5,38563.75,36716.0,266492.0,409862.0,568186.0,373146.0,143370.0,158324.0,28683.0,13088.0,316688.0,519820.0,647282.0,203132.0,447705.0,127462.0,130449.5,63714.25,50371.0,43214.666666666664,29434.0,42112.0,38408.0,46180.5
1991-01-01,60239.0,138552.0,10528.0,21013.0,26194.0,75494.0,37752.0,39241.0,272409.0,420656.0,573177.0,381415.0,148247.0,152521.0,30018.0,13886.0,309867.0,496967.0,620317.0,187100.0,439679.0,123350.0,120823.0,60406.5,50304.0,43336.666666666664,31731.5,34369.0,34508.0,42302.5
1991-04-01,59607.5,143978.5,10798.0,23939.5,26661.0,74507.0,37925.5,38581.0,284924.0,427097.0,590733.0,388516.0,142173.0,163636.0,30466.5,11294.0,308347.0,491023.0,613921.0,182676.0,440710.0,122898.0,116103.5,57379.75,50572.5,44259.333333333336,32735.5,28921.0,36664.0,46772.5
1991-07-01,65556.0,145460.5,10994.0,25665.5,26741.0,76439.0,38495.75,40380.0,290703.0,431630.0,600595.0,391250.0,140927.0,168965.0,31351.5,10932.0,318200.0,500436.0,621669.0,182236.0,450348.0,121233.0,114339.5,56893.5,49491.0,43723.833333333336,32958.5,28359.0,37634.0,47350.0
1991-10-01,65313.0,147433.0,11386.0,26075.5,26942.5,82015.0,39835.25,42220.0,294225.0,441158.0,615217.0,398938.0,146933.0,174059.0,32014.5,10554.0,325682.0,514455.0,638270.0,188773.0,465185.0,123815.0,115957.5,59151.0,51016.0,44945.5,34136.0,28622.5,38152.0,49360.5
1992-01-01,66710.5,151588.5,13090.0,27245.0,27809.0,83652.0,40691.75,42880.0,300933.0,449682.0,625287.0,406802.0,148749.0,175605.0,32966.0,11010.0,334638.0,523470.0,645823.0,188832.0,476755.0,122353.0,115453.0,58860.75,50945.0,46104.333333333336,32005.0,27042.5,36112.0,51189.5
1992-04-01,67969.5,152303.5,12680.0,23764.0,30049.5,85741.0,41136.25,43412.0,297434.0,448789.0,626163.0,405377.0,151355.0,177374.0,33889.5,10954.0,342300.0,537882.0,658951.0,195582.0,487533.0,121069.0,118789.5,61129.0,52207.0,46297.5,32375.5,29073.5,35794.0,51658.0
1992-07-01,69325.5,157786.0,13584.0,24700.5,31243.0,88407.5,42162.0,45459.0,307000.0,460554.0,639365.0,415095.0,153554.0,178811.0,34800.5,10632.0,350983.0,553860.0,677853.0,202877.0,499349.0,123993.0,121776.0,62929.75,52370.0,47613.5,33298.5,31068.0,36394.0,51607.0
1992-10-01,72684.0,160701.5,12652.0,24903.0,31799.0,89514.0,42353.25,44541.0,311399.0,462207.0,641396.0,417666.0,150808.0,179189.0,34071.0,10296.0,358880.0,564495.0,688536.0,205615.0,509753.0,124041.0,122285.5,63546.5,52282.0,48056.666666666664,33136.0,31213.5,36742.0,52714.0
1993-01-01,75553.0,161232.0,12800.0,22050.5,32372.5,91026.5,43521.25,43549.0,311017.0,460366.0,643606.0,416817.0,149349.0,183240.0,33973.5,10324.0,370375.0,575865.0,699310.0,205490.0,519805.0,123445.0,122594.0,63289.0,51448.5,48959.666666666664,33744.5,31825.0,36692.0,53449.0
1993-04-01,76241.5,166315.0,13524.0,22393.0,33121.0,93069.0,43680.5,44227.0,315896.0,466912.0,653094.0,422685.0,151016.0,186182.0,34271.5,10290.0,380258.0,590145.0,716281.0,209887.0,535355.0,126136.0,122313.0,64010.5,51654.5,51216.0,34500.5,31475.5,37202.0,54114.0
1993-07-01,74671.5,167708.0,13352.0,20396.0,34291.0,96028.5,45395.5,42618.0,314991.0,462555.0,650897.0,419937.0,147564.0,188342.0,33658.5,10496.0,387425.0,592109.0,719251.0,204684.0,544367.0,127142.0,119190.5,62214.0,51475.0,51936.5,35302.0,27302.5,37162.0,54716.5
1993-10-01,80753.0,176470.0,13776.0,23321.5,34920.5,96191.5,46519.0,44015.0,329560.0,481060.0,671600.0,437045.0,151500.0,190540.0,34892.0,9096.0,407530.0,612924.0,745049.0,205394.0,565588.0,132125.0,122118.0,62635.75,52249.0,53843.833333333336,36723.0,27343.0,37786.0,57215.5
1994-01-01,80624.0,184166.0,16306.0,22956.5,36672.0,97011.0,47003.5,43460.0,334275.0,484124.0,681232.0,440664.0,149849.0,197108.0,34811.5,9376.0,419478.0,627223.0,761827.0,207745.0,581420.0,134604.0,122902.5,62953.25,53571.5,55897.166666666664,38632.0,26150.5,38050.0,56496.0
1994-04-01,86155.0,190659.0,15934.0,21041.5,38754.5,101045.5,49416.25,44946.0,346525.0,505253.0,706988.0,460307.0,158728.0,201735.0,35049.5,8744.0,444838.0,662022.0,797560.0,217184.0,612853.0,135538.0,130659.0,66436.0,57029.0,59402.833333333336,39779.0,27935.0,39640.0,57263.5
1994-07-01,89944.5,200242.5,16178.0,21042.0,40440.5,104699.5,51493.0,47547.0,363906.0,533801.0,736883.0,486254.0,169895.0,203082.0,37172.5,8870.0,462162.0,695660.0,833751.0,233498.0,637131.0,138091.0,142950.0,72331.75,61459.5,61937.166666666664,39977.5,32782.0,40926.0,57305.0
1994-10-01,94599.0,206380.5,16714.0,20505.5,43094.5,108471.0,54392.0,52433.0,370371.0,550305.0,758646.0,497872.0,179934.0,208341.0,39589.0,8136.0,489701.0,722344.0,860559.0,232643.0,670743.0,138215.0,146740.0,73213.5,65050.0,63627.166666666664,42034.5,29618.5,41054.0,57783.0
1995-01-01,96222.0,213028.0,17576.0,17714.5,43484.0,110576.0,56335.75,54951.0,384362.0,571566.0,781570.0,516615.0,187204.0,210004.0,40709.0,8712.0,501114.0,745464.0,886899.0,244350.0,688408.0,141435.0,156347.0,77125.75,68973.0,67001.33333333333,41889.5,32466.5,41982.0,58018.0
1995-04-01,93239.0,225474.5,18166.0,19668.5,45728.0,112186.5,56767.0,55528.0,391377.0,583183.0,798851.0,527655.0,191806.0,215668.0,41138.0,9406.0,514643.0,764255.0,908343.0,249612.0,707403.0,144088.0,160156.0,79404.25,72248.5,69675.33333333333,42787.0,32613.0,42994.0,59102.0
1995-07-01,90921.5,234281.5,19190.0,18447.5,49573.0,113403.5,56707.0,59739.0,406274.0,605751.0,831399.0,546012.0,199477.0,225648.0,43806.0,9296.0,512371.0,759719.0,905843.0,247348.0,704492.0,146124.0,158912.0,79450.75,72604.5,71661.83333333333,44649.5,31333.5,44008.0,61428.5
1995-10-01,89855.0,240343.5,19484.0,17845.0,53076.0,111579.5,55998.25,58745.0,412394.0,609266.0,839421.0,550521.0,196872.0,230155.0,42349.5,9062.0,514903.0,760356.0,909201.0,245453.0,705376.0,148845.0,157776.5,78679.75,71863.5,73197.0,45317.0,31839.5,44396.0,63980.0
1996-01-01,92655.5,240858.0,19410.0,18558.5,53544.5,116615.5,57743.0,63343.0,415766.0,617146.0,847940.0,553803.0,201380.0,230794.0,45092.5,9884.0,525064.0,784526.0,936735.0,259462.0,720836.0,152209.0,162783.5,81956.5,71153.0,72932.33333333333,47566.5,36708.0,43344.0,64086.0
1996-04-01,96464.5,238456.5,19420.0,21487.5,52170.0,118221.0,59137.25,62669.0,420712.0,621187.0,859042.0,558518.0,200475.0,237855.0,46926.5,9928.0,529709.0,798397.0,952751.0,268688.0,727386.0,154354.0,165694.0,82820.25,69530.5,71986.83333333333,49094.0,39522.5,44900.0,65630.5
1996-07-01,100535.0,237775.0,20978.0,21628.5,51886.0,122483.0,60999.0,60558.0,425673.0,626468.0,859577.0,565910.0,200795.0,233109.0,46043.5,10138.0,539093.0,814409.0,973757.0,275316.0,741205.0,159348.0,169452.0,84968.5,70354.0,71874.33333333333,49674.0,41372.0,44664.0,63562.0
1996-10-01,96547.5,247654.5,20808.0,25251.5,52866.0,126390.0,62128.25,59509.0,443323.0,650337.0,903798.0,590828.0,207014.0,253461.0,45311.5,9972.0,539713.0,832459.0,992620.0,292746.0,749379.0,160161.0,179375.5,90754.5,73278.0,74304.0,52540.5,47152.0,46512.0,69722.0
1997-01-01,104347.5,258714.0,20888.0,26714.5,57057.0,129378.0,63303.75,57980.0,462422.0,668863.0,918374.0,610883.0,206441.0,249511.0,44984.0,9768.0,563406.0,861459.0,1027213.0,298053.0,778003.0,165754.0,181247.5,92009.0,74569.0,76251.66666666667,53508.0,46840.5,46622.0,69524.0
1997-04-01,105750.5,272986.0,21088.0,28637.5,60301.5,134895.0,65901.5,58359.0,488603.0,700974.0,954450.0,642615.0,212371.0,253476.0,45647.0,9422.0,582352.0,871959.0,1039651.0,289607.0,804019.0,167692.0,177312.5,90202.25,76071.0,80452.16666666667,55644.5,39098.5,47586.0,69409.5
1997-07-01,108244.0,284011.5,21640.0,30932.5,61947.5,138335.0,67099.75,58353.0,504162.0,717535.0,974057.0,659182.0,213373.0,256522.0,45935.0,9788.0,600502.0,898369.0,1070888.0,297867.0,831339.0,172519.0,179672.5,91904.0,77782.5,83399.16666666667,57440.0,38965.0,47534.0,70806.5
1997-10-01,107386.5,283109.0,21164.0,29628.5,59766.0,141877.5,68426.5,59182.0,498481.0,712176.0,968330.0,652994.0,213695.0,256154.0,46748.5,9744.0,607850.0,910830.0,1085344.0,302980.0,842173.0,174514.0,180748.0,92886.25,77442.0,84238.33333333333,58512.5,39475.5,48200.0,70346.5
1998-01-01,110550.0,285439.0,22608.0,33164.0,59309.0,145028.5,70331.75,56453.0,501052.0,708166.0,963021.0,651713.0,207114.0,254855.0,45780.5,9552.0,624949.0,920800.0,1098236.0,295851.0,862398.0,177436.0,174989.0,89677.0,75404.0,84318.0,59077.0,33951.5,46798.0,70818.5
1998-04-01,108629.5,281123.0,22928.0,35196.5,58475.0,149062.5,71236.0,53096.0,483468.0,683706.0,947295.0,630610.0,200238.0,263589.0,43964.0,10848.0,633420.0,926876.0,1109626.0,293456.0,875468.0,182750.0,170073.5,88332.0,74698.5,82359.16666666667,61993.0,29987.5,47818.0,72395.0
1998-07-01,104948.0,281998.0,23116.0,39326.5,57544.0,150559.0,70987.25,49707.0,482142.0,676575.0,935263.0,626868.0,194433.0,258688.0,42158.0,11088.0,631182.0,922498.0,1109897.0,291316.0,875216.0,187399.0,164391.0,86487.75,72710.0,82570.83333333333,62562.0,27464.0,48224.0,70951.0
1998-10-01,118167.0,290744.5,25070.0,43037.0,60114.5,151041.5,71674.75,53367.0,502964.0,701814.0,966337.0,648447.0,198850.0,264523.0,44282.5,10538.0,661347.0,952829.0,1145000.0,291482.0,906307.0,192171.0,163297.5,85494.75,72213.5,84755.83333333333,63738.5,26555.0,49236.0,72878.0
