Date,Durable goods,Equipment,Exports,Federal,Fixed investment,Goods,Government consumption expenditures and gross investment,Gross domestic product,Gross private domestic investment,Imports,Intellectual property products,National defense,Nondefense,Nondurable goods,Nonresidential,Personal consumption expenditures,Residential,Services,State and local,Structures
1951-01-01,59.215,45.164,22.158,10.342,18.691,24.66633333333333,8.146,12.871,19.933,19.129,25.717,10.116,10.562,16.935,24.203,13.247,9.062,11.692,6.513,6.598
1951-04-01,59.609,45.736,22.966,10.149,18.973,25.570000000000004,8.09,12.945,20.245,20.158,26.119,9.939,10.216,17.088,24.615,13.353,9.167,11.831333333333333,6.622,6.759
1951-07-01,59.632,45.943,23.635,10.176,19.121,26.131,8.147,12.987,20.331,20.742,26.342,9.957,10.247,17.052,24.836,13.371,9.216,11.954666666666668,6.737,6.871
1951-10-01,60.207,46.488,24.022,10.326,19.316,26.450666666666667,8.26,13.158,20.516,20.825,26.561,10.105,10.365,17.268,25.101,13.548,9.301,12.073666666666666,6.821,6.935
1952-01-01,60.618,46.634,23.422,10.189,19.404,25.691333333333333,8.184,13.175,20.585,19.976,26.453,9.914,10.708,17.285,25.21,13.606,9.348,12.193,6.829,6.993
1952-04-01,59.904,46.914,23.35,10.315,19.491,25.443,8.285,13.225,20.648,19.652,26.445,10.042,10.824,17.22,25.269,13.603,9.429,12.239333333333335,6.915,6.97
1952-07-01,60.524,46.755,23.304,10.399,19.527,25.284000000000002,8.382,13.325,20.667,19.308,26.555,10.12,10.951,17.25,25.209,13.692,9.519,12.278333333333334,7.059,6.955
1952-10-01,59.103,46.727,23.271,10.551,19.492,25.09766666666667,8.469,13.372,20.579,18.99,26.613,10.27,11.096,17.322,25.224,13.715,9.461,12.286333333333332,7.053,6.969
1953-01-01,59.678,46.696,23.364,10.418,19.516,25.06266666666667,8.414,13.385,20.556,18.824,26.859,10.117,11.151,17.247,25.261,13.766,9.467,12.302666666666667,7.124,6.99
1953-04-01,59.746,46.928,23.323,10.458,19.627,24.943,8.431,13.417,20.646,18.64,26.969,10.146,11.266,17.174,25.465,13.786,9.478,12.294666666666666,7.102,7.089
1953-07-01,59.363,47.151,23.248,10.42,19.781,24.885666666666665,8.407,13.467,20.796,18.555,27.046,10.085,11.392,17.21,25.656,13.861,9.56,12.292,7.1,7.181
1953-10-01,59.479,47.059,23.15,10.484,19.735,24.865,8.438,13.507,20.739,18.558,27.044,10.151,11.434,17.205,25.618,13.921,9.522,12.282333333333334,7.084,7.17
1954-01-01,59.953,47.788,23.041,10.593,19.75,24.94333333333333,8.491,13.564,20.774,18.771,27.198,10.287,11.335,17.262,25.721,13.991,9.471,12.321333333333333,7.059,7.071
1954-04-01,58.447,48.512,22.958,10.641,19.823,24.927666666666667,8.575,13.589,20.85,18.857,27.154,10.323,11.461,17.319,25.832,13.972,9.498,12.301333333333332,7.219,7.0
1954-07-01,57.489,47.908,22.912,10.72,19.821,24.915000000000003,8.633,13.577,20.834,18.977,27.162,10.417,11.419,17.25,25.663,13.926,9.608,12.291333333333334,7.257,7.003
1954-10-01,57.154,47.998,22.907,10.821,19.837,24.879666666666665,8.706,13.595,20.841,18.991,27.174,10.522,11.474,17.169,25.703,13.912,9.605,12.299000000000001,7.301,7.012
1955-01-01,57.51,47.612,22.976,10.939,19.85,24.82466666666667,8.75,13.646,20.843,18.756,27.625,10.61,11.778,17.169,25.657,13.957,9.648,12.289000000000001,7.249,7.031
1955-04-01,57.792,47.821,23.076,11.2,19.981,24.871666666666666,8.9,13.722,20.971,18.768,27.703,10.875,11.983,17.12,25.799,13.971,9.729,12.307333333333332,7.279,7.088
1955-07-01,58.342,48.678,23.196,11.28,20.221,24.973,8.994,13.816,21.219,18.805,27.878,11.01,11.699,17.137,26.191,14.026,9.795,12.336,7.403,7.185
1955-10-01,58.497,49.685,23.356,11.414,20.481,25.070666666666668,9.102,13.908,21.494,18.862,28.067,11.146,11.798,17.126,26.71,14.064,9.801,12.38,7.493,7.345
1956-01-01,58.72,50.594,23.538,11.566,20.901,25.215000000000003,9.252,14.045,21.936,18.916,28.454,11.319,11.784,17.167,27.432,14.122,9.882,12.392000000000001,7.664,7.67
1956-04-01,58.846,51.419,23.782,11.759,21.128,25.448333333333334,9.395,14.177,22.174,19.063,28.755,11.505,12.006,17.327,27.67,14.217,10.033,12.464999999999998,7.764,7.646
1956-07-01,59.697,52.673,24.051,11.819,21.479,25.697333333333333,9.481,14.334,22.543,19.178,29.049,11.569,12.027,17.493,28.333,14.356,10.049,12.564333333333332,7.894,7.853
1956-10-01,60.476,53.521,24.33,11.859,21.638,25.935666666666666,9.534,14.422,22.707,19.359,29.244,11.625,11.948,17.546,28.699,14.44,10.005,12.676333333333332,7.97,7.931
1957-01-01,60.962,54.541,24.665,12.117,21.844,26.139,9.702,14.587,22.922,19.443,29.551,11.88,12.197,17.708,29.132,14.57,9.976,12.876,8.049,8.016
1957-04-01,61.805,54.567,24.851,12.204,21.942,26.26733333333333,9.798,14.69,23.015,19.456,29.733,11.945,12.437,17.804,29.289,14.662,10.0,12.980333333333334,8.169,8.117
1957-07-01,61.799,54.997,24.923,12.29,22.09,26.29433333333333,9.859,14.803,23.157,19.341,29.905,12.04,12.427,17.994,29.485,14.781,10.068,13.052,8.208,8.16
1957-10-01,61.919,55.825,24.891,12.447,22.181,26.215666666666664,9.94,14.89,23.24,19.148,29.984,12.172,12.744,18.066,29.706,14.858,10.03,13.066666666666668,8.209,8.14
1958-01-01,63.02,55.75,24.646,12.589,22.005,26.060000000000002,10.007,15.015,23.044,18.692,30.337,12.309,12.906,18.353,29.429,15.041,9.984,12.982666666666667,8.2,7.919
1958-04-01,62.766,56.085,24.549,12.705,22.102,25.936666666666667,10.1,15.079,23.16,18.498,30.482,12.401,13.177,18.388,29.603,15.069,9.995,12.943,8.277,7.969
1958-07-01,62.701,56.141,24.539,12.808,22.137,25.907333333333337,10.172,15.115,23.197,18.469,30.573,12.533,13.066,18.333,29.671,15.08,9.995,12.924333333333331,8.323,8.0
1958-10-01,62.478,56.239,24.591,12.887,22.178,25.91433333333333,10.222,15.134,23.248,18.514,30.668,12.6,13.231,18.239,29.741,15.074,10.003,12.926,8.345,8.025
1959-01-01,63.568,56.644,24.438,12.873,22.209,26.026333333333337,10.257,15.205,23.253,18.538,30.653,12.535,13.54,18.295,29.78,15.177,10.018,12.776000000000002,8.437,7.97
1959-04-01,63.811,56.992,24.477,12.85,22.304,26.040000000000003,10.247,15.249,23.359,18.624,30.91,12.529,13.432,18.3,29.967,15.239,10.025,12.894,8.441,8.016
1959-07-01,63.8,57.277,24.683,12.845,22.374,26.13,10.243,15.314,23.434,18.711,31.141,12.555,13.268,18.379,30.114,15.331,10.022,13.067,8.437,8.047
1959-10-01,63.772,57.411,24.945,12.854,22.414,26.352333333333334,10.252,15.373,23.478,18.893,31.343,12.568,13.258,18.448,30.185,15.415,10.029,13.160333333333334,8.446,8.053
1960-01-01,63.679,57.314,24.976,12.839,22.446,26.310333333333332,10.283,15.402,23.505,18.84,31.41,12.55,13.255,18.422,30.201,15.435,10.059,13.199,8.529,8.081
1960-04-01,63.603,57.6,24.933,12.825,22.485,26.331,10.294,15.457,23.537,18.835,31.433,12.53,13.272,18.554,30.222,15.515,10.097,13.217666666666666,8.565,8.032
1960-07-01,63.408,57.697,25.047,12.984,22.48,26.40533333333333,10.391,15.524,23.528,18.93,31.519,12.648,13.639,18.609,30.21,15.574,10.099,13.315666666666667,8.608,7.994
1960-10-01,63.297,57.639,24.97,13.13,22.447,26.352666666666664,10.481,15.592,23.496,18.879,31.576,12.802,13.728,18.714,30.129,15.642,10.111,13.36,8.648,7.941
1961-01-01,63.308,57.483,25.086,13.082,22.404,26.44066666666667,10.483,15.61,23.461,18.898,31.598,12.73,13.816,18.742,30.089,15.671,10.078,13.357999999999999,8.701,7.941
1961-04-01,63.607,57.313,25.42,13.121,22.421,26.535,10.542,15.641,23.474,18.878,31.628,12.77,13.843,18.611,30.068,15.67,10.118,13.424999999999999,8.786,7.956
1961-07-01,63.897,57.154,25.373,13.065,22.414,26.50733333333333,10.541,15.674,23.472,18.859,31.726,12.701,13.869,18.646,30.049,15.726,10.12,13.468333333333334,8.839,7.964
1961-10-01,63.818,57.047,25.561,13.12,22.416,26.569,10.597,15.71,23.477,18.85,31.803,12.754,13.929,18.611,30.066,15.743,10.112,13.512666666666666,8.901,7.993
1962-01-01,63.826,57.019,25.606,13.19,22.433,26.442333333333334,10.676,15.788,23.493,18.635,31.8,12.811,14.061,18.684,30.074,15.811,10.13,13.631666666666666,8.997,8.005
1962-04-01,63.909,57.021,25.357,13.263,22.453,26.304666666666666,10.724,15.831,23.507,18.665,31.859,12.888,14.106,18.733,30.115,15.867,10.128,13.709666666666669,9.023,8.031
1962-07-01,64.119,57.037,25.342,13.319,22.447,26.251666666666665,10.756,15.869,23.503,18.599,31.855,12.953,14.115,18.751,30.108,15.91,10.125,13.763,9.033,8.023
1962-10-01,63.867,56.837,25.383,13.344,22.425,26.278000000000002,10.796,15.907,23.481,18.696,31.859,12.913,14.442,18.849,30.084,15.958,10.111,13.884666666666666,9.092,8.046
1963-01-01,63.888,56.788,25.42,13.592,22.429,26.375,10.956,15.985,23.481,18.867,31.761,13.225,14.381,18.876,30.087,16.004,10.114,13.939333333333332,9.175,8.071
1963-04-01,64.083,56.676,25.385,13.582,22.396,26.382,10.979,15.999,23.439,18.949,31.798,13.209,14.398,18.857,30.079,16.029,10.074,13.977333333333334,9.233,8.086
1963-07-01,64.264,56.65,25.325,13.471,22.327,26.44366666666666,10.935,16.016,23.371,19.061,31.912,13.059,14.458,18.996,30.113,16.107,9.961,14.024000000000001,9.254,8.108
1963-10-01,64.466,56.615,25.358,13.796,22.387,26.50133333333333,11.127,16.121,23.436,19.166,32.065,13.431,14.575,19.034,30.131,16.166,10.026,14.103,9.328,8.114
1964-01-01,64.559,56.642,25.416,13.93,22.322,26.703,11.207,16.182,23.372,19.337,32.199,13.541,14.797,19.148,30.143,16.243,9.932,14.059666666666667,9.361,8.103
1964-04-01,64.522,56.689,25.401,13.944,22.516,26.698666666666668,11.235,16.229,23.557,19.435,32.366,13.515,14.968,19.144,30.29,16.278,10.092,14.15,9.405,8.196
1964-07-01,64.452,56.663,25.602,14.136,22.548,26.774,11.347,16.309,23.593,19.407,32.46,13.697,15.187,19.202,30.309,16.331,10.123,14.225333333333333,9.449,8.207
1964-10-01,64.324,56.613,25.879,14.117,22.774,26.938333333333333,11.361,16.378,23.813,19.466,32.48,13.667,15.207,19.28,30.453,16.385,10.342,14.299999999999999,9.495,8.336
1965-01-01,64.335,56.708,26.464,14.166,22.788,27.264,11.439,16.45,23.826,19.624,32.452,13.715,15.254,19.339,30.496,16.438,10.332,14.462333333333333,9.603,8.351
1965-04-01,64.134,56.675,26.379,14.243,22.832,27.219333333333335,11.507,16.527,23.872,19.541,32.539,13.807,15.274,19.521,30.57,16.522,10.341,14.502666666666668,9.666,8.412
1965-07-01,63.814,56.866,26.405,14.399,22.88,27.296000000000003,11.622,16.602,23.917,19.677,32.667,13.988,15.339,19.628,30.666,16.583,10.336,14.572000000000001,9.751,8.433
1965-10-01,63.462,56.649,26.308,14.713,23.134,27.307666666666666,11.807,16.711,24.173,19.885,32.755,14.331,15.546,19.673,30.812,16.634,10.617,14.668,9.83,8.599
1966-01-01,63.378,56.593,26.746,14.736,23.035,27.628666666666664,11.887,16.813,24.087,19.98,32.933,14.312,15.71,19.937,30.792,16.763,10.472,14.774666666666667,9.966,8.578
1966-04-01,63.65,56.764,26.969,14.74,23.414,27.895666666666667,11.971,16.965,24.454,20.191,33.072,14.306,15.749,20.105,31.077,16.899,10.851,14.855666666666666,10.128,8.766
1966-07-01,63.932,56.928,27.286,14.994,23.416,28.078,12.154,17.114,24.465,20.136,33.146,14.602,15.84,20.246,31.147,17.028,10.786,14.930666666666665,10.254,8.777
1966-10-01,64.224,57.349,27.756,14.992,23.691,28.417666666666662,12.209,17.254,24.742,20.254,33.243,14.575,15.935,20.373,31.412,17.16,11.023,15.014000000000001,10.367,8.89
1967-01-01,64.091,57.673,28.248,14.938,23.785,28.636666666666667,12.256,17.326,24.841,20.251,33.284,14.51,15.931,20.368,31.555,17.209,11.047,15.106666666666667,10.513,8.926
1967-04-01,64.372,57.992,28.204,15.1,23.901,28.57766666666667,12.381,17.43,24.948,20.199,33.457,14.686,16.03,20.4,31.727,17.291,11.081,15.187333333333335,10.61,8.975
1967-07-01,65.082,58.374,28.172,15.237,24.054,28.635,12.519,17.587,25.088,20.205,33.681,14.839,16.095,20.614,31.94,17.452,11.143,15.272666666666666,10.759,9.037
1967-10-01,65.739,58.802,28.327,15.511,24.341,28.759666666666664,12.718,17.781,25.376,20.217,33.988,15.142,16.233,20.752,32.249,17.602,11.348,15.379,10.898,9.163
1968-01-01,66.166,59.021,28.529,15.639,24.6,28.957000000000004,12.873,17.975,25.628,20.352,34.376,15.222,16.553,20.967,32.51,17.789,11.55,15.545333333333332,11.09,9.292
1968-04-01,66.569,59.537,29.118,15.818,24.834,29.389,13.033,18.177,25.857,20.506,34.616,15.395,16.741,21.166,32.826,17.971,11.653,15.679333333333332,11.244,9.41
1968-07-01,67.123,60.032,28.759,16.081,24.983,29.262333333333334,13.211,18.351,26.0,20.548,34.878,15.654,17.011,21.369,33.093,18.157,11.659,15.816666666666668,11.352,9.486
1968-10-01,67.736,60.642,28.962,16.312,25.52,29.49933333333333,13.429,18.607,26.535,20.695,35.24,15.867,17.302,21.592,33.585,18.358,12.117,15.947000000000001,11.573,9.725
1969-01-01,68.131,60.855,29.396,16.346,25.813,29.817333333333334,13.535,18.793,26.83,20.781,35.694,15.888,17.386,21.753,33.86,18.536,12.364,16.051,11.749,9.863
1969-04-01,68.642,61.171,29.445,16.575,26.091,29.942333333333334,13.761,19.041,27.114,20.872,36.065,16.13,17.553,22.056,34.18,18.772,12.542,16.227999999999998,11.983,10.026
1969-07-01,68.97,61.716,29.847,17.005,26.329,30.27,14.062,19.312,27.351,21.023,36.539,16.546,18.017,22.364,34.558,19.002,12.593,16.433333333333334,12.187,10.165
1969-10-01,69.395,62.254,30.537,17.218,26.672,30.95266666666667,14.272,19.554,27.711,21.565,36.94,16.745,18.274,22.602,34.983,19.221,12.782,16.578,12.406,10.358
1970-01-01,69.514,62.928,30.536,17.722,26.887,31.219666666666665,14.64,19.823,27.934,21.793,37.475,17.199,18.946,22.893,35.371,19.444,12.771,16.572,12.676,10.462
1970-04-01,69.787,63.525,31.133,17.956,27.465,31.650333333333332,14.888,20.109,28.514,22.042,37.819,17.394,19.311,23.118,35.95,19.659,13.244,16.815,12.944,10.789
1970-07-01,70.301,64.003,31.059,18.263,27.407,31.857333333333333,15.149,20.274,28.457,22.581,38.221,17.696,19.62,23.274,36.182,19.851,12.888,17.023666666666667,13.178,10.819
1970-10-01,71.47,64.752,31.174,18.495,27.728,32.08566666666667,15.387,20.539,28.792,22.809,38.644,17.922,19.865,23.481,36.659,20.108,12.994,17.206666666666667,13.428,10.998
1971-01-01,72.482,65.462,32.082,19.081,28.21,32.668,15.808,20.85,29.294,23.382,39.074,18.504,20.442,23.52,37.178,20.299,13.341,17.70866666666667,13.733,11.226
1971-04-01,72.998,65.877,32.154,19.437,28.607,32.73866666666667,16.099,21.13,29.71,23.464,39.33,18.839,20.855,23.765,37.613,20.53,13.615,17.984333333333336,13.981,11.481
1971-07-01,72.835,65.972,31.997,19.719,28.94,32.75366666666667,16.33,21.343,30.034,23.751,39.573,19.127,21.116,23.973,37.945,20.732,13.866,18.238,14.178,11.736
1971-10-01,72.461,65.968,32.195,20.122,29.205,32.96366666666667,16.586,21.52,30.291,24.105,39.753,19.592,21.337,24.126,38.184,20.86,14.08,18.485333333333333,14.333,11.941
1972-01-01,73.086,66.427,33.061,20.953,29.565,33.471333333333334,17.112,21.865,30.646,24.514,40.118,20.636,21.582,24.389,38.616,21.08,14.278,18.924333333333333,14.654,12.175
1972-04-01,73.461,66.737,33.323,21.166,29.764,33.86633333333333,17.3,21.999,30.858,25.148,40.445,20.857,21.768,24.446,38.912,21.202,14.345,19.116666666666664,14.827,12.327
1972-07-01,73.836,66.862,33.454,21.34,30.057,34.11966666666667,17.503,22.198,31.179,25.554,40.776,21.022,21.964,24.662,39.161,21.388,14.586,19.362,15.052,12.488
1972-10-01,73.599,66.708,34.215,21.804,30.482,34.75566666666666,17.813,22.45,31.622,26.12,41.094,21.508,22.369,24.946,39.396,21.562,15.034,19.653333333333332,15.259,12.731
1973-01-01,73.904,66.986,35.189,22.155,30.789,35.763,18.133,22.735,31.906,26.888,41.597,21.836,22.772,25.479,39.738,21.823,15.23,19.819666666666667,15.559,12.92
1973-04-01,74.486,67.661,36.768,22.54,31.333,37.51833333333333,18.453,23.111,32.474,29.005,42.181,22.267,23.042,26.247,40.302,22.242,15.614,20.59266666666667,15.836,13.196
1973-07-01,74.853,68.208,38.896,23.006,31.994,39.18933333333333,18.764,23.553,33.152,30.387,42.905,22.803,23.334,26.914,40.927,22.647,16.145,21.334,16.049,13.562
1973-10-01,75.092,68.388,40.869,23.498,32.422,41.279333333333334,19.141,23.961,33.548,32.672,43.79,23.268,23.886,27.741,41.414,23.11,16.426,21.94066666666667,16.353,13.893
1974-01-01,75.924,69.235,43.712,23.739,33.059,45.177666666666674,19.525,24.446,34.242,37.854,44.9,23.545,24.04,29.172,42.189,23.798,16.799,22.905666666666665,16.828,14.267
1974-04-01,77.846,70.97,45.206,24.168,34.009,48.11266666666666,20.05,24.989,35.265,42.193,46.036,23.882,24.688,30.238,43.497,24.472,17.196,23.567333333333334,17.413,14.889
1974-07-01,80.812,73.875,47.751,24.874,35.304,50.623333333333335,20.713,25.759,36.643,44.358,47.175,24.67,25.197,31.089,45.26,25.132,17.746,24.122666666666664,18.048,15.583
1974-10-01,83.339,77.507,50.187,25.7,36.683,52.74533333333333,21.359,26.541,38.002,45.776,48.275,25.448,26.126,31.971,47.223,25.771,18.225,24.677000000000003,18.579,16.238
1975-01-01,84.645,81.084,51.599,26.167,37.937,53.907000000000004,21.77,27.141,39.303,46.496,49.221,25.872,26.691,32.426,48.972,26.256,18.69,25.063,18.953,16.712
1975-04-01,86.167,83.67,51.452,26.546,38.831,53.84633333333333,22.149,27.534,40.204,46.617,50.139,26.201,27.178,32.543,50.226,26.578,19.016,25.496333333333336,19.329,17.014
1975-07-01,87.112,84.963,51.299,26.904,39.293,53.482,22.439,28.021,40.682,45.581,50.725,26.534,27.59,33.268,50.872,27.076,19.192,25.84,19.576,17.165
1975-10-01,88.451,86.284,51.613,27.522,39.874,53.74966666666666,22.83,28.489,41.234,45.654,51.26,27.161,28.186,33.696,51.568,27.53,19.539,26.285,19.826,17.367
1976-01-01,89.646,87.609,52.36,27.924,40.259,54.44133333333334,23.122,28.8,41.596,46.403,51.517,27.608,28.484,33.739,52.137,27.833,19.66,26.609666666666666,20.05,17.472
1976-04-01,90.641,88.453,52.931,28.158,40.958,55.040333333333336,23.363,29.088,42.302,47.112,52.257,27.85,28.701,33.737,52.807,28.066,20.233,26.825999999999997,20.293,17.786
1976-07-01,91.738,89.587,53.241,28.481,41.533,55.628666666666675,23.58,29.459,42.897,47.952,52.899,28.206,28.95,34.156,53.51,28.492,20.559,27.273666666666667,20.444,18.047
1976-10-01,93.29,90.977,54.192,29.242,42.182,56.41733333333334,24.022,29.96,43.55,48.431,53.573,29.015,29.607,34.599,54.292,28.942,20.935,27.714,20.689,18.297
1977-01-01,94.247,92.456,54.812,29.656,43.066,57.65366666666666,24.422,30.443,44.434,50.157,53.987,29.488,29.893,35.232,55.35,29.465,21.449,28.109333333333336,21.079,18.878
1977-04-01,94.727,93.818,55.624,29.993,43.869,58.73133333333333,24.786,30.925,45.256,51.533,54.541,29.799,30.285,35.878,56.183,29.969,22.028,28.658666666666665,21.456,19.218
1977-07-01,95.711,95.327,55.348,30.141,44.844,58.90966666666666,25.069,31.351,46.141,52.206,55.16,29.911,30.51,36.251,57.158,30.42,22.758,29.163666666666668,21.821,19.652
1977-10-01,96.992,96.937,55.61,31.014,45.809,59.29566666666667,25.632,31.875,47.069,52.735,55.785,30.863,31.218,36.675,58.15,30.852,23.464,29.730333333333334,22.189,20.066
1978-01-01,98.382,98.08,56.696,31.369,46.681,60.327333333333335,25.962,32.397,47.964,53.62,56.551,31.273,31.461,37.164,59.011,31.358,24.139,30.211,22.503,20.497
1978-04-01,99.882,99.263,58.107,31.985,47.644,61.77333333333334,26.43,33.043,48.937,54.921,57.241,31.999,31.853,38.056,59.994,32.002,24.858,30.880333333333336,22.879,21.07
1978-07-01,101.5,100.504,59.059,32.52,48.574,62.68333333333333,26.851,33.626,49.902,55.836,58.083,32.535,32.383,38.681,60.976,32.564,25.523,31.69966666666667,23.227,21.587
1978-10-01,103.276,101.719,60.997,33.081,49.544,64.23766666666667,27.272,34.291,50.92,56.817,59.023,33.059,33.016,39.343,62.028,33.179,26.195,32.28733333333333,23.56,22.176
1979-01-01,104.953,103.611,62.796,33.691,50.576,66.42166666666667,27.854,34.931,51.957,59.036,59.934,33.733,33.498,40.441,63.332,33.804,26.725,32.796,24.121,22.794
1979-04-01,106.8,105.499,65.353,34.2,51.864,69.29833333333333,28.391,35.775,53.264,62.106,61.02,34.292,33.907,41.813,64.726,34.728,27.637,33.787,24.673,23.493
1979-07-01,108.026,107.218,66.885,34.998,53.112,72.23766666666667,29.216,36.522,54.565,66.74,62.089,35.151,34.582,43.168,66.088,35.59,28.516,34.93333333333333,25.509,24.221
1979-10-01,109.973,109.081,68.114,35.768,54.186,74.87433333333333,29.82,37.188,55.683,71.159,63.204,35.884,35.427,44.337,67.326,36.451,29.212,36.16466666666667,26.007,24.735
1980-01-01,113.197,111.891,70.12,36.475,55.445,78.7,30.511,38.001,56.983,77.095,64.458,36.701,35.911,46.043,68.825,37.545,29.984,37.717,26.684,25.162
1980-04-01,115.869,114.736,71.081,37.885,56.721,80.67399999999999,31.507,38.903,58.317,79.893,65.691,38.215,37.116,47.168,70.405,38.464,30.692,38.550666666666665,27.417,25.673
1980-07-01,117.981,117.24,73.091,38.269,57.948,82.79266666666668,32.137,39.77,59.534,82.137,66.949,38.523,37.644,48.167,71.908,39.364,31.392,39.60466666666667,28.208,26.221
1980-10-01,120.003,118.993,75.557,39.421,59.188,84.91966666666667,33.054,40.825,60.798,83.572,68.168,39.838,38.473,49.209,73.413,40.338,32.114,40.336666666666666,28.976,27.041
1981-01-01,121.527,121.348,77.448,40.209,60.75,87.17199999999998,33.932,41.907,62.552,85.722,69.45,40.484,39.544,50.663,75.432,41.384,32.849,41.06966666666667,29.917,28.201
1981-04-01,123.818,123.659,77.789,41.144,62.092,87.71100000000001,34.689,42.694,63.933,86.244,70.658,41.516,40.283,51.165,77.253,42.078,33.349,41.60566666666667,30.562,29.181
1981-07-01,125.649,125.111,77.911,42.046,63.126,86.858,35.299,43.524,64.963,83.997,71.756,42.498,41.02,51.568,78.64,42.772,33.743,42.13666666666666,30.977,30.007
1981-10-01,127.285,126.61,78.165,42.852,64.39,87.04899999999999,35.915,44.243,66.169,84.176,73.198,43.481,41.45,51.908,80.284,43.427,34.287,42.846000000000004,31.466,31.022
1982-01-01,128.355,127.588,78.635,43.536,65.271,87.18733333333334,36.505,44.877,67.001,83.926,74.034,44.108,42.253,52.15,81.363,43.979,34.779,43.29866666666667,31.997,31.694
1982-04-01,129.354,129.125,78.58,44.399,66.054,86.51533333333333,37.159,45.473,67.762,82.452,74.915,45.095,42.834,52.146,82.279,44.402,35.306,43.46333333333334,32.511,32.009
1982-07-01,129.816,129.938,78.016,44.771,66.458,86.005,37.61,46.104,68.18,81.469,75.721,45.434,43.283,52.819,82.744,45.103,35.587,43.651,33.021,32.097
1982-10-01,130.192,130.5,77.564,45.3,66.637,85.44233333333334,38.07,46.571,68.325,80.844,76.579,45.983,43.765,52.849,82.931,45.601,35.753,43.98733333333333,33.441,31.954
1983-01-01,131.121,130.385,77.893,45.385,66.449,84.72066666666667,38.244,46.943,68.168,79.144,77.287,46.239,43.464,52.702,82.519,45.978,35.945,44.371,33.681,31.407
1983-04-01,131.608,129.876,78.177,45.735,66.266,85.08533333333334,38.601,47.291,67.925,79.144,77.732,46.487,44.049,53.362,82.161,46.398,36.038,44.512,34.051,31.091
1983-07-01,132.328,129.27,78.615,46.242,66.286,85.50633333333333,39.002,47.794,67.9,79.294,78.483,47.044,44.442,53.764,82.046,47.008,36.241,44.810333333333325,34.381,31.025
