Date,Clothing and footwear,Durable goods,Energy goods and services,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Gross output of nonprofit institutions,Health care,Household consumption expenditures (for services),Housing,Housing and utilities,Less: Receipts from sales of goods and services by nonprofit institutions,Market-based PCE,Market-based PCE excluding food and energy,Motor vehicles and parts,Nondurable goods,Other durable goods,Other nondurable goods,Other services,PCE excluding food and energy,"PCE excluding food, energy, and housing",PCE services excluding energy and housing,Personal consumption expenditures (PCE),Recreation services,Recreational goods and vehicles,Services,Transportation services
1957-07-01,50.84,61.799,,47.395,9.317,15.561,8.993,56.888,10.025,27.276,,5.222,9.299,,11.163,,,,27.966,17.994,33.216,15.165,10.229,,,,14.781,11.991,332.539,9.821,11.568
1957-10-01,51.012,61.919,,47.675,9.354,15.61,8.966,57.036,10.02,27.371,,5.286,9.367,,11.246,,,,27.909,18.066,33.224,15.312,10.336,,,,14.858,12.195,336.815,9.894,11.715
1958-01-01,51.034,63.02,,47.899,9.367,16.071,9.127,57.354,10.063,27.819,,5.342,9.436,,11.267,,,,28.907,18.353,33.105,15.386,10.434,,,,15.041,12.461,341.445,9.967,11.739
1958-04-01,51.045,62.766,,48.004,9.363,16.21,9.174,56.646,9.851,27.833,,5.35,9.47,,11.332,,,,28.869,18.388,33.29,15.403,10.441,,,,15.069,12.51,342.283,10.001,11.794
1958-07-01,51.04,62.701,,48.71,9.465,16.09,9.141,56.326,9.909,27.762,,5.418,9.514,,11.385,,,,29.057,18.333,33.19,15.399,10.498,,,,15.08,12.411,339.616,10.048,11.879
1958-10-01,51.013,62.478,,48.959,9.596,16.011,9.19,56.371,9.744,27.631,,5.472,9.562,,11.44,,,,28.901,18.239,33.144,15.355,10.504,,,,15.074,12.316,335.729,10.097,11.976
1959-01-01,51.208,63.568,10.567,48.366,9.926,15.983,9.324,56.461,9.92,27.815,8.105,5.45,9.636,11.935,11.43,4.532,,,30.247,18.295,33.322,15.434,10.655,15.515,16.394,9.414,15.177,12.424,331.198,10.168,12.057
1959-04-01,51.365,63.811,10.656,49.136,9.917,15.892,9.453,56.735,9.999,27.849,8.393,5.507,9.703,12.016,11.508,4.739,,,30.449,18.3,33.353,15.551,10.666,15.598,16.477,9.459,15.239,12.631,329.558,10.245,12.159
1959-07-01,51.595,63.8,10.702,49.971,9.976,15.928,9.552,56.816,9.991,27.936,8.646,5.566,9.791,12.063,11.571,4.914,,,30.405,18.379,33.346,15.738,10.822,15.702,16.597,9.554,15.331,12.836,329.615,10.342,12.251
1959-10-01,51.709,63.772,10.899,49.628,10.094,15.914,9.611,56.827,10.214,28.01,8.797,5.676,9.881,12.134,11.648,5.064,,,30.373,18.448,33.321,15.822,10.936,15.793,16.692,9.646,15.415,12.995,329.725,10.433,12.312
1960-01-01,51.83,63.679,10.846,47.623,10.24,15.878,9.7,57.015,10.095,27.97,8.647,5.729,9.942,12.166,11.69,5.042,,,30.123,18.422,33.397,15.869,10.972,15.842,16.747,9.705,15.435,13.079,331.199,10.48,12.389
1960-04-01,52.106,63.603,10.871,46.011,10.355,16.079,9.725,57.189,10.095,28.11,8.674,5.887,10.011,12.194,11.727,5.157,,,29.921,18.554,33.435,15.873,11.04,15.902,16.816,9.779,15.515,13.14,332.428,10.537,12.412
1960-07-01,52.301,63.408,11.036,45.148,10.48,16.067,9.76,57.276,10.31,28.15,8.705,6.005,10.085,12.253,11.783,5.236,,,29.654,18.609,33.451,15.878,11.111,15.965,16.879,9.856,15.574,13.245,332.874,10.605,12.483
1960-10-01,52.401,63.297,11.058,45.076,10.599,16.227,9.781,57.359,10.336,28.256,8.772,6.071,10.139,12.302,11.826,5.3,,,29.506,18.714,33.437,15.896,11.158,16.017,16.931,9.916,15.642,13.31,332.439,10.66,12.587
1961-01-01,52.427,63.308,11.066,45.659,10.604,16.27,9.839,57.358,10.329,28.291,8.817,6.059,10.162,12.327,11.853,5.307,,,29.522,18.742,33.455,15.915,11.148,16.044,16.959,9.942,15.671,13.436,331.724,10.688,12.689
1961-04-01,52.317,63.607,10.886,46.247,10.635,16.151,9.902,57.439,10.053,28.174,8.836,6.039,10.203,12.392,11.912,5.291,,,29.874,18.611,33.355,15.923,11.182,16.097,17.006,9.979,15.67,13.501,331.103,10.734,12.809
1961-07-01,52.56,63.897,11.032,46.871,10.79,16.097,9.967,57.424,10.282,28.246,8.888,6.05,10.248,12.434,11.942,5.301,,,30.259,18.646,33.328,15.913,11.207,16.167,17.084,10.039,15.726,13.602,330.071,10.785,12.888
1961-10-01,52.538,63.818,10.993,46.988,10.943,16.057,10.041,57.39,10.221,28.198,8.913,6.078,10.291,12.439,11.949,5.318,,,30.223,18.611,33.305,15.919,11.25,16.206,17.134,10.101,15.743,13.697,328.924,10.83,12.94
1962-01-01,52.342,63.826,10.971,46.995,11.123,16.209,10.084,57.413,10.185,28.282,8.949,6.127,10.353,12.502,12.001,5.35,,,30.241,18.684,33.363,15.965,11.301,16.266,17.191,10.169,15.811,13.775,328.031,10.892,13.014
1962-04-01,52.548,63.909,11.01,47.123,11.207,16.246,10.15,57.347,10.248,28.347,9.018,6.188,10.405,12.524,12.019,5.404,,,30.473,18.733,32.941,15.969,11.368,16.328,17.266,10.24,15.867,13.847,327.177,10.946,13.116
1962-07-01,52.76,64.119,10.999,47.102,11.194,16.27,10.224,57.282,10.216,28.392,9.053,6.236,10.446,12.576,12.068,5.436,,,30.677,18.751,33.333,15.958,11.389,16.382,17.319,10.279,15.91,13.908,326.418,10.988,13.154
1962-10-01,52.821,63.867,11.139,47.177,11.196,16.339,10.279,57.292,10.444,28.47,9.103,6.289,10.482,12.595,12.079,5.477,,,30.436,18.849,33.242,15.987,11.46,16.413,17.353,10.329,15.958,13.997,325.707,11.025,13.148
1963-01-01,52.879,63.888,11.079,47.597,11.231,16.41,10.342,57.273,10.347,28.503,9.158,6.32,10.53,12.65,12.128,5.502,,,30.448,18.876,33.358,16.013,11.549,16.467,17.406,10.383,16.004,14.024,325.555,11.078,13.14
1963-04-01,52.977,64.083,10.99,47.805,11.206,16.344,10.394,57.285,10.223,28.506,9.206,6.354,10.563,12.689,12.16,5.533,,,30.641,18.857,33.321,16.15,11.598,16.529,17.475,10.42,16.029,14.103,326.171,11.113,13.149
1963-07-01,53.119,64.264,11.045,47.965,11.275,16.492,10.407,57.356,10.328,28.679,9.288,6.414,10.6,12.712,12.172,5.596,,,30.798,18.996,33.279,16.255,11.649,16.593,17.551,10.471,16.107,14.234,326.767,11.151,13.164
1963-10-01,53.342,64.466,11.037,48.047,11.363,16.501,10.474,57.534,10.297,28.747,9.345,6.454,10.656,12.765,12.22,5.642,,,30.901,19.034,33.619,16.348,11.708,16.673,17.638,10.532,16.166,14.37,326.232,11.209,13.203
1964-01-01,53.516,64.559,10.989,47.946,11.515,16.675,10.51,57.56,10.262,28.883,9.4,6.523,10.708,12.789,12.23,5.697,,,30.999,19.148,34.031,16.414,11.779,16.744,17.723,10.605,16.243,14.455,323.487,11.262,13.295
1964-04-01,53.637,64.522,10.948,47.899,11.648,16.691,10.569,57.529,10.155,28.874,9.438,6.574,10.762,12.815,12.265,5.733,,,30.951,19.144,34.287,16.421,11.842,16.794,17.78,10.668,16.278,14.518,322.623,11.316,13.311
1964-07-01,53.595,64.452,10.941,48.12,11.765,16.81,10.58,57.374,10.138,28.928,9.493,6.624,10.814,12.854,12.3,5.77,,,30.958,19.202,34.318,16.43,11.923,16.84,17.828,10.731,16.331,14.644,321.741,11.37,13.349
1964-10-01,53.569,64.324,11.019,48.194,11.876,16.898,10.604,57.238,10.257,28.997,9.561,6.692,10.862,12.876,12.317,5.826,,,30.882,19.28,34.366,16.462,11.996,16.883,17.877,10.795,16.385,14.699,321.064,11.419,13.396
1965-01-01,53.771,64.335,11.13,48.842,11.872,16.865,10.673,57.16,10.434,29.061,9.647,6.735,10.905,12.907,12.339,5.866,,,30.992,19.339,34.101,16.548,12.085,16.947,17.95,10.856,16.438,14.756,320.474,11.469,13.452
1965-04-01,53.885,64.134,11.181,49.275,11.909,17.103,10.708,57.126,10.532,29.23,9.731,6.79,10.95,12.947,12.365,5.917,,,30.802,19.521,34.289,16.656,12.148,16.999,18.006,10.915,16.522,14.841,318.994,11.518,13.539
1965-07-01,54.185,63.814,11.198,49.469,12.013,17.233,10.804,56.988,10.563,29.302,9.775,6.831,11.006,12.974,12.391,5.945,,,30.584,19.628,34.183,16.699,12.224,17.052,18.066,10.992,16.583,14.93,317.289,11.576,13.603
1965-10-01,54.344,63.462,11.291,49.948,12.155,17.229,10.91,56.949,10.677,29.303,9.843,6.88,11.075,13.015,12.436,5.979,,,30.399,19.673,33.726,16.739,12.303,17.109,18.127,11.079,16.634,14.979,314.393,11.65,13.678
1966-01-01,54.783,63.378,11.296,50.401,12.416,17.626,10.979,57.014,10.683,29.57,9.915,6.948,11.143,13.079,12.489,6.018,,,30.307,19.937,33.694,16.831,12.314,17.195,18.218,11.16,16.763,15.11,313.862,11.722,13.664
1966-04-01,55.236,63.65,11.318,50.942,12.627,17.818,11.108,57.241,10.707,29.784,10.026,7.047,11.244,13.13,12.536,6.087,,,30.465,20.105,34.002,16.948,12.468,17.334,18.383,11.295,16.899,15.24,313.79,11.829,13.71
1966-07-01,55.792,63.932,11.403,51.441,12.806,17.906,11.266,57.707,10.84,29.972,10.137,7.163,11.346,13.162,12.558,6.159,,,30.554,20.246,34.112,17.048,12.631,17.477,18.559,11.441,17.028,15.285,314.392,11.937,13.869
1966-10-01,56.349,64.224,11.494,52.01,12.918,17.965,11.408,58.149,10.978,30.145,10.272,7.29,11.457,13.256,12.632,6.246,,,30.619,20.373,34.452,17.143,12.756,17.628,18.726,11.575,17.16,15.437,315.004,12.054,14.016
1967-01-01,56.984,64.091,11.555,52.112,12.859,17.784,11.59,58.351,11.055,30.121,10.365,7.401,11.537,13.327,12.694,6.322,,,30.273,20.368,34.73,17.231,12.81,17.725,18.83,11.666,17.209,15.543,316.019,12.136,14.13
1967-04-01,57.499,64.372,11.608,52.738,12.852,17.71,11.757,58.566,11.134,30.192,10.491,7.499,11.619,13.375,12.735,6.4,,,30.522,20.4,34.752,17.289,12.911,17.844,18.969,11.776,17.291,15.685,315.802,12.225,14.268
1967-07-01,58.134,65.082,11.665,53.057,12.96,17.922,11.876,58.993,11.197,30.514,10.611,7.62,11.711,13.43,12.79,6.487,,,31.156,20.614,34.926,17.457,12.984,18.006,19.163,11.891,17.452,15.869,315.473,12.32,14.405
1967-10-01,58.699,65.739,11.701,53.495,13.191,17.991,12.02,59.378,11.231,30.749,10.736,7.74,11.823,13.506,12.86,6.573,,,31.659,20.752,35.094,17.657,13.067,18.188,19.375,12.031,17.602,16.112,317.362,12.438,14.523
1968-01-01,59.579,66.166,11.758,54.035,13.47,18.163,12.172,60.274,11.308,31.033,10.886,7.866,11.968,13.593,12.934,6.676,,,31.655,20.967,35.251,17.825,13.273,18.395,19.617,12.217,17.789,16.371,319.7,12.589,14.708
1968-04-01,60.677,66.569,11.756,54.483,13.832,18.303,12.331,60.925,11.292,31.296,11.024,7.981,12.113,13.694,13.022,6.773,,,31.812,21.166,35.247,18.014,13.442,18.609,19.863,12.396,17.971,16.558,320.923,12.741,14.891
1968-07-01,61.667,67.123,11.839,55.074,14.186,18.442,12.519,61.397,11.399,31.585,11.175,8.095,12.253,13.78,13.098,6.873,,,32.061,21.369,35.737,18.147,13.587,18.817,20.107,12.575,18.157,16.757,323.326,12.888,15.044
1968-10-01,62.464,67.736,11.865,55.834,14.474,18.661,12.686,61.932,11.434,31.902,11.345,8.227,12.401,13.887,13.193,6.981,,,32.341,21.592,36.335,18.314,13.759,19.036,20.358,12.761,18.358,16.906,325.518,13.044,15.264
1969-01-01,63.277,68.131,11.967,56.907,14.812,18.737,12.848,62.498,11.565,32.124,11.525,8.37,12.554,13.989,13.287,7.083,,,32.369,21.753,36.925,18.441,13.92,19.244,20.596,12.957,18.536,17.062,327.569,13.207,15.512
1969-04-01,64.022,68.642,12.147,57.962,15.073,19.029,13.034,63.118,11.781,32.51,11.739,8.54,12.721,14.107,13.402,7.214,,,32.546,22.056,37.297,18.632,14.089,19.474,20.859,13.164,18.772,17.267,329.754,13.385,15.811
1969-07-01,64.819,68.97,12.166,58.875,15.289,19.412,13.261,63.61,11.755,32.875,11.937,8.68,12.888,14.264,13.547,7.34,,,32.631,22.364,37.555,18.853,14.26,19.699,21.102,13.355,19.002,17.454,330.929,13.563,16.02
1969-10-01,65.489,69.395,12.198,59.599,15.535,19.689,13.54,64.034,11.725,33.181,12.143,8.847,13.067,14.409,13.686,7.48,,,32.899,22.602,37.853,19.05,14.411,19.93,21.356,13.562,19.221,17.64,330.916,13.75,16.252
1970-01-01,65.987,69.514,12.203,60.068,15.693,20.074,13.774,64.318,11.687,33.501,12.351,9.019,13.247,14.566,13.829,7.635,,,32.942,22.893,38.038,19.293,14.549,20.148,21.59,13.767,19.444,17.829,329.87,13.937,16.751
1970-04-01,66.395,69.787,12.384,60.483,15.831,20.243,14.089,64.605,11.906,33.775,12.535,9.203,13.434,14.714,13.969,7.772,,,33.141,23.118,38.29,19.511,14.761,20.375,21.839,13.986,19.659,18.041,328.898,14.131,16.946
1970-07-01,66.98,70.301,12.392,60.941,15.984,20.373,14.271,64.73,11.831,34.01,12.693,9.344,13.603,14.865,14.133,7.885,,,33.628,23.274,38.504,19.746,14.933,20.602,22.086,14.171,19.851,18.255,329.172,14.306,17.243
1970-10-01,67.827,71.47,12.653,62.028,16.229,20.465,14.443,65.119,12.06,34.389,12.875,9.472,13.803,15.051,14.339,7.987,,,34.671,23.481,38.684,19.926,15.171,20.892,22.404,14.385,20.108,18.5,333.008,14.517,17.572
1971-01-01,68.451,72.482,12.742,63.171,16.43,20.355,14.679,65.456,12.067,34.571,13.003,9.565,13.987,15.234,14.531,8.041,,,35.473,23.52,38.969,20.108,15.395,21.156,22.69,14.582,20.299,18.727,337.115,14.713,17.815
1971-04-01,69.105,72.998,12.677,63.861,16.728,20.723,14.817,65.773,11.865,34.9,13.142,9.685,14.173,15.42,14.716,8.126,,,35.65,23.765,39.218,20.31,15.599,21.397,22.945,14.78,20.53,18.893,341.895,14.908,18.204
1971-07-01,69.453,72.835,12.913,64.813,17.068,20.893,14.992,66.067,12.088,35.091,13.305,9.797,14.371,15.588,14.895,8.22,,,35.136,23.973,39.644,20.475,15.854,21.599,23.154,15.001,20.732,19.059,344.382,15.117,18.6
1971-10-01,69.68,72.461,13.058,65.287,17.316,21.034,15.108,66.155,12.238,35.191,13.436,9.9,14.507,15.704,15.009,8.308,,,34.62,24.126,39.899,20.587,16.07,21.722,23.277,15.155,20.86,19.141,344.539,15.259,18.704
1972-01-01,70.08,73.086,13.018,65.957,17.672,21.483,15.211,66.351,12.081,35.548,13.603,10.008,14.666,15.848,15.154,8.419,,,35.138,24.389,40.298,20.741,16.276,21.931,23.502,15.328,21.08,19.292,345.589,15.425,18.872
1972-04-01,70.261,73.461,13.009,66.32,17.844,21.553,15.38,66.576,11.994,35.661,13.712,10.082,14.788,15.961,15.266,8.494,,,35.414,24.446,40.509,20.845,16.459,22.079,23.659,15.46,21.202,19.374,346.328,15.553,18.937
1972-07-01,70.307,73.836,13.232,67.237,18.015,21.81,15.525,66.915,12.25,35.936,13.954,10.213,14.931,16.114,15.414,8.655,,,35.603,24.662,40.858,20.933,16.604,22.245,23.827,15.613,21.388,19.488,347.432,15.705,19.06
1972-10-01,71.063,73.599,13.463,68.243,18.09,22.116,15.684,67.353,12.505,36.186,14.122,10.299,15.067,16.255,15.559,8.751,,,35.077,24.946,41.169,20.991,16.8,22.385,23.963,15.759,21.562,19.61,348.411,15.852,19.246
1973-01-01,71.649,73.904,13.679,67.997,17.896,22.952,15.851,67.711,12.681,36.764,14.189,10.404,15.199,16.474,15.778,8.818,,,35.221,25.479,41.235,21.115,16.897,22.541,24.097,15.847,21.823,19.74,349.717,15.984,19.471
1973-04-01,72.68,74.486,14.043,69.901,18.145,24.011,16.232,68.112,13.132,37.611,14.496,10.543,15.429,16.638,15.948,8.989,,,35.527,26.247,41.882,21.354,17.241,22.848,24.444,16.133,22.242,20.022,351.452,16.233,19.734
1973-07-01,73.065,74.853,14.263,72.891,18.4,25.093,16.648,68.602,13.381,38.326,14.998,10.691,15.685,16.805,16.108,9.274,,,35.597,26.914,42.375,21.546,17.763,23.152,24.786,16.47,22.647,20.234,352.916,16.515,19.978
1973-10-01,73.669,75.092,15.284,74.227,18.689,25.913,17.294,69.071,14.73,39.179,15.259,10.881,15.98,16.991,16.315,9.432,,,35.532,27.741,42.656,21.77,18.125,23.474,25.146,16.824,23.11,20.529,354.928,16.825,20.297
1974-01-01,74.994,75.924,17.446,77.371,19.144,27.144,17.654,70.355,17.502,40.723,15.742,11.115,16.297,17.108,16.551,9.696,,,35.57,29.172,43.666,22.159,18.653,23.877,25.634,17.218,23.798,20.818,358.953,17.171,20.643
1974-04-01,77.229,77.846,18.795,81.546,19.522,27.782,18.129,72.414,19.092,42.077,16.35,11.431,16.666,17.215,16.773,10.016,,,36.607,30.238,44.654,22.959,19.27,24.47,26.377,17.712,24.472,21.285,363.778,17.577,21.2
1974-07-01,79.632,80.812,19.2,82.893,19.926,28.373,18.696,75.182,19.346,43.384,16.761,11.821,17.055,17.402,17.025,10.3,,,38.528,31.089,45.67,24.066,19.713,25.169,27.234,18.191,25.132,21.748,371.085,17.984,21.863
1974-10-01,80.8,83.339,19.227,84.46,20.32,29.567,19.182,77.833,19.052,44.652,17.156,12.189,17.432,17.69,17.348,10.559,,,39.908,31.971,47.093,25.042,19.963,25.784,27.947,18.615,25.771,22.257,377.628,18.379,22.588
1975-01-01,81.119,84.645,19.629,86.878,20.654,29.99,19.621,79.604,19.109,45.308,17.559,12.489,17.824,18.066,17.807,10.789,,,40.31,32.426,47.809,25.798,20.231,26.288,28.483,19.008,26.256,22.741,383.512,18.796,23.227
1975-04-01,81.352,86.167,20.011,87.746,21.021,29.813,19.898,80.946,19.465,45.655,17.87,12.762,18.123,18.325,18.085,11.009,,,41.051,32.543,48.413,26.174,20.541,26.688,28.923,19.332,26.578,22.958,392.096,19.107,23.728
