Date,Business current transfer payments (net),"Compensation of employees, paid",Consumption of fixed capital,"Corporate profits with inventory valuation and capital consumption adjustments, domestic industries",Current surplus of government enterprises,Government,Gross domestic income,Less: Subsidies,Net dividends,"Net interest and miscellaneous payments, domestic industries",Net operating surplus,Private,Private enterprises,Profits after tax with inventory valuation and capital consumption adjustments,Proprietors' income with inventory valuation and capital consumption adjustments,Rental income of persons with capital consumption adjustment,Statistical discrepancy,Supplements to wages and salaries,Taxes on corporate income,Taxes on production and imports,To persons,To the rest of the world,Undistributed corporate profits with inventory valuation and capital consumption adjustments,Wages and salaries
2002-01-01,87839.0,6068740.0,1637530.0,711657.0,4575.0,292566.0,10826772.0,42574.0,375592.0,547920.0,2419050.0,1344964.0,2414475.0,564293.0,859745.0,207315.0,-43273.0,1114861.0,147364.0,744026.0,4941312.0,12567.0,188701.0,4953879.0
2002-04-01,81552.0,6137268.0,1649251.0,755968.0,5513.0,294894.0,10967337.0,39822.0,386273.0,553025.0,2469347.0,1354357.0,2463834.0,602296.0,864434.0,208855.0,-79877.0,1130822.0,153672.0,751293.0,4993754.0,12692.0,216022.0,5006446.0
2002-07-01,77463.0,6165291.0,1664403.0,778494.0,10424.0,297375.0,11051742.0,41333.0,363537.0,547821.0,2494890.0,1367028.0,2484465.0,616688.0,873009.0,207677.0,-67702.0,1144780.0,161806.0,768491.0,5007544.0,12967.0,253151.0,5020511.0
2002-10-01,76168.0,6202172.0,1680740.0,848237.0,9780.0,299807.0,11197272.0,41856.0,392372.0,552417.0,2579903.0,1380933.0,2570123.0,668384.0,883355.0,209946.0,-135840.0,1166623.0,179853.0,776312.0,5022485.0,13064.0,276013.0,5035549.0
2003-01-01,77822.0,6221885.0,1695027.0,862807.0,7080.0,302731.0,11245795.0,47120.0,372099.0,544685.0,2587390.0,1392296.0,2580310.0,662865.0,876295.0,218701.0,-71666.0,1186191.0,199942.0,788612.0,5022351.0,13342.0,290765.0,5035694.0
2003-04-01,75585.0,6315763.0,1708794.0,891407.0,5672.0,305372.0,11377023.0,57140.0,447368.0,521359.0,2609614.0,1403422.0,2603942.0,694951.0,892397.0,223194.0,-64257.0,1205935.0,196456.0,799992.0,5096694.0,13135.0,247584.0,5109829.0
2003-07-01,75740.0,6402369.0,1725713.0,941813.0,4214.0,308525.0,11565399.0,45922.0,418902.0,515709.0,2670249.0,1417187.0,2666035.0,724163.0,905261.0,227513.0,1270.0,1224963.0,217650.0,812991.0,5164052.0,13354.0,305261.0,5177406.0
2003-10-01,75042.0,6509165.0,1746857.0,976552.0,3517.0,311902.0,11734357.0,46047.0,453443.0,493336.0,2703513.0,1434954.0,2699996.0,735546.0,916086.0,238980.0,37878.0,1244258.0,241006.0,820869.0,5251293.0,13613.0,282103.0,5264906.0
2004-01-01,80273.0,6550843.0,1773987.0,1064574.0,2001.0,315889.0,11916004.0,44242.0,488875.0,451682.0,2788094.0,1458098.0,2786093.0,813166.0,946564.0,243000.0,7444.0,1266847.0,251408.0,847322.0,5269729.0,14267.0,324291.0,5283996.0
2004-04-01,79672.0,6678479.0,1803609.0,1113482.0,1145.0,321177.0,12148492.0,43662.0,485537.0,449415.0,2850168.0,1482431.0,2849023.0,841900.0,963037.0,243418.0,-35677.0,1287728.0,271582.0,859898.0,5376006.0,14744.0,356363.0,5390750.0
2004-07-01,78496.0,6813400.0,1835146.0,1158940.0,-511.0,327436.0,12376076.0,45378.0,481470.0,458651.0,2901575.0,1507710.0,2902086.0,866204.0,964199.0,241800.0,-70769.0,1310931.0,292736.0,871333.0,5488035.0,14434.0,384734.0,5502469.0
2004-10-01,89409.0,6874482.0,1874613.0,1164652.0,-1215.0,334366.0,12540611.0,52263.0,614192.0,476402.0,2949941.0,1540247.0,2951155.0,866332.0,977780.0,242912.0,-13397.0,1328391.0,298320.0,893838.0,5531347.0,14744.0,252140.0,5546092.0
2005-01-01,84154.0,6937715.0,1911601.0,1257935.0,-2086.0,339186.0,12750057.0,56729.0,454663.0,511613.0,3042411.0,1572415.0,3044498.0,882188.0,957110.0,233687.0,17229.0,1351642.0,375747.0,915059.0,5569834.0,16238.0,427525.0,5586072.0
2005-04-01,96497.0,7017127.0,1948969.0,1276867.0,-2943.0,345097.0,12964763.0,60694.0,402968.0,556532.0,3122044.0,1603872.0,3124988.0,912905.0,963936.0,231156.0,-42107.0,1367740.0,363962.0,937317.0,5633053.0,16333.0,509937.0,5649387.0
2005-07-01,92038.0,7134214.0,1989675.0,1287181.0,-4442.0,351763.0,13180576.0,61986.0,245325.0,590198.0,3166569.0,1637912.0,3171011.0,916932.0,988041.0,213554.0,-37934.0,1384379.0,370249.0,952103.0,5733465.0,16369.0,671607.0,5749835.0
2005-10-01,89876.0,7221831.0,2033960.0,1395332.0,-4326.0,357637.0,13489392.0,64234.0,170614.0,638176.0,3332563.0,1676323.0,3336888.0,986295.0,1007478.0,206026.0,-165188.0,1395152.0,409037.0,965272.0,5809979.0,16700.0,815682.0,5826679.0
2006-01-01,76709.0,7391390.0,2070428.0,1445408.0,-2322.0,362327.0,13795893.0,55729.0,574094.0,644154.0,3407960.0,1708101.0,3410282.0,1024028.0,1049502.0,194509.0,-196733.0,1408329.0,421381.0,981844.0,5966347.0,16715.0,449934.0,5983062.0
2006-04-01,76301.0,7439589.0,2107094.0,1453058.0,-4767.0,369300.0,13973084.0,51546.0,584756.0,726186.0,3486258.0,1737794.0,3491025.0,1020424.0,1052043.0,183436.0,-219660.0,1415399.0,432634.0,991688.0,6007570.0,16620.0,435668.0,6024190.0
2006-07-01,82700.0,7498469.0,2141108.0,1505789.0,-7175.0,375189.0,14125037.0,49886.0,646458.0,723389.0,3531244.0,1765919.0,3538419.0,1054500.0,1048750.0,177791.0,-254849.0,1425441.0,451289.0,1004102.0,6056805.0,16223.0,408042.0,6073028.0
2006-10-01,83562.0,7635573.0,2178031.0,1421286.0,-9356.0,382479.0,14207487.0,48708.0,746446.0,714650.0,3432068.0,1795551.0,3441424.0,1006004.0,1053184.0,168742.0,-167927.0,1442582.0,415282.0,1010524.0,6175958.0,17033.0,259558.0,6192991.0
2007-01-01,97820.0,7816971.0,2214675.0,1316281.0,-11876.0,390958.0,14341982.0,49499.0,662013.0,752060.0,3333983.0,1823717.0,3345859.0,897662.0,1017222.0,162476.0,-126331.0,1462236.0,418619.0,1025852.0,6338564.0,16171.0,235649.0,6354735.0
2007-04-01,95081.0,7856222.0,2240928.0,1347737.0,-12263.0,397097.0,14511372.0,58181.0,668019.0,830011.0,3439323.0,1843831.0,3451586.0,934431.0,998504.0,180253.0,-109289.0,1474826.0,413306.0,1033080.0,6365127.0,16269.0,266412.0,6381396.0
2007-07-01,98480.0,7895385.0,2265601.0,1229157.0,-12249.0,403322.0,14465128.0,55913.0,697274.0,828140.0,3324258.0,1862279.0,3336507.0,852649.0,987098.0,193632.0,98989.0,1487643.0,376508.0,1035796.0,6392332.0,15411.0,155375.0,6407743.0
2007-10-01,97608.0,7988896.0,2289796.0,1138936.0,-15096.0,409852.0,14529241.0,54744.0,684138.0,843819.0,3252706.0,1879944.0,3267802.0,780242.0,978763.0,208675.0,185817.0,1503628.0,358695.0,1052587.0,6468668.0,16600.0,96103.0,6485268.0
2008-01-01,111964.0,8067816.0,2319795.0,1053805.0,-16103.0,416972.0,14574086.0,51941.0,668865.0,828794.0,3192668.0,1902823.0,3208771.0,755821.0,964960.0,249248.0,132452.0,1515476.0,297984.0,1045748.0,6534050.0,18290.0,86956.0,6552340.0
2008-04-01,105541.0,8066295.0,2347200.0,1026962.0,-17118.0,423410.0,14617898.0,51660.0,685238.0,837486.0,3201371.0,1923790.0,3218489.0,741732.0,967537.0,280963.0,247803.0,1522226.0,285230.0,1054693.0,6527291.0,16778.0,56493.0,6544069.0
2008-07-01,105628.0,8085250.0,2376040.0,1008189.0,-17088.0,430344.0,14711004.0,52000.0,654489.0,884027.0,3243221.0,1945696.0,3260309.0,737539.0,957217.0,305248.0,187994.0,1527232.0,270650.0,1058494.0,6541771.0,16247.0,83051.0,6558017.0
2008-10-01,127991.0,8055357.0,2392814.0,732754.0,-16602.0,437352.0,14411662.0,54626.0,634815.0,856801.0,2978088.0,1955462.0,2994690.0,562945.0,951502.0,325642.0,196547.0,1525986.0,169810.0,1040028.0,6511813.0,17558.0,-71870.0,6529371.0
2009-01-01,120888.0,7739385.0,2387440.0,953512.0,-15610.0,440635.0,14162551.0,55357.0,603223.0,776050.0,3075172.0,1946806.0,3090781.0,781535.0,913805.0,326526.0,268350.0,1504796.0,171977.0,1015911.0,6219894.0,14695.0,178312.0,6234589.0
2009-04-01,140736.0,7770265.0,2369055.0,1003340.0,-14241.0,441556.0,14188354.0,55465.0,544069.0,719411.0,3087187.0,1927499.0,3101428.0,808009.0,902034.0,335906.0,192883.0,1507472.0,195331.0,1017312.0,6248757.0,14036.0,263940.0,6262793.0
2009-07-01,118224.0,7754474.0,2358981.0,1123196.0,-13562.0,442626.0,14263641.0,67069.0,450678.0,669740.0,3188502.0,1916355.0,3202064.0,916782.0,935014.0,355890.0,185241.0,1509312.0,206414.0,1028752.0,6231445.0,13717.0,466104.0,6245162.0
2009-10-01,120622.0,7804640.0,2369629.0,1227505.0,-14810.0,446252.0,14530841.0,55499.0,468358.0,659758.0,3366773.0,1923377.0,3381583.0,985495.0,1001652.0,372046.0,120407.0,1518059.0,242010.0,1045298.0,6273383.0,13198.0,517137.0,6286581.0
2010-01-01,126022.0,7774624.0,2374551.0,1295493.0,-16282.0,450305.0,14652508.0,54794.0,484751.0,646243.0,3513481.0,1924246.0,3529764.0,1039153.0,1057125.0,404881.0,112103.0,1534381.0,256340.0,1044645.0,6227341.0,12902.0,554402.0,6240243.0
2010-04-01,122725.0,7918168.0,2382725.0,1299966.0,-18455.0,455248.0,14865717.0,55491.0,478113.0,621600.0,3558175.0,1927477.0,3576630.0,1037719.0,1103464.0,428875.0,114476.0,1549938.0,262247.0,1062140.0,6354758.0,13472.0,559606.0,6368230.0
2010-07-01,129358.0,7990231.0,2391773.0,1475458.0,-19556.0,459075.0,15136173.0,56001.0,537723.0,584241.0,3741094.0,1932699.0,3760651.0,1196278.0,1128991.0,442603.0,5434.0,1559704.0,279180.0,1069075.0,6416587.0,13940.0,658555.0,6430527.0
2010-10-01,127205.0,8048854.0,2412516.0,1483823.0,-19889.0,463982.0,15263709.0,56948.0,557598.0,588956.0,3782853.0,1948534.0,3802743.0,1192521.0,1144435.0,458324.0,45765.0,1567413.0,291302.0,1076434.0,6467634.0,13807.0,634924.0,6481441.0
2011-01-01,145512.0,8177679.0,2437233.0,1323447.0,-19482.0,469697.0,15358947.0,58877.0,601591.0,591599.0,3711409.0,1967536.0,3730891.0,1038326.0,1181207.0,489126.0,-7499.0,1592807.0,285121.0,1091504.0,6571185.0,13687.0,436736.0,6584872.0
2011-04-01,130516.0,8214104.0,2463587.0,1443907.0,-18309.0,474979.0,15573082.0,59902.0,620945.0,580475.0,3849809.0,1988608.0,3868118.0,1158794.0,1211868.0,501353.0,-15544.0,1598214.0,285113.0,1105484.0,6602121.0,13769.0,537849.0,6615890.0
2011-07-01,128038.0,8295333.0,2487576.0,1447146.0,-17544.0,480170.0,15700283.0,60169.0,646025.0,553859.0,3873665.0,2007406.0,3891209.0,1190766.0,1252105.0,510060.0,-52603.0,1605674.0,256380.0,1103878.0,6675489.0,14170.0,544741.0,6689659.0
2011-10-01,116422.0,8248936.0,2509057.0,1585011.0,-16031.0,483773.0,15863772.0,61083.0,663770.0,573640.0,4052834.0,2025284.0,4068864.0,1288572.0,1268165.0,525626.0,-21513.0,1603276.0,296439.0,1114028.0,6631513.0,14146.0,624803.0,6645660.0
2012-01-01,108356.0,8464321.0,2538270.0,1659954.0,-14645.0,488598.0,16274824.0,58394.0,712521.0,621629.0,4199752.0,2049672.0,4214397.0,1340066.0,1297683.0,526776.0,-206019.0,1620114.0,319888.0,1130876.0,6830193.0,14013.0,627545.0,6844206.0
2012-04-01,97100.0,8512111.0,2563894.0,1662593.0,-13969.0,492582.0,16379664.0,58058.0,704919.0,640974.0,4227820.0,2071312.0,4241789.0,1328354.0,1308658.0,532464.0,-172549.0,1627792.0,334239.0,1133897.0,6869773.0,14546.0,623435.0,6884319.0
2012-07-01,86507.0,8554266.0,2590148.0,1644617.0,-13145.0,495846.0,16329290.0,56306.0,710363.0,569003.0,4109857.0,2094302.0,4123002.0,1302898.0,1286792.0,536081.0,-9749.0,1640032.0,341719.0,1131325.0,6899714.0,14521.0,592536.0,6914235.0
2012-10-01,90166.0,8770786.0,2609909.0,1642314.0,-12824.0,497446.0,16646696.0,59391.0,933769.0,608263.0,4177028.0,2112463.0,4189852.0,1299805.0,1306555.0,542554.0,-226277.0,1669014.0,342509.0,1148362.0,7087607.0,14165.0,366037.0,7101772.0
2013-01-01,96964.0,8740945.0,2633212.0,1672790.0,-12650.0,499255.0,16711465.0,59388.0,714504.0,562264.0,4221287.0,2133956.0,4233938.0,1312246.0,1339638.0,562280.0,-63275.0,1688733.0,360544.0,1175409.0,7037343.0,14869.0,597741.0,7052213.0
2013-04-01,101653.0,8828114.0,2664353.0,1665555.0,-13977.0,502971.0,16848772.0,60106.0,940160.0,543393.0,4237058.0,2161382.0,4251035.0,1308393.0,1364139.0,576295.0,-120085.0,1716599.0,357162.0,1179354.0,7096329.0,15185.0,368233.0,7111514.0
2013-07-01,102272.0,8854208.0,2694774.0,1676090.0,-14221.0,506536.0,16946988.0,59966.0,866799.0,551903.0,4267781.0,2188238.0,4282002.0,1311771.0,1363124.0,588613.0,6850.0,1732697.0,364320.0,1190191.0,7106185.0,15327.0,444972.0,7121511.0
2013-10-01,128309.0,8951284.0,2734074.0,1714757.0,-13725.0,511279.0,17134661.0,59420.0,914102.0,553427.0,4310382.0,2222795.0,4324107.0,1347112.0,1340054.0,587559.0,57358.0,1746150.0,367645.0,1198340.0,7189667.0,15468.0,433011.0,7205135.0
2014-01-01,113706.0,9123341.0,2774727.0,1650300.0,-10315.0,515026.0,17313351.0,58698.0,883001.0,559952.0,4258046.0,2259701.0,4268360.0,1246724.0,1349446.0,594956.0,-115614.0,1755614.0,403576.0,1215936.0,7352133.0,15594.0,363723.0,7367727.0
2014-04-01,118343.0,9181919.0,2801795.0,1832139.0,-8953.0,517035.0,17652741.0,58475.0,899831.0,575304.0,4492656.0,2284761.0,4501610.0,1407104.0,1376742.0,599082.0,-134233.0,1763067.0,425035.0,1234846.0,7402883.0,15969.0,507273.0,7418852.0
2014-07-01,177269.0,9290227.0,2838028.0,1864915.0,-7799.0,519883.0,17928908.0,58183.0,884527.0,596602.0,4613211.0,2318146.0,4621010.0,1467400.0,1381932.0,600292.0,-124679.0,1777597.0,397515.0,1245624.0,7496499.0,16131.0,582873.0,7512630.0
2014-10-01,132579.0,9443131.0,2864191.0,1884470.0,-6831.0,521398.0,18101313.0,57002.0,925726.0,614913.0,4596551.0,2342792.0,4603383.0,1483038.0,1371742.0,599679.0,-189234.0,1799227.0,401432.0,1254442.0,7627800.0,16104.0,557312.0,7643904.0
2015-01-01,124316.0,9573603.0,2891206.0,1847912.0,-4454.0,523063.0,18212948.0,55995.0,969922.0,632318.0,4545031.0,2368143.0,4549484.0,1434172.0,1356127.0,588811.0,-149418.0,1817665.0,413740.0,1259103.0,7739614.0,16324.0,464250.0,7755938.0
2015-04-01,133690.0,9676041.0,2912862.0,1831749.0,-3569.0,524566.0,18381066.0,56442.0,923927.0,672871.0,4577734.0,2388297.0,4581303.0,1412330.0,1339920.0,603074.0,-101282.0,1835369.0,419419.0,1270870.0,7824202.0,16471.0,488403.0,7840672.0
2015-07-01,135027.0,9762001.0,2936825.0,1779005.0,-2169.0,526229.0,18460774.0,57676.0,966022.0,673226.0,4543779.0,2410596.0,4545948.0,1387624.0,1352322.0,606368.0,-59148.0,1848739.0,391381.0,1275845.0,7896396.0,16866.0,421603.0,7913262.0
2015-10-01,222603.0,9826496.0,2950860.0,1653046.0,-1195.0,526437.0,18497179.0,58654.0,1003827.0,666352.0,4490480.0,2424423.0,4491675.0,1293086.0,1342520.0,607153.0,-62042.0,1857973.0,359961.0,1287997.0,7951404.0,17119.0,289258.0,7968523.0
2016-01-01,161419.0,9862415.0,2961432.0,1757834.0,-440.0,526640.0,18592063.0,60689.0,1003474.0,669733.0,4536416.0,2434792.0,4536856.0,1383268.0,1335886.0,611984.0,-66130.0,1858946.0,374566.0,1292489.0,7986229.0,17239.0,379794.0,8003469.0
2016-04-01,166165.0,9916161.0,2994919.0,1708721.0,-2521.0,531361.0,18630413.0,62380.0,970895.0,658738.0,4484193.0,2463558.0,4486714.0,1330297.0,1333965.0,619124.0,81289.0,1866004.0,378423.0,1297521.0,8032815.0,17342.0,359402.0,8050156.0
2016-07-01,147747.0,10009604.0,3020245.0,1730994.0,-2655.0,533917.0,18800880.0,62998.0,901022.0,662073.0,4513903.0,2486328.0,4516557.0,1344491.0,1355867.0,619876.0,91759.0,1879180.0,386504.0,1320127.0,8113039.0,17384.0,443468.0,8130424.0
2016-10-01,174717.0,10120203.0,3055839.0,1700056.0,-3001.0,538195.0,18984656.0,60924.0,939535.0,676354.0,4543172.0,2517644.0,4546174.0,1335413.0,1371136.0,623910.0,104723.0,1895345.0,364643.0,1326366.0,8207553.0,17305.0,395878.0,8224858.0
2017-01-01,155911.0,10234606.0,3089409.0,1721084.0,-4176.0,542362.0,19237015.0,59353.0,1040940.0,719380.0,4635425.0,2547047.0,4639601.0,1442217.0,1409373.0,633854.0,43069.0,1913297.0,278867.0,1336928.0,8304743.0,16566.0,401277.0,8321309.0
2017-04-01,146284.0,10346597.0,3128974.0,1723584.0,-4525.0,546989.0,19405930.0,58042.0,1080793.0,715577.0,4634921.0,2581985.0,4639446.0,1432472.0,1419731.0,634271.0,32713.0,1933793.0,291112.0,1353479.0,8395824.0,16979.0,351679.0,8412804.0
2017-07-01,129494.0,10489187.0,3170459.0,1718016.0,-4449.0,552396.0,19601627.0,61912.0,980840.0,721180.0,4631928.0,2618064.0,4636377.0,1408344.0,1423933.0,643753.0,90967.0,1960108.0,309673.0,1371965.0,8511871.0,17209.0,427504.0,8529079.0
2017-10-01,140013.0,10669524.0,3206970.0,1742688.0,-3860.0,557804.0,19932229.0,60192.0,1071396.0,725840.0,4722414.0,2649166.0,4726274.0,1433716.0,1461500.0,656233.0,104858.0,1992650.0,308972.0,1393513.0,8659813.0,17061.0,362321.0,8676874.0
2018-01-01,146597.0,10793160.0,3249473.0,1772353.0,-3170.0,564900.0,20204957.0,58705.0,14127.0,746232.0,4797737.0,2684573.0,4800907.0,1489914.0,1472227.0,663498.0,123596.0,2020498.0,282439.0,1423291.0,8755774.0,16888.0,1475788.0,8772662.0
2018-04-01,145723.0,10901138.0,3295191.0,1846034.0,-2965.0,572906.0,20470200.0,58236.0,388959.0,753782.0,4891180.0,2722285.0,4894145.0,1544062.0,1479569.0,669037.0,110712.0,2047632.0,301972.0,1440928.0,8836491.0,17015.0,1155103.0,8853506.0
2018-07-01,172041.0,11052538.0,3334438.0,1868808.0,-4450.0,578650.0,20760836.0,57831.0,801711.0,752051.0,4968099.0,2755788.0,4972549.0,1569406.0,1499864.0,679784.0,37894.0,2073009.0,299402.0,1463593.0,8962004.0,17525.0,767695.0,8979529.0
2018-10-01,158881.0,11123918.0,3371311.0,1891113.0,-7781.0,584753.0,20936314.0,78508.0,471024.0,773520.0,5019029.0,2786558.0,5026810.0,1585232.0,1529663.0,673633.0,-18447.0,2089185.0,305881.0,1500564.0,9017261.0,17472.0,1114208.0,9034733.0
2019-01-01,170691.0,11340453.0,3418317.0,1875383.0,-13307.0,590268.0,21211258.0,69054.0,871148.0,772025.0,5013214.0,2828049.0,5026520.0,1592290.0,1533982.0,674440.0,-99658.0,2107177.0,283093.0,1508328.0,9214947.0,18330.0,721142.0,9233277.0
2019-04-01,164621.0,11400573.0,3462789.0,1906540.0,-14919.0,595808.0,21369395.0,58870.0,886652.0,770067.0,5044702.0,2866981.0,5059621.0,1610651.0,1535592.0,682800.0,28543.0,2115565.0,295889.0,1520200.0,9266291.0,18718.0,723999.0,9285008.0
2019-07-01,167456.0,11465005.0,3499797.0,1968085.0,-12946.0,600571.0,21557692.0,81198.0,910895.0,736816.0,5120509.0,2899226.0,5133455.0,1673842.0,1570867.0,690231.0,159479.0,2124033.0,294243.0,1553580.0,9321951.0,19021.0,762946.0,9340972.0
2019-10-01,142815.0,11627855.0,3529160.0,2003175.0,-7390.0,604601.0,21793424.0,82703.0,1082395.0,739178.0,5166693.0,2924558.0,5174084.0,1687621.0,1582660.0,706257.0,139794.0,2139095.0,315554.0,1552419.0,9469189.0,19571.0,605226.0,9488760.0
2020-01-01,134476.0,11787635.0,3570155.0,1752554.0,-966.0,609803.0,21760154.0,80655.0,982644.0,732744.0,4925828.0,2960352.0,4926794.0,1483392.0,1577748.0,729272.0,-32497.0,2151158.0,269162.0,1557190.0,9620437.0,16040.0,500747.0,9636477.0
2020-04-01,135777.0,11057118.0,3600747.0,1686066.0,-1029.0,614691.0,19789939.0,1032423.0,1177971.0,770075.0,4746467.0,2986057.0,4747497.0,1407305.0,1424427.0,731152.0,145505.0,2051812.0,278761.0,1418030.0,8992058.0,13248.0,229334.0,9005306.0
2020-07-01,153562.0,11575053.0,3636575.0,2323938.0,-5975.0,621989.0,21261970.0,1163936.0,1251113.0,752891.0,5674832.0,3014586.0,5680807.0,1971303.0,1705797.0,744619.0,422581.0,2133241.0,352634.0,1539446.0,9428057.0,13754.0,720191.0,9441812.0
2020-10-01,160420.0,11996330.0,3686528.0,2101537.0,-1467.0,630184.0,22173830.0,517024.0,1275533.0,761603.0,5437601.0,3056343.0,5439068.0,1754966.0,1668104.0,747404.0,-105063.0,2186862.0,346571.0,1570395.0,9794781.0,14687.0,479433.0,9809468.0
2021-01-01,170204.0,12099379.0,3730710.0,2438662.0,-10877.0,639487.0,22686561.0,520672.0,1325634.0,737732.0,5778826.0,3091223.0,5789702.0,2052440.0,1697548.0,745556.0,-29768.0,2209559.0,386222.0,1598319.0,9872561.0,17259.0,726806.0,9889820.0
2021-04-01,186840.0,12414538.0,3813220.0,2763786.0,-14180.0,653444.0,23338862.0,830652.0,1459181.0,693384.0,6236976.0,3159776.0,6251157.0,2312457.0,1845547.0,761599.0,29999.0,2232052.0,451330.0,1704781.0,10164888.0,17599.0,853276.0,10182486.0
2021-07-01,200309.0,12714190.0,3914446.0,2747423.0,-11713.0,668333.0,23947672.0,674084.0,1513737.0,686670.0,6270975.0,3246113.0,6282687.0,2269076.0,1867123.0,781163.0,-25681.0,2251346.0,478347.0,1722145.0,10443847.0,18997.0,755340.0,10462844.0
2021-10-01,212311.0,13044722.0,4027084.0,2751795.0,-7355.0,686622.0,24745215.0,414060.0,1595598.0,704043.0,6312357.0,3340462.0,6319712.0,2210732.0,1850846.0,800717.0,31823.0,2272750.0,541063.0,1775111.0,10752724.0,19248.0,615135.0,10771972.0
2022-01-01,217339.0,13191127.0,4154957.0,2738745.0,-1755.0,706623.0,25355214.0,151471.0,1601666.0,746192.0,6348157.0,3448333.0,6349912.0,2172744.0,1833323.0,814312.0,-139723.0,2281452.0,566001.0,1812445.0,10885479.0,24196.0,571078.0,10909675.0
2022-04-01,260053.0,13304822.0,4278678.0,2876924.0,-3613.0,728214.0,25912650.0,129959.0,1545808.0,764279.0,6605908.0,3550464.0,6609520.0,2286633.0,1850050.0,858214.0,-106859.0,2291948.0,590291.0,1853202.0,10988509.0,24365.0,740826.0,11012874.0
2022-07-01,247891.0,13622032.0,4379270.0,2950743.0,-8613.0,744354.0,26454670.0,119107.0,1482491.0,729175.0,6704003.0,3634916.0,6712616.0,2374085.0,1895345.0,889462.0,-182659.0,2325720.0,576658.0,1868471.0,11271407.0,24905.0,891594.0,11296312.0
2022-10-01,255630.0,13698422.0,4440577.0,2921066.0,-17488.0,755237.0,26607380.0,111454.0,1528451.0,719177.0,6712963.0,3685340.0,6730451.0,2336945.0,1915501.0,919077.0,126897.0,2355282.0,584120.0,1866872.0,11317454.0,25686.0,808494.0,11343140.0
2023-01-01,224791.0,13902006.0,4510565.0,2941158.0,-25324.0,766523.0,26964490.0,104485.0,1517785.0,740045.0,6778964.0,3744041.0,6804288.0,2332597.0,1934669.0,963627.0,199869.0,2402732.0,608561.0,1877440.0,11473062.0,26213.0,814812.0,11499275.0
2023-04-01,227116.0,14104058.0,4558937.0,2953411.0,-31582.0,772624.0,27229296.0,102475.0,1583718.0,713966.0,6783568.0,3786313.0,6815150.0,2345260.0,1936569.0,984089.0,224519.0,2443655.0,608151.0,1885208.0,11633276.0,27127.0,761541.0,11660403.0
2023-07-01,247605.0,14330942.0,4613042.0,3079685.0,-35943.0,780356.0,27627915.0,104653.0,1609809.0,651472.0,6892394.0,3832686.0,6928337.0,2445743.0,1954590.0,994985.0,339782.0,2487486.0,633942.0,1896191.0,11816176.0,27281.0,835934.0,11843456.0
2023-10-01,245275.0,14501266.0,4668451.0,3253638.0,-38185.0,787857.0,28082659.0,99617.0,1723888.0,654464.0,7098955.0,3880594.0,7137141.0,2605594.0,1970147.0,1013617.0,214308.0,2525902.0,648044.0,1913603.0,11947519.0,27845.0,881706.0,11975364.0
2024-01-01,311668.0,14843521.0,4714085.0,3186167.0,-40482.0,796110.0,28499212.0,96848.0,1638020.0,624893.0,7100502.0,3917974.0,7140984.0,2538118.0,1972137.0,1046118.0,124857.0,2572782.0,648049.0,1937952.0,12243135.0,27605.0,900099.0,12270740.0
2024-04-01,259838.0,14966097.0,4781017.0,3337409.0,-41758.0,804071.0,28821879.0,94400.0,1534788.0,603244.0,7214438.0,3976945.0,7256196.0,2661723.0,2002294.0,1053412.0,194835.0,2602597.0,675686.0,1954728.0,12335178.0,28322.0,1126935.0,12363500.0
2024-07-01,282372.0,15057047.0,4853893.0,3365266.0,-40215.0,815053.0,29055361.0,92795.0,1612207.0,584717.0,7261331.0,4038841.0,7301546.0,2691533.0,2013512.0,1055680.0,319552.0,2631994.0,673733.0,1975885.0,12396194.0,28858.0,1079326.0,12425052.0
2024-10-01,308186.0,15245578.0,4916043.0,3487773.0,-39661.0,824835.0,29544303.0,94189.0,1695162.0,608679.0,7472721.0,4091208.0,7512382.0,2792837.0,2035507.0,1072237.0,179561.0,2664688.0,694936.0,2004150.0,12551373.0,29517.0,1097674.0,12580890.0
