Date,Equals: Gross national product,Equals: Net national product,General government,Government,Government enterprises,Gross domestic product,Less: Consumption of fixed capital,Less: Income payments to the rest of the world,Net domestic product,Net domestic purchases,Plus: Income receipts from the rest of the world,Private
2015-10-01,97.549,97.395,97.994,97.851,96.899,97.527,98.37,99.152,97.366,97.544,99.174,98.483
2016-01-01,97.49,97.396,97.741,97.638,96.95,97.468,97.993,99.062,97.368,97.458,99.09,98.07
2016-04-01,98.13,98.086,98.333,98.233,97.564,98.108,98.366,99.647,98.059,98.076,99.678,98.394
2016-07-01,98.395,98.381,98.445,98.397,98.085,98.372,98.465,99.96,98.354,98.412,99.988,98.48
2016-10-01,98.906,98.906,98.88,98.85,98.654,98.884,98.902,100.394,98.88,98.879,100.415,98.913
2017-01-01,99.412,99.442,99.247,99.252,99.287,99.389,99.254,100.918,99.415,99.483,100.927,99.254
2017-04-01,99.679,99.664,99.7,99.703,99.722,99.656,99.761,101.199,99.636,99.7,101.199,99.773
2017-07-01,100.198,100.179,100.269,100.261,100.203,100.174,100.304,101.641,100.15,100.084,101.637,100.313
2017-10-01,100.71,100.716,100.783,100.784,100.788,100.78,100.682,96.242,100.799,100.733,96.238,100.66
2018-01-01,101.362,101.399,101.567,101.576,101.632,101.428,101.169,97.029,101.478,101.531,97.028,101.083
2018-04-01,102.074,102.143,102.492,102.524,102.736,102.14,101.707,97.602,102.223,102.125,97.605,101.535
2018-07-01,102.52,102.612,102.979,103.06,103.596,102.586,102.03,98.005,102.692,102.572,98.011,101.814
2018-10-01,102.939,103.062,103.536,103.653,104.426,103.005,102.285,98.383,103.143,102.973,98.391,102.0
2019-01-01,103.263,103.346,103.902,104.035,104.909,103.332,102.819,98.582,103.429,103.161,98.593,102.565
2019-04-01,103.785,103.882,104.236,104.416,105.602,103.855,103.268,99.033,103.966,103.654,99.046,103.028
2019-07-01,104.124,104.248,104.435,104.635,105.952,104.196,103.472,99.264,104.335,103.907,99.277,103.229
2019-10-01,104.471,104.666,104.486,104.703,106.133,104.543,103.455,99.599,104.754,104.316,99.611,103.195
2020-01-01,104.93,105.145,104.753,104.953,106.269,105.001,103.816,100.029,105.234,104.785,100.039,103.578
2020-04-01,104.581,104.663,104.995,105.129,106.011,104.651,104.11,99.831,104.749,104.411,99.838,103.896
2020-07-01,105.503,105.677,105.486,105.695,107.064,105.574,104.599,100.615,105.766,105.342,100.62,104.37
2020-10-01,106.219,106.397,106.15,106.389,107.958,106.293,105.301,101.215,106.487,105.963,101.217,105.073
2021-01-01,107.569,107.926,106.84,107.248,109.932,107.645,105.753,102.372,108.021,107.303,102.371,105.442
2021-04-01,109.2,109.594,108.263,108.878,112.922,109.278,107.193,103.874,109.691,108.858,103.873,106.844
2021-07-01,110.852,111.182,109.872,110.647,115.746,110.931,109.161,105.382,111.281,110.309,105.385,108.852
2021-10-01,112.756,113.009,112.077,112.958,118.766,112.836,111.456,107.197,113.108,112.117,107.209,111.143
2022-01-01,115.079,115.275,114.464,115.532,122.578,115.16,114.066,109.356,115.375,114.275,109.381,113.76
2022-04-01,117.677,117.912,117.062,118.326,126.677,117.76,116.468,111.646,118.015,116.633,111.681,116.082
2022-07-01,118.989,119.136,118.858,120.196,129.04,119.073,118.217,112.925,119.24,117.918,112.963,117.808
2022-10-01,120.088,120.318,119.783,121.188,130.483,120.173,118.903,113.94,120.423,119.048,113.977,118.432
2023-01-01,121.16,121.422,120.77,122.219,131.809,121.247,119.815,114.867,121.53,120.025,114.898,119.32
2023-04-01,121.721,122.027,120.89,122.413,132.502,121.809,120.154,115.33,122.136,120.515,115.355,119.689
2023-07-01,122.695,123.093,121.273,122.862,133.39,122.785,120.675,116.043,123.204,121.38,116.065,120.224
2023-10-01,123.157,123.527,121.637,123.268,134.084,123.247,121.273,116.511,123.639,121.875,116.531,120.86
2024-01-01,124.077,124.566,122.193,123.817,134.581,124.168,121.602,117.433,124.679,122.9,117.454,121.145
2024-04-01,124.851,125.344,122.67,124.292,135.047,124.942,122.358,118.151,125.458,123.642,118.171,121.957
2024-07-01,125.451,125.881,123.641,125.199,135.511,125.543,123.265,118.729,125.996,124.177,118.75,122.864
2024-10-01,126.178,126.623,124.407,125.887,135.666,126.27,123.92,119.376,126.738,124.857,119.396,123.512
