Date,Auto output,Autos,Domestic output of new autos,Exports,Final sales of domestic product,Final sales of motor vehicles to domestic purchasers,Gross government investment,Imports,Light trucks (including utility vehicles),Motor vehicle output,Net purchases of used autos and used light trucks,New motor vehicles,Other,Personal consumption expenditures,Private fixed investment,Private fixed investment in new autos and new light trucks,Sales of imported new autos,Truck output,Trucks,Used autos,Used light trucks (including utility vehicles)
2020-07-01,65.43,74.80839999999999,88.63,100.24,101.672,97.951,103.712,89.023,117.6585,110.999,119.97550000000001,102.6285,90.285,110.461,71.895,92.004,60.675,120.87,100.35325,79.594,149.899
2020-10-01,33.919,83.8846,82.235,100.944,97.591,99.247,108.806,104.179,124.17,100.717,118.3595,108.4965,99.41,109.397,77.743,98.148,65.69,115.418,105.21375,77.80000000000001,148.54500000000002
2021-01-01,43.81,80.9682,75.559,107.694,113.292,108.222,90.175,94.671,131.4975,105.437,129.1105,114.408,111.397,121.655,81.562,100.474,70.622,119.036,102.06875,77.5565,167.454
2021-04-01,52.835,77.3064,71.046,100.641,120.601,112.805,83.27,87.849,134.7225,102.399,124.29599999999999,117.615,109.338,126.146,87.373,100.589,75.22,113.208,98.299,73.783,161.767
2021-07-01,45.736,69.8244,59.868,96.62,102.025,95.53,74.954,78.564,106.96350000000001,89.43,104.41499999999999,94.9135,99.251,105.332,77.472,82.488,67.908,98.882,88.58975,61.878,135.793
2021-10-01,41.932,67.66279999999999,68.469,103.844,99.46,94.646,69.353,85.278,104.5865,95.969,102.089,91.99549999999999,103.725,107.272,69.22,73.122,53.015,107.829,90.339,57.1355,135.3725
2022-01-01,23.352,81.1212,80.427,100.119,97.225,95.825,73.41,94.921,112.714,94.653,96.765,98.99799999999999,106.607,108.281,70.781,74.857,58.994,111.265,75.97800000000001,53.369,129.135
2022-04-01,25.412,81.811,85.351,109.419,98.26,95.91,82.679,95.198,108.893,95.267,96.181,96.28,113.003,107.175,73.426,73.164,56.102,111.306,80.82525,55.816,126.1335
2022-07-01,21.854,81.63719999999999,89.195,111.443,97.701,96.0,81.14,97.869,109.8315,97.987,94.7265,96.334,117.037,105.545,78.291,74.921,50.591,115.683,82.425,52.8575,125.8355
2022-10-01,20.674,85.423,93.704,120.121,98.743,97.28,93.537,102.427,111.4265,97.986,96.1565,98.146,121.339,105.147,82.989,78.85,55.075,116.011,87.974,53.4195,127.9265
2023-01-01,23.098,86.70660000000001,92.866,113.521,104.262,105.144,103.125,112.669,121.124,103.527,104.304,105.8315,124.797,113.618,89.645,86.256,58.276,122.251,96.25725,56.1885,140.1935
2023-04-01,23.686,89.8656,97.985,117.68,105.874,107.139,120.059,116.647,126.81200000000001,106.807,102.00800000000001,109.72800000000001,126.442,110.849,101.862,95.443,59.965,126.189,104.57275,52.189,139.3275
2023-07-01,20.874,95.49100000000001,100.338,127.362,103.984,105.798,119.683,120.744,124.89349999999999,104.546,97.996,107.583,119.416,108.276,103.357,95.141,60.941,124.157,106.272,50.521,133.4895
2023-10-01,19.483,89.61760000000001,90.73,112.704,99.089,103.479,99.846,121.923,123.9215,99.193,96.144,105.6565,109.169,106.173,101.901,95.029,57.779,117.891,102.67375,49.351,131.1405
2024-01-01,13.537,87.1084,85.015,108.604,96.918,102.596,119.148,123.767,123.871,100.031,96.697,104.84100000000001,110.464,103.769,102.821,96.483,55.526,120.476,108.72175,48.3525,132.901
2024-04-01,22.133,89.95439999999999,84.726,112.476,99.635,104.579,130.201,124.284,127.6225,104.73,98.6955,107.036,105.496,105.688,104.281,99.545,57.042,124.267,115.8505,49.192499999999995,135.733
2024-07-01,25.409,86.7946,81.221,109.477,101.649,104.722,131.08,117.916,124.99699999999999,99.558,103.814,106.2265,106.026,108.487,98.471,96.682,59.942,117.167,113.42425,53.8005,141.094
2024-10-01,28.97,85.6058,76.498,99.481,107.328,109.489,130.732,115.025,133.4225,100.64,109.196,111.5315,98.633,114.207,101.751,102.767,61.845,117.697,111.41675,55.431,149.33100000000002
