Date,Business current transfer payments (net),Capital consumption adjustment,Compensation of employees,Consumption of fixed capital,Corporate profits with IVA and CCAdj,Gross value added of corporate business,Gross value added of financial corporate business,Gross value added of nonfinancial corporate business,Inventory valuation adjustment,Net dividends,Net interest and miscellaneous payments,Net operating surplus,Net value added,Profits after tax (without IVA and CCAdj),Profits after tax with IVA and CCAdj,Profits before tax (without IVA and CCAdj),Supplements to wages and salaries,Taxes on corporate income,Taxes on production and imports less subsidies,Undistributed profits after tax (without IVA and CCAdj),Undistributed profits with IVA and CCAdj,Wages and salaries
1994-04-01,33637.5,41467.5,2515148.5,509792.5,480906.5,4177064.0,385657.0,3791407.0,-10176.0,190705.5,82156.0,596700.0,3474443.0,305216.0,336507.5,449615.0,467028.0,144398.5,362594.5,128537.0,145802.5,2048120.5
1994-07-01,33966.5,43186.0,2540560.0,518816.0,506812.5,4250447.0,401565.0,3848882.0,-15676.0,187603.0,82693.0,623471.5,3530848.0,320205.0,347715.0,479302.5,469128.5,159097.5,366816.5,151290.0,160112.5,2071431.5
1994-10-01,33540.5,43518.5,2579842.0,529159.5,533234.5,4330914.0,401960.0,3928954.0,-15636.0,197214.0,84344.5,651119.5,3600774.5,335289.5,363171.5,505351.5,470953.5,170063.0,369813.5,152493.0,165957.5,2108889.0
1995-01-01,32623.5,42464.0,2612404.0,540821.5,522359.0,4372364.0,414797.0,3957567.0,-32536.0,202132.5,87701.5,642684.5,3624144.0,344529.0,354457.0,512431.0,467458.5,167902.0,369055.5,151766.0,152324.5,2144945.5
1995-04-01,32495.0,42316.0,2637922.5,551410.5,534106.0,4429094.0,430140.0,3998954.0,-28208.0,205196.5,89275.0,655876.5,3662613.5,356300.5,370408.5,519998.0,468020.5,163697.0,368814.0,163896.0,165213.0,2169901.5
1995-07-01,33533.0,43074.5,2671451.0,560926.5,574486.0,4524400.0,443738.0,4080662.0,-9832.0,222458.0,89526.5,697545.5,3741604.0,370826.5,404069.5,541243.5,470176.0,170417.0,372608.0,162476.0,181611.5,2201275.0
1995-10-01,35469.0,44739.0,2703112.5,569369.5,578110.0,4571054.0,442293.0,4128761.0,-2560.0,227811.0,87485.5,701064.5,3780538.5,368403.0,410583.0,535931.0,473274.5,167527.5,376361.5,152096.0,182772.0,2229838.0
1996-01-01,39079.0,47310.5,2738627.5,576738.5,606318.0,4654706.0,464131.0,4190575.0,2136.0,228271.5,84355.0,729752.0,3845902.0,383112.0,432558.0,556871.5,476656.0,173759.5,377522.5,166951.0,204286.5,2261972.0
1996-04-01,41124.0,49659.5,2790410.0,585090.0,620432.0,4740154.0,475994.0,4264160.0,-1652.0,233357.5,82353.5,743909.5,3917066.5,388649.5,436657.5,572424.5,481631.5,183775.0,382747.0,167061.0,203299.5,2308778.5
1996-07-01,41559.5,51787.0,2834990.5,594423.5,626747.0,4806299.0,479737.0,4326562.0,4692.0,245699.0,82450.5,750757.0,3972007.0,386415.0,442894.0,570268.0,485508.0,183853.0,386259.0,149288.0,197195.5,2349482.5
1996-10-01,40366.5,53693.0,2878771.0,604739.0,640765.0,4879652.0,475528.0,4404125.0,7108.0,254693.0,83581.0,764712.5,4037149.5,392723.0,453524.5,579963.5,488736.0,187240.5,393666.5,140691.0,198831.5,2390035.0
1997-01-01,37302.5,55377.5,2938059.0,616036.5,665717.5,4992056.0,507031.0,4485021.0,18516.0,254350.0,88773.5,791793.5,4122502.0,405782.5,479673.5,591826.0,491633.0,186044.0,392649.0,160292.0,225323.5,2446425.5
1997-04-01,35764.0,56782.5,2984996.5,627074.5,676604.5,5077767.0,520714.0,4557056.0,15696.0,257216.5,91336.5,803705.5,4190337.5,414004.0,486484.5,604124.0,496601.0,190120.0,401636.0,167282.0,229268.0,2488395.5
1997-07-01,35667.5,57908.5,3040566.0,637853.0,713794.0,5200817.0,539747.0,4661070.0,15108.0,265662.5,96913.5,846374.5,4293090.5,438556.5,511573.0,640777.5,504328.0,202221.5,406149.0,184367.0,245910.0,2536238.0
1997-10-01,36976.0,58755.5,3114637.5,648372.0,702224.0,5301962.0,567695.0,4734267.0,7040.0,280117.0,104683.0,843883.0,4369742.5,442571.5,508367.0,636428.5,515550.5,193857.0,411222.0,175998.0,228249.0,2599087.0
1998-01-01,39760.0,59323.5,3182902.5,658632.0,641594.5,5350030.0,588000.0,4762026.0,14420.0,288412.0,123183.5,804538.0,4397396.5,376108.0,449849.0,567853.0,524399.0,191745.5,409956.0,91447.0,161437.0,2658503.0
1998-04-01,40113.5,60710.5,3242313.0,669100.0,645329.0,5431734.0,596179.0,4835559.0,15368.0,295539.0,122424.0,807866.5,4464546.5,380472.5,456552.5,569248.5,534639.5,188776.5,414367.0,84761.0,161013.5,2707673.0
1998-07-01,42006.0,62917.0,3300421.0,679776.0,664806.0,5530324.0,603936.0,4926388.0,19092.0,290977.0,122090.5,828902.5,4548580.0,389149.5,471159.0,582797.0,542910.5,193647.0,419256.5,96502.0,180182.0,2757510.0
1998-10-01,51976.0,65943.0,3356990.0,690660.0,637010.0,5585698.0,608965.0,4976733.0,14092.0,295860.5,120802.5,809788.5,4590556.0,370197.5,450232.5,556974.5,549086.0,186777.0,423777.0,70756.0,154372.0,2807905.0
1999-01-01,47553.0,69788.5,3425629.0,701752.0,667503.5,5699619.0,617639.0,5082087.0,24188.0,278981.0,119278.5,834335.0,4689101.0,377601.5,471580.5,573525.0,553913.0,195923.0,429137.0,104824.0,192599.0,2871715.5
1999-04-01,49464.0,71035.0,3458260.5,715230.0,661869.0,5749118.0,615050.0,5134172.0,3776.0,280875.5,121795.0,833127.5,4726415.5,392899.0,467710.0,587058.0,558958.0,194159.0,435027.0,116469.0,186834.5,2899302.5
1999-07-01,50114.0,69681.5,3507155.0,731093.0,637384.0,5816420.0,639857.0,5176664.0,-14504.0,265316.5,128159.5,815657.5,4765449.5,386038.5,441214.0,582208.5,567436.0,196170.0,442636.5,133225.0,175897.5,2939719.5
1999-10-01,51763.0,65728.5,3597528.5,749341.0,624755.0,5943085.0,662977.0,5280215.0,-29276.0,291498.5,137980.5,814498.5,4862308.5,386856.0,423308.5,588301.5,581223.5,201446.0,450281.5,105234.0,131810.0,3016305.0
2000-01-01,56249.5,59176.5,3743446.5,769975.0,614083.0,6143318.0,699413.0,5444014.0,-25240.0,307242.5,151642.0,821974.5,5023691.0,370435.0,404371.5,580146.5,603668.0,209712.0,458269.5,62724.0,97128.5,3139778.5
2000-04-01,57596.5,54262.5,3763939.0,785450.5,603825.5,6186685.0,699014.0,5487782.0,-21048.0,323637.5,162430.0,823852.0,5051783.0,361983.5,395197.0,570611.5,612730.5,208628.5,463992.0,30127.0,71559.5,3151208.5
2000-07-01,59342.0,50985.5,3842825.0,795768.0,579471.0,6272744.0,713994.0,5558861.0,-9084.0,332503.0,171820.0,810632.5,5120035.0,349275.5,391177.5,537569.0,623630.5,188293.5,466577.5,8226.0,58674.5,3219194.5
2000-10-01,62502.5,49347.5,3862299.0,800926.0,533072.0,6262014.0,709636.0,5552490.0,-11864.0,306572.5,178164.0,773739.0,5106326.0,305155.5,342639.0,495588.5,628127.0,190433.0,470288.5,-6439.0,36066.5,3234172.0
2001-01-01,68612.0,45293.0,3835368.5,818672.0,513917.0,6250095.0,747449.0,5502646.0,-18352.0,302250.0,182044.0,764573.5,5057698.5,333917.0,360857.5,486976.0,632432.0,153059.0,457757.5,40575.0,58608.0,3202936.5
2001-04-01,70796.0,41075.5,3810928.5,833233.5,523736.5,6240160.0,738448.0,5501712.0,-1084.0,285815.0,180917.5,775449.5,5037702.5,335430.0,375421.5,483744.5,628346.0,148315.0,451325.0,66325.0,89606.5,3182582.0
2001-07-01,71354.0,56701.5,3778077.0,840401.0,510487.5,6178241.0,720995.0,5457246.0,16780.0,315031.0,175701.5,757542.5,4977342.5,304753.5,378235.0,437006.0,622854.5,132253.0,441723.0,14011.0,63204.0,3155222.0
2001-10-01,69270.0,85244.5,3767855.0,847782.5,459860.5,6141874.0,722853.0,5419021.0,34832.0,311862.0,164650.5,693781.0,4932665.0,220694.0,340771.0,339784.0,621145.5,119090.0,471029.0,-54896.0,28909.0,3146709.0
2002-01-01,61231.0,110349.5,3729898.5,854028.0,568393.0,6209189.0,745234.0,5463955.0,45436.0,313675.5,152024.5,781648.5,4982544.5,297158.0,452943.5,412608.0,635547.5,115449.5,470997.5,24448.0,139268.0,3094351.0
2002-04-01,56849.0,111155.0,3762368.5,856834.0,607542.5,6281774.0,758505.0,5523269.0,14104.0,323125.5,141767.5,806158.0,5045687.5,361882.0,487141.5,482283.0,641159.5,120401.0,477160.5,82732.0,164015.5,3121209.0
2002-07-01,54512.5,107034.5,3764429.0,862133.0,630948.0,6310693.0,754064.0,5556629.0,-11276.0,302115.5,134516.0,819976.5,5071528.0,408421.5,504180.0,535190.0,641515.5,126768.0,487122.5,150474.0,202064.5,3122913.0
2002-10-01,54617.0,100982.5,3769690.0,866225.0,697704.0,6392505.0,762151.0,5630354.0,-12800.0,329409.5,129351.0,881672.5,5145204.0,468641.0,556823.5,609521.5,642424.5,140880.5,493841.5,182271.0,227414.5,3127265.5
2003-01-01,56342.5,85400.0,3738058.0,867739.5,705115.5,6375060.0,763469.0,5611591.0,-21312.0,306126.5,126786.5,888244.5,5125586.5,481852.0,545940.0,641027.5,655180.0,159175.0,499284.0,222952.0,239813.5,3082878.5
2003-04-01,55924.0,104046.0,3789133.5,872164.0,732927.0,6459307.0,779666.0,5679641.0,-2916.0,388307.0,122691.0,911542.5,5197310.5,475421.5,576551.0,631797.5,664271.0,156376.5,496634.5,142616.0,188244.5,3124863.0
2003-07-01,56178.0,103247.5,3839215.0,877469.0,777512.5,6581487.0,802607.0,5778879.0,-11144.0,357437.0,113963.5,947654.0,5302714.0,512229.0,604332.5,685409.0,673184.5,173180.0,515844.5,210329.0,246895.5,3166030.5
2003-10-01,55456.5,99208.0,3903953.5,884091.5,809321.5,6683938.0,819078.0,5864860.0,-22512.0,383795.5,102550.5,967328.5,5390307.5,540846.0,617541.5,732626.0,684707.5,191780.0,519026.0,203882.0,233746.0,3219245.5
2004-01-01,58944.0,87138.0,3896561.0,894404.0,888493.0,6757376.0,789099.0,5968278.0,-23968.0,412288.5,86972.0,1034409.5,5468423.0,618702.0,681872.0,825323.5,681946.5,206621.0,537452.0,261885.0,269584.0,3214614.5
2004-04-01,56967.0,80301.0,3971859.0,905321.0,936149.0,6898503.0,808767.0,6089736.0,-45340.0,405405.5,78297.5,1071414.0,5588798.0,677982.0,712943.0,901188.5,695386.5,223206.5,545525.5,323888.0,307537.5,3276473.0
2004-07-01,56308.5,73859.0,4054416.0,916210.0,977909.5,7050983.0,837075.0,6213908.0,-40888.0,406076.5,74967.5,1109185.5,5716235.0,704416.0,737386.5,944939.0,710122.0,240523.0,552633.5,355858.0,331310.0,3344294.0
2004-10-01,62064.5,60809.0,4080238.5,933998.5,975751.5,7133171.0,870526.0,6262645.0,-50648.0,545376.0,79239.0,1117055.5,5763909.0,720449.5,730610.5,965590.5,714731.0,245141.0,566614.5,247934.0,185235.0,3365507.5
2005-01-01,62946.5,-104635.5,4104015.0,951679.0,1052285.5,7273771.0,870879.0,6402892.0,-40832.0,386814.0,88533.5,1203765.5,5886652.5,879994.0,734526.0,1197753.0,721145.5,317759.0,578872.0,589528.0,347712.0,3382869.5
2005-04-01,70777.0,-116838.0,4147635.0,968848.5,1091124.5,7399047.0,862704.0,6536343.0,-25160.0,330070.0,96851.5,1258752.0,5998846.0,925332.0,783334.0,1233122.5,728965.5,307790.5,592458.5,669611.0,453264.0,3418670.0
2005-07-01,68760.0,-126710.5,4219573.0,984513.0,1076759.0,7528114.0,945275.0,6582839.0,-39020.0,178747.5,104033.0,1249551.5,6070963.5,929388.0,763657.5,1242490.0,741861.0,313101.5,601839.0,855239.0,584910.0,3477712.0
2005-10-01,67135.0,-142394.0,4272244.5,1006316.0,1194925.0,7740799.0,960760.0,6780039.0,-39108.0,93145.5,109108.0,1371168.0,6254103.0,1030499.0,848996.0,1376427.5,751303.0,345928.5,610690.5,1015075.0,755851.0,3520941.5
2006-01-01,57541.5,-133500.5,4352979.0,1024210.5,1234723.0,7898544.0,983887.0,6914657.0,-29264.0,488549.5,114373.0,1406638.0,6382389.5,1041821.0,879056.0,1397488.0,744007.0,355667.5,622773.0,628872.0,390506.5,3608972.0
2006-04-01,55874.0,-143960.5,4376354.0,1042363.5,1235642.0,7972479.0,1021288.0,6951191.0,-54196.0,500191.0,121991.0,1413507.5,6419471.5,1068605.0,870448.5,1433799.0,748071.0,365194.0,629609.5,649879.0,370257.5,3628283.0
2006-07-01,58692.0,-153793.0,4402352.5,1060502.5,1305817.5,8098623.0,1006659.0,7091964.0,-36864.0,567838.0,129952.5,1494462.5,6534791.0,1115545.0,924888.5,1496474.0,752591.5,380929.5,637976.5,615298.0,357050.0,3649761.0
2006-10-01,58026.5,-164619.5,4485775.5,1080419.5,1229068.5,8147617.0,1019143.0,7128475.0,-7440.0,664876.5,142488.5,1429584.0,6557627.0,1050463.0,878403.5,1401128.0,767095.5,350665.0,642267.0,449189.0,213527.0,3718680.0
2007-01-01,65813.5,-152150.5,4571954.0,1098386.0,1154175.5,8172049.0,952771.0,7219279.0,-45368.0,568295.0,158519.5,1378509.0,6597278.0,994080.0,796561.5,1351694.0,774190.5,357614.5,646815.0,451280.0,228266.5,3797763.5
2007-04-01,63515.5,-155804.5,4587145.5,1112295.5,1178029.5,8250053.0,964315.0,7285738.0,-45572.0,572450.0,175657.0,1417201.5,6655600.0,1026216.0,824839.5,1379406.0,776817.0,353190.0,651253.0,486977.0,252389.5,3810328.5
2007-07-01,63680.5,-157020.5,4597545.5,1124667.5,1065268.5,8180667.0,958823.0,7221844.0,-19636.0,598895.5,196892.5,1325841.0,6576587.5,920259.5,743602.5,1241925.0,778615.5,321666.0,653201.0,351818.0,144707.0,3818931.0
2007-10-01,61864.5,-156816.0,4646033.0,1136978.0,1020218.5,8194264.0,891657.0,7302607.0,-63944.0,582717.0,219470.0,1301553.0,6611458.0,934645.5,713885.5,1240979.0,786998.5,306333.5,663872.0,336883.0,131168.0,3859034.5
2008-01-01,72269.5,-35391.5,4671878.5,1156115.5,940799.5,8193000.0,899553.0,7293447.0,-120652.0,573713.0,243341.5,1256410.5,6587107.5,827154.0,671110.0,1096843.5,790168.5,269689.5,658818.5,256342.0,97397.5,3881710.5
2008-04-01,65994.0,-39944.0,4657137.5,1174021.0,923882.0,8184288.0,881992.0,7302296.0,-151636.0,592343.5,257780.5,1247656.0,6569271.0,857448.0,665868.5,1115462.0,787623.0,258013.5,664477.0,261666.0,73524.5,3869514.5
2008-07-01,65422.5,-49138.0,4655803.5,1194738.5,973686.0,8185746.0,742984.0,7442761.0,-60372.0,575941.0,257830.0,1296938.0,6619515.5,838424.0,728914.0,1083196.5,787392.5,244772.0,666773.5,206839.0,152973.5,3868411.0
2008-10-01,78592.0,-52385.5,4624370.0,1206106.0,763047.5,7872118.0,599810.0,7272308.0,193340.0,562043.0,245364.5,1087004.5,6366107.0,468320.5,609275.0,622093.5,781965.0,153773.0,654733.0,-197718.0,47232.0,3842405.0
2009-01-01,74977.5,-74279.0,4343986.5,1201180.5,831396.5,7718811.0,826664.0,6892148.0,91956.0,536916.5,225916.5,1132290.5,6104299.0,659828.5,677505.5,813719.0,751533.5,153890.5,628022.0,178694.0,140589.0,3592453.0
2009-04-01,89282.0,-61694.5,4354605.0,1188123.0,828663.5,7762757.0,923264.0,6839493.0,7344.0,468337.0,211713.5,1129659.0,6113002.5,708137.0,653786.5,883014.5,753406.0,174877.5,628738.5,336738.0,185449.0,3601199.0
2009-07-01,74061.5,-57373.0,4338818.5,1181705.5,914216.0,7815593.0,959038.0,6856556.0,-20520.0,370250.5,201507.5,1189784.5,6154369.0,807135.0,729242.5,992108.5,750622.5,184973.5,625766.0,562363.0,358991.5,3588196.0
2009-10-01,75841.0,-63929.5,4367302.0,1185561.0,1027424.5,7972185.0,944241.0,7027944.0,-68312.0,393245.5,198546.5,1301811.5,6314503.5,942670.0,810428.0,1159666.0,755644.5,216996.5,645390.0,667747.0,417182.5,3611657.5
2010-01-01,83968.5,-77518.0,4330617.5,1187327.5,1105964.5,8002389.0,889222.0,7113167.0,-47068.0,424584.5,199231.5,1389165.0,6370450.5,1006401.0,881815.0,1230551.0,741146.5,224150.0,650668.5,697069.0,457230.5,3589470.5
2010-04-01,83355.0,-83594.0,4420549.5,1193399.5,1121018.0,8126606.0,895125.0,7231480.0,-36392.0,414733.5,199894.5,1404267.5,6485643.5,1011733.5,891748.0,1241003.5,756865.0,229270.0,660826.5,697399.0,477014.5,3663685.0
2010-07-01,86927.5,-41526.0,4472461.0,1197848.5,1266664.5,8376065.0,976849.0,7399216.0,-18052.0,468661.5,198713.5,1552305.5,6689792.5,1082220.5,1022642.5,1326243.0,765938.5,244022.0,665026.0,733946.0,553981.0,3706522.5
2010-10-01,86697.0,39918.0,4511085.5,1209842.0,1249919.5,8442908.0,1038012.0,7404896.0,-88860.0,485446.5,196556.5,1533172.5,6714059.5,1044202.0,995259.5,1298862.5,772689.0,254660.5,669801.0,696012.0,509813.0,3738396.5
2011-01-01,97564.0,74844.0,4615246.0,1225430.5,1130419.0,8421071.0,945513.0,7475558.0,-141616.0,515147.0,192727.0,1420710.0,6722884.5,948481.0,881709.0,1197191.5,781028.0,248710.0,686928.0,515543.0,366562.5,3834218.0
2011-04-01,92753.5,73446.0,4633473.0,1242318.5,1258803.5,8581177.0,929335.0,7651843.0,-82964.0,536117.0,193428.5,1544985.5,6874192.0,1019565.5,1010047.5,1268322.0,784181.5,248756.0,695733.0,560271.0,473931.0,3849291.0
2011-07-01,93313.5,73183.5,4689825.5,1257223.5,1273371.5,8677911.0,939710.0,7738200.0,-35680.0,558121.0,199270.0,1565955.0,6950832.0,1012104.0,1049607.5,1235869.0,793932.5,223764.5,695051.0,521024.0,491486.5,3895893.0
2011-10-01,89822.5,72923.0,4662864.0,1271026.5,1361844.0,8811936.0,1033286.0,7778650.0,-11772.0,578443.0,208406.5,1660072.5,7024266.5,1041959.5,1103110.0,1300693.0,789267.0,258734.0,701330.0,578358.0,524667.5,3873596.5
2012-01-01,80420.0,-122292.0,4812118.5,1291501.0,1415529.0,9063187.0,1051121.0,8012066.0,-31256.0,600207.5,222463.0,1718412.0,7246125.5,1291628.5,1138080.5,1569076.0,800030.0,277448.5,715595.0,805336.0,537873.0,4012088.5
2012-04-01,69863.0,-124325.5,4872964.0,1307436.5,1433393.5,9155200.0,1046476.0,8108724.0,18280.0,596418.5,230953.0,1734209.5,7324526.0,1249567.0,1143521.5,1539439.5,810401.0,289872.5,717352.5,754140.0,547103.0,4062563.0
2012-07-01,60256.0,-123533.5,4880289.0,1322294.5,1401367.5,9150165.0,1071995.0,8078170.0,-24876.0,607855.5,233336.5,1694960.0,7291872.5,1253430.5,1105021.0,1549777.0,811649.5,296346.5,716623.5,765783.0,497166.0,4068640.0
2012-10-01,60517.5,-116493.5,5016622.5,1332443.5,1419301.5,9327426.0,1082609.0,8244816.0,-7944.0,806086.0,230262.0,1710081.5,7453677.5,1246622.0,1122185.0,1543739.0,834886.0,297117.0,726973.5,514833.0,316099.5,4181736.5
2013-01-01,67765.5,-129914.0,5002449.0,1341978.0,1470112.0,9347675.0,1001342.0,8346333.0,22660.0,624978.0,219821.0,1757698.5,7505026.0,1264820.0,1157566.0,1577366.0,837151.0,312546.0,744878.0,729377.0,532587.5,4165298.5
2013-04-01,70587.5,-127465.5,5053942.5,1356908.0,1461192.0,9411064.0,1014533.0,8396531.0,30700.0,729916.0,213758.0,1745537.5,7546889.5,1248141.0,1151376.0,1557957.0,847869.5,309816.0,747409.5,488757.0,421460.0,4206073.0
2013-07-01,71145.5,-126938.0,5070039.0,1371305.0,1456818.5,9454843.0,1039159.0,8415684.0,8120.0,748446.0,211397.5,1739362.0,7563958.0,1262541.5,1143723.5,1575636.5,850377.5,313095.5,754556.5,587149.0,395278.0,4219662.0
2013-10-01,89103.0,-132588.5,5134608.0,1390787.5,1474480.0,9614183.0,1101678.0,8512505.0,-5904.0,714632.0,214547.5,1778131.0,7672556.5,1295683.0,1157190.0,1612973.0,860914.0,317290.0,759818.0,594775.0,442559.0,4273694.0
2014-01-01,78551.5,-119454.5,5247359.0,1411379.5,1409127.0,9709323.0,1145232.0,8564091.0,-53448.0,755364.0,220440.0,1708118.0,7725327.0,1240158.0,1067256.0,1582029.5,864792.5,341871.0,769849.5,559240.0,311892.5,4382566.5
2014-04-01,80940.0,-121313.0,5290437.5,1428915.0,1562979.5,9977314.0,1207972.0,8769342.0,-6496.0,763168.5,228108.0,1872027.5,7944413.5,1330526.0,1202717.0,1690788.5,869717.0,360262.5,781948.0,658082.0,439548.5,4420721.0
2014-07-01,110539.0,-121801.5,5362243.5,1448442.5,1633875.0,10187356.0,1212089.0,8975267.0,23408.0,742638.5,237317.5,1981732.0,8132869.0,1386363.5,1287970.5,1732268.5,880727.5,345904.5,788893.5,704880.0,545332.0,4481516.5
2014-10-01,88439.5,-117010.0,5462221.5,1465244.5,1647005.5,10312048.0,1213952.0,9098096.0,43856.0,788110.5,247651.5,1983097.0,8239828.0,1373161.0,1300007.0,1720159.5,897360.0,346999.0,794509.0,654656.0,511896.5,4564861.5
2015-01-01,85554.0,-105206.0,5538941.5,1481578.0,1597837.0,10390668.0,1264919.0,9125750.0,79336.0,820425.5,260162.0,1943553.0,8276631.0,1268834.0,1242964.5,1623707.5,900342.0,354873.0,794136.0,514653.0,422539.0,4638599.5
2015-04-01,90271.0,-98831.0,5602345.0,1493791.0,1574441.0,10489676.0,1315412.0,9174265.0,24252.0,793244.5,269699.0,1934411.0,8338179.0,1291372.5,1216793.5,1649019.5,911032.0,357647.5,801423.0,587734.0,423549.0,4691313.0
2015-07-01,90645.5,-95902.5,5660712.5,1505239.5,1569724.0,10525371.0,1236740.0,9288631.0,58032.0,835541.5,276266.5,1936636.0,8401762.0,1268293.0,1230422.5,1607594.0,920474.5,339301.5,804413.0,484300.0,394881.5,4740238.0
2015-10-01,175501.0,-91031.5,5705387.0,1510360.0,1443250.5,10552339.0,1251665.0,9300674.0,70024.0,849950.0,279864.5,1898616.5,8416146.5,1155933.0,1134926.0,1464257.5,927633.5,308325.0,812142.5,334493.0,284975.5,4777754.0
2016-01-01,100675.5,-74855.0,5704503.5,1513604.0,1545736.5,10597844.0,1289332.0,9308512.0,68656.0,875181.0,280484.5,1926896.5,8439574.5,1229520.0,1223321.0,1551935.5,915292.5,322416.0,808174.0,408216.0,348139.5,4789211.5
2016-04-01,103150.5,-81885.0,5739430.5,1529453.0,1471737.0,10612050.0,1347243.0,9264807.0,-29060.0,859425.5,283630.5,1858518.0,8408975.5,1259791.5,1148847.0,1582682.0,920357.0,322889.5,811027.0,491691.0,289421.0,4819074.0
2016-07-01,94837.0,-80006.5,5797458.5,1540057.0,1486586.5,10710222.0,1353662.0,9356559.0,-2288.0,796061.0,289300.5,1870724.5,8493333.5,1245906.5,1163612.0,1568881.0,929469.5,322975.0,825150.0,546230.0,367551.0,4867989.5
2016-10-01,122151.0,-82837.0,5874859.0,1558738.0,1453878.5,10817421.0,1361745.0,9455676.0,-16400.0,835849.0,297499.5,1873529.5,8577810.0,1245209.0,1145972.5,1553115.5,941024.5,307906.0,829422.0,514997.0,310123.0,4933834.5
2017-01-01,101521.5,-67797.0,5960994.0,1577956.5,1493417.5,10935797.0,1324075.0,9611722.0,-48192.0,901685.0,301881.5,1896821.0,8695803.0,1368411.5,1252423.0,1609406.0,960003.0,240994.5,837989.0,535582.0,350738.0,5000990.5
2017-04-01,109272.5,-68915.5,6027756.5,1598616.5,1493556.0,11054217.0,1338781.0,9715436.0,-36008.0,938709.5,307049.5,1909877.5,8786210.0,1348143.5,1243220.0,1598479.0,970891.5,250336.0,848576.0,474616.0,304510.5,5056865.0
2017-07-01,92014.0,-71953.5,6111935.5,1620724.5,1477312.5,11160696.0,1370781.0,9789915.0,-45040.0,845881.5,312983.5,1882310.0,8854580.5,1329400.5,1212407.5,1594306.0,984629.5,264905.5,860335.0,562005.0,366526.0,5127306.5
2017-10-01,105948.0,177424.5,6218717.0,1640154.0,1515739.5,11380104.0,1411381.0,9968723.0,-61112.0,939865.0,319687.0,1941375.0,9034259.0,1133721.0,1250033.0,1399427.0,1002821.0,265706.0,874167.5,250086.0,310168.5,5215895.0
2018-01-01,114367.0,105597.0,6309921.0,1656986.5,1543703.5,11563099.0,1441097.0,10122002.0,-58388.0,-60174.0,326994.5,1985065.0,9185563.5,1253719.0,1300927.5,1496495.0,1019822.0,242776.0,890578.0,1434372.0,1361102.0,5290098.5
2018-04-01,109265.0,100878.5,6367928.5,1678261.5,1615725.0,11730328.0,1452168.0,10278160.0,-87384.0,321274.0,331261.5,2056251.5,9325982.5,1342431.0,1355925.5,1602230.0,1029799.5,259799.5,901802.0,1147432.0,1034651.5,5338129.0
2018-07-01,118617.0,102988.0,6462745.0,1698455.5,1639309.0,11909396.0,1483155.0,10426241.0,-38576.0,735052.5,332366.0,2090291.5,9469362.5,1317336.0,1381748.0,1574897.0,1047441.5,257561.0,916326.0,710044.0,646695.5,5415303.5
2018-10-01,107683.5,111756.5,6514772.5,1717721.0,1648608.0,11982575.0,1457760.0,10524815.0,-19700.0,406569.5,330306.0,2086597.0,9535974.0,1295953.0,1388009.0,1556551.0,1057837.5,260599.0,934604.0,1030544.0,981439.5,5456935.5
2019-01-01,119389.5,113014.5,6665312.5,1746659.0,1605458.5,12172894.0,1531547.0,10641346.0,-11040.0,756431.0,324126.5,2048974.0,9660461.0,1268506.0,1370481.0,1503484.0,1071852.5,234978.0,946174.5,632939.0,614050.0,5593460.0
2019-04-01,109972.0,113797.0,6704207.5,1772305.0,1632732.0,12262564.0,1534863.0,10727701.0,4536.0,749121.5,319500.0,2062204.0,9722827.5,1268005.0,1386338.5,1514399.0,1079259.0,246394.0,956415.5,622552.0,637217.0,5624949.5
2019-07-01,121647.0,115021.0,6726498.0,1790193.0,1700548.0,12383424.0,1512979.0,10870445.0,21804.0,785593.0,316418.5,2138613.5,9836741.5,1319705.0,1456530.5,1563723.0,1080723.5,244017.5,971630.0,645868.0,670936.5,5645774.5
2019-10-01,100400.0,111972.0,6808938.0,1803896.5,1737015.5,12511341.0,1551587.0,10959754.0,-13140.0,919984.0,314859.0,2152274.5,9931650.5,1375607.0,1474439.0,1638183.5,1090224.5,262576.5,970438.0,528601.0,554454.5,5718713.5
2020-01-01,100790.0,-56463.0,6863009.0,1826103.5,1527417.0,12353197.0,1538858.0,10814339.0,60008.0,843598.0,315049.0,1943255.5,9757664.5,1301279.0,1304824.0,1523872.0,1082392.5,222593.0,951399.5,530243.0,461225.5,5780616.5
2020-04-01,103669.5,-66129.5,6392728.5,1842040.5,1461873.5,11135963.0,1556309.0,9579654.0,50720.0,991044.5,310121.5,1875664.5,8515767.0,1247243.0,1231833.5,1477283.0,1003518.0,230040.0,247374.0,279249.0,240789.0,5389210.5
2020-07-01,111893.5,-60297.5,6737984.5,1851449.5,2080126.5,12162655.0,1620272.0,10542383.0,-52060.0,1066914.0,304697.0,2496716.5,9501069.0,1892108.0,1779750.5,2192484.0,1054206.0,300375.5,266367.5,866573.0,712837.0,5683778.5
2020-10-01,116215.0,-51148.5,7041929.5,1871922.0,1856299.5,12726859.0,1672500.0,11054359.0,-139636.0,1107364.0,297538.5,2270053.0,10018687.0,1751516.0,1560731.5,2047084.0,1092653.0,295568.0,706704.5,702459.0,453367.5,5949276.5
2021-01-01,128285.5,7664.0,7115382.5,1882235.5,2173969.5,13122381.0,1669240.0,11453141.0,-221912.0,1188804.5,288355.0,2590610.0,10405526.0,2051921.0,1837673.0,2388217.5,1121709.0,336296.5,699533.5,966494.0,648869.0,5993674.0
