Date,Business current transfer payments (net),Capital consumption adjustment,Compensation of employees,Consumption of fixed capital,Corporate profits with IVA and CCAdj,Gross value added of corporate business,Gross value added of financial corporate business,Gross value added of nonfinancial corporate business,Inventory valuation adjustment,Net dividends,Net interest and miscellaneous payments,Net operating surplus,Net value added,Profits after tax (without IVA and CCAdj),Profits after tax with IVA and CCAdj,Profits before tax (without IVA and CCAdj),Supplements to wages and salaries,Taxes on corporate income,Taxes on production and imports less subsidies,Undistributed profits after tax (without IVA and CCAdj),Undistributed profits with IVA and CCAdj,Wages and salaries
2021-04-01,137176.5,20647.5,7335076.5,1913943.0,2468430.5,13641102.0,1738699.0,11902403.0,-313144.0,1308357.5,285812.0,2891420.0,10857809.5,2365246.0,2072749.5,2760927.5,1139949.5,395682.0,631313.5,1170238.0,764392.0,6195127.0
2021-07-01,140291.5,19722.5,7550815.0,1959683.5,2437488.0,14017880.0,1765248.0,12252631.0,-285824.0,1348909.0,289790.5,2867570.0,11175572.0,2291560.0,2025458.5,2703589.5,1155639.5,412029.5,757186.5,1047496.0,676550.0,6395175.5
2021-10-01,143651.5,8030.0,7782342.5,2015481.5,2442456.5,14492036.0,1826970.0,12665065.0,-228456.0,1417302.5,300185.5,2886293.5,11563069.0,2198269.5,1977843.0,2662883.0,1172817.5,464613.5,894433.0,865274.0,560541.0,6609525.0
2022-01-01,145827.5,-12428.0,7890716.0,2072164.0,2443053.5,14886914.0,1827645.0,13059268.0,-282972.0,1479443.5,316801.0,2905682.5,11900927.0,2226695.0,1931295.0,2738453.5,1189668.0,511758.5,1104529.0,903036.0,451851.0,6701048.5
2022-04-01,166027.5,-28533.0,7971233.5,2131195.0,2607697.0,15258347.0,1825891.0,13432455.0,-286868.0,1415913.5,317613.0,3091338.0,12214205.5,2387744.5,2072343.5,2923098.5,1197625.0,535353.5,1151634.5,1096895.0,656430.5,6773608.5
2022-07-01,160507.5,-40119.0,8163879.5,2181004.0,2677673.5,15585106.0,1863782.0,13721323.0,-55796.0,1342033.0,302550.0,3140731.0,12472210.5,2257316.0,2161401.5,2773588.0,1217419.0,516272.0,1167600.0,1031292.0,819368.5,6946460.5
2022-10-01,166782.0,-41840.0,8175780.5,2215179.5,2669382.5,15583541.0,1832925.0,13750616.0,61244.0,1368924.0,271635.0,3107798.5,12451899.0,2130760.0,2150164.0,2649977.5,1230211.0,519218.0,1168320.0,833211.0,781240.0,6945569.0
2023-01-01,152943.5,-129592.0,8337269.5,2264458.5,2672688.5,15744324.0,1872723.0,13871601.0,42572.0,1396241.5,224924.5,3050556.0,12543503.5,2214507.0,2127486.5,2759708.5,1267983.0,545201.5,1155678.5,949209.0,731245.0,7069285.5
2023-04-01,156236.0,-132256.5,8446415.5,2295379.5,2704147.5,15883212.0,1858848.0,14024364.0,24784.0,1451857.0,191566.5,3051950.0,12658408.0,2265513.0,2158040.5,2811620.0,1290573.5,546107.0,1160043.0,915187.0,706183.0,7155842.0
2023-07-01,169238.0,-127903.0,8551144.0,2319627.0,2825473.5,16153747.0,1903837.0,14249910.0,11496.0,1473678.0,171525.0,3166236.5,12882201.5,2373647.5,2257240.5,2941880.5,1310877.5,568233.0,1164821.0,997881.0,783562.5,7240266.5
2023-10-01,168373.5,-132781.0,8634773.5,2353112.0,2980412.0,16453214.0,1947172.0,14506043.0,40420.0,1579208.5,164787.5,3313573.0,13126516.5,2486135.5,2393774.5,3072773.0,1326748.0,586638.0,1178169.5,1019521.0,814566.0,7308025.5
2024-01-01,236028.0,-212444.5,8881257.0,2382619.0,2884230.0,16743079.0,2011159.0,14731920.0,-17116.0,1507399.0,158831.0,3279089.5,13354880.5,2526290.5,2296730.0,3113790.5,1359932.5,587500.0,1194533.5,1178341.0,789331.5,7521324.5
2024-04-01,183558.0,-217771.0,8937334.0,2420917.5,3014245.5,16952500.0,2077671.0,14874828.0,-3892.0,1421139.0,151413.5,3349217.5,13492747.0,2621878.5,2400215.0,3235909.0,1374676.5,614030.5,1206195.5,1398396.0,979076.5,7562658.0
2024-07-01,199293.0,-222856.0,8977631.0,2460029.0,3040617.0,17107396.0,2115732.0,14991664.0,-520.0,1489198.0,151968.5,3391878.5,13589501.0,2655077.5,2431702.0,3263992.5,1389838.0,608915.0,1219990.5,1353812.0,942504.0,7587793.0
2024-10-01,212842.0,-226580.0,9087094.0,2497419.5,3128424.5,17394772.0,2184192.0,15210581.0,-40876.0,1564967.5,137541.5,3478807.5,13805257.0,2765534.5,2498079.0,3395880.5,1407262.0,630345.0,1239355.5,1417030.0,933111.5,7679832.0
