Date,"Disposable personal income, chained (2017) dollars","Personal income excluding current transfer receipts, Billions of chained (2017) dollars","Total, Billions of chained (2017) dollars"
2016-08-01,0.1,13344947.0,14176688.0
2016-09-01,0.2,13385303.0,14209139.0
2016-10-01,0.2,13402273.0,14235395.0
2016-11-01,0.3,13450832.0,14273576.0
2016-12-01,0.3,13499329.0,14313719.0
2017-01-01,0.4,13541252.0,14373718.0
2017-02-01,0.3,13589176.0,14416759.0
2017-03-01,0.4,13642829.0,14476341.0
2017-04-01,0.2,13682566.0,14509341.0
2017-05-01,0.7,13780677.0,14610717.0
2017-06-01,0.1,13790892.0,14618675.0
2017-07-01,0.3,13837738.0,14660213.0
2017-08-01,0.1,13860444.0,14678275.0
2017-09-01,0.2,13903857.0,14705950.0
2017-10-01,0.3,13963231.0,14748579.0
2017-11-01,0.2,14028187.0,14771076.0
2017-12-01,0.2,14062335.0,14797916.0
2018-01-01,0.6,14042771.0,14886576.0
2018-02-01,0.2,14068593.0,14921056.0
2018-03-01,0.4,14103046.0,14974818.0
2018-04-01,0.2,14121760.0,15007152.0
2018-05-01,0.3,14163617.0,15057760.0
2018-06-01,0.4,14225961.0,15119289.0
2018-07-01,0.4,14298541.0,15184702.0
2018-08-01,0.4,14356720.0,15238588.0
2018-09-01,0.0,14353974.0,15237475.0
2018-10-01,0.2,14370229.0,15274146.0
2018-11-01,0.3,14411115.0,15315225.0
2018-12-01,1.2,14599325.0,15506487.0
2019-01-01,0.2,14598448.0,15536259.0
2019-02-01,0.2,14633737.0,15560353.0
2019-03-01,0.0,14657728.0,15566452.0
2019-04-01,-0.2,14643335.0,15534207.0
2019-05-01,0.0,14641906.0,15532440.0
2019-06-01,0.2,14660215.0,15562148.0
2019-07-01,0.1,14651801.0,15581350.0
2019-08-01,0.5,14726512.0,15664341.0
2019-09-01,0.2,14755582.0,15697511.0
2019-10-01,0.1,14786542.0,15718083.0
2019-11-01,0.3,14855327.0,15766859.0
2019-12-01,-0.5,14796458.0,15683777.0
2020-01-01,1.1,14957648.0,15857346.0
2020-02-01,0.4,15040102.0,15916781.0
2020-03-01,-1.3,14689355.0,15704864.0
2020-04-01,14.8,13800598.0,18030162.0
2020-05-01,-5.1,14122270.0,17114428.0
2020-06-01,-0.4,14441996.0,17047532.0
2020-07-01,0.9,14560205.0,17195767.0
2020-08-01,-3.9,14718574.0,16524777.0
2020-09-01,0.6,14895707.0,16616486.0
2020-10-01,-0.4,15111436.0,16552874.0
2020-11-01,-1.2,15083366.0,16350571.0
2020-12-01,0.2,15094758.0,16391151.0
2021-01-01,10.7,15051590.0,18146484.0
2021-02-01,-8.3,15054192.0,16633914.0
2021-03-01,22.9,15186094.0,20445844.0
2021-04-01,-15.2,15309616.0,17335382.0
2021-05-01,-2.9,15384035.0,16836261.0
2021-06-01,-0.5,15437039.0,16757784.0
2021-07-01,0.7,15493798.0,16867828.0
2021-08-01,-0.2,15488342.0,16832408.0
2021-09-01,-1.1,15532254.0,16641794.0
2021-10-01,0.0,15592153.0,16648123.0
2021-11-01,-0.3,15582462.0,16598285.0
2021-12-01,-0.4,15536507.0,16525416.0
2022-01-01,-2.3,15436243.0,16143180.0
2022-02-01,0.0,15420303.0,16143028.0
2022-03-01,-0.5,15360040.0,16065495.0
2022-04-01,0.0,15358629.0,16063733.0
2022-05-01,-0.1,15351271.0,16049059.0
2022-06-01,-0.2,15297687.0,16015886.0
2022-07-01,1.3,15464465.0,16219099.0
2022-08-01,0.6,15531920.0,16314381.0
2022-09-01,0.4,15586833.0,16372321.0
2022-10-01,0.3,15565511.0,16424303.0
2022-11-01,0.1,15556003.0,16436475.0
2022-12-01,0.4,15583706.0,16497542.0
2023-01-01,1.9,15666167.0,16808522.0
2023-02-01,0.4,15688235.0,16879058.0
2023-03-01,0.5,15752635.0,16967985.0
2023-04-01,0.1,15775717.0,16983343.0
2023-05-01,0.3,15825018.0,17041921.0
2023-06-01,0.0,15847159.0,17050340.0
2023-07-01,0.1,15888436.0,17061600.0
2023-08-01,0.1,15925549.0,17085814.0
2023-09-01,0.1,15956839.0,17101058.0
2023-10-01,0.3,16011160.0,17152806.0
2023-11-01,0.4,16095578.0,17229445.0
2023-12-01,0.2,16129237.0,17267369.0
2024-01-01,0.9,16227782.0,17426244.0
2024-02-01,0.1,16232685.0,17442385.0
2024-03-01,0.3,16269453.0,17486908.0
2024-04-01,-0.1,16240386.0,17464878.0
2024-05-01,0.3,16291672.0,17511124.0
2024-06-01,0.0,16292091.0,17515599.0
2024-07-01,-0.1,16281065.0,17505037.0
2024-08-01,-0.1,16279232.0,17494599.0
2024-09-01,0.1,16283053.0,17519644.0
2024-10-01,0.3,16335774.0,17568505.0
2024-11-01,0.1,16376801.0,17592401.0
2024-12-01,0.1,16387655.0,17605774.0
2025-01-01,0.3,16398061.0,17661414.0
2025-02-01,0.5,16416128.0,17756171.0
