Date,Disposable personal income,Durable goods,Goods,Gross domestic product,Gross national product,Nondurable goods,Personal consumption expenditures,Personal income,Services
2019-01-01,47824.5,4529.5,13415.5,62969.5,63862.0,8886.0,42302.5,55030.0,28889.0
2019-04-01,47870.5,4643.5,13663.5,63589.5,64481.0,9021.0,42735.5,55391.0,29075.0
2019-07-01,48181.0,4732.0,13814.0,64343.5,65194.0,9084.0,43210.0,55687.0,29400.0
2019-10-01,48438.5,4753.0,13848.0,64791.0,65589.0,9097.5,43517.0,56128.0,29670.5
2020-01-01,48783.0,4524.5,13732.0,63975.0,64795.0,9206.0,42803.0,56611.0,29074.5
2020-04-01,53475.0,4483.0,13305.0,58764.5,59310.0,8822.0,38954.5,60869.0,25681.5
2020-07-01,51763.0,5362.0,14831.5,63616.5,64253.0,9477.0,42615.0,59753.0,27827.0
2020-10-01,50791.0,5440.0,14963.0,64497.0,65064.5,9531.0,43300.0,59265.0,28377.0
2021-01-01,57249.0,5832.5,15699.5,65825.0,66380.0,9878.0,44552.5,66722.0,28903.5
2021-04-01,53180.0,6133.0,16403.0,67362.5,67759.5,10281.0,46393.5,63316.0,30043.0
2021-07-01,52879.5,5769.5,16118.5,68383.5,68793.5,10355.5,47031.0,63580.0,30949.0
2021-10-01,52658.0,5950.0,16492.5,70152.5,70634.0,10549.0,47886.5,64059.0,31430.5
2022-01-01,51608.5,6011.0,16650.0,70649.0,71002.0,10646.0,48427.0,64645.0,31813.0
2022-04-01,51797.0,5977.5,16782.0,71449.5,71918.5,10810.5,49140.0,65432.0,32392.5
2022-07-01,52856.0,5959.5,16706.0,72222.0,72731.5,10754.0,49534.5,66636.0,32860.0
2022-10-01,53514.0,5905.0,16647.0,73027.0,73438.5,10748.5,49842.0,67522.0,33225.0
2023-01-01,55104.5,6128.0,16931.0,73757.5,74053.5,10814.5,50617.0,68393.0,33717.5
2023-04-01,55668.5,6108.5,16896.0,74243.5,74551.0,10798.0,50840.0,69171.0,33974.5
2023-07-01,55925.0,6122.0,17010.5,75183.0,75478.0,10900.5,51223.5,69725.0,34243.5
2023-10-01,56345.0,6123.5,17072.5,75744.0,76022.5,10960.0,51648.5,70362.0,34606.5
2024-01-01,57251.5,6079.0,16973.0,76194.0,76437.0,10905.0,52019.5,71786.0,35072.0
2024-04-01,57461.5,6125.0,17072.5,76840.5,77024.0,10960.0,52437.0,72292.0,35391.0
2024-07-01,57493.5,6206.5,17235.0,77465.5,77525.0,11043.0,52918.0,72560.0,35712.5
2024-10-01,57863.5,6379.5,17462.0,78065.5,78294.0,11102.5,53535.5,73274.0,36108.0
