Date,Consumption expenditures,Equipment,Federal,Gross investment,Intellectual property products,National defense,Nondefense,Research and development,Software,State and local,Structures
1999-04-01,0.07999999999999999,0.22200000000000003,-0.2,0.45599999999999996,0.40599999999999997,-0.19,-0.02,0.026000000000000002,0.378,1.66,-0.16999999999999998
1999-07-01,1.672,0.366,2.27,0.742,0.118,2.16,0.11,0.096,0.022,2.64,0.258
1999-10-01,1.9600000000000002,0.492,2.97,1.184,-0.013999999999999995,2.02,0.95,2.7755575615628915e-18,-0.018000000000000002,3.4,0.704
2000-01-01,-2.092,-0.33199999999999996,-4.68,0.03400000000000003,0.074,-4.6,-0.08,0.072,0.004000000000000001,1.88,0.288
2000-04-01,3.0420000000000003,0.06200000000000001,4.35,-0.572,0.148,3.19,1.16,0.08399999999999999,0.062,-0.35,-0.786
2000-07-01,-0.978,-0.21200000000000002,-2.65,-0.22199999999999998,0.082,-2.25,-0.41,0.096,-0.016,0.98,-0.092
2000-10-01,0.426,0.354,0.4,0.6460000000000001,0.16999999999999998,0.81,-0.42,0.11600000000000002,0.052000000000000005,2.08,0.12
2001-01-01,2.632,-0.074,3.09,0.546,0.27799999999999997,1.2,1.89,0.16799999999999998,0.11400000000000002,3.31,0.34199999999999997
2001-04-01,1.614,0.252,2.07,1.65,0.146,1.0,1.07,0.198,-0.048,5.05,1.248
2001-07-01,1.2600000000000002,-0.02,0.81,-1.254,0.148,0.56,0.25,0.20800000000000002,-0.062,-1.2,-1.3820000000000001
2001-10-01,1.226,0.40800000000000003,1.74,1.8419999999999999,0.094,1.3,0.44,0.21600000000000003,-0.122,5.06,1.3379999999999999
2002-01-01,2.82,0.298,4.65,0.9879999999999999,0.294,2.99,1.66,0.346,-0.05,2.55,0.396
2002-04-01,1.3279999999999998,0.45999999999999996,2.74,0.45999999999999996,0.292,1.47,1.27,0.27599999999999997,0.018,0.36,-0.296
2002-07-01,0.312,0.418,1.41,0.7979999999999999,0.246,0.66,0.75,0.22599999999999998,0.016,0.66,0.13399999999999998
2002-10-01,1.076,0.022,2.48,0.612,0.188,1.82,0.66,0.242,-0.05600000000000001,0.49,0.40199999999999997
2003-01-01,0.45200000000000007,-0.122,1.69,0.024,0.20600000000000002,1.54,0.15,0.184,0.024,-1.35,-0.05800000000000001
2003-04-01,2.352,0.174,5.1,0.158,0.16799999999999998,4.32,0.79,0.124,0.046,-1.38,-0.186
2003-07-01,-0.378,0.092,-0.04,0.736,0.146,-0.47,0.43,0.10600000000000001,0.044,0.95,0.496
2003-10-01,1.296,0.292,2.8,0.236,0.22400000000000003,2.71,0.08,0.11200000000000002,0.11200000000000002,-0.36,-0.28
2004-01-01,1.082,-0.088,1.64,-0.026000000000000002,0.11599999999999999,1.37,0.27,0.13,-0.014000000000000002,0.18,-0.05600000000000001
2004-04-01,0.24800000000000005,0.312,0.88,0.356,0.13999999999999999,0.41,0.48,0.13999999999999999,0.004,0.19,-0.098
2004-07-01,0.542,0.324,1.67,0.094,0.23399999999999999,2.08,-0.41,0.142,0.092,-0.92,-0.46799999999999997
2004-10-01,-0.12200000000000003,0.22200000000000003,-0.29,-0.036000000000000004,0.126,-1.22,0.93,0.088,0.04,0.04,-0.384
2005-01-01,1.054,-0.038,1.7,0.086,0.136,1.73,-0.03,0.124,0.012,0.29,-0.013999999999999999
2005-04-01,-0.388,0.312,-0.16,0.264,0.154,0.3,-0.46,0.074,0.076,-0.08,-0.2
2005-07-01,0.648,0.184,1.18,0.11599999999999999,0.128,0.49,0.69,0.08,0.048,0.14,-0.198
2005-10-01,0.03599999999999999,0.20800000000000002,0.06,0.1,0.04,-0.74,0.8,0.026000000000000002,0.01,0.25,-0.146
2006-01-01,1.8820000000000001,0.40599999999999997,4.04,0.9960000000000001,0.064,2.2,1.83,0.036,0.03,1.13,0.524
2006-04-01,-0.674,0.21799999999999997,-1.04,0.406,0.122,-0.14,-0.91,0.092,0.03,0.9,0.072
2006-07-01,0.010000000000000009,-0.27,-1.37,-0.53,0.124,-1.97,0.6,0.08,0.041999999999999996,0.76,-0.382
2006-10-01,1.3119999999999998,0.47000000000000003,2.22,0.47000000000000003,0.126,2.95,-0.73,0.062,0.066,1.11,-0.128
2007-01-01,-0.10600000000000001,-0.098,-0.9,0.142,0.086,-0.8,-0.1,0.030000000000000006,0.06,1.45,0.156
2007-04-01,1.066,0.604,2.48,0.906,0.044,2.19,0.29,0.024,0.02,1.21,0.256
2007-07-01,0.9,0.05600000000000001,1.31,0.092,0.054000000000000006,0.62,0.7,0.022,0.034,0.51,-0.018000000000000002
2007-10-01,1.286,0.44800000000000006,2.53,0.514,0.074,1.76,0.76,0.041999999999999996,0.03,0.71,-0.008000000000000002
2008-01-01,0.8860000000000001,0.05,2.27,-0.066,0.096,1.6,0.67,-0.020000000000000004,0.11399999999999999,-1.36,-0.21200000000000002
2008-04-01,1.116,0.588,3.27,0.9339999999999999,0.02,1.82,1.45,-0.001999999999999999,0.022,0.22,0.32399999999999995
2008-07-01,1.3800000000000001,0.128,2.01,0.322,0.015999999999999997,2.31,-0.3,-0.002000000000000001,0.018,1.24,0.176
2008-10-01,1.6060000000000003,-0.044000000000000004,2.02,-0.07999999999999999,0.012000000000000002,1.56,0.46,0.046,-0.034,0.78,-0.052000000000000005
2009-01-01,2.446,-0.21200000000000002,2.1,-0.176,0.048,0.39,1.72,0.06799999999999999,-0.02,2.52,-0.014000000000000002
2009-04-01,2.4059999999999997,0.346,3.78,0.73,0.10400000000000001,2.69,1.09,0.068,0.038,2.17,0.27999999999999997
2009-07-01,0.484,0.022000000000000002,1.43,0.23400000000000004,0.11199999999999999,0.8,0.64,0.06999999999999999,0.038,-0.36,0.1
2009-10-01,1.0,0.062,2.37,-0.22600000000000003,0.092,1.16,1.21,0.020000000000000004,0.072,-1.62,-0.378
2010-01-01,0.05999999999999996,0.064,1.81,-0.386,0.086,0.56,1.25,0.034,0.052000000000000005,-3.53,-0.536
2010-04-01,0.21200000000000002,0.022000000000000002,2.14,0.704,-0.032,0.73,1.41,-0.028000000000000004,-0.006,-0.92,0.714
2010-07-01,-1.174,-0.26999999999999996,-0.73,-0.092,0.076,-0.19,-0.53,0.0,0.078,-2.07,0.1
2010-10-01,-0.79,0.156,-0.25,-0.26799999999999996,-0.012,0.29,-0.54,-0.062,0.048,-2.27,-0.40800000000000003
2011-01-01,-1.64,-0.366,-2.29,-0.746,-0.01,-1.88,-0.4,-0.06,0.046,-2.53,-0.368
2011-04-01,-0.7979999999999999,0.052000000000000005,-0.62,-0.40800000000000003,0.022,0.47,-1.09,-0.030000000000000006,0.05,-2.09,-0.484
2011-07-01,-2.59,0.012,-3.52,-0.35,0.038,-1.4,-2.13,-0.01,0.046,-2.06,-0.4
2011-10-01,0.202,-0.06,0.62,-0.186,0.046,-0.92,1.53,0.006000000000000001,0.038,-0.89,-0.172
2012-01-01,0.09000000000000001,-0.11800000000000002,0.01,-0.766,-0.11399999999999999,-0.68,0.69,-0.08,-0.032,-1.7,-0.532
2012-04-01,-0.944,0.196,-1.3,-0.152,0.0019999999999999983,-1.28,-0.02,-0.05800000000000001,0.064,-0.79,-0.35200000000000004
2012-07-01,0.42200000000000004,-0.05800000000000001,0.35,-0.596,-0.012,0.26,0.08,-0.064,0.054000000000000006,-0.95,-0.526
2012-10-01,-1.6780000000000002,-0.442,-3.24,-0.524,0.164,-3.21,-0.02,-0.012,0.176,-0.64,-0.246
2013-01-01,-1.318,-0.33399999999999996,-3.63,-0.8800000000000001,-0.134,-2.42,-1.21,-0.148,0.01,-0.06,-0.40800000000000003
2013-04-01,-0.22199999999999998,-0.11000000000000001,-1.23,-0.22799999999999998,-0.22999999999999998,-0.54,-0.68,-0.156,-0.076,0.71,0.11000000000000001
2013-07-01,-1.3359999999999999,0.134,-2.19,0.126,-0.072,-1.93,-0.26,-0.144,0.072,0.25,0.068
2013-10-01,-1.4360000000000002,0.064,-2.64,-0.31,-0.13,-1.52,-1.12,-0.188,0.062,-0.41,-0.248
2014-01-01,0.304,-0.65,-0.13,-1.01,-0.09,-1.19,1.06,-0.154,0.066,-1.58,-0.27
2014-04-01,-0.736,0.4,-0.89,0.776,0.03,-0.59,-0.3,-0.046,0.076,1.43,0.346
2014-07-01,1.3359999999999999,-0.132,1.79,0.11400000000000002,0.10600000000000001,1.26,0.53,0.006,0.096,0.94,0.142
2014-10-01,-0.966,0.11200000000000002,-2.31,0.384,0.10400000000000001,-2.69,0.38,0.086,0.022,2.02,0.16399999999999998
2015-01-01,1.3940000000000001,-0.372,0.63,-0.29000000000000004,0.146,-0.26,0.89,0.11399999999999999,0.030000000000000006,1.81,-0.06000000000000001
2015-04-01,0.612,0.298,0.51,1.08,0.134,0.26,0.24,0.098,0.036,3.47,0.65
2015-07-01,0.63,0.0040000000000000036,-0.12,0.194,0.122,-0.86,0.74,0.08199999999999999,0.04,2.25,0.06999999999999999
2015-10-01,0.9640000000000001,0.17800000000000002,1.14,-0.042000000000000016,0.156,0.7,0.44,0.06,0.098,0.59,-0.38
2016-01-01,0.634,0.064,0.14,0.8780000000000001,0.138,-0.31,0.45,-0.008000000000000004,0.15,3.57,0.672
2016-04-01,0.078,-0.132,-0.75,-0.352,0.05800000000000001,-0.88,0.13,-0.062,0.11599999999999999,0.44,-0.274
2016-07-01,0.8960000000000001,-0.082,0.8,-0.038000000000000006,0.14400000000000002,0.9,-0.1,0.01,0.132,0.95,-0.10400000000000001
2016-10-01,-0.020000000000000004,-0.026000000000000002,0.13,0.32599999999999996,0.12,-0.13,0.26,-0.006,0.128,0.58,0.22999999999999998
2017-01-01,-0.852,0.242,-0.63,0.284,0.22000000000000003,-0.38,-0.25,0.088,0.136,-0.48,-0.184
2017-04-01,0.062,0.314,0.8,0.552,0.192,1.28,-0.47,0.064,0.126,0.33,0.048
2017-07-01,-0.044,0.012,-0.09,0.22400000000000003,0.188,-0.36,0.27,0.068,0.12,0.59,0.027999999999999997
2017-10-01,0.8219999999999998,0.318,2.02,1.038,0.18,1.28,0.75,0.066,0.11399999999999999,1.62,0.5359999999999999
2018-01-01,0.39,0.024,1.51,0.254,0.42400000000000004,0.32,1.2,0.096,0.32399999999999995,-0.67,-0.198
2018-04-01,0.762,0.001999999999999999,1.09,0.614,0.166,0.81,0.28,0.022,0.146,1.81,0.446
2018-07-01,1.316,0.19,1.94,0.35,0.118,1.4,0.53,0.001999999999999999,0.118,1.26,0.041999999999999996
2018-10-01,0.51,0.368,0.7,-0.15,0.05600000000000001,1.42,-0.71,-0.048,0.10400000000000001,-0.16,-0.5740000000000001
2019-01-01,1.3699999999999999,0.78,1.7,1.228,-0.188,2.15,-0.44,-0.136,-0.052000000000000005,3.94,0.6380000000000001
2019-04-01,2.83,-0.986,1.6,-0.29399999999999993,0.21600000000000003,-0.16,1.76,0.13,0.086,3.94,0.4779999999999999
2019-07-01,1.436,0.66,1.9,0.8039999999999999,0.308,1.36,0.53,0.21600000000000003,0.092,2.75,-0.16599999999999998
2019-10-01,1.232,-0.066,0.85,0.248,0.508,0.56,0.29,0.358,0.148,2.42,-0.192
2020-01-01,1.044,-0.19,1.61,1.046,0.5559999999999999,0.57,1.03,0.42800000000000005,0.132,2.81,0.682
2020-04-01,5.1,0.596,11.06,0.682,0.138,0.5,10.56,0.154,-0.014000000000000002,-2.14,-0.05
2020-07-01,-3.386,0.188,-4.83,0.010000000000000009,0.364,-0.01,-4.82,0.288,0.076,-1.19,-0.5439999999999999
2020-10-01,-1.044,0.22800000000000004,0.06,0.44400000000000006,0.29,2.7,-2.64,0.10800000000000001,0.18,-1.59,-0.072
2021-01-01,4.138,-0.658,6.25,-0.796,0.362,-1.81,8.06,0.11000000000000001,0.25,-1.01,-0.49800000000000005
2021-04-01,-1.846,-0.16,-3.15,-0.4720000000000001,0.292,-0.6,-2.55,0.11199999999999999,0.18,-1.07,-0.602
2021-07-01,-0.958,-0.066,-2.97,-0.25,0.16799999999999998,-1.02,-1.96,0.062,0.10800000000000001,1.44,-0.354
2021-10-01,0.19000000000000003,0.10200000000000001,1.15,-0.074,0.174,-0.81,1.96,0.057999999999999996,0.118,-1.43,-0.346
2022-01-01,-1.8199999999999998,-0.372,-3.31,-0.182,0.258,-2.46,-0.85,0.06000000000000001,0.20400000000000001,-0.04,-0.06999999999999999
2022-04-01,-0.852,0.088,-1.24,0.011999999999999988,0.262,0.42,-1.65,0.10800000000000001,0.152,-0.25,-0.33599999999999997
2022-07-01,0.758,-0.402,-0.18,-0.16399999999999998,0.27399999999999997,-0.6,0.42,0.16999999999999998,0.10200000000000001,1.74,-0.033999999999999996
2022-10-01,1.542,0.762,3.25,1.2799999999999998,0.33799999999999997,1.59,1.66,0.20600000000000002,0.132,2.18,0.18
2023-01-01,1.832,-0.16,1.75,0.554,0.332,1.06,0.69,0.272,0.06000000000000001,3.34,0.376
2023-04-01,0.027999999999999935,0.22200000000000003,-0.41,1.064,0.23199999999999998,0.19,-0.6,0.192,0.04,3.35,0.6140000000000001
2023-07-01,1.862,-0.034,2.0,0.8140000000000001,0.178,1.44,0.56,0.122,0.054000000000000006,3.68,0.666
2023-10-01,0.292,-0.11400000000000002,-0.11,1.1440000000000001,0.19,-0.26,0.15,0.064,0.124,3.75,1.06
2024-01-01,0.702,-0.394,-0.13,-0.024,0.098,-0.54,0.41,-0.022000000000000002,0.12,1.9,0.27
2024-04-01,0.8300000000000001,0.40800000000000003,1.59,0.712,0.142,1.34,0.25,0.024,0.118,1.46,0.16399999999999998
2024-07-01,1.8780000000000001,0.518,3.29,0.826,0.09,2.87,0.42,0.048,0.044,1.83,0.21600000000000003
2024-10-01,1.154,0.024,1.5,0.374,0.08,1.04,0.46,0.036,0.044,1.56,0.27
