Date,Aircraft,Ammunition,Civilian,Compensation of general government employees,Consumption expenditures,Consumption of general government fixed capital,Durable goods,Electronics,Equipment,Gross investment,Gross output of general government,Installation support,Intellectual property products,Intermediate goods and services purchased,Less: Own-account investment,Less: Sales to other sectors,Military,Missiles,National defense consumption expenditures and gross investment,Nondurable goods,Other durable goods,Other equipment,Other nondurable goods,Personnel support,Petroleum products,Research and development,Services,Ships,Software,Structures,Transportation of material,Travel of persons,Value added,Vehicles,Weapons support
2007-04-01,70.72399999999999,133.262,90.145,95.711,100.401,90.746,98.571,142.4765,98.208,112.325,100.419,114.44,123.133,112.246,99.604,108.735,99.209,118.0,102.847,107.783,102.629,96.249,79.656,118.232,129.531,144.796,116.415,84.1115,47.343,177.999,202.994,113.653,93.713,246.0015,99.897
2007-07-01,70.2815,133.673,90.059,96.246,101.469,91.624,103.054,153.9405,97.727,111.371,101.449,112.897,123.455,113.918,100.554,103.919,100.097,107.3615,103.496,105.239,105.585,98.179,79.696,119.776,123.317,145.05,118.03,83.63550000000001,47.845,160.42,241.364,123.253,94.387,257.58050000000003,96.61
2007-10-01,68.458,131.951,90.646,96.585,103.259,92.532,109.337,169.184,102.55,113.494,103.198,116.768,123.864,117.805,100.676,108.521,100.296,110.45400000000001,105.355,101.774,113.864,107.128,74.395,126.818,120.883,145.428,122.58,88.08850000000001,48.309,146.799,243.536,113.209,94.955,274.5505,100.882
2008-01-01,60.1995,130.411,91.175,97.439,105.27,93.473,113.17,182.44150000000002,102.722,114.118,105.178,117.09,123.681,121.737,100.982,115.344,101.334,119.422,107.082,104.896,118.344,112.149,77.305,136.344,125.359,144.341,126.714,84.3305,50.891,159.595,231.342,105.423,95.844,310.78999999999996,104.557
2008-04-01,75.15299999999999,126.961,92.139,98.716,106.076,94.398,115.804,187.73149999999998,111.568,120.436,105.97,115.347,123.035,121.916,100.629,120.695,102.792,121.351,109.016,109.318,120.294,113.977,84.076,138.481,130.225,143.372,125.358,87.956,51.277,198.049,213.472,113.596,96.979,299.065,97.396
2008-07-01,77.3535,123.508,92.971,100.347,108.785,95.311,118.719,192.096,113.366,122.015,108.576,121.923,122.152,126.748,100.205,123.759,104.881,120.7565,111.496,105.603,120.642,114.844,83.882,149.046,124.044,142.145,132.546,90.636,51.517,218.515,193.004,106.542,98.321,307.93899999999996,107.67
2008-10-01,79.24600000000001,123.956,93.59,102.203,110.531,96.218,119.605,193.51100000000002,114.514,123.401,110.258,124.734,121.588,128.801,100.111,125.057,107.445,111.1925,113.169,109.776,121.173,114.855,89.753,154.088,128.394,141.676,134.447,91.262,50.702,239.388,184.895,108.14,99.793,344.2375,104.51
2009-01-01,73.993,127.475,94.102,103.862,111.461,97.12,120.703,199.5155,110.609,121.502,111.135,127.744,121.294,128.818,100.026,122.859,109.772,109.02850000000001,113.516,106.342,122.949,117.412,87.656,149.888,121.069,141.376,134.661,89.863,50.447,246.244,208.938,115.518,101.147,303.034,103.605
2009-04-01,82.312,127.483,95.32,105.645,114.271,97.982,126.665,206.96800000000002,116.112,124.881,113.806,128.054,121.181,133.78,99.988,118.387,111.892,115.36349999999999,116.443,116.158,124.681,119.513,104.129,154.583,126.258,140.885,138.603,90.306,51.502,255.767,239.266,122.731,102.557,341.9845,104.438
2009-07-01,77.27850000000001,129.269,96.893,106.981,115.217,98.803,131.313,208.88150000000002,116.169,125.549,114.726,126.07,121.04,134.316,99.994,120.557,113.098,147.651,117.332,122.49,125.688,121.627,110.354,151.469,134.826,140.352,137.103,90.523,52.579,270.536,251.428,125.605,103.687,354.079,103.259
2009-10-01,83.6735,130.534,98.603,107.972,117.011,99.584,127.994,203.2685,116.528,125.07,116.413,131.015,120.091,137.419,99.902,114.881,113.665,114.489,118.659,109.22,122.77,118.351,85.105,159.106,129.591,138.538,144.56,94.0565,54.381,264.587,258.199,127.229,104.594,356.26700000000005,114.722
2010-01-01,82.036,129.243,100.312,109.026,117.928,100.323,125.946,204.119,117.721,124.74,117.299,129.679,120.111,138.222,100.681,111.18,114.332,121.363,119.32,109.064,122.84,118.852,88.006,163.33,126.508,138.05,146.259,90.13999999999999,56.009,243.67,261.418,132.649,105.522,368.759,113.699
2010-04-01,90.0925,127.625,101.765,109.529,118.701,101.004,128.141,196.8815,119.338,125.877,118.054,131.241,119.411,139.3,101.211,110.188,114.279,130.9485,120.167,114.01,122.33,118.987,87.373,161.058,139.401,137.036,146.379,89.17699999999999,56.358,255.614,255.819,127.658,106.097,347.2825,119.154
2010-07-01,88.221,126.516,103.237,109.729,118.76,101.629,125.9,190.2215,115.568,124.484,118.182,133.079,120.145,138.988,103.079,111.533,113.724,125.4015,119.93,111.004,121.079,116.656,84.388,159.348,135.753,137.363,147.055,90.863,58.367,262.755,254.801,127.654,106.466,308.8685,123.685
2010-10-01,99.5075,122.391,104.47,109.929,118.965,102.197,129.187,179.8515,118.271,125.182,118.469,130.342,119.476,139.162,105.188,114.534,113.305,122.63000000000001,120.236,104.677,119.891,114.91,85.556,162.41,121.452,136.069,147.591,93.9135,59.76,252.486,260.508,128.981,106.813,317.22749999999996,121.797
2011-01-01,93.6515,119.225,105.757,110.589,117.315,102.708,121.957,170.199,112.511,120.816,116.991,124.377,118.877,133.93,108.013,116.165,113.591,112.5245,118.033,108.785,119.862,114.201,88.695,156.586,128.909,135.043,141.217,85.75,60.592,230.595,258.721,120.886,107.413,296.74199999999996,113.417
2011-04-01,102.0985,117.893,105.909,110.627,118.068,103.134,123.584,162.75799999999998,113.239,120.304,117.783,121.366,118.558,135.785,109.754,117.756,113.562,111.596,118.529,111.527,119.654,113.473,89.34,163.333,134.621,134.232,142.977,86.247,61.916,214.015,247.397,116.282,107.606,270.572,115.136
2011-07-01,107.7185,118.569,105.952,110.486,116.453,103.477,123.101,157.7595,112.99,118.669,116.262,117.867,118.133,131.474,110.455,118.881,113.311,105.38300000000001,116.91,118.293,119.325,112.238,90.735,151.291,147.351,133.455,135.442,85.1765,62.673,185.807,241.585,113.533,107.659,250.575,110.127
2011-10-01,107.05000000000001,123.359,106.871,110.875,115.577,103.736,123.123,155.317,112.698,117.136,115.415,116.532,117.834,128.517,110.379,118.216,113.385,98.28200000000001,115.9,108.848,119.53,112.202,90.476,149.873,126.833,132.897,133.065,90.43799999999999,63.248,159.332,228.771,115.086,107.995,243.054,105.667
2012-01-01,105.0565,124.089,106.536,109.861,115.424,103.909,122.526,150.767,109.943,114.04,115.184,116.701,116.224,128.832,109.551,108.421,111.97,121.006,115.15,109.038,118.104,110.276,85.844,152.739,130.505,130.891,133.632,84.4445,63.015,139.351,186.729,112.256,107.457,219.425,111.099
2012-04-01,105.483,123.103,106.099,108.948,113.647,104.038,119.66,145.6565,112.447,114.079,113.466,112.419,115.371,124.936,109.397,107.188,110.779,121.896,113.741,111.759,116.6,109.542,85.481,149.178,136.666,129.51,128.161,88.2155,63.978,119.547,164.057,107.517,106.963,228.3505,103.685
2012-07-01,113.459,120.008,105.105,108.067,114.409,104.121,119.982,139.69,111.852,112.513,114.207,113.428,114.641,127.875,109.7,106.927,109.96,121.054,114.031,112.434,113.19,106.749,82.817,159.633,140.986,128.309,132.207,84.176,64.877,99.818,149.918,103.013,106.469,216.7755,104.463
2012-10-01,104.77199999999999,113.059,103.649,107.054,110.672,104.156,115.23,131.014,105.192,109.673,110.647,106.706,115.367,119.031,110.431,107.749,109.201,122.6055,110.475,95.834,104.754,98.617,87.077,152.398,104.772,128.265,123.942,87.721,68.243,108.108,141.572,95.775,105.876,196.77550000000002,92.21
2013-01-01,109.4235,105.674,103.596,106.543,108.033,104.398,107.057,120.907,101.478,106.881,108.114,96.225,113.696,112.393,111.235,103.097,108.413,99.5155,107.805,98.886,100.497,94.366,85.496,145.103,114.161,125.893,115.775,82.809,69.03,105.737,134.833,78.466,105.668,149.876,87.124
2013-04-01,102.3555,100.928,102.395,105.866,107.772,104.484,106.14,113.776,99.996,104.989,107.866,93.661,111.163,112.357,111.604,101.191,108.05,126.4855,107.214,97.348,97.522,91.468,86.942,147.182,111.023,123.28,116.271,86.582,66.825,104.934,134.225,79.317,105.297,143.376,88.148
2013-07-01,108.133,96.799,95.996,103.113,105.013,104.431,105.506,107.6875,102.373,105.444,105.223,90.359,109.364,107.994,111.523,102.683,107.491,133.816,105.107,92.766,96.117,89.378,86.826,138.886,102.353,120.644,111.029,86.806,67.967,104.027,131.251,79.661,103.632,143.002,84.721
2013-10-01,111.858,93.782,97.105,103.12,103.211,104.233,99.65,102.5475,103.073,104.297,103.48,93.901,106.833,103.298,110.649,105.617,106.836,108.077,103.437,93.046,96.336,88.715,86.878,123.113,103.674,117.041,105.682,87.3495,69.243,94.902,126.684,81.616,103.557,126.875,87.348
2014-01-01,94.3905,90.226,99.754,103.647,103.232,103.894,99.303,99.06700000000001,92.509,97.872,103.49,99.568,104.697,103.015,109.649,110.045,106.06,103.2165,102.152,94.101,97.072,88.807,85.864,115.955,107.594,113.902,105.15,85.086,70.687,96.165,119.836,83.211,103.735,131.9455,93.134
2014-04-01,101.037,86.869,99.71,103.065,101.778,103.555,96.349,95.386,98.488,100.495,102.076,99.746,103.954,99.959,108.635,112.846,105.163,108.761,101.524,88.283,96.473,88.5,85.152,113.807,96.643,112.486,102.618,89.626,72.354,91.802,114.999,82.116,103.251,118.9005,86.804
2014-07-01,94.25200000000001,82.686,99.479,102.032,103.702,103.216,90.636,93.02350000000001,96.413,99.514,103.914,103.93,104.011,106.391,108.236,113.699,103.641,109.886,102.863,87.983,95.451,88.005,85.555,132.137,96.79,111.892,113.36,89.0235,74.743,93.526,111.278,82.219,102.496,95.054,95.908
2014-10-01,97.28800000000001,79.954,99.52,101.17,99.969,102.876,94.285,92.0105,96.658,99.764,100.316,100.518,104.571,97.524,107.937,112.987,102.216,125.024,99.932,88.945,94.547,88.607,84.583,105.112,100.698,112.507,99.565,87.8435,75.096,91.212,108.288,82.263,101.842,97.7805,90.242
2015-01-01,87.1535,77.424,99.539,100.547,100.324,102.532,92.378,90.857,90.597,96.917,100.673,98.137,105.266,99.454,108.629,111.652,101.185,106.7195,99.641,91.38,92.714,86.634,85.669,112.767,106.698,113.236,102.37,91.3195,75.665,92.028,106.126,80.833,101.33,101.33699999999999,91.542
2015-04-01,96.0145,76.32,99.175,99.97,99.981,102.193,91.39,90.641,95.174,99.554,100.339,96.591,105.427,99.389,108.937,109.047,100.47,110.0625,99.9,88.995,92.307,87.451,86.396,113.048,99.831,113.27,102.898,88.79050000000001,76.296,95.394,101.707,81.114,100.847,103.8735,95.841
2015-07-01,94.29599999999999,77.656,99.109,99.811,99.084,101.861,90.561,90.5295,93.399,98.328,99.451,92.201,105.129,97.281,108.64,106.216,100.251,95.3775,98.936,90.979,91.708,87.041,87.702,109.962,103.189,112.669,99.837,90.89349999999999,77.119,92.015,102.867,84.687,100.619,99.981,91.881
2015-10-01,94.7875,80.149,99.226,99.805,99.653,101.54,95.943,90.80799999999999,96.12,99.845,99.944,95.228,104.544,98.932,107.666,102.769,100.168,136.0275,99.695,93.931,92.627,89.002,90.394,107.296,106.947,111.28,100.353,90.995,79.481,98.764,101.732,91.178,100.488,99.36449999999999,94.571
2016-01-01,97.428,82.155,99.499,99.909,99.304,101.231,93.94,92.9635,96.449,99.398,99.564,96.624,103.183,97.952,106.818,99.89,100.168,96.642,99.326,96.768,93.505,90.871,93.259,103.629,110.369,108.513,99.105,95.535,83.267,97.951,102.399,94.622,100.429,97.015,93.594
2016-04-01,87.258,84.049,99.787,99.887,98.718,100.945,90.64,94.4145,93.468,96.798,98.944,97.855,101.027,96.406,105.339,98.682,99.951,105.559,98.334,97.313,93.509,90.963,95.85,99.224,106.28,105.037,97.716,93.90950000000001,85.969,95.576,102.663,96.845,100.303,94.955,93.982
2016-07-01,86.331,86.502,100.09,99.959,100.241,100.679,95.11,96.1745,92.353,95.696,100.351,98.715,100.02,100.558,103.898,97.67,99.876,104.525,99.331,98.125,93.565,91.803,96.731,107.496,106.121,102.9,102.247,98.838,89.155,93.802,102.817,97.986,100.242,98.88,96.882
2016-10-01,88.316,89.957,100.181,99.828,100.196,100.432,96.165,98.1765,91.85,95.167,100.268,100.738,99.081,100.648,102.591,98.571,99.603,87.157,99.189,98.082,94.495,93.963,97.312,106.017,103.216,100.769,102.119,100.8525,92.677,96.276,102.695,97.631,100.066,94.819,97.051
2017-01-01,95.604,93.215,100.217,99.836,99.243,100.204,97.086,99.09800000000001,94.571,96.849,99.293,99.765,99.216,98.017,100.706,99.219,99.59,101.3335,98.765,99.224,96.406,96.634,99.355,97.12,101.945,100.183,98.073,92.422,95.538,100.094,101.79,97.062,99.981,91.11449999999999,97.642
2017-04-01,102.68799999999999,96.541,99.869,99.682,100.26,100.032,101.18,98.80449999999999,99.878,99.993,100.243,99.237,99.49,101.029,99.761,100.31,99.56,96.404,100.207,98.973,98.266,98.411,99.876,105.132,98.809,99.758,101.29,102.52600000000001,98.465,105.084,101.43,97.367,99.82,94.1935,97.011
2017-07-01,98.15299999999999,101.658,99.988,100.068,99.729,99.914,99.491,99.76249999999999,100.193,100.076,99.728,100.448,100.145,99.209,99.547,100.634,100.118,99.8775,99.799,100.241,100.602,100.657,100.528,96.412,99.111,99.794,98.992,101.133,101.475,98.315,99.67,102.025,100.007,103.8655,101.535
2017-10-01,103.555,108.586,99.926,100.414,100.769,99.85,102.243,102.33449999999999,105.359,103.082,100.737,100.55,101.149,101.746,99.986,99.836,100.732,102.385,101.229,101.561,104.726,104.298,100.241,101.335,100.136,100.265,101.645,103.91900000000001,104.522,96.506,97.109,103.546,100.192,110.82650000000001,103.811
2018-01-01,93.32300000000001,113.44,99.737,100.352,100.78,99.84,100.163,104.455,105.186,104.892,100.765,99.745,105.24,101.904,100.613,99.209,100.754,109.607,101.595,103.267,108.47,107.528,99.206,102.326,103.956,102.543,102.096,106.1785,115.705,99.137,94.951,104.054,100.151,111.98599999999999,105.066
2018-04-01,98.095,117.977,100.809,100.884,101.943,99.861,106.73,106.9225,104.305,104.851,101.913,101.086,106.257,104.564,101.478,99.394,100.933,102.1505,102.521,101.038,109.996,108.953,96.075,105.591,100.192,102.876,104.566,107.9795,119.428,98.742,93.642,105.26,100.483,115.6635,108.24
2018-07-01,109.08500000000001,126.091,101.193,101.336,103.501,99.916,111.457,110.45400000000001,107.435,106.721,103.443,100.503,106.706,108.382,102.343,100.361,101.429,100.923,104.139,101.923,111.536,110.18,96.218,113.881,99.251,102.539,108.626,108.8455,123.029,100.061,93.34,110.592,100.781,109.599,109.787
2018-10-01,110.518,135.5,101.09,101.435,104.403,100.007,106.092,115.50450000000001,116.228,111.53,104.336,99.648,106.366,110.756,102.887,101.847,101.66,117.555,105.807,100.704,113.998,112.207,93.786,124.369,95.501,101.326,113.443,113.9445,126.248,107.914,94.593,107.96,100.876,117.4185,112.395
2019-01-01,142.40449999999998,141.43,101.72,102.057,105.841,100.313,110.008,116.1455,130.634,118.28,105.753,96.516,104.182,113.878,103.711,103.069,102.277,117.00200000000001,108.288,100.321,115.958,113.379,90.639,132.139,95.851,98.879,116.92,116.557,125.17,112.776,97.015,107.551,101.376,122.4745,116.102
2019-04-01,99.1935,141.861,102.339,102.346,108.097,100.615,110.994,117.1925,109.634,107.784,107.968,98.221,104.982,119.656,105.107,103.392,102.351,99.32300000000001,108.047,98.249,116.919,113.607,89.894,146.752,91.189,99.232,125.053,120.97900000000001,127.813,112.006,96.382,106.665,101.67,130.692,122.671
2019-07-01,118.2715,143.208,102.728,102.787,108.352,100.99,112.714,118.6865,122.644,115.067,108.266,99.248,107.836,119.738,106.725,103.153,102.825,112.77850000000001,109.675,98.486,119.462,116.344,89.661,144.627,91.612,102.041,124.712,125.6285,130.826,100.663,96.232,108.594,102.085,138.373,123.653
2019-10-01,114.6065,144.09,103.308,103.469,108.666,101.437,122.605,123.54249999999999,121.018,117.204,108.613,100.311,112.883,119.635,108.197,102.433,103.574,145.749,110.346,98.54,119.853,114.839,89.352,138.035,91.906,107.214,122.18,129.3475,135.293,114.955,94.183,107.813,102.677,165.176,124.416
2020-01-01,92.519,144.301,104.082,103.896,109.552,101.951,114.056,125.517,114.975,117.113,109.518,106.104,118.874,121.371,109.834,102.324,103.774,123.195,111.042,99.558,123.007,117.585,90.408,144.776,93.412,113.706,126.467,133.4185,139.079,122.673,93.969,96.896,103.137,160.84550000000002,126.644
2020-04-01,109.69800000000001,145.11,104.234,105.454,109.056,102.479,128.831,128.2645,121.632,122.185,109.111,105.499,121.199,118.003,111.76,103.131,106.259,160.014,111.632,98.846,125.332,118.828,91.037,134.227,89.474,116.599,118.392,139.34050000000002,138.922,133.953,96.229,53.252,104.299,168.4035,121.086
2020-07-01,104.3245,142.624,104.874,105.254,108.907,103.026,126.2,130.232,120.675,122.628,109.058,106.87,122.652,117.681,114.247,104.386,105.501,149.7625,111.598,99.601,127.345,120.27,93.077,131.611,90.007,117.718,118.49,142.519,141.757,139.165,94.597,77.959,104.386,177.2535,119.981
2020-10-01,122.845,140.907,105.121,105.459,111.885,103.589,127.754,129.0155,132.153,127.915,112.018,108.058,121.883,125.624,116.964,105.754,105.678,167.34249999999997,115.025,100.981,126.738,119.654,96.713,152.15,89.258,115.455,128.865,148.474,147.507,135.13,95.17,82.457,104.729,202.5555,123.986
2021-01-01,105.0795,135.208,104.825,106.031,110.687,104.167,129.674,129.901,120.66,120.865,110.957,101.899,120.52,121.431,119.568,106.697,106.814,162.517,112.693,100.225,125.292,118.116,97.2,142.291,89.341,111.956,122.768,148.3625,155.621,124.773,93.835,99.229,105.304,198.379,119.584
2021-04-01,105.44749999999999,128.982,105.158,105.971,109.929,104.711,125.22,128.03,119.123,119.907,110.266,98.717,120.491,119.103,120.934,105.585,106.497,140.79500000000002,111.896,97.156,122.043,115.379,95.933,140.097,85.197,110.582,121.048,149.5165,161.627,122.149,92.831,105.721,105.474,195.7785,118.502
2021-07-01,106.55250000000001,123.164,105.14,105.184,108.32,105.221,124.302,125.694,118.349,119.824,108.716,96.153,121.24,115.182,121.007,104.467,105.216,147.199,110.58,96.371,118.372,112.89,95.447,134.239,86.316,110.704,115.932,145.70600000000002,165.212,122.041,94.018,80.283,105.181,204.8125,115.045
2021-10-01,123.7995,117.432,104.982,104.518,106.673,105.698,126.075,123.19,119.317,121.286,107.139,94.461,123.727,111.078,120.215,109.708,104.225,145.515,109.531,95.236,113.518,108.152,94.482,120.311,86.862,112.87,109.952,140.1405,169.126,120.462,93.891,99.84,104.949,187.5005,112.816
2022-01-01,101.6865,109.435,103.561,104.244,103.459,106.138,114.687,120.08,109.654,118.144,104.167,91.085,128.016,102.543,118.79,137.887,104.676,127.98949999999999,106.329,94.007,109.772,102.224,94.423,105.003,86.795,116.61,100.883,139.244,175.879,119.862,96.84,105.364,104.945,174.11950000000002,103.685
2022-04-01,107.32900000000001,102.97,103.048,102.396,103.459,106.61,109.116,120.894,111.601,120.828,104.222,93.919,131.847,104.513,118.341,149.88,101.992,118.94550000000001,106.844,90.623,107.5,98.009,92.67,113.861,82.981,120.152,105.533,137.5705,180.944,120.733,92.32,95.775,103.979,180.2275,107.373
2022-07-01,83.299,100.228,102.412,101.59,103.271,107.118,116.716,123.0425,101.648,117.501,104.952,100.261,135.548,107.182,119.09,305.618,101.08,149.29950000000002,106.056,90.713,107.252,97.642,92.567,109.312,84.011,123.751,107.477,142.57750000000001,184.943,123.809,90.598,98.652,103.67,190.1535,117.324
2022-10-01,117.3425,96.926,102.317,100.931,103.504,107.66,121.378,126.8735,116.978,126.809,105.031,99.131,139.107,107.807,121.163,267.87,100.074,150.6125,108.013,89.903,108.222,99.582,91.388,108.971,84.382,126.954,107.387,148.822,190.04,122.831,92.207,104.765,103.462,185.5655,117.078
2023-01-01,94.894,96.532,102.879,100.893,105.144,108.238,114.898,127.367,112.571,126.654,106.59,103.305,142.287,111.941,125.688,238.33,99.669,135.952,109.313,89.19,108.758,108.672,90.558,120.228,83.824,130.106,114.821,151.5485,193.125,134.678,91.989,105.086,103.653,167.907,124.168
2023-04-01,110.727,101.948,102.68,100.148,104.727,108.824,116.734,125.195,116.77,129.654,106.505,106.082,144.781,112.184,129.394,272.342,98.591,145.841,109.534,88.291,108.434,108.031,89.769,118.834,80.686,132.764,114.878,148.186,194.616,131.493,90.988,102.612,103.397,152.4405,124.695
2023-07-01,113.497,111.067,103.322,99.947,106.811,109.413,118.437,119.05199999999999,115.583,130.13,108.206,109.283,147.282,116.982,133.109,196.748,97.88,156.2095,111.32,90.091,106.686,105.446,89.444,131.202,82.045,135.125,120.879,144.80349999999999,197.63,131.924,82.451,101.105,103.483,156.4925,126.275
2023-10-01,115.6835,123.742,102.633,99.052,106.327,110.007,118.357,109.89150000000001,112.345,130.326,107.59,110.296,150.049,115.869,136.421,150.367,96.863,140.30450000000002,110.96,93.168,103.336,102.332,90.676,128.727,83.52,137.401,118.859,140.0685,202.658,142.771,72.208,90.913,103.125,171.7985,125.139
2024-01-01,96.58250000000001,129.657,103.06,98.836,106.251,110.604,107.311,104.7535,103.337,126.816,107.594,111.765,152.521,115.736,138.829,150.151,96.26,127.715,110.251,93.595,102.567,102.165,90.07,134.816,82.999,139.04,121.176,129.4755,209.187,144.239,67.603,84.913,103.201,148.2495,124.508
2024-04-01,108.7265,133.638,103.239,98.945,107.19,111.198,111.377,104.695,111.695,132.066,108.519,112.404,154.478,117.906,140.555,143.588,96.328,139.25650000000002,111.985,93.547,104.578,103.73,89.697,138.682,81.781,140.693,123.257,133.54500000000002,212.553,146.08,66.719,82.41,103.483,170.6945,126.477
2024-07-01,121.2595,135.323,103.223,99.143,110.238,111.794,124.886,108.0065,121.962,138.679,111.47,113.742,156.059,125.96,141.51,141.261,96.653,156.9255,115.694,116.039,156.79,106.975,131.878,141.634,90.839,142.103,127.823,135.8635,214.877,156.486,91.612,94.432,103.823,184.3295,132.418
2024-10-01,128.2445,132.698,103.674,99.63,111.641,112.386,136.226,116.05099999999999,122.83,139.867,112.825,112.769,156.836,128.943,140.952,145.713,97.161,154.60899999999998,117.06,117.011,162.273,113.24,132.708,143.809,93.552,142.568,129.161,137.22750000000002,217.183,162.896,97.649,91.441,104.348,192.2595,135.0
