Date,Compensation of general government employees,Consumption of general government fixed capital,Defense consumption expenditures,Durable goods,Federal consumption expenditures,Government consumption expenditures,Gross output of general government,Health and hospital charges,Intermediate goods and services purchased,Less: Own-account investment,Less: Sales to other sectors,Nondefense consumption expenditures,Nondurable goods,Other nondurable goods,Other sales,Services,State and local consumption expenditures,Tuition and related educational charges,Value added
1994-04-01,44.3414,68.2624,56.228,104.05319999999999,55.525,52.332,54.044399999999996,55.736,61.2946,62.9458,53.743399999999994,54.281,53.04575,58.934,59.976,58.3566,50.502,30.243,51.3044
1994-07-01,44.6548,68.7286,56.605,103.8788,55.882,52.742,54.434400000000004,56.38,61.7722,63.3944,54.189,54.595,54.11075,59.48,60.383,58.7518,50.943,30.709,51.6614
1994-10-01,45.0324,69.44879999999999,57.032,104.0554,56.337,53.185,54.887800000000006,56.777,62.0928,63.9302,54.4514,55.112,54.39975,59.659,60.906,59.1052,51.378,31.121,52.1542
1995-01-01,45.2894,70.1914,57.462,103.9716,56.766,53.493,55.282,57.373,62.520799999999994,64.5584,54.91420000000001,55.545,54.66325,60.253,61.51,59.565,51.614,31.608,52.532000000000004
1995-04-01,45.594,70.55080000000001,57.804,103.999,57.131,53.879,55.666399999999996,57.66,63.075199999999995,65.0348,55.194,55.961,55.519,60.957,62.18,60.0918,52.011,32.037,52.8534
1995-07-01,45.8848,70.883,58.049,103.9458,57.415,54.107,55.9446,57.891,63.2574,65.4508,55.5018,56.327,55.398250000000004,61.256,62.607,60.358000000000004,52.208,32.502,53.160199999999996
1995-10-01,47.182399999999994,71.03540000000001,58.501,103.98800000000001,58.422,54.574,56.76220000000001,58.428,63.5302,65.6662,55.7356,58.494,55.689499999999995,61.501,63.018,60.653999999999996,52.385,32.943,54.127599999999994
1996-01-01,47.1516,71.25840000000001,58.756,103.6732,58.371,54.933,56.8694,58.744,63.7808,65.94879999999999,56.4126,57.805,57.551249999999996,62.403,63.151,60.617,52.962,33.409,54.18820000000001
1996-04-01,46.9196,71.1886,58.786,102.83040000000001,58.28,54.95,56.850199999999994,59.028,64.3022,66.0832,57.1564,57.463,58.441500000000005,63.492,63.469,61.1134,53.037,33.864,53.998799999999996
1996-07-01,47.4566,71.4282,59.193,102.07820000000001,58.752,55.343,57.2856,59.297,64.64099999999999,66.313,57.5994,58.072,58.588,63.73,63.845,61.6298,53.388,34.286,54.4628
1996-10-01,47.87820000000001,71.2684,59.501,101.8782,59.027,55.722,57.6296,59.595,65.2362,66.7636,58.82000000000001,58.283,60.3615,64.411,64.178,62.01520000000001,53.821,34.693,54.717999999999996
1997-01-01,48.1648,71.5732,59.627,101.4776,59.228,56.035,57.901599999999995,59.702,65.42080000000001,67.077,59.477,58.638,60.336,64.729,64.534,62.272000000000006,54.19,35.156,55.02
1997-04-01,48.5946,72.0698,60.075,101.2658,59.649,56.266,58.2222,60.021,65.3492,67.4462,59.1576,59.008,58.20525,64.439,64.859,62.61900000000001,54.32,35.573,55.4764
1997-07-01,48.9174,72.14920000000001,60.098,100.7726,59.806,56.491,58.4328,60.067,65.38579999999999,67.73479999999999,59.0188,59.429,57.47625,64.573,64.984,62.8066,54.579,35.98,55.74679999999999
1997-10-01,49.5908,72.30760000000001,60.671,100.408,60.388,56.984,58.933400000000006,60.01,65.8272,67.96900000000001,58.7112,60.027,57.7035,64.698,65.204,63.389199999999995,55.025,36.304,56.2642
1998-01-01,49.63,72.2226,60.568,99.7742,60.128,56.955,58.7904,60.207,65.2046,68.06859999999999,58.443200000000004,59.46,55.79025,64.162,65.441,63.0302,55.112,36.737,56.2922
1998-04-01,50.0198,72.6622,60.99,99.3548,60.587,57.303,59.184400000000004,60.515,65.4472,68.207,58.337799999999994,59.987,55.1335,64.011,65.583,63.5222,55.405,37.131,56.7356
1998-07-01,50.568,72.81,61.189,98.6668,61.1,57.762,59.5452,60.651,65.5664,68.43780000000001,55.84159999999999,61.133,54.335,63.979,65.736,63.9122,55.837,37.414,57.1798
1998-10-01,51.0402,73.1544,61.466,98.5164,61.251,58.153,59.9302,60.885,65.70500000000001,68.6736,58.8072,61.023,53.9365,63.724,66.427,64.1986,56.34,37.699,57.64639999999999
1999-01-01,51.49059999999999,73.2738,61.732,98.2706,61.421,58.535,60.20399999999999,61.297,65.136,69.0442,59.9182,61.012,53.658,63.809,67.135,64.2516,56.821,38.162,58.0274
1999-04-01,52.275400000000005,73.69300000000001,62.411,97.6288,62.039,59.314,60.8556,61.504,65.6644,69.59459999999999,60.70360000000001,61.514,56.020250000000004,65.199,67.379,64.4514,57.673,38.584,58.7152
1999-07-01,53.1888,73.9706,62.995,97.14020000000001,62.79,60.102,61.6086,61.768,66.381,70.0838,61.404399999999995,62.588,58.051249999999996,66.602,67.611,64.9546,58.472,38.891,59.461400000000005
1999-10-01,53.992,74.7246,63.732,97.205,63.656,60.867,62.415200000000006,62.072,67.13640000000001,70.5598,61.961,63.706,60.1605,67.425,68.409,65.526,59.185,39.199,60.2644
2000-01-01,54.608799999999995,75.42699999999999,64.588,97.2372,64.377,61.662,63.1388,62.425,68.0648,71.1658,62.7918,64.169,64.03575000000001,69.069,69.553,65.8762,60.011,39.596,60.9126
2000-04-01,54.85360000000001,75.858,65.086,97.0368,64.654,62.18,63.4864,62.796,68.5714,71.6636,63.1408,64.035,64.075,69.468,69.324,66.5284,60.638,40.163,61.2128
2000-07-01,55.472,76.2646,65.38,96.93,65.166,62.83,64.0878,63.656,69.191,72.0712,63.822,64.95,65.73275000000001,70.282,69.613,67.018,61.35,40.539,61.7898
2000-10-01,55.904999999999994,76.3806,65.72,96.8622,65.487,63.525,64.55699999999999,64.005,69.9226,72.4272,64.0934,65.24,67.54425,70.93,70.139,67.6832,62.214,40.936,62.156600000000005
2001-01-01,56.247400000000006,76.49359999999999,66.304,96.1984,65.709,64.165,64.91760000000001,64.39,70.46119999999999,72.7684,64.718,64.808,66.094,70.676,70.852,68.758,63.045,41.402,62.464999999999996
2001-04-01,56.99980000000001,76.5842,66.518,96.2284,66.165,64.493,65.34020000000001,64.969,70.505,73.1708,64.9774,65.701,65.38925,70.959,70.384,68.8344,63.311,42.001,63.034000000000006
2001-07-01,57.90599999999999,76.67960000000001,67.108,95.8548,66.766,64.792,65.8024,65.409,70.4324,73.60119999999999,65.337,66.326,63.93175000000001,70.27,70.505,69.1482,63.468,42.69,63.715999999999994
2001-10-01,59.1294,76.6438,67.491,95.5712,67.42,65.049,66.3074,65.797,70.0912,74.00219999999999,65.5206,67.462,60.4535,68.622,70.684,69.5496,63.538,43.37,64.562
2002-01-01,59.9976,76.776,68.176,95.3552,67.98,65.5,66.8116,66.219,70.2742,74.6104,66.28139999999999,67.798,60.29,68.753,71.199,69.8428,63.935,44.067,65.2156
2002-04-01,61.049800000000005,76.8922,69.006,95.12339999999999,68.853,66.214,67.58340000000001,66.835,71.0378,75.1058,66.7832,68.745,62.390249999999995,70.762,71.068,70.339,64.567,44.86,65.9902
2002-07-01,61.962,77.0744,69.784,94.84700000000001,69.581,66.814,68.24300000000001,67.815,71.58099999999999,75.6374,67.384,69.382,63.35,71.361,71.241,70.889,65.1,45.666,66.7018
2002-10-01,63.983799999999995,77.2364,72.176,94.8498,71.272,67.812,69.4466,68.586,72.3036,76.2258,67.846,69.859,65.05324999999999,71.755,71.48,71.4626,65.755,46.44,68.14680000000001
2003-01-01,64.9826,77.4718,72.994,94.8462,72.232,68.826,70.417,69.545,73.6998,76.6332,68.7712,71.062,70.0025,73.967,72.095,72.1476,66.789,47.306,68.9136
2003-04-01,66.0112,77.672,73.569,94.8212,72.815,69.056,70.8634,70.395,73.37100000000001,77.0144,69.4188,71.653,65.8355,72.047,72.584,72.6874,66.836,48.213,69.7196
2003-07-01,66.9632,78.0082,74.29,94.7534,73.574,69.666,71.56620000000001,71.17,73.8854,77.5522,70.0332,72.481,66.19425,72.821,73.019,73.2144,67.365,49.732,70.5144
2003-10-01,67.7616,78.3634,75.073,94.7754,74.227,70.297,72.19980000000001,72.006,74.3726,78.0582,70.7142,72.899,66.77449999999999,73.456,73.641,73.728,67.98,50.947,71.2192
2004-01-01,68.60740000000001,78.813,75.769,94.9856,74.981,71.192,73.0144,72.94,75.2968,78.5442,71.68199999999999,73.762,69.085,74.312,73.926,74.3836,68.947,52.137,71.9836
2004-04-01,69.4884,79.37519999999999,76.415,95.1864,75.734,72.058,73.8278,73.693,76.1756,79.0788,72.4858,74.718,71.7485,75.406,74.714,74.9564,69.87,53.125,72.763
2004-07-01,70.4094,80.0322,77.341,95.2688,76.573,72.971,74.661,74.294,77.11600000000001,79.6512,73.1336,75.399,74.18075,76.814,75.059,75.6748,70.819,54.211,73.55019999999999
2004-10-01,71.0796,80.90599999999999,78.284,95.6856,77.394,73.983,75.52680000000001,74.789,78.349,80.17,73.9146,75.995,78.74925,78.238,75.797,76.3028,71.933,55.336,74.24019999999999
2005-01-01,72.41099999999999,81.4742,79.57,96.0972,78.585,74.832,76.51259999999999,75.476,79.1724,80.69239999999999,75.1394,77.012,80.20824999999999,79.161,76.349,77.0036,72.595,56.292,75.3236
2005-04-01,73.35499999999999,82.09740000000001,80.456,96.0358,79.407,75.66,77.30519999999999,76.07,79.9588,81.185,75.74640000000001,77.718,82.0275,80.309,76.841,77.6236,73.424,57.369,76.13340000000001
2005-07-01,74.2294,82.8254,81.64,96.0032,80.407,76.706,78.2536,76.727,81.30699999999999,81.68039999999999,76.5244,78.38,86.49625,82.147,77.213,78.44300000000001,74.492,58.179,76.90020000000001
2005-10-01,74.8284,83.48679999999999,82.385,95.8862,81.028,77.742,79.03299999999999,77.719,82.45779999999999,82.123,77.15700000000001,78.775,89.13475,83.373,77.872,79.3418,75.751,59.021,77.5172
2006-01-01,75.78999999999999,83.9002,83.147,96.1338,81.836,78.39,79.76,78.372,83.0204,82.46340000000001,78.0968,79.668,89.61824999999999,84.544,78.297,79.97200000000001,76.31,60.046,78.3246
2006-04-01,76.47999999999999,84.5746,83.97,96.6496,82.533,79.321,80.525,79.16,84.0238,82.9118,78.53479999999999,80.14,92.07325,85.538,78.851,80.6662,77.367,61.05,78.9718
2006-07-01,77.229,85.11980000000001,84.778,97.0518,83.242,80.035,81.2206,79.969,84.7526,83.3462,79.21000000000001,80.674,92.43575,85.722,79.604,81.5468,78.083,62.099,79.6488
2006-10-01,78.1428,85.8106,85.332,97.1384,83.755,80.594,81.759,80.607,84.7824,83.8066,79.7018,81.113,89.05924999999999,85.848,80.286,82.2438,78.666,63.132,80.44579999999999
2007-01-01,79.215,86.8304,85.987,96.8506,84.546,81.775,82.726,81.221,85.675,84.3034,80.81620000000001,82.155,91.1055,86.196,81.361,83.0124,80.055,64.063,81.4554
2007-04-01,80.1138,87.3962,86.705,96.3684,85.346,82.624,83.53920000000001,81.702,86.6314,84.8308,81.5044,83.108,93.5945,87.141,82.056,83.73440000000001,80.929,64.948,82.2128
2007-07-01,80.761,87.9722,87.543,96.08500000000001,85.965,83.433,84.2004,82.187,87.3774,85.3992,82.0472,83.325,95.3435,87.659,82.744,84.4416,81.84,65.749,82.8414
2007-10-01,81.36760000000001,88.5578,88.638,96.0364,86.772,84.509,85.0958,83.514,88.8992,86.0252,82.9472,83.6,102.41125,89.395,83.914,85.113,83.064,66.987,83.428
2008-01-01,81.9808,89.337,89.355,96.0966,87.534,85.726,86.049,83.838,90.3832,86.6934,83.6478,84.448,108.98,91.213,85.062,85.8056,84.537,68.043,84.1086
2008-04-01,82.475,89.9898,90.431,96.329,88.537,86.928,87.0932,84.337,92.4614,87.3118,84.5532,85.318,116.97825,94.021,85.927,86.7984,85.851,69.06,84.6418
2008-07-01,82.8468,90.66659999999999,91.356,96.876,89.245,87.931,87.8922,84.764,93.9528,87.90979999999999,85.3826,85.627,121.0955,94.853,87.033,87.9284,87.024,69.965,85.093
2008-10-01,83.102,91.2346,90.363,97.04220000000001,88.63,86.647,87.1544,85.325,91.0772,88.0756,84.827,85.718,99.4115,90.878,87.528,88.31620000000001,85.35,71.006,85.41040000000001
2009-01-01,83.02680000000001,91.14020000000001,89.18,96.8322,87.758,85.386,86.2938,85.999,88.77860000000001,88.2336,85.3934,85.414,89.06075,88.275,87.17,87.49940000000001,83.859,72.013,85.2794
2009-04-01,83.7646,90.7834,88.926,96.681,87.851,85.688,86.554,86.53,88.69399999999999,88.4528,85.7162,86.135,90.2635,88.612,87.066,87.116,84.284,73.047,85.725
2009-07-01,84.26759999999999,90.48679999999999,89.529,96.5104,88.254,86.298,87.0192,87.127,89.4442,88.7692,86.11359999999999,86.17,94.6075,89.498,87.047,87.28620000000001,85.016,74.286,86.04400000000001
2009-10-01,84.9858,90.7304,90.457,96.813,89.027,87.072,87.7658,88.335,90.5128,89.112,86.727,86.664,98.42875,89.964,87.481,87.911,85.792,75.442,86.63820000000001
2010-01-01,85.8164,91.06,90.959,96.78540000000001,89.671,87.932,88.5154,88.854,91.3874,89.6134,87.3546,87.571,100.76725,90.796,88.035,88.48140000000001,86.788,76.255,87.3378
2010-04-01,86.687,91.603,91.503,96.8758,90.394,88.598,89.2336,89.322,91.92859999999999,90.39840000000001,87.8212,88.619,101.121,90.502,88.581,89.20360000000001,87.419,77.305,88.13680000000001
2010-07-01,87.1874,91.899,91.816,96.9264,90.749,89.043,89.6464,89.627,92.2442,91.05699999999999,88.2654,89.053,101.7825,90.96,88.826,89.5052,87.922,78.021,88.5946
2010-10-01,87.8096,92.4602,92.516,96.886,91.519,89.842,90.41839999999999,89.882,93.4004,91.784,88.9478,89.95,106.32300000000001,92.837,89.42,89.9678,88.741,78.564,89.19200000000001
2011-01-01,87.8774,93.163,93.566,97.0698,92.342,90.765,91.2434,90.317,95.34,92.4096,90.04339999999999,90.365,113.99625,94.629,90.256,90.9222,89.727,79.743,89.4548
2011-04-01,88.4958,93.68719999999999,94.629,97.4642,93.346,91.847,92.2358,90.968,97.1514,93.0202,90.885,91.262,121.009,96.02,90.688,91.958,90.859,80.659,90.0252
2011-07-01,88.9396,94.18440000000001,95.024,97.70779999999999,93.681,92.184,92.60679999999999,91.451,97.4136,93.40799999999999,91.92920000000001,91.484,120.71324999999999,96.502,91.265,92.3376,91.198,82.029,90.4586
2011-10-01,88.784,94.3676,94.857,97.7804,93.552,91.933,92.49199999999999,91.951,97.33340000000001,93.58279999999999,92.32000000000001,91.423,119.16575,96.667,91.55,92.3852,90.867,83.282,90.3454
2012-01-01,88.8992,94.9556,95.159,98.1478,93.832,92.769,93.0068,92.325,98.275,93.7026,92.6502,91.66,121.993,99.132,92.025,92.865,92.067,84.076,90.6494
2012-04-01,89.0864,95.3414,95.402,98.1704,94.03,92.758,93.1282,93.01,98.1634,93.7562,92.9592,91.777,119.478,98.989,92.417,93.3038,91.919,84.836,90.87899999999999
2012-07-01,89.4682,95.638,95.675,98.1506,94.211,93.169,93.424,93.682,98.3144,93.8942,93.4038,91.797,119.378,99.444,92.895,93.4924,92.477,85.806,91.25059999999999
2012-10-01,90.01079999999999,95.6116,96.036,98.2052,94.43,94.072,93.9386,93.995,98.99719999999999,94.1828,93.7774,91.77,122.19550000000001,99.76,93.63,93.8892,93.82,86.815,91.6754
2013-01-01,90.2596,95.533,95.645,98.42699999999999,94.335,94.785,94.3002,94.873,99.612,94.5198,94.4506,92.197,123.28474999999999,100.769,94.005,94.4048,95.039,87.833,91.89320000000001
2013-04-01,90.7996,95.9476,95.619,98.4708,94.456,95.135,94.54679999999999,94.605,99.2208,94.9114,94.63919999999999,92.577,118.87325,100.606,94.32,94.7816,95.528,88.57,92.431
2013-07-01,91.3068,96.365,95.874,98.5768,94.784,95.762,95.02720000000001,95.079,99.62280000000001,95.3298,95.05199999999999,93.034,119.6785,100.66,94.794,95.1594,96.336,89.363,92.9384
2013-10-01,93.6978,97.07860000000001,97.069,98.7894,96.45,96.716,96.3514,95.714,99.9672,96.0386,95.632,95.5,119.97775,101.077,95.346,95.5382,96.86,90.174,94.7056
2014-01-01,92.6568,97.62660000000001,96.986,99.0192,95.998,97.06,96.2816,96.023,100.7468,96.548,95.97659999999999,94.424,121.79225,101.707,95.826,96.1504,97.683,91.128,94.2534
2014-04-01,93.3968,97.76079999999999,97.373,99.1632,96.526,97.431,96.76559999999999,96.311,101.13019999999999,97.14259999999999,96.5398,95.185,121.2065,101.894,96.489,96.8244,97.96,92.016,94.779
2014-07-01,94.3744,98.058,97.814,99.3698,97.07,97.968,97.2988,96.632,101.139,97.5458,96.6452,95.899,119.60900000000001,101.632,96.883,97.18039999999999,98.494,92.615,95.54639999999999
2014-10-01,95.273,98.126,97.86,99.4828,97.235,97.942,97.38759999999999,96.298,99.9864,97.63419999999999,96.6568,96.257,112.9825,100.635,97.179,97.0906,98.355,93.313,96.1962
2015-01-01,95.56219999999999,98.2856,97.512,99.7862,96.93,97.144,96.9216,96.697,97.8534,97.08279999999999,96.7688,96.023,101.33375000000001,99.42,96.899,96.80460000000001,97.267,94.268,96.4938
2015-04-01,96.12100000000001,98.2504,97.854,99.7068,97.263,97.679,97.3186,97.12,98.3234,96.81099999999999,97.12,96.338,102.7585,99.853,96.955,97.1486,97.921,95.085,96.8596
2015-07-01,96.612,98.28540000000001,97.87,99.6744,97.377,97.732,97.43260000000001,97.41,97.9744,96.80640000000001,97.3786,96.608,99.6135,99.115,97.165,97.316,97.937,95.902,97.1938
2015-10-01,97.01899999999999,98.0494,97.736,99.668,97.305,97.421,97.3034,97.434,97.1482,97.1226,97.6922,96.63,95.2825,98.211,97.2,97.25219999999999,97.49,96.598,97.3904
2016-01-01,97.2298,97.8192,97.519,99.554,97.218,96.816,97.069,97.693,96.265,97.4552,98.0912,96.745,89.594,97.04,97.563,97.44120000000001,96.589,97.207,97.465
2016-04-01,97.7062,98.366,98.093,99.575,97.788,97.482,97.6658,98.061,97.1182,98.0494,98.5118,97.311,92.70525,97.865,97.815,97.88419999999999,97.31,97.924,97.937
2016-07-01,98.1294,98.5132,98.46,99.6392,98.222,97.869,98.091,98.606,97.7236,98.5256,98.94120000000001,97.849,94.154,98.476,98.239,98.3538,97.669,98.247,98.2756
2016-10-01,98.6134,98.96520000000001,98.86,99.5614,98.734,98.359,98.5876,99.007,98.27680000000001,98.8538,99.208,98.536,95.668,98.828,98.567,98.76079999999999,98.147,98.77,98.7428
2017-01-01,99.0958,99.28659999999999,99.435,99.86580000000001,99.301,99.183,99.2356,99.246,99.4032,99.2756,99.3006,99.092,99.21125,99.701,99.276,99.4432,99.115,99.162,99.1646
2017-04-01,99.5368,99.7268,99.66,100.1066,99.641,99.371,99.5256,99.652,99.374,99.649,99.1532,99.612,97.6615,99.405,99.736,99.6794,99.218,99.704,99.6008
2017-07-01,100.1986,100.2366,100.066,99.9588,100.127,100.115,100.1212,100.022,99.9452,100.17280000000001,99.69239999999999,100.224,99.436,99.936,100.177,100.0694,100.108,100.21,100.2018
2017-10-01,101.1686,100.74980000000001,100.839,100.0692,100.93,101.332,101.1174,101.08,101.27799999999999,100.9022,101.8542,101.073,103.6915,100.958,100.811,100.80799999999999,101.559,100.918,101.033
2018-01-01,102.46220000000001,101.5066,101.954,100.5818,102.031,102.62,102.24159999999999,101.681,102.43520000000001,101.6254,102.6086,102.152,107.13525,103.169,101.66,101.4894,102.955,101.138,102.14099999999999
2018-04-01,103.2174,102.336,102.752,101.06800000000001,102.798,103.528,103.0412,102.114,103.3432,102.2712,103.77439999999999,102.868,109.43175,104.248,102.273,102.1972,103.943,101.414,102.8896
2018-07-01,104.06019999999998,102.79159999999999,103.353,101.42139999999999,103.394,104.374,103.7402,102.493,104.00039999999998,102.89259999999999,104.4182,103.457,110.5715,104.897,102.924,102.7434,104.932,102.579,103.6128
2018-10-01,105.282,103.2592,103.862,101.807,104.3,104.909,104.5112,103.002,104.4734,103.7062,104.11860000000001,105.002,110.463,105.649,103.854,103.353,105.254,103.717,104.51780000000001
2019-01-01,106.89500000000001,103.6548,103.878,102.2748,105.37,104.842,105.199,103.557,104.1952,104.475,104.5866,107.815,106.407,106.457,104.313,103.9094,104.536,104.466,105.6412
2019-04-01,105.0856,103.80900000000001,104.433,102.421,104.53,104.99,104.6854,104.075,104.981,103.4798,105.2164,104.667,108.6285,106.983,104.593,104.46379999999999,105.249,105.111,104.54939999999999
2019-07-01,105.46300000000001,103.9518,104.765,102.50840000000001,104.657,105.292,104.8788,104.458,104.93499999999999,103.574,105.67159999999998,104.463,106.90925,106.708,104.979,104.8472,105.653,105.255,104.8786
2019-10-01,106.201,103.981,105.206,102.5272,105.119,105.912,105.41839999999999,105.485,105.47319999999999,103.856,105.6676,104.967,108.1335,106.965,105.521,105.2788,106.367,105.715,105.4064
2020-01-01,107.84279999999998,104.2494,105.497,102.8066,105.497,107.086,106.1556,106.005,105.04639999999999,104.35979999999999,106.34819999999999,105.498,104.359,106.657,106.051,105.5172,107.993,106.382,106.7352
2020-04-01,109.4224,104.62660000000001,105.127,102.63319999999999,105.416,107.003,106.1964,107.208,102.715,104.725,107.18020000000001,105.856,91.1735,103.945,107.252,105.28,107.909,106.806,108.08879999999999
2020-07-01,110.01700000000001,105.0056,106.036,102.9058,106.123,108.109,107.0198,108.398,104.1944,104.83779999999999,107.80160000000001,106.282,97.78625,105.262,107.319,105.69559999999998,109.255,106.689,108.5414
2020-10-01,111.162,105.718,106.83,103.0542,106.959,109.373,107.96520000000001,109.006,104.98499999999999,104.76499999999999,108.3874,107.185,99.77449999999999,105.547,108.177,106.20899999999999,110.767,106.456,109.5794
2021-01-01,112.08220000000001,106.23620000000001,108.174,103.6378,108.02,111.419,109.34559999999999,110.2,107.5096,104.9238,109.4396,107.817,108.1625,106.482,109.031,107.4788,113.403,106.791,110.3222
2021-04-01,113.133,107.4346,109.513,105.1134,109.295,113.24,110.77560000000001,110.658,109.6778,105.8348,109.9864,108.999,113.8605,109.342,110.14,108.7814,115.552,107.149,111.3298
2021-07-01,113.9508,108.8952,110.806,106.59639999999999,110.631,114.822,112.225,111.048,112.029,107.8326,111.627,110.393,118.97025000000001,114.237,111.573,110.325,117.274,107.648,112.2766
2021-10-01,114.7914,110.8886,112.216,108.2856,111.94,116.618,113.8164,111.471,114.47,110.7288,113.9028,111.554,124.8675,118.401,113.186,111.82039999999999,119.352,108.421,113.386
2022-01-01,115.7278,113.0752,114.638,110.8394,113.68,118.904,115.9394,113.053,118.17519999999999,114.07000000000001,120.6194,112.335,134.98399999999998,122.054,115.218,113.9888,121.953,108.891,114.6106
2022-04-01,116.8836,115.39939999999999,117.463,112.98179999999999,115.844,122.341,118.7506,113.463,123.5806,117.0134,128.2672,113.559,153.582,129.116,116.731,116.5288,126.116,109.444,115.9772
2022-07-01,118.0758,116.9882,118.617,114.728,117.47,122.69,119.6016,114.614,123.8338,118.9822,122.89500000000001,115.864,148.04649999999998,129.885,118.361,118.00460000000001,125.744,110.211,117.15360000000001
2022-10-01,119.42,117.76259999999999,119.934,116.02080000000001,118.92,123.257,120.474,115.015,124.434,119.8896,119.32000000000001,117.504,145.2535,129.043,120.015,119.3252,125.813,110.743,118.17280000000001
2023-01-01,120.7286,118.6174,121.221,117.325,120.408,123.07,121.143,115.603,124.51559999999999,119.9962,118.3608,119.272,140.60925,131.659,120.972,120.57159999999999,124.678,111.394,119.1748
2023-04-01,122.3424,118.80160000000001,122.791,117.8954,121.722,122.62,121.6328,116.807,123.971,119.853,118.8012,120.223,136.02125,130.813,121.384,121.2356,123.242,111.865,120.23020000000001
2023-07-01,124.17159999999998,119.2588,124.274,118.6978,123.05,124.031,122.88319999999999,117.365,125.04760000000002,120.10060000000001,119.42940000000002,121.331,138.16325,132.103,122.323,121.80819999999999,124.699,112.213,121.57560000000001
2023-10-01,125.9152,119.6384,125.973,119.25340000000001,124.411,124.432,123.7576,118.483,125.26579999999998,120.595,120.0624,122.209,136.51825,131.303,123.169,122.6828,124.566,112.277,122.7962
2024-01-01,127.7426,120.13759999999999,127.336,120.224,125.766,125.747,125.09079999999999,119.782,126.5758,121.89059999999999,121.2144,123.553,137.9385,132.411,124.894,124.0672,125.859,112.803,124.14359999999999
2024-04-01,128.98319999999998,120.6908,128.219,120.73800000000001,126.652,126.454,125.88879999999999,120.472,126.90419999999999,122.811,121.8774,124.444,136.08325,133.449,125.541,124.9028,126.467,113.367,125.1978
2024-07-01,130.2182,121.6058,128.835,121.3424,127.423,127.17,126.638,121.066,127.013,123.47739999999999,122.6664,125.437,133.5575,132.747,126.416,125.4828,127.153,114.139,126.29
2024-10-01,131.2902,122.42699999999999,129.51,122.32059999999998,128.216,127.84,127.40299999999999,121.92,127.29220000000001,124.386,123.5388,126.402,131.651,132.067,127.36,126.21900000000001,127.755,115.079,127.31320000000001
