Date,Aircraft,Ammunition,Civilian,Compensation of general government employees,Consumption expenditures,Consumption of general government fixed capital,Durable goods,Electronics,Equipment,Gross investment,Gross output of general government,Installation support,Intellectual property products,Intermediate goods and services purchased,Less: Own-account investment,Less: Sales to other sectors,Military,Missiles,National defense consumption expenditures and gross investment,Nondurable goods,Other durable goods,Other equipment,Other nondurable goods,Personnel support,Petroleum products,Research and development,Services,Ships,Software,Structures,Transportation of material,Travel of persons,Value added,Vehicles,Weapons support
1974-10-01,173.4,-4.1,1.9,2.1,1.5,-2.0,103.7,61.3,14.9,1.7,0.6,-42.1,-5.5,0.3,-5.7,-37.6,2.2,29.950000000000003,1.6,-17.6,-35.1,-63.7,-11.4,-26.6,-25.0,-6.0,-20.2,38.45,6.8,-16.2,95.5,4.9,0.7,356.5,-33.1
1975-01-01,49.1,-18.2,-2.3,-2.2,-1.5,-1.8,8.8,48.05,-25.2,-12.2,0.4,44.1,-3.3,9.7,-2.7,243.8,-2.1,-34.85,-3.6,5.3,-5.9,-76.0,35.8,28.7,4.7,-4.9,12.0,-28.950000000000003,37.2,12.4,-28.5,-48.2,-2.1,114.79999999999998,31.1
1975-04-01,-9.649999999999999,-2.2,-3.4,-3.5,-2.7,-1.5,-15.7,24.5,-53.8,-27.0,-4.5,-6.1,-1.6,-10.0,-7.0,-64.4,-3.6,23.85,-7.6,-4.3,33.3,-88.6,8.4,-19.4,-10.5,-2.3,-10.0,96.8,16.3,-1.5,-37.6,2.6,-2.8,1.3999999999999986,17.7
1975-07-01,171.05,-74.0,2.1,-1.3,-0.7,-1.3,28.0,-37.3,504.1,123.5,-5.4,3.5,1.0,-18.8,-1.2,-99.9,-3.3,79.05000000000001,15.7,-71.3,58.1,,-49.2,8.9,-76.8,0.6,1.0,-38.45,9.0,58.0,-10.5,106.2,-1.3,61.25,-37.9
1975-10-01,8.05,30.9,-0.6,-1.8,-1.2,-1.2,2.8,84.89999999999999,-1.3,0.7,-0.5,-19.3,4.1,3.6,2.3,482.2,-2.5,18.799999999999997,-0.8,112.0,-44.1,6.0,-39.1,-54.3,305.6,3.5,-23.7,38.25,16.8,-5.1,103.1,-73.4,-1.6,82.45,-29.5
1976-01-01,-46.55,-84.8,-0.6,-1.8,-5.2,-1.1,-46.0,-12.299999999999999,-16.0,-6.0,-5.5,59.3,5.5,-18.9,1.1,-77.2,-2.4,-37.45,-5.3,-41.6,87.8,-4.5,54.5,13.9,-41.5,6.0,16.6,0.6999999999999993,-5.1,-5.4,-69.3,16.2,-1.5,-46.45,86.8
1976-04-01,-1.5,-39.8,-3.6,-2.6,2.0,-0.9,29.9,19.1,-21.7,-15.9,2.3,-4.4,2.7,20.0,-3.6,311.6,-2.0,96.65,-1.8,-25.6,-24.7,-8.3,47.3,92.4,-42.0,2.8,39.0,-7.5,1.3,-56.8,238.9,17.4,-2.0,324.90000000000003,44.5
1976-07-01,-27.1,20.6,-1.7,-2.1,-5.9,-0.7,-27.0,-49.900000000000006,73.1,30.1,-5.8,-30.9,3.8,-19.5,-2.6,6.3,-2.4,1994.2,0.5,21.7,38.3,42.3,0.6,-29.8,36.2,3.7,-27.9,12.099999999999998,5.2,-17.5,-55.1,-2.2,-1.6,24.0,10.7
1976-10-01,83.9,-21.9,-0.9,-0.9,-1.5,-0.5,35.4,-16.15,-10.2,-1.2,-1.9,9.8,2.7,-5.7,0.0,-72.2,-0.9,-61.7,-1.4,-46.3,-13.2,-8.1,-16.1,-18.0,-61.9,2.7,-2.7,796.1500000000001,4.0,42.6,50.9,30.2,-0.8,66.6,-54.8
1977-01-01,80.69999999999999,456.8,-3.2,-1.4,2.5,-0.3,74.8,83.05,5.1,8.5,2.7,-6.4,4.7,17.8,-4.7,274.0,-0.4,-2.3,3.7,19.0,-22.3,-20.9,-9.7,-33.9,-15.2,4.8,-5.6,499.90000000000003,1.5,56.6,-5.8,-23.3,-1.0,-32.3,52.3
1977-04-01,36.349999999999994,-18.1,0.1,-0.2,3.4,-0.3,69.3,52.8,6.0,3.9,4.7,28.1,2.3,24.1,-1.8,1204.3,-0.4,7.150000000000006,3.5,-31.9,70.9,62.6,3.7,112.9,-51.6,2.4,25.4,-0.9499999999999993,-0.1,2.2,-7.3,17.4,-0.3,168.15,2.8
1977-07-01,-0.20000000000000018,-50.4,2.1,0.9,5.4,-0.4,-32.2,-30.5,-8.6,-9.0,4.3,45.8,1.7,18.0,-5.5,-64.5,0.3,-23.95,2.2,146.5,-29.1,-42.4,19.0,41.5,535.2,1.3,27.2,-23.85,9.9,-49.1,-7.9,37.7,0.4,-10.15,-4.3
1977-10-01,-14.75,157.6,2.5,0.0,-7.4,-0.4,3.9,151.75,-23.5,-12.8,-8.1,-63.1,0.7,-30.7,0.6,-91.3,-1.5,-64.6,-8.5,-28.4,-27.3,-35.2,-35.8,-22.3,-48.1,0.3,-46.1,294.4,9.7,-16.5,5.0,-37.1,-0.2,21.6,-45.9
1978-01-01,-37.05,-9.0,7.7,2.0,3.6,-0.4,43.0,33.15,-19.9,-8.8,3.6,21.2,1.4,12.8,2.1,12.9,-1.3,104.94999999999999,1.0,-23.5,20.4,7.5,-19.2,-8.1,-30.4,0.3,11.4,113.9,25.5,4.9,-24.7,71.4,1.1,50.95,19.5
1978-04-01,83.80000000000001,52.4,3.8,0.5,2.2,-0.3,9.7,3.45,33.9,25.0,2.7,22.1,2.6,11.5,4.9,214.5,-1.5,34.5,6.4,15.1,-15.8,-15.2,36.8,-1.7,-6.5,1.7,11.6,18.4,22.0,147.3,8.7,-8.3,0.2,-7.199999999999999,14.6
1978-07-01,-1.5999999999999996,153.1,1.5,0.7,1.4,-0.2,3.8,28.200000000000003,14.4,4.3,1.8,-15.0,3.0,6.8,3.1,101.0,0.2,156.3,2.0,72.8,69.4,79.4,46.6,-5.8,58.6,2.3,-9.1,-49.45,15.6,-32.0,-36.7,-10.8,0.4,127.75,48.0
1978-10-01,189.04999999999998,-83.8,0.3,-1.0,-4.8,-0.1,-12.8,-56.65,75.8,33.4,-3.6,-7.8,3.6,-13.0,3.4,348.0,-1.8,41.65,2.3,-45.6,-42.6,-53.3,-39.1,-23.9,-17.0,2.9,3.9,129.8,17.2,-4.6,96.5,23.2,-0.7,20.4,1.4
1979-01-01,-24.9,127.9,0.5,-1.6,4.8,-0.1,14.1,44.0,-23.1,-14.2,3.7,50.1,6.1,21.0,7.6,-81.1,-2.9,-7.4,0.4,4.5,82.1,89.2,-7.2,4.7,-15.7,4.6,32.9,6.699999999999999,36.0,-47.1,-3.0,-18.9,-1.0,-6.0,103.6
1979-04-01,62.0,63.7,-0.9,-1.7,5.4,0.1,44.1,22.2,15.9,8.8,5.0,69.2,4.9,26.1,3.9,-42.5,-2.2,107.64999999999999,6.1,24.4,63.7,63.7,25.8,5.9,10.8,4.4,16.1,45.8,13.0,-11.1,-28.0,-22.6,-1.0,-74.15,-18.3
1979-07-01,17.65,32.9,0.5,-0.4,-9.8,0.4,-20.7,-17.45,95.8,45.6,-9.8,-72.2,4.7,-34.5,2.0,-73.9,-0.9,101.65,0.2,19.3,-25.2,-13.7,3.7,-45.8,21.2,4.3,-56.0,129.2,13.1,26.0,-34.7,6.2,-0.1,478.25,-41.7
1979-10-01,87.5,-24.4,-0.5,0.7,6.5,0.7,54.1,70.55,-17.2,-8.2,7.6,42.7,5.1,32.5,-0.4,1751.7,1.3,56.3,3.0,-9.1,1.9,-29.1,-11.5,-7.1,-3.7,4.7,41.5,-30.05,11.6,-11.5,62.9,-10.0,0.6,21.7,110.9
1980-01-01,18.6,-33.7,-1.5,-0.7,6.2,0.9,-5.2,7.750000000000001,36.8,23.4,5.3,56.0,2.8,22.3,0.7,-70.8,-0.2,31.099999999999998,9.8,58.5,66.0,94.0,23.8,-10.2,103.5,2.6,28.0,-14.45,6.0,72.3,-16.3,-17.1,-0.1,-25.049999999999997,67.3
1980-04-01,-28.299999999999997,12.5,0.5,1.7,2.8,1.2,-5.7,52.55,-28.6,-13.3,2.9,75.8,6.9,6.7,1.6,20.1,2.5,-13.95,-1.0,-36.8,-63.2,-62.5,52.8,76.9,-55.3,6.2,53.1,1.15,19.5,-0.8,49.7,8.1,1.5,117.60000000000001,20.4
1980-07-01,5.649999999999999,70.6,0.9,2.4,1.8,1.5,27.1,59.0,-20.4,-2.6,2.5,-45.4,9.9,3.8,4.7,227.5,3.4,25.35,0.8,38.8,-8.9,-31.2,-1.0,-41.4,45.0,9.1,-22.7,-19.55,23.8,65.9,22.9,52.6,2.1,-16.1,2.4
1980-10-01,63.550000000000004,2.6,2.0,2.5,1.7,1.7,-36.2,-32.25,53.1,21.4,2.5,112.2,11.5,3.2,3.8,182.1,2.9,-17.9,5.7,3.5,22.9,63.0,-7.0,137.3,6.7,10.6,40.0,-26.450000000000003,27.6,-51.6,-36.2,-48.5,2.2,-32.0,12.5
1981-01-01,67.05,23.6,4.5,4.3,10.4,2.0,93.1,48.599999999999994,0.5,5.2,9.9,34.6,13.5,28.3,1.7,-11.4,4.1,26.0,9.3,-0.2,102.3,89.5,115.1,7.9,-23.2,13.1,13.4,106.8,19.7,-10.4,39.3,9.2,3.4,-42.25,-29.8
1981-04-01,10.2,-7.9,3.2,2.8,5.8,2.2,35.1,44.5,37.3,26.7,4.5,-42.9,11.1,9.1,2.3,-83.6,2.6,73.8,10.1,24.3,31.1,31.7,121.9,-4.6,9.6,11.1,-12.1,196.04999999999998,11.1,62.2,-21.6,45.5,2.6,49.1,83.1
1981-07-01,6.950000000000003,-5.0,3.3,3.4,-0.5,2.4,-22.6,-15.15,18.8,9.9,1.0,44.3,13.4,-4.0,5.6,622.5,3.4,34.2,1.8,-10.4,-14.9,-16.4,-50.8,-9.4,8.3,13.2,16.6,47.650000000000006,17.0,-51.8,0.5,41.9,3.0,-38.7,-11.4
1981-10-01,96.4,27.1,3.0,2.8,8.7,2.6,62.8,4.55,15.7,18.4,7.5,-40.9,10.3,20.1,4.5,-74.6,2.7,-0.04999999999999982,10.8,30.1,-9.2,4.9,41.1,-20.3,28.2,10.2,-7.4,-20.95,12.2,129.9,20.7,17.9,2.8,59.400000000000006,82.1
1982-01-01,-34.55,17.7,2.0,1.1,5.2,3.6,-25.1,28.099999999999998,-9.4,0.9,6.1,238.7,12.4,16.4,7.2,261.8,0.6,-5.5,4.2,-27.3,-2.8,-4.1,-19.0,58.5,-37.2,13.1,97.7,-34.05,1.6,11.6,-5.3,33.0,2.0,-7.8999999999999995,38.2
1982-04-01,31.35,71.7,7.5,3.7,3.1,3.7,26.2,19.450000000000003,40.5,24.1,2.7,-34.6,13.1,0.4,11.8,-53.0,1.8,97.75,7.6,10.7,34.7,26.0,27.8,-10.0,-7.4,13.1,-17.1,257.35,13.9,-9.5,2.4,-4.4,3.7,185.60000000000002,7.6
1982-07-01,6.5,-24.0,-0.2,0.5,9.9,4.1,21.6,18.75,-5.7,4.6,8.7,51.9,14.0,26.7,13.9,-91.8,0.9,-19.6,8.7,2.1,-8.3,16.8,-15.9,179.1,20.0,14.3,42.5,41.85,8.8,31.8,28.3,163.5,1.8,65.44999999999999,-31.1
1982-10-01,25.1,164.0,3.3,2.1,4.2,4.4,36.5,39.25,31.6,24.6,7.1,17.3,13.0,17.1,14.6,7040.1,1.4,43.45,8.8,8.3,12.1,2.2,8.5,-8.3,-19.5,13.0,8.3,66.0,11.7,55.2,14.6,-61.6,2.9,183.65,57.6
1983-01-01,-1.1999999999999993,-35.5,1.0,2.7,2.3,4.8,25.9,20.1,1.7,9.0,0.3,-36.5,14.8,-6.3,15.2,-97.5,3.6,-10.85,3.9,-30.2,-9.5,-4.4,-36.9,5.0,-25.7,14.8,-16.9,46.65,15.4,28.4,-7.3,-4.2,3.5,106.65,7.7
1983-04-01,43.4,86.6,-1.0,0.4,6.8,5.1,13.0,29.5,18.3,15.4,6.7,5.1,14.8,17.5,16.1,-59.4,1.2,25.599999999999998,8.8,112.9,-19.7,-20.8,-0.8,-2.5,199.1,14.5,-4.3,25.650000000000002,19.1,-0.5,10.7,-20.7,2.2,3.8499999999999996,-20.0
1983-07-01,59.35,-4.5,0.8,0.7,0.4,5.5,-3.4,6.65,22.7,15.7,0.0,-14.7,11.1,-5.3,12.2,-97.6,0.6,23.35,4.1,-8.9,5.2,-4.5,-26.1,-25.8,-4.1,10.5,-5.5,-10.850000000000001,21.2,-2.7,67.8,-3.2,2.5,-11.549999999999999,-2.3
1983-10-01,5.35,-25.8,0.2,0.5,4.1,5.8,8.8,10.15,40.4,25.2,5.5,48.5,11.4,12.5,9.3,16792.7,0.6,130.45,9.3,-33.3,5.5,10.8,23.5,43.9,-49.1,10.4,41.6,-8.3,29.4,9.1,-4.0,29.3,2.5,78.89999999999999,60.4
1984-01-01,-10.4,-91.6,2.1,1.9,1.1,6.1,9.9,21.7,1.1,2.3,1.2,11.6,9.3,-3.6,9.8,-20.5,1.8,-28.65,1.4,-37.7,76.1,43.1,-28.3,-35.3,12.1,7.9,-0.6,128.0,35.8,-26.6,-4.7,118.1,3.5,83.65,-23.2
1984-04-01,-26.1,926.6,3.8,2.7,3.1,6.6,0.6,39.4,5.9,10.0,3.0,-16.4,15.5,0.4,11.5,-61.0,2.1,-12.8,4.9,60.6,46.3,67.4,8.5,-5.1,5.3,14.2,-14.4,-22.45,37.9,7.5,-6.2,-46.3,4.2,100.05,-2.3
1984-07-01,-0.3000000000000007,-75.5,1.3,0.9,-0.4,6.9,-35.8,-33.75,-15.6,-0.8,1.2,60.7,16.3,-3.3,11.3,1478.9,0.7,-37.0,-0.5,2.6,-38.9,-45.0,-6.2,48.9,71.2,15.0,33.7,6.1000000000000005,36.3,17.4,-25.1,21.4,3.2,-37.85,18.8
1984-10-01,69.3,1201.8,3.3,1.8,5.7,6.9,50.0,124.3,102.2,54.8,4.4,-40.0,20.8,5.8,9.3,-96.2,1.0,264.5,17.4,21.8,76.6,134.4,-8.6,-42.6,-47.5,20.2,-24.7,-16.150000000000002,29.8,-0.3,101.0,-24.1,3.8,7.4,-14.3
1985-01-01,-2.3999999999999995,-76.3,1.9,2.2,3.7,7.4,-3.2,12.45,-15.7,0.0,3.9,10.8,19.1,3.2,10.6,8.2,2.3,-46.800000000000004,2.7,-7.1,-11.3,-21.5,79.8,96.3,36.8,20.1,13.6,2.9499999999999993,6.3,18.0,-36.6,77.1,4.2,38.3,-2.3
1985-04-01,59.65,-94.5,3.1,2.6,5.0,7.8,17.4,29.700000000000003,46.6,33.9,5.5,31.2,14.3,7.5,10.8,138.8,2.3,-9.05,12.6,-35.7,126.8,83.7,21.0,-5.4,-4.7,13.7,17.6,-14.3,23.0,93.8,26.2,-16.1,4.6,37.15,20.0
1985-07-01,29.45,-89.6,3.9,2.1,14.3,8.0,38.4,54.3,29.1,18.7,14.5,28.5,9.0,41.7,12.9,144.8,1.2,89.7,15.6,23.2,17.1,37.0,109.4,170.8,32.3,7.9,50.6,40.55,25.5,8.7,-5.4,50.7,4.4,-12.700000000000001,73.8
1985-10-01,56.05,1378.3,2.0,-0.5,1.8,8.0,-9.7,-19.0,5.2,4.5,1.7,-4.0,4.7,-0.7,8.0,-54.6,-1.8,39.4,2.6,-21.7,-33.2,-35.3,-45.6,41.8,-42.2,3.6,14.3,-40.849999999999994,19.7,-3.0,-6.4,4.0,2.8,-50.75,49.7
1986-01-01,-16.950000000000003,1776.2,-0.1,0.4,0.0,7.9,-23.5,-3.4999999999999996,-14.3,-7.0,-0.2,-16.2,0.0,-7.9,7.8,-81.7,0.7,-18.599999999999998,-2.1,119.6,-41.0,-42.7,44.7,-42.1,26.8,-1.5,-15.8,2.75,23.3,3.2,156.5,8.3,3.4,74.8,-34.2
1986-04-01,109.89999999999999,620.0,-6.2,-0.6,15.6,7.9,81.5,27.950000000000003,39.4,20.1,15.6,4.4,2.7,50.7,4.6,393.7,2.4,97.6,16.9,97.6,-30.3,-40.5,-9.1,79.7,20.8,1.9,20.6,68.15,12.6,9.3,-45.5,16.7,2.7,34.75,60.5
1986-07-01,51.55,-41.1,-3.5,0.0,6.3,7.8,8.8,7.25,81.9,42.9,6.4,36.6,6.9,13.7,3.8,42.5,1.9,38.15,16.0,-32.2,277.7,348.5,-34.1,121.1,-19.8,6.5,34.0,8.85,12.3,35.1,7.0,-17.9,3.1,4.949999999999999,16.1
1986-10-01,12.100000000000001,0.1,0.6,0.9,-11.8,7.8,-20.1,12.600000000000001,-10.8,-4.1,-11.1,-50.4,10.7,-36.8,2.0,97.8,1.0,-47.0,-9.5,18.7,-14.2,-47.3,50.0,-80.4,14.7,10.2,-55.7,-52.75,16.6,-30.9,-20.0,0.3,3.6,51.599999999999994,-61.8
1987-01-01,-3.5,-94.8,-2.3,0.0,9.5,7.6,4.1,23.049999999999997,-11.2,0.8,9.3,90.7,13.0,25.2,1.5,23.1,1.1,17.85,6.8,-42.7,-39.5,-42.6,162.0,189.4,-16.6,13.2,78.2,38.35,11.1,28.9,-15.2,49.5,3.0,-10.45,60.7
1987-04-01,-18.95,700.5,7.3,2.7,6.4,7.2,9.4,23.25,22.6,15.2,6.0,3.9,7.9,9.3,2.2,-53.2,0.4,96.0,9.0,23.1,84.1,57.6,-36.0,-10.1,-36.6,7.6,6.6,197.70000000000002,12.0,13.1,36.5,34.3,4.5,8.2,5.6
1987-07-01,73.15,32.9,3.5,2.7,3.6,6.7,28.7,-8.0,11.7,7.0,3.8,-6.5,3.1,2.8,1.4,116.3,2.3,-11.500000000000002,4.6,38.1,-13.9,41.7,-22.4,-34.0,141.2,2.7,-20.7,105.44999999999999,7.5,-0.6,-29.1,-46.4,4.3,-36.65,-19.2
1987-10-01,-7.8500000000000005,-38.5,-1.7,-0.5,3.4,6.2,-2.5,-3.75,-8.5,-3.9,2.6,-11.8,-3.0,3.5,0.9,-84.4,0.2,-21.1,1.1,24.5,81.8,52.6,90.3,5.6,47.5,-3.7,3.6,-50.3,6.5,28.0,117.2,19.3,2.3,-26.15,-1.0
1988-01-01,-25.0,30.1,-5.0,-3.3,2.0,5.8,0.0,-0.4,-33.9,-22.9,2.4,0.6,-5.9,6.7,1.7,251.4,-2.4,-9.5,-5.9,-31.0,-27.0,-34.7,-11.4,92.8,-66.0,-8.2,26.2,172.95,26.7,-38.0,-21.2,32.0,0.4,12.549999999999999,60.4
1988-04-01,-4.2,131.4,-4.2,-2.9,-1.4,5.2,-8.2,0.2999999999999998,-8.2,-4.2,-1.2,5.2,-5.6,-4.9,0.7,20.7,-2.2,109.35,-2.2,7.9,-61.7,-60.0,-11.7,-4.4,-41.4,-7.5,-5.3,-14.1,18.4,38.7,23.8,-43.8,0.5,5.25,-13.2
1988-07-01,-28.5,-69.4,-4.9,-1.7,-2.4,4.6,-5.8,-24.4,2.8,-4.9,-1.2,-10.4,-4.6,-6.0,0.0,745.3,0.1,-29.5,-3.1,-39.7,188.3,181.1,-25.7,29.4,-0.6,-6.6,4.3,-3.6500000000000004,17.8,-43.9,39.7,28.3,0.9,33.25,-6.2
1988-10-01,30.349999999999998,21.3,-0.2,-0.7,11.4,4.0,31.3,46.75,8.5,1.0,9.5,55.0,-5.4,30.4,-0.1,-93.8,-1.0,143.45,8.4,36.7,-21.0,-38.2,-13.2,53.6,134.1,-7.2,28.2,86.4,14.1,-4.2,-57.2,-4.5,1.3,-63.0,26.3
1989-01-01,-22.75,57.9,4.3,0.1,-12.6,3.4,-23.8,-23.45,3.1,-4.5,-11.9,-44.8,-7.2,-36.2,1.4,158.6,-2.1,-38.5,-10.5,-2.7,34.4,81.0,-4.0,-81.1,-36.5,-8.6,-49.7,-21.8,7.0,-34.0,104.3,96.7,1.5,-9.100000000000001,-66.2
1989-04-01,-9.85,-60.9,2.7,1.5,13.2,3.2,13.1,4.45,-8.1,-7.7,12.5,32.0,-4.9,40.9,5.0,-48.3,0.9,52.1,7.1,0.0,20.4,7.1,87.9,401.6,24.7,-7.0,81.0,55.45,17.6,-23.2,11.3,-48.2,2.3,-18.35,166.1
1989-07-01,4.949999999999999,17.4,1.9,2.1,-0.1,3.0,-10.1,45.75,38.7,16.4,0.0,-1.6,-3.1,-5.6,3.9,-12.5,2.2,23.7,4.1,3.5,11.4,10.1,-22.5,-21.7,24.1,-5.0,-4.5,10.850000000000001,15.5,6.9,15.4,-4.7,2.5,34.75,3.1
1989-10-01,22.950000000000003,-76.2,1.1,-0.6,-0.6,2.8,-28.0,-39.75,-27.3,-16.0,-0.6,1.7,-1.1,-3.8,6.9,-44.5,-1.5,-39.7,-5.0,-39.4,-31.3,-55.6,-48.0,75.3,22.2,-3.8,27.9,-19.0,25.5,-17.9,-37.5,81.9,0.9,-38.400000000000006,52.9
1990-01-01,-36.15,204.2,-2.8,-2.4,4.3,2.6,25.9,55.5,13.3,6.1,4.5,70.0,-1.2,16.1,2.2,148.5,-2.2,133.6,4.8,-20.7,35.6,63.8,-57.6,2.2,-44.9,-2.1,19.2,120.45,6.7,6.8,-8.3,-43.2,-0.2,34.400000000000006,6.3
1990-04-01,32.1,-1.6,-6.7,-2.3,-4.3,2.2,-11.7,-48.400000000000006,12.6,3.3,-4.5,-14.5,-5.8,-13.2,-9.7,-9.3,0.2,-34.85,-2.3,16.8,108.4,21.3,66.5,-45.2,2.1,-5.0,-18.7,63.449999999999996,-11.5,-1.6,44.8,0.9,-0.4,20.8,-15.3
1990-07-01,-19.3,-58.6,-4.2,-0.1,-7.2,1.9,-1.1,104.3,12.3,3.4,-5.8,-6.0,-5.9,-19.5,0.4,960.3,2.1,91.6,-4.5,-41.8,-41.0,-1.6,-29.9,-71.7,-37.4,-7.9,-24.4,-19.85,12.1,1.5,143.8,9.2,0.7,11.700000000000001,-36.6
1990-10-01,6.050000000000001,139.0,-6.1,2.5,7.4,1.5,-3.3,-54.099999999999994,-6.6,-10.2,8.5,22.3,-7.4,25.0,-6.4,498.8,7.5,-2.5500000000000007,2.4,177.7,-24.6,-35.6,-14.7,8.0,422.8,-8.9,22.1,89.35,5.1,-51.8,67.0,50.9,2.1,-22.849999999999998,5.2
1991-01-01,-49.800000000000004,-18.5,-5.2,9.8,15.0,1.2,-0.5,38.55,-15.7,-16.4,11.7,12.1,-14.3,25.9,-8.7,-93.4,18.7,-13.5,6.1,4.4,201.2,205.6,200.7,30.6,-28.0,-15.5,51.2,-49.05,-5.4,-37.8,422.4,365.8,5.9,-12.9,-25.6
1991-04-01,31.450000000000003,-12.9,1.7,-6.1,-2.9,0.8,9.4,35.150000000000006,31.8,9.9,-2.5,-3.2,-11.1,-0.9,-4.0,89.1,-10.0,35.949999999999996,0.2,-48.7,-37.8,10.2,-49.8,-23.0,-61.1,-13.6,6.7,45.2,8.9,-2.9,48.2,61.8,-3.1,284.65,-4.0
1991-07-01,-15.85,-36.0,-0.4,-9.4,-6.4,0.5,-14.4,-50.150000000000006,-14.2,-13.3,-6.1,-4.5,-10.0,-8.0,-5.4,45.5,-13.9,-11.549999999999999,-8.2,5.9,28.0,7.8,-14.2,1.9,67.6,-11.7,-6.6,17.2,3.0,-31.0,-29.7,65.2,-5.2,-37.25,-31.5
1991-10-01,-35.3,49.8,0.2,-9.4,-12.2,0.2,-30.6,-37.65,-43.8,-27.3,-13.2,25.8,-4.9,-29.0,-4.5,-93.1,-14.3,-33.65,-16.1,-16.1,-41.0,-44.5,68.8,153.5,-66.5,-7.0,-30.3,-22.599999999999998,10.8,9.0,-90.3,-92.8,-5.3,-66.05,-13.1
1992-01-01,-19.1,-79.0,-1.6,-5.7,-4.4,-0.2,-3.9,92.0,7.1,5.5,-3.1,-13.0,-2.1,-2.5,2.7,891.5,-7.9,-16.25,-2.2,-23.2,20.6,5.2,19.1,41.6,14.1,-5.2,2.0,22.1,20.6,74.2,-34.0,63.5,-3.3,-14.05,-1.2
