Date,Chemicals and allied products,Communication,Corporate profits with inventory valuation adjustment,Corporate profits with inventory valuation and capital consumption adjustments,Domestic industries,Durable goods,Electric and electronic equipment,"Electric, gas, and sanitary services",Fabricated metal products,Federal Reserve banks,Financial,Food and kindred products,Less:  Payments to the rest of the world,"Machinery,except electrical",Manufacturing,Motor vehicles and equipment,Nondurable goods,Nonfinancial,Other,Petroleum and coal products,Primary metal industries,Receipts from the rest of the world,Rest of the world,Retail trade,Transportation,Transportation and public utilities,Wholesale trade
1985-01-01,11128.0,17419.0,284906.0,346957.0,280387.5,44900.0,7818.0,21078.0,5520.0,16555.0,41405.0,8434.0,9546.0,6014.0,102346.0,10982.0,57445.0,238982.5,19013.0,16004.0,-972.0,45090.0,35544.0,22177.0,2808.0,41305.0,28346.0
1985-04-01,10902.0,18254.0,283747.0,350273.0,277085.5,46797.0,6800.0,18160.0,5828.0,16591.0,43582.0,9319.0,8457.0,8315.0,103164.0,11791.0,56367.0,233503.5,18848.75,13674.0,-1724.0,48382.0,39925.0,22815.0,2869.0,39283.0,24834.0
1985-07-01,10258.0,19255.0,300222.0,367277.0,297982.0,47039.0,8196.0,17914.0,6014.0,16270.0,45802.5,11302.0,8987.0,8057.0,115500.0,7776.0,68461.0,252179.5,20109.0,24711.0,1028.0,44754.0,35767.0,25584.0,2578.0,39746.0,25074.0
1985-10-01,7144.0,19700.0,284165.0,347805.0,274829.0,43698.0,6403.0,15583.0,4885.0,15968.0,47226.5,8967.0,7815.0,6701.0,107508.0,10159.0,63811.0,227602.5,20012.75,26297.0,-403.0,48970.0,41155.0,20693.0,707.0,35990.0,20154.0
1986-01-01,9552.0,22435.0,282245.0,338526.0,268527.5,40281.0,7413.0,15070.0,5942.0,15990.0,53498.5,7460.0,8507.0,2655.0,82718.0,8001.0,42436.0,215029.0,22874.75,4120.0,529.0,50365.0,41858.0,26934.0,868.0,38373.0,21918.0
1986-04-01,9354.0,21686.0,273555.0,324827.0,260738.5,38927.0,7135.0,15622.0,5981.0,15426.0,56409.5,7114.0,11256.0,1913.0,75348.0,7393.0,36421.0,204328.5,23465.75,-1112.0,1306.0,49708.0,38452.0,22719.0,3548.0,40855.0,23155.0
1986-07-01,9822.0,22279.0,266344.0,314959.0,251303.0,36010.0,6095.0,14688.0,5266.0,15256.0,54217.0,7599.0,7958.0,996.0,63478.0,6063.0,27468.0,197086.0,23309.25,-10985.0,396.0,47306.0,39348.0,23150.0,3470.0,40437.0,29663.0
1986-10-01,11287.0,21483.0,267639.0,315948.0,253556.5,43439.0,7828.0,13534.0,4849.0,15392.0,54739.5,9340.0,9251.0,2256.0,80794.0,7130.0,37355.0,198817.0,24301.5,-8709.0,1563.0,47488.0,38237.0,20869.0,2380.0,37398.0,22992.0
1987-01-01,12911.0,21234.0,279353.0,329707.0,263235.5,50822.0,10054.0,17634.0,4426.0,15471.0,55150.0,7922.0,11733.0,4020.0,79406.0,7752.0,28583.0,208085.5,25147.5,-13194.0,2451.0,53027.0,41294.0,24154.0,1109.0,39977.0,21525.0
1987-04-01,15948.0,22175.0,316564.0,368167.0,293897.5,52258.0,12004.0,21954.0,4455.0,16280.0,64865.5,10716.0,10573.0,5090.0,96060.0,8660.0,43801.0,229032.0,28205.0,-3743.0,1121.0,59041.0,48468.0,21914.0,1912.0,46040.0,16790.0
1987-07-01,20132.0,22305.0,339870.0,391926.0,318143.5,55223.0,12002.0,17945.0,6521.0,16558.0,69471.5,12573.0,12925.0,8064.0,115291.0,3510.0,60068.0,248672.0,30974.0,2264.0,2572.0,60680.0,47755.0,23751.0,581.0,40831.0,19441.0
1987-10-01,21295.0,22253.0,341737.0,393448.0,313072.5,47109.0,8133.0,17927.0,6227.0,16686.0,67670.5,12555.0,8420.0,7397.0,116404.0,2098.0,69296.0,245401.5,29641.5,9168.0,2768.0,62940.0,54520.0,23352.0,1004.0,41184.0,17789.0
