Date,Durable goods,Equipment,Exports,Federal,Fixed investment,Goods,Government consumption expenditures and gross investment,Gross domestic product,Gross private domestic investment,Imports,Intellectual property products,National defense,Nondefense,Nondurable goods,Nonresidential,Personal consumption expenditures,Residential,Services,State and local,Structures
2008-10-01,-14.2,-16.6,-1.7,7.7,-10.8,-6.433333333333334,3.0,-2.9,-15.7,-6.2,2.2,7.6,7.9,-5.4,-7.0,-2.4,-24.4,2.4,0.2,-0.5
2009-01-01,-12.1,-25.9,-11.8,5.1,-17.7,-13.733333333333334,3.0,-4.9,-26.0,-15.4,-4.8,5.6,4.1,-5.2,-15.6,-3.0,-27.0,-1.1666666666666667,1.7,-10.2
2009-04-01,-11.5,-27.2,-13.3,9.0,-19.4,-14.833333333333334,5.0,-3.9,-27.6,-17.1,-1.6,7.3,12.1,-2.3,-17.4,-2.1,-26.4,-0.2333333333333334,2.6,-17.8
2009-07-01,-3.3,-22.2,-9.2,5.9,-16.3,-10.133333333333333,3.6,-2.1,-21.0,-12.5,1.4,5.5,6.7,-0.4,-15.2,-0.4,-20.3,0.7333333333333334,2.1,-20.9
2009-10-01,2.5,-7.8,1.3,5.0,-10.1,-1.6666666666666667,2.8,0.7,-7.6,-5.3,3.0,4.5,5.9,1.1,-9.7,0.4,-11.6,1.3999999999999997,1.3,-25.2
2010-01-01,3.7,10.7,12.9,5.7,-3.1,8.833333333333334,1.5,2.0,4.4,7.7,2.1,5.2,6.5,1.6,-2.5,1.0,-5.3,3.766666666666667,-1.2,-25.5
2010-04-01,6.8,23.1,14.7,3.8,5.1,14.466666666666669,-0.1,3.2,20.7,17.2,1.9,3.1,5.0,1.4,4.7,2.0,6.5,3.7000000000000006,-2.7,-17.5
2010-07-01,3.2,24.6,13.3,3.9,3.7,12.200000000000001,-0.6,3.1,20.3,16.0,2.5,2.2,7.0,1.4,6.6,2.0,-7.7,5.2,-3.5,-14.3
2010-10-01,8.4,22.1,9.9,2.9,6.3,9.233333333333334,-1.1,2.6,10.8,10.9,4.3,1.3,5.6,1.9,9.1,2.6,-6.2,4.1000000000000005,-3.7,-5.4
2011-01-01,8.6,17.4,9.3,-0.9,7.1,8.4,-2.4,2.5,12.0,9.5,8.1,-1.4,0.0,1.8,9.0,2.4,-2.3,3.533333333333333,-3.4,-5.7
2011-04-01,4.5,11.6,8.6,-2.1,4.6,5.566666666666666,-3.0,1.5,4.1,5.2,6.5,-1.1,-3.7,1.6,7.4,1.9,-6.2,4.466666666666666,-3.7,0.1
2011-07-01,3.7,13.1,7.0,-3.4,8.2,3.6666666666666665,-3.6,1.0,2.8,2.4,5.0,-2.3,-5.4,0.7,9.3,1.4,3.7,3.4333333333333336,-3.8,7.7
2011-10-01,4.0,12.2,4.1,-4.3,8.6,3.0666666666666664,-3.7,1.3,8.6,2.8,5.5,-3.8,-5.3,-0.4,9.4,1.1,4.9,1.5333333333333332,-3.3,9.3
2012-01-01,6.2,14.9,5.5,-1.0,13.2,4.133333333333334,-2.0,3.0,14.7,3.8,5.2,-2.2,1.2,1.1,13.5,1.7,11.0,3.1999999999999997,-2.8,24.8
2012-04-01,6.0,15.1,4.2,-3.1,12.2,3.4,-2.7,2.2,13.1,3.4,5.3,-4.2,-1.2,0.0,12.4,1.3,10.9,2.1999999999999997,-2.4,17.8
2012-07-01,5.7,6.8,2.7,-0.2,7.7,2.3000000000000003,-1.2,2.4,12.0,1.7,4.2,-2.3,3.6,0.1,6.6,1.1,13.1,1.0,-1.9,9.3
2012-10-01,6.0,7.9,3.7,-3.3,7.9,1.8666666666666665,-2.3,1.6,4.7,0.9,5.1,-5.0,-0.4,0.4,6.2,1.4,16.6,2.5666666666666664,-1.6,4.5
2013-01-01,4.3,5.7,1.1,-4.4,5.3,0.16666666666666666,-2.3,0.9,3.6,-1.2,6.3,-6.1,-1.6,0.0,3.8,0.7,13.8,0.4333333333333334,-0.9,-3.7
2013-04-01,6.6,4.6,2.5,-4.4,5.3,2.2666666666666666,-2.0,1.7,5.9,0.9,4.4,-5.9,-1.9,1.1,3.0,1.4,15.6,0.3000000000000001,-0.4,-2.1
2013-07-01,7.1,4.9,3.4,-5.9,7.3,3.4,-2.5,2.5,9.2,1.8,7.6,-7.9,-2.4,2.9,5.5,1.9,14.7,0.5333333333333332,-0.1,4.1
2013-10-01,6.3,6.8,4.9,-7.1,6.5,5.2,-2.8,3.3,11.0,3.1,6.8,-6.4,-8.1,4.7,6.5,2.9,6.8,0.8333333333333334,0.1,5.6
2014-01-01,4.0,4.9,3.7,-3.5,5.6,3.966666666666667,-1.7,1.9,5.9,4.5,3.5,-5.3,-0.5,2.6,6.2,2.2,3.1,2.6666666666666665,-0.5,13.3
2014-04-01,7.5,7.5,4.7,-4.1,7.4,5.1000000000000005,-1.7,2.6,7.9,5.3,6.6,-5.2,-2.4,3.4,8.5,2.7,2.8,2.966666666666667,-0.1,13.3
2014-07-01,8.4,11.3,4.5,-1.3,8.0,5.0,-0.4,2.9,5.9,4.4,6.8,-2.0,-0.2,2.7,9.2,3.0,2.9,2.1333333333333333,0.2,8.2
2014-10-01,9.1,7.8,2.7,-0.9,8.5,5.033333333333333,0.3,2.7,6.2,6.4,8.3,-3.6,3.5,3.2,8.5,3.4,8.4,2.966666666666667,1.1,10.3
2015-01-01,9.3,6.6,1.9,-0.1,7.1,4.9,1.4,3.6,9.8,6.5,6.6,-2.5,3.7,3.7,6.2,3.7,11.7,2.1,2.3,5.1
2015-04-01,8.1,4.0,1.2,-0.7,5.4,4.0,1.8,3.6,8.4,5.2,4.9,-1.7,1.0,3.5,4.2,3.7,10.0,2.1333333333333333,3.4,3.7
2015-07-01,7.5,2.8,0.1,-0.4,4.3,3.466666666666667,2.3,2.7,4.5,5.6,3.9,-3.7,4.8,4.0,2.5,3.4,11.1,2.7000000000000006,4.1,0.1
2015-10-01,6.1,2.0,-1.7,1.4,2.0,1.7,2.6,1.9,2.5,3.7,3.7,-0.1,3.9,3.5,0.3,2.7,9.7,2.033333333333333,3.3,-7.4
2016-01-01,5.5,0.8,-0.4,-0.3,3.0,2.2333333333333334,2.4,1.7,-0.2,2.3,7.9,-0.1,-0.6,3.8,1.0,2.6,12.4,1.3666666666666665,4.1,-7.9
2016-04-01,4.4,-0.5,-0.8,0.8,2.8,0.6999999999999998,2.1,1.5,-1.1,0.6,10.3,-1.8,4.7,2.8,1.2,2.3,8.1,1.6666666666666667,2.9,-7.0
2016-07-01,5.6,-2.0,1.5,0.6,2.7,1.5999999999999999,1.6,1.6,-1.4,1.0,10.7,0.4,0.9,2.3,2.1,2.4,4.5,2.566666666666667,2.2,-1.2
2016-10-01,6.0,-1.6,1.6,1.2,3.3,2.733333333333333,1.8,2.4,2.4,2.0,9.1,-0.5,3.8,2.3,3.0,2.5,4.4,1.0999999999999999,2.1,3.8
2017-01-01,5.2,0.0,3.9,0.8,3.7,3.233333333333333,0.8,1.2,-1.4,3.6,7.9,-1.0,3.4,0.8,3.7,2.0,3.9,3.0666666666666664,0.8,5.2
2017-04-01,7.1,2.8,3.7,1.3,4.3,4.5,0.8,2.6,5.1,4.9,6.5,2.3,-0.2,3.5,4.4,2.8,3.8,3.5,0.6,4.7
2017-07-01,6.9,4.7,3.0,-1.4,4.1,3.6666666666666665,-0.3,2.7,7.0,4.3,6.2,0.5,-4.2,3.1,4.1,2.7,4.0,4.1000000000000005,0.4,-0.1
2017-10-01,7.9,7.4,5.8,1.4,5.8,5.5,0.9,3.2,6.8,6.0,7.2,2.1,0.4,3.7,5.9,3.0,5.4,4.933333333333334,0.6,1.1
2018-01-01,10.7,7.7,4.7,2.9,6.3,5.566666666666666,1.5,4.1,10.1,4.5,7.3,2.8,3.1,4.2,7.7,3.3,1.7,2.3000000000000003,0.6,8.4
2018-04-01,8.6,6.2,4.4,2.2,5.7,5.2,1.6,3.0,4.0,3.6,9.3,2.3,2.1,2.2,7.3,3.0,0.4,0.7333333333333333,1.2,6.5
2018-07-01,5.4,5.5,2.3,4.4,5.2,4.666666666666667,2.8,2.9,5.3,4.6,8.8,4.3,4.6,2.3,7.0,2.7,-0.5,-0.6,1.8,7.1
2018-10-01,2.7,4.6,0.3,4.3,3.5,2.5,2.1,2.0,4.3,3.6,9.9,4.7,3.7,2.0,5.7,2.0,-4.1,0.3,0.9,1.4
2019-01-01,-0.5,3.1,0.6,0.8,2.3,1.3666666666666665,1.9,1.7,4.9,2.1,8.8,6.6,-7.3,1.3,3.7,1.1,-3.0,1.3,2.5,-2.5
2019-04-01,2.8,3.2,-0.5,5.0,2.6,1.2,4.1,2.4,4.8,2.8,8.0,5.4,4.3,3.7,4.2,1.9,-2.9,2.9333333333333336,3.6,0.7
2019-07-01,4.6,1.3,0.9,4.4,3.4,1.9666666666666668,4.4,2.7,2.5,1.9,8.1,5.3,3.0,3.7,4.5,2.5,-0.1,2.5333333333333337,4.4,4.8
2019-10-01,5.9,-3.1,1.2,5.2,2.7,0.4666666666666666,5.2,3.5,0.6,-2.0,7.9,4.3,6.5,3.0,2.7,3.0,2.4,2.3666666666666667,5.3,6.0
2020-01-01,1.4,-8.1,-3.2,4.9,2.1,-0.6666666666666666,5.0,1.5,-2.3,-4.1,8.3,2.5,8.7,4.5,0.7,1.3,7.9,-3.6333333333333333,5.1,5.1
2020-04-01,-1.3,-20.4,-24.5,10.9,-8.1,-15.233333333333334,5.5,-7.3,-15.5,-22.7,3.7,3.3,22.2,-0.8,-9.8,-8.8,-2.4,-23.400000000000002,2.3,-10.8
2020-07-01,13.8,-9.4,-15.5,3.6,-2.6,-2.1,1.5,-1.9,-2.9,-9.2,3.7,1.8,6.3,5.0,-6.2,-1.8,9.2,-20.166666666666668,0.2,-15.4
2020-10-01,13.0,-2.2,-9.2,5.7,1.2,2.8666666666666667,1.6,-1.0,2.7,0.6,2.7,4.3,7.7,4.8,-2.9,-0.9,16.5,-13.533333333333331,-0.8,-13.7
2021-01-01,29.3,2.8,-5.9,8.0,3.7,6.366666666666667,1.6,1.7,3.3,4.9,5.4,1.5,18.0,6.3,0.7,3.1,15.0,-8.1,-2.1,-11.0
2021-04-01,33.9,19.1,20.8,-0.2,14.6,27.0,-1.3,12.1,17.1,31.2,11.2,0.2,-0.7,14.2,11.8,17.1,22.6,16.233333333333334,-1.9,0.9
2021-07-01,4.7,5.5,7.4,0.7,7.4,7.833333333333333,-0.2,5.3,6.7,14.6,11.6,-0.9,3.0,7.3,7.1,8.1,7.7,17.366666666666667,-0.8,1.6
2021-10-01,4.9,0.9,6.4,-0.7,3.7,6.566666666666666,-1.1,5.5,9.0,10.7,12.4,-4.7,4.9,6.9,4.9,7.4,0.4,13.533333333333333,-1.4,-1.4
2022-01-01,-1.5,4.0,5.5,-4.9,4.1,5.166666666666667,-2.4,4.0,11.9,13.0,12.1,-5.7,-3.9,3.3,6.2,5.2,-1.2,14.200000000000001,-0.8,-0.8
2022-04-01,-5.4,1.7,7.9,-4.9,2.7,4.366666666666666,-2.2,2.3,9.6,12.3,11.7,-4.2,-5.7,0.2,5.5,2.9,-4.8,15.200000000000001,-0.6,1.1
2022-07-01,1.0,6.4,11.9,-2.6,2.6,6.2,-0.7,2.5,4.5,8.7,11.1,-4.1,-0.4,-0.9,7.9,2.6,-10.8,10.933333333333332,0.5,4.4
2022-10-01,-1.5,5.3,4.9,-0.6,1.4,0.7000000000000001,0.8,1.4,-1.1,1.3,10.2,-1.7,0.9,-1.7,8.1,1.6,-16.8,5.933333333333334,1.5,9.8
2023-01-01,2.7,2.6,6.6,2.0,0.8,2.1333333333333333,2.6,2.5,-3.5,-1.2,8.3,2.8,1.0,-0.3,6.6,2.7,-16.1,3.6333333333333333,2.9,10.7
2023-04-01,2.8,5.8,2.6,1.6,1.7,-0.4000000000000001,3.5,3.0,0.2,-3.2,6.1,2.3,0.7,-0.1,7.3,2.2,-13.4,2.5666666666666664,4.7,12.2
2023-07-01,4.6,2.3,0.5,5.7,2.6,-0.20000000000000004,5.2,3.2,1.9,-1.6,5.0,4.7,7.0,1.3,5.2,2.5,-4.9,1.9666666666666668,5.0,10.4
2023-10-01,5.4,3.1,1.7,2.4,4.5,1.6333333333333335,4.1,2.9,1.8,1.3,4.0,3.1,1.5,2.1,5.0,2.7,2.6,3.0666666666666664,5.1,10.1
2024-01-01,2.5,4.3,2.0,1.7,5.6,1.8333333333333333,3.0,3.1,5.1,3.2,5.1,1.2,2.4,2.7,5.5,2.8,6.0,4.833333333333333,3.8,8.4
2024-04-01,2.7,3.3,3.5,2.6,4.2,3.5,3.1,3.0,5.9,5.8,4.3,2.4,2.7,1.3,3.7,2.8,5.6,4.7,3.4,3.5
2024-07-01,3.3,5.8,4.8,3.2,3.6,4.566666666666666,3.0,2.5,2.9,7.4,4.5,4.1,2.0,2.1,4.2,2.9,1.7,5.866666666666667,2.9,1.3
2024-10-01,7.2,3.5,3.3,2.8,2.4,3.733333333333334,2.9,2.9,2.5,5.7,2.6,5.4,-0.5,3.0,2.4,3.5,2.7,5.666666666666667,2.9,0.1
