Date,Average of GDP and GDI,Equals: Gross national product,Equals: Net national product,General government,Government,Government enterprises,Gross domestic income (GDI),Gross domestic product (GDP),Gross national income,Less: Consumption of fixed capital,Less: Income payments to the rest of the world,Net domestic income,Net domestic product,Net domestic purchases,Plus: Income receipts from the rest of the world,Private
2005-04-01,15948723.0,16009813.0,13775034.0,378026.0,434100.0,56122.0,15974664.0,15922782.0,16061680.0,2251135.0,574864.0,13741809.0,13689282.0,14414328.0,664639.0,1817555.0
2005-07-01,16070746.0,16144135.0,13885387.0,380944.0,437377.0,56474.0,16093905.0,16047587.0,16190440.0,2274849.0,590088.0,13836922.0,13790019.0,14528058.0,689240.0,1837872.0
2005-10-01,16236763.0,16198101.0,13914548.0,383938.0,440714.0,56808.0,16336791.0,16136734.0,16398096.0,2298359.0,660049.0,14057531.0,13854821.0,14623753.0,724789.0,1857932.0
2006-01-01,16472127.0,16415987.0,14109765.0,387012.0,444116.0,57126.0,16590419.0,16353835.0,16652500.0,2321821.0,691051.0,14289028.0,14049283.0,14802413.0,756605.0,1877884.0
2006-04-01,16527085.0,16450186.0,14118562.0,390157.0,447587.0,57442.0,16658019.0,16396151.0,16711976.0,2345643.0,753952.0,14331599.0,14066296.0,14813793.0,811553.0,1898128.0
2006-07-01,16571594.0,16458965.0,14102001.0,393361.0,451113.0,57756.0,16722450.0,16420738.0,16760587.0,2369175.0,794028.0,14371348.0,14065729.0,14842191.0,836147.0,1918044.0
2006-10-01,16660914.0,16609016.0,14228061.0,396622.0,454696.0,58067.0,16759963.0,16561866.0,16807054.0,2393158.0,817129.0,14383546.0,14182757.0,14888043.0,868036.0,1938355.0
2007-01-01,16685503.0,16656898.0,14250353.0,399943.0,458337.0,58377.0,16759315.0,16611690.0,16804478.0,2417403.0,842521.0,14356551.0,14206998.0,14915130.0,891545.0,1958878.0
2007-04-01,16776727.0,16779317.0,14349571.0,403303.0,462033.0,58704.0,16840141.0,16713314.0,16906107.0,2440289.0,889470.0,14413539.0,14285162.0,14979116.0,958891.0,1978018.0
2007-07-01,16752461.0,16940400.0,14489831.0,406693.0,465774.0,59047.0,16695335.0,16809587.0,16826181.0,2461320.0,868044.0,14244273.0,14359854.0,15009951.0,1000956.0,1995290.0
2007-10-01,16808391.0,17094507.0,14624050.0,410117.0,469564.0,59405.0,16701591.0,16915191.0,16880978.0,2481309.0,823399.0,14229019.0,14445041.0,15023226.0,1003722.0,2011488.0
2008-01-01,16767156.0,17009367.0,14516896.0,413581.0,473409.0,59779.0,16691308.0,16843003.0,16857729.0,2500692.0,845028.0,14197529.0,14350986.0,14910890.0,1012667.0,2027035.0
2008-04-01,16802074.0,17115757.0,14603715.0,416956.0,477186.0,60177.0,16660856.0,16943291.0,16833438.0,2520043.0,817957.0,14145980.0,14431653.0,14900771.0,991473.0,2042617.0
2008-07-01,16747962.0,17046915.0,14514916.0,420250.0,480906.0,60600.0,16641629.0,16854295.0,16834340.0,2538200.0,756013.0,14107419.0,14322427.0,14765153.0,948841.0,2057074.0
2008-10-01,16374448.0,16588350.0,14036034.0,423470.0,484572.0,61046.0,16263547.0,16485350.0,16366615.0,2552892.0,712917.0,13709811.0,13934010.0,14403433.0,818482.0,2068152.0
2009-01-01,16146725.0,16430417.0,13866760.0,426616.0,488188.0,61515.0,15995187.0,16298262.0,16127418.0,2562492.0,607687.0,13429157.0,13735202.0,14114241.0,741664.0,2074225.0
2009-04-01,16160043.0,16403628.0,13834128.0,429600.0,491624.0,61969.0,16050941.0,16269145.0,16185483.0,2568106.0,596247.0,13480193.0,13700180.0,13975521.0,732380.0,2076493.0
2009-07-01,16221625.0,16527630.0,13953705.0,432422.0,494884.0,62407.0,16116970.0,16326281.0,16318381.0,2573405.0,572718.0,13541678.0,13752392.0,14050021.0,774286.0,2078605.0
2009-10-01,16434942.0,16694572.0,14114903.0,435087.0,497969.0,62830.0,16367131.0,16502754.0,16558994.0,2580041.0,608396.0,13786709.0,13923210.0,14229882.0,800678.0,2082208.0
2010-01-01,16519756.0,16806485.0,14220168.0,437596.0,500883.0,63235.0,16456803.0,16582710.0,16680620.0,2587015.0,587424.0,13869730.0,13996366.0,14320166.0,810981.0,2086305.0
2010-04-01,16679187.0,16969116.0,14375643.0,440006.0,503675.0,63620.0,16615213.0,16743162.0,16841212.0,2594696.0,596077.0,14021110.0,14149691.0,14542227.0,821865.0,2091218.0
2010-07-01,16869238.0,17087988.0,14485339.0,442317.0,506349.0,63984.0,16866211.0,16872266.0,17081936.0,2604087.0,610369.0,14263607.0,14269688.0,14694021.0,826216.0,2097947.0
2010-10-01,16935513.0,17192079.0,14578354.0,444531.0,508906.0,64327.0,16910162.0,16960864.0,17141393.0,2615273.0,623533.0,14296239.0,14347151.0,14723369.0,854576.0,2106578.0
2011-01-01,16924764.0,17160462.0,14533050.0,446646.0,511344.0,64651.0,16928897.0,16920632.0,17168725.0,2628500.0,624558.0,14301473.0,14293173.0,14665533.0,863986.0,2117366.0
2011-04-01,17043624.0,17272193.0,14631323.0,448588.0,513596.0,64961.0,17052134.0,17035114.0,17289207.0,2642050.0,646746.0,14411295.0,14394208.0,14737964.0,883512.0,2128659.0
2011-07-01,17059939.0,17292788.0,14636600.0,450361.0,515664.0,65258.0,17088566.0,17031313.0,17350022.0,2657082.0,635521.0,14432445.0,14374986.0,14720034.0,896024.0,2141615.0
2011-10-01,17234276.0,17499372.0,14827027.0,451966.0,517551.0,65542.0,17245970.0,17222583.0,17522750.0,2673589.0,605092.0,14573535.0,14550058.0,14912649.0,880566.0,2156225.0
2012-01-01,17478342.0,17626262.0,14937134.0,453400.0,519255.0,65815.0,17589674.0,17367010.0,17848839.0,2690419.0,623127.0,14901268.0,14677781.0,15024105.0,881593.0,2171342.0
2012-04-01,17537386.0,17683682.0,14976166.0,454750.0,520869.0,66081.0,17630248.0,17444525.0,17869339.0,2708592.0,615777.0,14923361.0,14736979.0,15070128.0,854709.0,2187897.0
2012-07-01,17474868.0,17709183.0,14982968.0,456013.0,522389.0,66341.0,17480086.0,17469650.0,17719616.0,2726999.0,624190.0,14753867.0,14743399.0,15077716.0,863488.0,2204781.0
2012-10-01,17610359.0,17725998.0,14980820.0,457187.0,523814.0,66594.0,17730866.0,17489852.0,17966932.0,2745705.0,623952.0,14986220.0,14744639.0,15049243.0,859942.0,2222062.0
2013-01-01,17695965.0,17885524.0,15119221.0,458672.0,525589.0,66886.0,17729530.0,17662400.0,17952637.0,2766893.0,640309.0,14963350.0,14896096.0,15183658.0,863649.0,2241473.0
2013-04-01,17773235.0,17946265.0,15158830.0,459956.0,527142.0,67157.0,17836798.0,17709671.0,18073351.0,2787891.0,637372.0,15049610.0,14922201.0,15229688.0,873865.0,2260913.0
2013-07-01,17856842.0,18107956.0,15300917.0,461049.0,528503.0,67428.0,17853234.0,17860450.0,18100739.0,2807582.0,627618.0,15046126.0,15053357.0,15359513.0,874816.0,2279239.0
2013-10-01,17986093.0,18257198.0,15429750.0,461939.0,529660.0,67697.0,17956040.0,18016147.0,18197106.0,2828044.0,636750.0,15128407.0,15188664.0,15447429.0,877694.0,2298540.0
2014-01-01,18014323.0,18195730.0,15347041.0,462630.0,530615.0,67965.0,18074671.0,17953974.0,18316387.0,2848782.0,641778.0,15226314.0,15105232.0,15425911.0,883400.0,2318313.0
2014-04-01,18255584.0,18417088.0,15547490.0,463334.0,531579.0,68229.0,18325257.0,18185911.0,18556392.0,2869936.0,655018.0,15456003.0,15316302.0,15648818.0,886384.0,2338490.0
2014-07-01,18471391.0,18661560.0,15769786.0,464049.0,532551.0,68488.0,18535841.0,18406941.0,18790420.0,2892364.0,654159.0,15644361.0,15515109.0,15840699.0,908488.0,2359930.0
2014-10-01,18597753.0,18724503.0,15810194.0,464773.0,533526.0,68743.0,18695476.0,18500031.0,18919887.0,2914681.0,667769.0,15781738.0,15585740.0,15967245.0,892635.0,2381253.0
2015-01-01,18743825.0,18891787.0,15956541.0,465498.0,534499.0,68994.0,18821028.0,18666621.0,19046149.0,2935701.0,638961.0,15886319.0,15731395.0,16174155.0,864535.0,2401281.0
2015-04-01,18834276.0,18995404.0,16039290.0,466303.0,535564.0,69254.0,18886309.0,18782243.0,19099448.0,2956479.0,666827.0,15930491.0,15826182.0,16284601.0,880635.0,2420977.0
2015-07-01,18887724.0,19071338.0,16093684.0,467197.0,536728.0,69526.0,18918031.0,18857418.0,19131959.0,2977888.0,668546.0,15940546.0,15879810.0,16376375.0,883118.0,2441204.0
2015-10-01,18923996.0,19126370.0,16126718.0,468190.0,538001.0,69807.0,18955786.0,18892206.0,19189986.0,2999742.0,612214.0,15956234.0,15892556.0,16400052.0,846721.0,2461769.0
2016-01-01,19035604.0,19217592.0,16195523.0,469283.0,539385.0,70099.0,19069518.0,19001690.0,19285421.0,3022110.0,650692.0,16047535.0,15979641.0,16489949.0,867270.0,2482740.0
2016-04-01,19021302.0,19278443.0,16233699.0,470514.0,540929.0,70414.0,18979895.0,19062709.0,19195648.0,3044738.0,668144.0,15935132.0,16017979.0,16514282.0,884563.0,2503818.0
2016-07-01,19151317.0,19417074.0,16349659.0,471872.0,542622.0,70749.0,19104696.0,19197938.0,19323845.0,3067414.0,673140.0,16037284.0,16130535.0,16610106.0,892902.0,2524797.0
2016-10-01,19251401.0,19578522.0,16488652.0,473360.0,544467.0,71106.0,19198450.0,19304352.0,19472634.0,3089875.0,660362.0,16108583.0,16214487.0,16751455.0,934260.0,2545411.0
2017-01-01,19376676.0,19667946.0,16555185.0,474974.0,546459.0,71485.0,19355010.0,19398343.0,19624622.0,3112777.0,684907.0,16242263.0,16285584.0,16810619.0,954233.0,2566318.0
2017-04-01,19490535.0,19767433.0,16630816.0,476746.0,548631.0,71885.0,19474121.0,19506949.0,19734613.0,3136628.0,713369.0,16337498.0,16370333.0,16914867.0,973853.0,2587996.0
2017-07-01,19615356.0,19963974.0,16802965.0,478669.0,550975.0,72306.0,19569945.0,19660766.0,19873175.0,3161008.0,737869.0,16408910.0,16499755.0,17041602.0,1040731.0,2610032.0
2017-10-01,19830327.0,20220855.0,17035428.0,480737.0,553486.0,72749.0,19778303.0,19882352.0,20116733.0,3185401.0,816465.0,16592896.0,16696924.0,17258822.0,1155591.0,2631917.0
2018-01-01,19983144.0,20367617.0,17155498.0,482948.0,556159.0,73211.0,19922210.0,20044077.0,20245672.0,3212056.0,820144.0,16710153.0,16831962.0,17390613.0,1144313.0,2655909.0
2018-04-01,20096278.0,20460755.0,17220701.0,485166.0,558826.0,73659.0,20042080.0,20150476.0,20352289.0,3240014.0,868526.0,16802123.0,16910432.0,17459453.0,1179310.0,2681217.0
2018-07-01,20257683.0,20550695.0,17282515.0,487396.0,561493.0,74096.0,20239212.0,20276154.0,20513730.0,3268208.0,881631.0,16971058.0,17007962.0,17630748.0,1155255.0,2706768.0
2018-10-01,20313828.0,20584632.0,17288732.0,489642.0,564165.0,74521.0,20322781.0,20304874.0,20602549.0,3296095.0,901054.0,17026866.0,17008985.0,17652936.0,1180177.0,2732012.0
2019-01-01,20479865.0,20728133.0,17403716.0,492346.0,567390.0,75041.0,20528089.0,20431641.0,20824645.0,3324685.0,895986.0,17203611.0,17107254.0,17725704.0,1192349.0,2757400.0
2019-04-01,20588534.0,20898257.0,17545244.0,495065.0,570617.0,75549.0,20574793.0,20602275.0,20870756.0,3353292.0,914289.0,17221837.0,17249289.0,17897162.0,1209857.0,2782801.0
2019-07-01,20766791.0,21126223.0,17743990.0,497923.0,573973.0,76046.0,20690261.0,20843322.0,20973057.0,3382432.0,900483.0,17308229.0,17461087.0,18096319.0,1182086.0,2808606.0
2019-10-01,20918571.0,21251168.0,17840038.0,500914.0,577449.0,76531.0,20851695.0,20985448.0,21117324.0,3411343.0,892242.0,17440801.0,17574291.0,18140064.0,1155707.0,2834062.0
2020-01-01,20708713.0,20965958.0,17527937.0,504026.0,581033.0,77002.0,20724188.0,20693238.0,20996929.0,3438949.0,799917.0,17286155.0,17255273.0,17819209.0,1070986.0,2858102.0
2020-04-01,18987072.0,19239970.0,15784667.0,507261.0,584715.0,77449.0,18917527.0,19056617.0,19100787.0,3458666.0,705488.0,15462536.0,15601510.0,16165789.0,884094.0,2874133.0
2020-07-01,20348569.0,20761651.0,17286371.0,510628.0,588503.0,77872.0,20148345.0,20548793.0,20360933.0,3476808.0,772535.0,16673774.0,17073539.0,17803561.0,981019.0,2888479.0
2020-10-01,20821135.0,20961787.0,17461895.0,514111.0,592382.0,78269.0,20870578.0,20771691.0,21060742.0,3501234.0,818847.0,17370494.0,17271778.0,18073454.0,1003285.0,2909028.0
2021-01-01,21072213.0,21243585.0,17716320.0,517696.0,596333.0,78640.0,21086047.0,21058379.0,21271272.0,3528236.0,847736.0,17558634.0,17531060.0,18390825.0,1026795.0,2932086.0
2021-04-01,21375277.0,21523001.0,17965650.0,521256.0,600241.0,78993.0,21361548.0,21389005.0,21495525.0,3557944.0,891466.0,17804043.0,17831397.0,18735946.0,1016431.0,2957908.0
2021-07-01,21583000.0,21708756.0,18122689.0,524801.0,604115.0,79330.0,21594579.0,21571421.0,21731929.0,3586634.0,917062.0,18008189.0,17985104.0,18949718.0,1045379.0,2982742.0
2021-10-01,21946285.0,22119285.0,18505395.0,528326.0,607950.0,79650.0,21932182.0,21960388.0,22091060.0,3613882.0,899669.0,18318126.0,18346263.0,19329655.0,1050370.0,3006171.0
2022-01-01,21964536.0,22021580.0,18378983.0,531808.0,611719.0,79950.0,22025223.0,21903850.0,22143039.0,3643249.0,923444.0,18382123.0,18260973.0,19378537.0,1030856.0,3031791.0
2022-04-01,21964604.0,22071731.0,18398430.0,535315.0,615514.0,80252.0,22009987.0,21919222.0,22162560.0,3674297.0,925920.0,18336301.0,18245731.0,19336938.0,1069945.0,3059072.0
2022-07-01,22143495.0,22230945.0,18527126.0,538867.0,619358.0,80560.0,22220205.0,22066784.0,22384476.0,3704920.0,957701.0,18516002.0,18362795.0,19318458.0,1113891.0,3085878.0
2022-10-01,22196654.0,22383539.0,18649707.0,542461.0,623248.0,80873.0,22143849.0,22249459.0,22277854.0,3735020.0,1015208.0,18410011.0,18515402.0,19442594.0,1139543.0,3112115.0
2023-01-01,22321016.0,22502116.0,18738558.0,546115.0,627205.0,81194.0,22238596.0,22403435.0,22337158.0,3764879.0,1085909.0,18475123.0,18639575.0,19550417.0,1172780.0,3138043.0
2023-04-01,22447253.0,22641695.0,18848715.0,549787.0,631178.0,81514.0,22355089.0,22539418.0,22457233.0,3794401.0,1113333.0,18562307.0,18746141.0,19664914.0,1203879.0,3163615.0
2023-07-01,22642549.0,22879401.0,19057858.0,553465.0,635155.0,81833.0,22504166.0,22780933.0,22602433.0,3822778.0,1167939.0,18683230.0,18959061.0,19887602.0,1254258.0,3188033.0
2023-10-01,22873653.0,23054307.0,19205914.0,557156.0,639142.0,82149.0,22786707.0,22960600.0,22880288.0,3849588.0,1166764.0,18938511.0,19111853.0,20037768.0,1247910.0,3210869.0
2024-01-01,23003266.0,23136488.0,19261258.0,560712.0,642976.0,82449.0,22952986.0,23053545.0,23035857.0,3876709.0,1201487.0,19077785.0,19177932.0,20140521.0,1271180.0,3234173.0
2024-04-01,23145936.0,23288713.0,19382872.0,564371.0,646920.0,82755.0,23067967.0,23223906.0,23132662.0,3907454.0,1222324.0,19162310.0,19317608.0,20335068.0,1272724.0,3261001.0
2024-07-01,23273015.0,23427729.0,19491687.0,568162.0,651006.0,83071.0,23145736.0,23400294.0,23172987.0,3937822.0,1203589.0,19210006.0,19463652.0,20508933.0,1214377.0,3287304.0
2024-10-01,23471239.0,23620942.0,19655494.0,572070.0,655218.0,83397.0,23400130.0,23542349.0,23478620.0,3967177.0,1205213.0,19434783.0,19576479.0,20608574.0,1269945.0,3312463.0
